player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Jonathan Taylor,57488,HB,IND,1,34,2,1,9.6,17,0,177,0,0,2,99,16.6,3,12,14,0,19,80.4,70.1,76.5,,,52.3,71.1,,17,0,3,1,22,34,0,0,2,35,1,177,99,2.91,5.2,0.14,15
Bijan Robinson,123126,HB,ATL,1,28,9,2,20.6,35,0,170,1,0,9,92,98.6,6,15,2,0,10,79.5,89.0,78.9,,46.9,41.0,91.9,60.0,20,0,3,2,31,30,0,0,5,30,2,170,92,3.29,6.1,0.1,18
Jahmyr Gibbs,122474,HB,DET,1,23,5,2,51.8,72,0,139,0,1,5,68,63.4,4,8,11,0,4,78.6,82.3,76.0,,25.7,90.4,77.9,,47,0,31,5,15,23,0,0,5,28,3,139,68,2.96,6.0,2.07,19
Rico Dowdle,40693,HB,DAL,1,22,1,0,0.0,0,0,72,0,0,1,49,9.3,1,4,9,0,7,77.9,72.5,77.3,,44.4,64.4,73.2,60.0,10,0,12,2,16,26,0,0,3,24,1,72,49,2.23,3.3,0.75,15
Tony Pollard,27126,HB,TEN,1,22,2,0,0.0,0,0,62,0,0,2,48,19.8,1,3,31,0,15,77.7,57.8,76.2,,77.8,49.5,59.3,60.0,11,0,0,0,16,26,0,0,0,22,0,62,48,2.18,2.8,0.0,4
Khalil Herbert,41668,HB,CIN,1,20,0,0,0.0,0,0,69,1,1,0,33,6.1,0,5,7,1,9,27.7,49.9,80.1,,33.3,30.7,59.3,60.0,8,0,14,7,37,22,0,0,8,27,0,69,33,1.65,3.5,0.38,11
D'Andre Swift,57212,HB,CHI,1,20,2,0,0.0,0,0,65,0,0,2,57,28.5,1,4,6,0,9,77.7,57.3,78.2,,41.1,51.5,59.7,60.0,14,0,0,0,19,23,0,0,2,20,1,65,57,2.85,3.3,0.0,9
Derrick Henry,10679,HB,BLT,1,20,8,4,74.6,103,0,138,0,3,8,83,207.5,4,5,3,0,9,77.7,89.3,75.4,,57.6,73.0,88.4,60.0,43,0,23,2,18,22,0,0,3,22,2,138,83,4.15,6.9,1.28,11
Bucky Irving,144970,HB,TB,1,19,5,1,28.1,25,0,89,0,0,5,51,63.9,2,2,30,0,9,77.4,78.9,77.3,,22.8,56.7,83.8,59.8,25,0,-5,2,23,23,0,0,4,21,1,89,51,2.68,4.7,-0.22,8
Dameon Pierce,83659,HB,HST,1,19,5,1,52.3,92,0,176,0,0,5,168,232.7,4,4,13,1,10,25.8,82.9,0.0,,81.9,52.7,85.3,60.0,92,1,0,0,10,21,0,0,2,19,1,176,168,8.84,9.3,0.0,9
J.K. Dobbins,57366,HB,LAC,1,18,3,0,0.0,0,0,63,0,0,3,46,36.5,2,4,27,0,13,77.0,58.3,76.7,,69.2,56.9,58.1,60.0,10,0,12,3,21,23,0,0,3,21,0,63,46,2.56,3.5,0.57,5
Patrick Taylor,40448,HB,SF,1,17,1,1,26.6,29,0,109,0,0,1,66,21.6,3,8,28,0,4,76.7,70.5,80.3,,82.4,55.4,73.3,58.9,29,0,12,1,33,25,0,0,4,18,0,109,66,3.88,6.4,0.36,13
Miles Sanders,40555,HB,CAR,1,17,2,0,0.0,0,0,66,0,2,2,32,37.6,1,3,5,1,10,25.3,63.0,76.6,,22.4,40.0,71.1,,11,0,50,3,22,17,0,0,3,20,1,66,32,1.88,3.9,2.27,7
Michael Carter,57337,HB,ARZ,1,17,2,0,0.0,0,0,43,0,1,2,23,19.3,0,3,1,0,10,76.9,57.0,76.4,,75.2,61.4,55.6,60.0,9,0,16,4,27,19,0,0,4,21,1,43,23,1.35,2.5,0.59,7
Jaleel McLaughlin,138346,HB,DEN,1,16,2,0,0.0,0,0,39,0,0,2,27,18.7,0,3,10,0,3,76.2,54.5,73.5,,73.0,59.2,54.3,60.0,9,0,9,2,12,17,0,0,2,18,0,39,27,1.69,2.4,0.75,13
Ray Davis,101072,HB,BUF,1,15,1,1,35.9,23,0,64,0,1,1,55,43.1,1,3,4,0,3,75.9,70.1,76.9,,27.6,60.7,71.7,60.0,23,0,1,2,17,17,0,0,2,17,0,64,55,3.67,4.3,0.06,11
Zach Charbonnet,97630,HB,SEA,1,14,3,0,0.0,0,0,59,0,0,3,27,41.3,1,2,29,0,3,75.1,63.0,76.7,,51.2,63.7,63.0,60.0,12,0,0,0,18,16,0,0,0,14,0,59,27,1.93,4.2,0.0,11
Tyrone Tracy,84226,HB,NYG,1,14,1,1,27.1,16,0,59,0,1,1,47,42.0,1,2,21,0,4,75.5,60.5,75.5,,,56.6,61.6,60.0,16,0,7,2,16,16,0,0,2,16,0,59,47,3.36,4.2,0.44,8
Tank Bigsby,123974,HB,JAX,1,14,2,0,0.0,0,0,39,0,0,2,36,34.3,1,3,15,0,8,75.3,69.4,73.7,,75.7,59.6,68.2,60.0,11,0,3,1,7,17,0,0,1,15,1,39,36,2.57,2.8,0.43,6
Emanuel Wilson,154173,HB,GB,1,14,3,1,28.8,21,0,73,0,0,3,32,45.7,2,5,12,0,5,75.3,72.6,75.3,,72.4,57.9,73.0,56.4,21,0,-2,1,9,17,0,0,1,15,1,73,32,2.29,5.2,-0.22,9
Travis Etienne Jr.,57185,HB,JAX,1,13,0,0,0.0,0,0,31,0,2,0,31,29.8,1,3,15,0,8,75.4,58.4,75.2,,72.4,73.8,53.8,,11,0,29,3,16,13,0,0,4,16,0,31,31,2.38,2.4,1.81,5
Antonio Gibson,78050,HB,NE,1,12,5,1,36.6,15,0,41,0,1,5,56,175.0,1,1,19,0,7,74.9,66.2,78.1,,81.4,61.6,66.1,60.0,15,0,20,4,22,15,0,0,6,16,0,41,56,4.67,3.4,0.91,4
Ronnie Rivers,57208,HB,LA,1,12,1,0,0.0,0,0,48,0,1,1,30,31.3,0,1,26,0,8,75.2,63.2,77.3,,37.7,68.7,60.8,72.1,9,0,34,4,27,14,0,0,5,16,0,48,30,2.5,4.0,1.26,4
Audric Estime,147476,HB,DEN,1,12,2,0,0.0,0,0,34,0,0,2,25,34.7,0,3,10,0,10,74.3,62.1,71.0,,74.4,56.5,61.9,60.0,6,0,0,0,3,14,0,0,0,12,1,34,25,2.08,2.8,0.0,2
Hassan Haskins,83701,HB,LAC,1,12,2,0,0.0,0,0,33,0,0,2,24,33.3,1,5,27,0,4,74.3,53.2,75.0,,81.8,53.0,53.5,60.0,12,0,0,0,7,14,0,0,0,12,1,33,24,2.0,2.8,0.0,6
