team,position,count,probability
NYJ,DT,1,0.0002
PHI,OT,2446,0.4892
PHI,WR,1471,0.2942
PHI,EDGE,610,0.122
PHI,S,313,0.0626
PHI,TE,51,0.0102
PHI,DT,49,0.0098
PHI,CB,28,0.0056
PHI,RB,20,0.004
PHI,LB,8,0.0016
PHI,IOL,2,0.0004
PHI,QB,2,0.0004
PIT,OT,3026,0.6052
PIT,WR,985,0.197
PIT,CB,430,0.086
PIT,RB,244,0.0488
PIT,EDGE,102,0.0204
PIT,S,67,0.0134
PIT,QB,59,0.0118
PIT,IOL,47,0.0094
PIT,DT,23,0.0046
PIT,TE,10,0.002
PIT,LB,7,0.0014
SEA,CB,2419,0.4838
SEA,EDGE,1778,0.3556
SEA,IOL,378,0.0756
SEA,LB,117,0.0234
SEA,OT,88,0.0176
SEA,DT,82,0.0164
SEA,RB,40,0.008
SEA,QB,39,0.0078
SEA,TE,21,0.0042
SEA,WR,20,0.004
SEA,S,18,0.0036
SF,OT,1407,0.2814
SF,WR,1402,0.2804
SF,EDGE,1343,0.2686
SF,CB,306,0.0612
SF,IOL,197,0.0394
SF,S,154,0.0308
SF,DT,93,0.0186
SF,LB,41,0.0082
SF,RB,31,0.0062
SF,TE,22,0.0044
SF,QB,4,0.0008
TB,EDGE,2705,0.541
TB,TE,1260,0.252
TB,CB,397,0.0794
TB,IOL,336,0.0672
TB,OT,106,0.0212
TB,S,68,0.0136
TB,RB,52,0.0104
TB,WR,40,0.008
TB,LB,36,0.0072
TEN,RB,2023,0.4046
TEN,EDGE,1558,0.3116
TEN,WR,708,0.1416
TEN,LB,598,0.1196
TEN,OT,94,0.0188
TEN,S,12,0.0024
TEN,CB,7,0.0014
WAS,EDGE,2085,0.417
WAS,WR,1028,0.2056
WAS,LB,964,0.1928
WAS,S,517,0.1034
WAS,RB,195,0.039
WAS,CB,125,0.025
WAS,OT,80,0.016
WAS,IOL,3,0.0006
WAS,TE,3,0.0006
