pick,player,model_prob,market_prob,edge,abs_edge,model_version,run_timestamp,source,market_timestamp
1,Fernando Mendoza,1.0,0.0,1.0,1.0,v1,2026-04-15T16:25:04,,
12,Jermod McCoy,0.4522,0.0,0.4522,0.4522,v1,2026-04-15T16:25:04,,
18,Dillon Thieneman,0.4346,0.0,0.4346,0.4346,v1,2026-04-15T16:25:04,,
17,Kadyn Proctor,0.412,0.0,0.412,0.412,v1,2026-04-15T16:25:04,,
2,David Bailey,0.3912,0.0,0.3912,0.3912,v1,2026-04-15T16:25:04,,
25,Peter Woods,0.3882,0.0,0.3882,0.3882,v1,2026-04-15T16:25:04,,
7,Rueben Bain,0.3696,0.0,0.3696,0.3696,v1,2026-04-15T16:25:04,,
14,Olaivavega Ioane,0.3372,0.0,0.3372,0.3372,v1,2026-04-15T16:25:04,,
15,Keldric Faulk,0.335,0.0,0.335,0.335,v1,2026-04-15T16:25:04,,
25,Kayden McDonald,0.2948,0.0,0.2948,0.2948,v1,2026-04-15T16:25:04,,
13,Jordyn Tyson,0.2938,0.0,0.2938,0.2938,v1,2026-04-15T16:25:04,,
18,Emmanuel McNeil-Warren,0.2854,0.0,0.2854,0.2854,v1,2026-04-15T16:25:04,,
8,Mansoor Delane,0.3788,0.113217111596065,0.265582888403935,0.265582888403935,v1,2026-04-15T16:25:04,DraftKings,2026-04-15 15:51:34
10,Caleb Downs,0.4184,0.1589006626170234,0.2594993373829766,0.2594993373829766,v1,2026-04-15T16:25:04,DraftKings,2026-04-15 15:51:34
15,Kenyon Sadiq,0.252,0.0,0.252,0.252,v1,2026-04-15T16:25:04,,
2,Arvell Reese,0.5002,0.7343734660187259,-0.2341734660187259,0.2341734660187259,v1,2026-04-15T16:25:04,DraftKings,2026-04-15 15:51:34
11,Makai Lemon,0.2334,0.0,0.2334,0.2334,v1,2026-04-15T16:25:04,,
32,Colton Hood,0.221,0.0,0.221,0.221,v1,2026-04-15T16:25:04,,
30,Colton Hood,0.2178,0.0,0.2178,0.2178,v1,2026-04-15T16:25:04,,
24,Caleb Lomu,0.2104,0.0,0.2104,0.2104,v1,2026-04-15T16:25:04,,
13,Monroe Freeling,0.2102,0.0,0.2102,0.2102,v1,2026-04-15T16:25:04,,
3,Francis Mauigoa,0.335,0.1263856274360412,0.20861437256395882,0.20861437256395882,v1,2026-04-15T16:25:04,DraftKings,2026-04-15 15:51:34
8,Rueben Bain,0.2044,0.0,0.2044,0.2044,v1,2026-04-15T16:25:04,,
28,Kayden McDonald,0.2038,0.0,0.2038,0.2038,v1,2026-04-15T16:25:04,,
24,Kevin Concepcion,0.2032,0.0,0.2032,0.2032,v1,2026-04-15T16:25:04,,
26,Denzel Boston,0.1956,0.0,0.1956,0.1956,v1,2026-04-15T16:25:04,,
21,Blake Miller,0.1938,0.0,0.1938,0.1938,v1,2026-04-15T16:25:04,,
26,T.J. Parker,0.1916,0.0,0.1916,0.1916,v1,2026-04-15T16:25:04,,
