team,position,count,probability,moneyline
CLE,S,169,0.0338,+2859
CLE,IOL,167,0.0334,+2894
CLE,DT,139,0.0278,+3497
CLE,RB,110,0.022,+4445
CLE,QB,87,0.0174,+5647
CLE,TE,25,0.005,+19900
DAL,CB,3701,0.7402,-285
DAL,EDGE,1852,0.3704,+170
DAL,S,1313,0.2626,+281
DAL,OT,1036,0.2072,+383
DAL,LB,851,0.1702,+488
DAL,DT,462,0.0924,+982
DAL,WR,428,0.0856,+1068
DAL,RB,199,0.0398,+2413
DAL,TE,86,0.0172,+5714
DAL,IOL,72,0.0144,+6844
DET,OT,4253,0.8506,-569
DET,EDGE,208,0.0416,+2304
DET,DT,124,0.0248,+3932
DET,S,113,0.0226,+4325
DET,RB,83,0.0166,+5924
DET,WR,63,0.0126,+7837
DET,TE,61,0.0122,+8097
DET,LB,43,0.0086,+11528
DET,IOL,36,0.0072,+13789
DET,CB,16,0.0032,+31150
HOU,OT,2073,0.4146,+141
HOU,DT,1881,0.3762,+166
HOU,IOL,280,0.056,+1686
HOU,CB,222,0.0444,+2152
HOU,EDGE,203,0.0406,+2363
HOU,RB,120,0.024,+4067
HOU,WR,98,0.0196,+5002
HOU,LB,59,0.0118,+8375
HOU,TE,24,0.0048,+20733
HOU,S,21,0.0042,+23710
HOU,QB,19,0.0038,+26216
KC,EDGE,3204,0.6408,-178
KC,CB,2899,0.5798,-138
KC,OT,1811,0.3622,+176
KC,WR,945,0.189,+429
KC,S,844,0.1688,+492
KC,LB,112,0.0224,+4364
KC,DT,73,0.0146,+6749
KC,RB,40,0.008,+12400
KC,IOL,31,0.0062,+16029
KC,TE,23,0.0046,+21639
KC,QB,18,0.0036,+27678
LAC,EDGE,1691,0.3382,+196
LAC,WR,1411,0.2822,+254
LAC,DT,746,0.1492,+570
LAC,S,659,0.1318,+659
LAC,OT,220,0.044,+2173
LAC,IOL,171,0.0342,+2824
LAC,CB,43,0.0086,+11528
LAC,RB,29,0.0058,+17141
LAC,TE,18,0.0036,+27678
LAC,LB,12,0.0024,+41567
LAR,WR,2596,0.5192,-108
LAR,OT,1931,0.3862,+159
LAR,LB,157,0.0314,+3085
LAR,RB,76,0.0152,+6479
LAR,S,58,0.0116,+8521
LAR,EDGE,56,0.0112,+8829
LAR,IOL,44,0.0088,+11264
LAR,TE,44,0.0088,+11264
LAR,CB,37,0.0074,+13414
LAR,QB,1,0.0002,+499900
LV,QB,5000,1.0,-inf
MIA,CB,3068,0.6136,-159
MIA,WR,2734,0.5468,-121
MIA,EDGE,1730,0.346,+189
MIA,IOL,1105,0.221,+352
MIA,S,388,0.0776,+1189
MIA,OT,330,0.066,+1415
MIA,TE,324,0.0648,+1443
MIA,DT,121,0.0242,+4032
MIA,LB,119,0.0238,+4102
MIA,RB,47,0.0094,+10538
MIA,QB,34,0.0068,+14606
MIN,S,3807,0.7614,-319
MIN,RB,379,0.0758,+1219
MIN,CB,239,0.0478,+1992
MIN,OT,163,0.0326,+2967
MIN,DT,147,0.0294,+3301
MIN,EDGE,112,0.0224,+4364
MIN,WR,77,0.0154,+6394
MIN,TE,49,0.0098,+10104
MIN,IOL,15,0.003,+33233
MIN,LB,12,0.0024,+41567
NE,EDGE,2060,0.412,+143
NE,OT,1050,0.21,+376
NE,DT,803,0.1606,+523
NE,WR,385,0.077,+1199
NE,LB,239,0.0478,+1992
NE,TE,215,0.043,+2226
NE,CB,151,0.0302,+3211
NE,QB,38,0.0076,+13058
NE,IOL,35,0.007,+14186
NE,S,16,0.0032,+31150
NE,RB,8,0.0016,+62400
NO,CB,2195,0.439,+128
NO,WR,1241,0.2482,+303
NO,EDGE,1178,0.2356,+324
NO,LB,122,0.0244,+3998
NO,OT,121,0.0242,+4032
NO,RB,67,0.0134,+7363
NO,S,64,0.0128,+7712
NO,IOL,10,0.002,+49900
NO,TE,2,0.0004,+249900
NYG,WR,1339,0.2678,+273
NYG,LB,1253,0.2506,+299
NYG,OT,972,0.1944,+414
NYG,RB,678,0.1356,+637
NYG,S,677,0.1354,+639
NYG,EDGE,58,0.0116,+8521
NYG,CB,23,0.0046,+21639
NYJ,EDGE,3592,0.7184,-255
NYJ,LB,2903,0.5806,-138
NYJ,WR,1821,0.3642,+175
NYJ,IOL,547,0.1094,+814
NYJ,OT,361,0.0722,+1285
NYJ,CB,234,0.0468,+2037
NYJ,S,190,0.038,+2532
NYJ,RB,149,0.0298,+3256
NYJ,TE,103,0.0206,+4754
NYJ,QB,99,0.0198,+4951
NYJ,DT,1,0.0002,+499900
PHI,OT,2446,0.4892,+104
PHI,WR,1471,0.2942,+240
PHI,EDGE,610,0.122,+720
PHI,S,313,0.0626,+1497
PHI,TE,51,0.0102,+9704
PHI,DT,49,0.0098,+10104
PHI,CB,28,0.0056,+17757
PHI,RB,20,0.004,+24900
PHI,LB,8,0.0016,+62400
PHI,IOL,2,0.0004,+249900
PHI,QB,2,0.0004,+249900
PIT,OT,3026,0.6052,-153
PIT,WR,985,0.197,+408
PIT,CB,430,0.086,+1063
PIT,RB,244,0.0488,+1949
PIT,EDGE,102,0.0204,+4802
PIT,S,67,0.0134,+7363
PIT,QB,59,0.0118,+8375
PIT,IOL,47,0.0094,+10538
PIT,DT,23,0.0046,+21639
PIT,TE,10,0.002,+49900
PIT,LB,7,0.0014,+71329
SEA,CB,2419,0.4838,+107
SEA,EDGE,1778,0.3556,+181
SEA,IOL,378,0.0756,+1223
SEA,LB,117,0.0234,+4174
SEA,OT,88,0.0176,+5582
SEA,DT,82,0.0164,+5998
SEA,RB,40,0.008,+12400
SEA,QB,39,0.0078,+12721
SEA,TE,21,0.0042,+23710
SEA,WR,20,0.004,+24900
SEA,S,18,0.0036,+27678
SF,OT,1407,0.2814,+255
SF,WR,1402,0.2804,+257
SF,EDGE,1343,0.2686,+272
SF,CB,306,0.0612,+1534
SF,IOL,197,0.0394,+2438
SF,S,154,0.0308,+3147
SF,DT,93,0.0186,+5276
SF,LB,41,0.0082,+12095
SF,RB,31,0.0062,+16029
SF,TE,22,0.0044,+22627
SF,QB,4,0.0008,+124900
TB,EDGE,2705,0.541,-118
TB,TE,1260,0.252,+297
TB,CB,397,0.0794,+1159
TB,IOL,336,0.0672,+1388
TB,OT,106,0.0212,+4617
TB,S,68,0.0136,+7253
TB,RB,52,0.0104,+9515
TB,WR,40,0.008,+12400
TB,LB,36,0.0072,+13789
TEN,RB,2023,0.4046,+147
TEN,EDGE,1558,0.3116,+221
TEN,WR,708,0.1416,+606
TEN,LB,598,0.1196,+736
TEN,OT,94,0.0188,+5219
TEN,S,12,0.0024,+41567
TEN,CB,7,0.0014,+71329
WAS,EDGE,2085,0.417,+140
WAS,WR,1028,0.2056,+386
WAS,LB,964,0.1928,+419
WAS,S,517,0.1034,+867
WAS,RB,195,0.039,+2464
WAS,CB,125,0.025,+3900
WAS,OT,80,0.016,+6150
WAS,IOL,3,0.0006,+166567
WAS,TE,3,0.0006,+166567
