team,position,count,probability,moneyline
ARI,OT,1894,0.3788,+164
ARI,EDGE,1500,0.3,+233
ARI,LB,1474,0.2948,+239
ARI,RB,82,0.0164,+5998
ARI,WR,28,0.0056,+17757
ARI,CB,19,0.0038,+26216
ARI,S,3,0.0006,+166567
BAL,WR,2098,0.4196,+138
BAL,IOL,1682,0.3364,+197
BAL,TE,572,0.1144,+774
BAL,EDGE,198,0.0396,+2425
BAL,OT,191,0.0382,+2518
BAL,RB,103,0.0206,+4754
BAL,S,68,0.0136,+7253
BAL,CB,46,0.0092,+10770
BAL,LB,41,0.0082,+12095
BAL,QB,1,0.0002,+499900
BUF,EDGE,1986,0.3972,+152
BUF,WR,1787,0.3574,+180
BUF,DT,607,0.1214,+724
BUF,IOL,183,0.0366,+2632
BUF,OT,105,0.021,+4662
BUF,S,103,0.0206,+4754
BUF,CB,99,0.0198,+4951
BUF,LB,84,0.0168,+5852
BUF,RB,26,0.0052,+19131
BUF,TE,12,0.0024,+41567
BUF,QB,8,0.0016,+62400
CAR,EDGE,1777,0.3554,+181
CAR,WR,1243,0.2486,+302
CAR,OT,816,0.1632,+513
CAR,TE,553,0.1106,+804
CAR,DT,245,0.049,+1941
CAR,S,134,0.0268,+3631
CAR,CB,110,0.022,+4445
CAR,RB,95,0.019,+5163
CAR,LB,19,0.0038,+26216
CAR,IOL,7,0.0014,+71329
CAR,QB,1,0.0002,+499900
CHI,DT,3494,0.6988,-232
CHI,S,607,0.1214,+724
CHI,CB,309,0.0618,+1518
CHI,OT,212,0.0424,+2258
CHI,WR,149,0.0298,+3256
CHI,EDGE,136,0.0272,+3576
CHI,RB,42,0.0084,+11805
CHI,LB,20,0.004,+24900
CHI,TE,13,0.0026,+38362
CHI,IOL,9,0.0018,+55456
CHI,QB,9,0.0018,+55456
CIN,S,2624,0.5248,-110
CIN,LB,1033,0.2066,+384
CIN,OT,472,0.0944,+959
CIN,IOL,252,0.0504,+1884
CIN,CB,235,0.047,+2028
CIN,WR,191,0.0382,+2518
CIN,RB,101,0.0202,+4850
CIN,EDGE,62,0.0124,+7965
CIN,TE,29,0.0058,+17141
CIN,QB,1,0.0002,+499900
CLE,OT,4314,0.8628,-629
CLE,WR,4142,0.8284,-483
CLE,EDGE,349,0.0698,+1333
CLE,LB,238,0.0476,+2001
CLE,CB,215,0.043,+2226
CLE,IOL,189,0.0378,+2546
CLE,S,169,0.0338,+2859
CLE,DT,155,0.031,+3126
CLE,RB,116,0.0232,+4210
CLE,QB,97,0.0194,+5055
CLE,TE,16,0.0032,+31150
DAL,CB,3580,0.716,-252
DAL,EDGE,1926,0.3852,+160
DAL,S,1301,0.2602,+284
DAL,OT,1008,0.2016,+396
DAL,LB,919,0.1838,+444
DAL,DT,507,0.1014,+886
DAL,WR,414,0.0828,+1108
DAL,RB,194,0.0388,+2477
DAL,IOL,84,0.0168,+5852
DAL,TE,67,0.0134,+7363
DET,OT,4279,0.8558,-593
DET,EDGE,199,0.0398,+2413
DET,DT,124,0.0248,+3932
DET,S,122,0.0244,+3998
DET,RB,67,0.0134,+7363
DET,WR,65,0.013,+7592
DET,TE,64,0.0128,+7712
DET,IOL,40,0.008,+12400
DET,LB,32,0.0064,+15525
DET,CB,8,0.0016,+62400
HOU,OT,2052,0.4104,+144
HOU,DT,1899,0.3798,+163
HOU,IOL,255,0.051,+1861
HOU,EDGE,241,0.0482,+1975
HOU,RB,180,0.036,+2678
HOU,CB,167,0.0334,+2894
HOU,WR,81,0.0162,+6073
HOU,LB,43,0.0086,+11528
HOU,S,33,0.0066,+15052
HOU,TE,29,0.0058,+17141
HOU,QB,20,0.004,+24900
KC,EDGE,3212,0.6424,-180
KC,CB,2934,0.5868,-142
KC,OT,1789,0.3578,+179
KC,WR,964,0.1928,+419
KC,S,807,0.1614,+520
KC,LB,106,0.0212,+4617
KC,DT,73,0.0146,+6749
KC,RB,40,0.008,+12400
KC,IOL,34,0.0068,+14606
KC,TE,26,0.0052,+19131
KC,QB,15,0.003,+33233
LAC,EDGE,1676,0.3352,+198
LAC,WR,1424,0.2848,+251
LAC,DT,793,0.1586,+531
LAC,S,623,0.1246,+703
LAC,OT,208,0.0416,+2304
LAC,IOL,161,0.0322,+3006
LAC,CB,53,0.0106,+9334
LAC,RB,41,0.0082,+12095
LAC,LB,10,0.002,+49900
LAC,TE,10,0.002,+49900
LAC,QB,1,0.0002,+499900
LAR,WR,2596,0.5192,-108
LAR,OT,1931,0.3862,+159
LAR,LB,139,0.0278,+3497
LAR,EDGE,73,0.0146,+6749
LAR,RB,70,0.014,+7043
LAR,TE,59,0.0118,+8375
LAR,IOL,52,0.0104,+9515
LAR,S,48,0.0096,+10317
LAR,CB,31,0.0062,+16029
LAR,QB,1,0.0002,+499900
LV,QB,5000,1.0,-inf
MIA,CB,3140,0.628,-169
MIA,WR,2728,0.5456,-120
MIA,EDGE,1617,0.3234,+209
MIA,IOL,1194,0.2388,+319
MIA,S,367,0.0734,+1262
MIA,TE,334,0.0668,+1397
MIA,OT,317,0.0634,+1477
MIA,LB,114,0.0228,+4286
MIA,DT,101,0.0202,+4850
MIA,RB,59,0.0118,+8375
MIA,QB,29,0.0058,+17141
MIN,S,3770,0.754,-307
MIN,RB,389,0.0778,+1185
MIN,CB,263,0.0526,+1801
MIN,DT,157,0.0314,+3085
MIN,OT,150,0.03,+3233
MIN,EDGE,101,0.0202,+4850
MIN,WR,90,0.018,+5456
MIN,TE,52,0.0104,+9515
MIN,LB,15,0.003,+33233
MIN,IOL,13,0.0026,+38362
NE,EDGE,2127,0.4254,+135
NE,OT,1006,0.2012,+397
NE,DT,845,0.169,+492
NE,WR,392,0.0784,+1176
NE,LB,223,0.0446,+2142
NE,TE,175,0.035,+2757
NE,CB,137,0.0274,+3550
NE,IOL,27,0.0054,+18419
NE,QB,26,0.0052,+19131
NE,S,26,0.0052,+19131
NE,RB,16,0.0032,+31150
NO,CB,2248,0.4496,+122
NO,WR,1267,0.2534,+295
NO,EDGE,1113,0.2226,+349
NO,OT,128,0.0256,+3806
NO,LB,115,0.023,+4248
NO,S,62,0.0124,+7965
NO,RB,56,0.0112,+8829
NO,IOL,9,0.0018,+55456
NO,TE,2,0.0004,+249900
