team,position,count,probability,moneyline
NYG,WR,1362,0.2724,+267
NYG,LB,1252,0.2504,+299
NYG,OT,952,0.1904,+425
NYG,S,714,0.1428,+600
NYG,RB,640,0.128,+681
NYG,EDGE,57,0.0114,+8672
NYG,CB,23,0.0046,+21639
NYJ,EDGE,3638,0.7276,-267
NYJ,LB,2822,0.5644,-130
NYJ,WR,1868,0.3736,+168
NYJ,IOL,518,0.1036,+865
NYJ,OT,359,0.0718,+1293
NYJ,CB,270,0.054,+1752
NYJ,S,168,0.0336,+2876
NYJ,RB,122,0.0244,+3998
NYJ,TE,121,0.0242,+4032
NYJ,QB,110,0.022,+4445
NYJ,DT,4,0.0008,+124900
PHI,OT,2488,0.4976,+101
PHI,WR,1426,0.2852,+251
PHI,EDGE,619,0.1238,+708
PHI,S,328,0.0656,+1424
PHI,TE,49,0.0098,+10104
PHI,DT,35,0.007,+14186
PHI,CB,24,0.0048,+20733
PHI,RB,18,0.0036,+27678
PHI,LB,9,0.0018,+55456
PHI,IOL,3,0.0006,+166567
PHI,QB,1,0.0002,+499900
PIT,OT,3016,0.6032,-152
PIT,WR,968,0.1936,+417
PIT,CB,444,0.0888,+1026
PIT,RB,259,0.0518,+1831
PIT,EDGE,93,0.0186,+5276
PIT,S,68,0.0136,+7253
PIT,QB,62,0.0124,+7965
PIT,IOL,47,0.0094,+10538
PIT,DT,28,0.0056,+17757
PIT,TE,11,0.0022,+45355
PIT,LB,4,0.0008,+124900
SEA,CB,2366,0.4732,+111
SEA,EDGE,1803,0.3606,+177
SEA,IOL,400,0.08,+1150
SEA,LB,105,0.021,+4662
SEA,OT,95,0.019,+5163
SEA,RB,66,0.0132,+7476
SEA,DT,64,0.0128,+7712
SEA,QB,37,0.0074,+13414
SEA,S,26,0.0052,+19131
SEA,WR,21,0.0042,+23710
SEA,TE,17,0.0034,+29312
SF,OT,1480,0.296,+238
SF,EDGE,1354,0.2708,+269
SF,WR,1344,0.2688,+272
SF,CB,315,0.063,+1487
SF,IOL,175,0.035,+2757
SF,S,144,0.0288,+3372
SF,DT,92,0.0184,+5335
SF,RB,40,0.008,+12400
SF,LB,37,0.0074,+13414
SF,TE,15,0.003,+33233
SF,QB,4,0.0008,+124900
TB,EDGE,2703,0.5406,-118
TB,TE,1267,0.2534,+295
TB,CB,400,0.08,+1150
TB,IOL,323,0.0646,+1448
TB,OT,107,0.0214,+4573
TB,S,64,0.0128,+7712
TB,RB,51,0.0102,+9704
TB,WR,50,0.01,+9900
TB,LB,35,0.007,+14186
TEN,RB,1960,0.392,+155
TEN,EDGE,1593,0.3186,+214
TEN,WR,726,0.1452,+589
TEN,LB,606,0.1212,+725
TEN,OT,90,0.018,+5456
TEN,S,18,0.0036,+27678
TEN,CB,7,0.0014,+71329
WAS,EDGE,2075,0.415,+141
WAS,WR,1060,0.212,+372
WAS,LB,914,0.1828,+447
WAS,S,554,0.1108,+803
WAS,RB,173,0.0346,+2790
WAS,CB,136,0.0272,+3576
WAS,OT,83,0.0166,+5924
WAS,TE,3,0.0006,+166567
WAS,IOL,2,0.0004,+249900
