player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Carson Wentz,10636,QB,MIN,1,80.0,40,46,8.3,2.66,1,0,0.0,65.2,30,0,21,6.3,54,2,0.03,16,18,36.3,56.4,56.9,62.9,1,2,58,2,46.3,28.6,84.5,11.1,6,2,1,3,2,3,5.2,350,7.6
Jordan Love,40306,QB,GB,1,91.7,36,43,5.9,2.73,0,2,4.3,72.1,31,0,19,6.1,47,2,0.52,17,12,80.6,78.6,77.4,61.5,0,0,51,1,55.3,5.3,118.1,2.1,1,2,0,7,3,1,2.0,337,7.8
Bo Nix,97790,QB,DEN,1,82.5,40,42,6.2,2.71,1,2,4.8,69.0,29,0,10,12.1,45,4,0.32,18,10,80.5,79.1,78.4,61.3,0,1,45,0,48.9,0.0,97.9,0.0,0,2,0,1,2,1,2.2,326,7.8
Kyler Murray,38334,QB,ARZ,1,76.3,38,41,6.1,2.56,2,0,0.0,65.9,27,0,17,6.9,52,2,-0.09,14,1,81.2,52.5,54.5,51.6,0,2,55,0,38.5,35.3,73.2,11.5,6,4,0,1,2,1,1.8,200,4.9
Matthew Stafford,4924,QB,LA,1,76.9,39,41,8.0,2.61,0,4,8.9,70.7,29,0,20,3.3,45,1,0.34,15,26,80.8,82.8,82.7,55.0,1,0,49,0,48.9,15.0,123.5,6.7,3,1,1,0,3,2,4.1,375,9.1
Justin Herbert,28237,QB,LAC,1,71.1,38,41,6.5,2.54,0,1,2.2,56.1,23,0,20,14.8,44,4,-0.48,9,27,80.3,65.1,61.0,74.6,0,2,48,1,34.1,10.0,57.3,4.5,2,1,0,3,1,1,2.1,203,5.0
Baker Mayfield,46518,QB,TB,1,60.5,38,40,8.7,2.75,1,3,7.0,55.0,22,0,19,4.3,44,1,-0.22,8,30,29.6,60.4,59.2,62.9,0,1,47,0,38.6,10.5,84.3,4.5,2,2,1,0,2,2,4.3,289,7.2
Dak Prescott,10769,QB,DAL,1,82.1,39,40,8.6,2.69,0,1,2.4,77.5,31,0,15,3.1,41,1,0.51,17,9,79.5,84.6,82.5,61.4,0,0,42,1,53.7,6.7,124.9,2.4,1,0,0,1,3,1,2.4,319,8.0
Brock Purdy,77672,QB,SF,1,76.5,34,38,7.8,2.82,0,0,0.0,57.9,22,0,16,15.4,41,4,-0.16,18,28,29.3,61.7,59.7,65.5,2,2,44,0,48.8,6.3,79.8,2.4,1,1,0,2,2,1,2.3,309,8.1
Patrick Mahomes,11765,QB,KC,1,81.8,33,37,7.1,2.7,1,2,5.1,67.6,25,0,8,7.4,42,2,0.28,15,16,79.8,71.6,75.2,52.8,0,0,44,1,57.1,12.5,124.8,2.4,1,3,0,3,4,0,0.0,270,7.3
Caleb Williams,144622,QB,CHI,1,72.7,33,37,7.6,3.34,3,2,5.0,59.5,22,0,13,8.3,41,2,-0.05,11,6,30.1,62.2,69.4,38.0,0,1,44,0,43.9,7.7,73.3,2.4,1,3,0,1,1,2,4.5,212,5.7
Joe Flacco,4332,QB,CLV,1,62.5,32,34,10.6,2.79,1,4,11.4,47.1,16,0,17,20.0,37,4,-0.53,8,8,21.8,60.3,63.0,54.6,0,2,39,1,29.7,17.6,39.3,8.1,3,0,0,1,0,3,7.7,184,5.4
Daniel Jones,39395,QB,IND,1,78.1,32,33,9.8,2.67,0,0,0.0,72.7,24,0,16,4.0,35,1,-0.08,11,14,79.1,60.1,59.6,60.0,0,2,40,0,45.7,12.5,80.6,5.7,2,0,0,1,1,3,7.5,262,7.9
Trevor Lawrence,77632,QB,JAX,1,72.4,29,31,6.8,2.38,1,0,0.0,67.7,21,0,5,0.0,33,0,0.18,8,15,79.7,60.9,62.6,58.5,0,0,36,1,51.5,0.0,92.7,0.0,0,1,1,0,1,1,2.8,174,5.6
Bryce Young,123943,QB,CAR,1,75.0,24,30,5.5,2.8,1,1,3.0,60.0,18,0,11,0.0,32,0,-0.35,8,5,78.3,53.7,51.9,62.6,1,0,35,0,43.8,9.1,84.0,3.1,1,1,0,4,1,1,2.9,150,5.0
C.J. Stroud,129759,QB,HST,1,81.5,27,28,6.4,2.56,0,2,6.7,78.6,22,0,12,0.0,32,0,0.25,10,13,78.7,72.8,71.8,61.9,1,0,35,0,46.9,16.7,125.1,6.3,2,2,0,0,2,0,0.0,233,8.3
Jared Goff,10635,QB,DET,1,86.4,22,27,11.4,2.47,0,2,6.9,59.3,16,0,12,15.8,27,3,-0.1,8,11,77.4,66.8,65.7,,2,1,30,0,44.4,0.0,86.7,0.0,0,0,0,3,2,2,6.7,168,6.2
Marcus Mariota,9435,QB,WAS,1,69.6,23,27,12.0,2.73,0,3,9.1,59.3,16,0,10,0.0,31,0,0.11,9,32,78.8,90.4,89.2,63.3,1,1,37,1,48.4,20.0,84.8,6.5,2,1,1,2,2,1,2.7,156,5.8
Spencer Rattler,97408,QB,NO,1,78.3,23,27,6.3,2.61,0,0,0.0,66.7,18,0,14,0.0,34,0,-0.22,10,20,28.1,69.5,57.0,87.7,1,0,34,1,47.1,21.4,89.4,8.8,3,3,0,3,1,1,2.9,126,4.7
Justin Fields,82118,QB,NYJ,1,77.8,27,27,7.7,3.65,0,1,3.2,74.1,20,0,20,4.8,35,1,0.24,15,22,28.8,63.3,50.3,84.6,0,0,40,1,57.1,10.0,111.0,5.7,2,6,0,0,1,2,5.0,226,8.4
Sam Darnold,29048,QB,SEA,1,79.2,24,26,9.8,2.58,0,1,3.7,69.2,18,0,10,5.3,31,1,0.43,12,29,32.2,73.6,69.8,65.6,0,0,33,0,48.4,30.0,111.4,9.7,3,1,0,2,1,0,0.0,242,9.3
Michael Penix Jr.,82134,QB,ATL,1,80.8,26,26,10.6,2.7,0,2,7.4,76.9,20,0,7,4.8,28,1,0.64,15,2,78.0,84.4,81.8,65.7,0,1,29,1,67.9,14.3,126.0,3.6,1,1,0,0,2,1,3.4,313,12.0
Cam Ward,133244,QB,TEN,1,47.6,21,26,8.4,3.1,2,1,3.3,38.5,10,0,16,0.0,31,0,-0.5,6,31,78.3,41.5,40.5,62.5,0,1,35,0,29.0,12.5,35.4,6.5,2,2,1,2,0,1,2.9,108,4.2
Tua Tagovailoa,60326,QB,MIA,1,70.8,24,25,5.5,2.62,1,1,3.7,68.0,17,0,10,0.0,28,0,0.4,12,17,26.6,59.6,69.3,29.6,0,0,30,0,50.0,0.0,114.9,0.0,0,2,0,0,2,1,3.3,177,7.1
Jake Browning,46401,QB,CIN,1,71.4,21,25,8.2,2.75,1,1,3.4,56.0,14,0,10,6.7,29,1,-0.39,3,7,78.4,57.8,60.0,51.6,0,0,33,1,34.5,30.0,69.6,10.3,3,1,0,3,0,0,0.0,125,5.0
Jalen Hurts,40291,QB,PHI,1,72.7,22,24,7.3,2.84,2,1,4.2,62.5,15,0,16,6.3,32,1,-0.06,13,24,36.9,58.3,64.5,48.0,0,0,32,0,46.9,12.5,104.5,6.3,2,5,0,0,2,1,3.1,130,5.4
Aaron Rodgers,2241,QB,PIT,1,86.4,22,22,3.3,2.17,0,1,4.5,81.8,18,0,7,5.3,25,1,0.15,7,25,25.4,60.6,67.1,43.0,0,0,25,1,56.0,28.6,119.7,8.0,2,1,0,0,1,1,4.0,200,9.1
Josh Allen,46601,QB,BUF,1,76.2,21,22,10.1,2.96,0,0,0.0,72.7,16,0,8,0.0,28,0,0.18,12,4,78.2,66.1,58.4,76.3,1,1,29,0,50.0,37.5,113.6,10.7,3,3,0,0,2,1,3.4,209,9.5
Geno Smith,7820,QB,LV,1,75.0,20,21,5.2,2.74,0,0,0.0,66.7,14,0,6,6.7,23,1,-0.13,7,23,76.5,29.7,27.1,69.7,0,3,23,0,60.9,0.0,73.0,0.0,0,2,1,0,2,3,13.0,117,5.6
Lamar Jackson,46416,QB,BLT,1,82.4,17,20,6.5,3.24,1,0,0.0,70.0,14,0,14,0.0,27,0,-0.26,9,3,26.4,45.8,42.3,73.3,0,1,28,3,55.6,21.4,86.9,11.1,3,4,0,2,1,3,10.7,147,7.4
Jaxson Dart,146409,QB,NYG,1,73.7,19,20,7.2,2.98,0,0,0.0,65.0,13,0,10,7.1,28,1,0.09,7,21,29.1,48.9,45.1,63.2,0,0,32,1,50.0,50.0,96.0,17.9,5,3,0,1,1,0,0.0,111,5.6
Drake Maye,143969,QB,NE,1,87.5,16,17,8.0,3.12,0,1,5.9,82.4,14,0,7,0.0,21,0,0.91,9,19,75.6,76.5,74.9,65.4,0,0,22,0,66.7,14.3,155.6,4.8,1,3,0,1,2,0,0.0,203,11.9
Cooper Rush,12324,QB,BLT,1,83.3,12,13,3.1,2.56,0,0,0.0,69.2,9,0,4,10.0,13,1,-0.38,3,3,72.8,55.5,55.5,,0,0,13,0,38.5,0.0,76.4,0.0,0,0,0,1,0,1,7.7,52,4.0
Andy Dalton,6187,QB,CAR,1,83.3,6,6,7.8,2.35,0,0,0.0,83.3,5,0,1,0.0,6,0,1.5,4,5,68.9,69.1,68.0,,0,0,6,0,83.3,0.0,146.5,0.0,0,0,0,0,1,0,0.0,58,9.7
Chris Olave,84355,WR,NO,1,0.0,1,1,4.0,2.4,0,0,0.0,0.0,0,0,0,,1,0,-3.53,0,20,67.0,54.3,53.5,,0,1,1,0,0.0,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Russell Wilson,7077,QB,NYG,1,100.0,1,1,-4.0,2.3,0,0,0.0,100.0,1,0,1,0.0,2,0,-0.93,0,21,13.6,43.2,45.2,,0,0,2,0,0.0,100.0,100.0,50.0,1,0,0,0,0,1,50.0,8,8.0
Joshua Dobbs,11890,QB,NE,1,0.0,1,1,13.0,3.1,0,0,0.0,0.0,0,0,0,,1,0,-0.94,0,19,68.2,48.1,47.3,60.5,0,0,1,0,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Dillon Gabriel,86272,QB,CLV,1,0.0,1,1,12.0,2.8,0,0,0.0,0.0,0,0,1,,1,0,-1.58,0,8,60.4,54.7,55.1,,0,0,1,0,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
