player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Cam Skattebo,147787,HB,NYG,1,25,3,1,20.3,16,0,79,0,0,3,65,28.9,1,4,21,0,6,79.1,69.8,80.1,,16.9,61.3,70.2,81.8,16,0,11,2,19,33,0,0,2,27,0,79,65,2.6,3.2,0.58,19
Josh Jacobs,45953,HB,GB,1,22,3,2,43.0,37,0,86,0,2,3,73,63.8,3,6,12,0,11,78.2,81.8,78.2,,78.3,77.1,79.1,60.0,19,0,71,4,24,24,0,0,4,26,2,86,73,3.32,3.9,2.96,11
James Cook,83666,HB,BUF,1,22,6,1,12.8,15,0,117,0,1,6,69,87.8,3,6,4,0,13,78.3,86.6,74.5,,,64.2,86.5,60.0,15,0,18,3,19,24,0,0,3,25,1,117,69,3.14,5.3,0.95,9
Quinshon Judkins,157128,HB,CLV,1,21,4,0,0.0,0,0,82,0,0,4,61,46.5,2,7,8,0,14,78.0,71.9,74.3,,11.2,77.6,70.5,60.0,11,0,33,4,14,24,0,0,4,25,1,82,61,2.9,3.9,2.36,7
Ashton Jeanty,157196,HB,LV,1,21,9,1,46.4,64,1,138,0,2,9,123,280.1,5,6,23,1,5,26.4,83.4,75.9,,80.8,76.6,79.4,60.0,64,1,17,2,13,25,0,0,2,23,1,138,123,5.86,6.6,1.31,16
Javonte Williams,77803,HB,DAL,1,20,2,0,0.0,0,0,85,0,2,2,56,48.7,2,5,9,0,11,77.8,70.2,76.4,,80.1,61.5,70.2,59.7,13,0,15,3,26,24,0,0,3,23,1,85,56,2.8,4.3,0.58,9
De'Von Achane,124305,HB,MIA,1,20,9,1,21.2,21,0,99,0,0,9,85,182.1,3,4,17,1,5,25.4,64.1,76.9,,74.6,52.2,67.0,59.8,21,0,2,1,19,21,0,0,2,21,1,99,85,4.25,5.0,0.11,14
Kenneth Gainwell,77737,HB,PIT,1,19,7,2,30.3,30,0,99,0,0,7,78,114.9,3,8,25,0,9,78.5,85.0,74.5,,77.5,64.9,85.4,60.0,15,0,35,6,17,22,0,0,6,25,2,99,78,4.11,5.2,2.06,10
Saquon Barkley,45791,HB,PHI,1,19,1,0,0.0,0,0,43,0,2,1,42,28.8,1,1,24,0,9,77.2,56.0,78.9,,39.0,67.3,55.4,60.0,10,0,31,4,16,20,0,0,4,23,1,43,42,2.21,2.3,1.94,8
Travis Etienne Jr.,57185,HB,JAX,1,19,3,2,53.2,66,0,124,0,0,3,74,58.4,4,5,15,0,10,77.0,79.5,75.3,,80.7,78.1,74.0,60.0,48,0,1,1,11,25,0,0,1,20,1,124,74,3.89,6.5,0.09,8
Kenneth Walker III,97199,HB,SEA,1,19,5,2,50.6,41,0,81,1,1,5,36,56.8,2,2,29,0,9,77.0,63.2,0.0,,26.6,70.8,64.2,60.0,21,1,29,1,12,20,0,0,2,20,0,81,36,1.89,4.3,2.42,10
Christian McCaffrey,11763,HB,SF,1,17,3,0,0.0,0,0,49,1,1,3,48,49.1,1,1,28,1,4,25.8,56.6,78.7,,44.1,49.3,60.5,60.0,11,0,92,6,36,17,0,0,9,23,0,49,48,2.82,2.9,2.56,12
Bijan Robinson,123126,HB,ATL,1,17,5,0,0.0,0,0,75,0,0,5,62,86.8,2,5,2,1,3,25.6,75.8,80.4,,19.5,83.2,68.1,,14,0,106,4,23,17,0,0,5,21,1,75,62,3.65,4.4,4.61,14
Woody Marks,124179,HB,HST,1,17,3,2,47.8,33,0,69,0,1,3,48,53.8,2,5,13,0,10,77.3,76.7,76.6,,83.5,79.2,71.8,60.0,18,0,50,4,14,19,0,0,5,21,1,69,48,2.82,4.1,3.57,7
Jonathan Taylor,57488,HB,IND,1,17,4,0,0.0,0,0,76,0,0,4,49,52.4,2,3,14,0,5,77.2,73.2,77.2,,76.9,62.7,75.4,60.0,12,0,20,5,27,20,0,0,5,22,0,76,49,2.88,4.5,0.74,12
Jordan Mason,62946,HB,MIN,1,16,0,0,0.0,0,1,57,0,1,0,51,16.8,0,4,18,1,7,24.9,57.3,77.7,,54.2,59.5,57.3,,9,1,15,3,20,16,0,0,3,19,0,57,51,3.19,3.6,0.75,8
J.K. Dobbins,57366,HB,DEN,1,16,3,1,15.8,16,0,101,0,1,3,41,60.3,4,6,10,0,11,76.4,81.2,75.0,,42.0,56.9,82.9,60.0,16,0,4,1,12,18,0,0,1,17,0,101,41,2.56,6.3,0.33,5
Tyler Allgeier,83639,HB,ATL,1,16,7,2,66.7,34,0,51,0,0,7,67,183.2,2,3,2,0,5,75.8,75.8,73.2,,65.8,60.0,72.2,60.0,19,0,0,0,1,19,0,0,0,16,1,51,67,4.19,3.2,0.0,11
Bucky Irving,144970,HB,TB,1,15,6,1,23.8,15,0,63,0,3,6,50,150.0,1,2,30,1,11,25.8,69.6,76.1,,34.3,86.9,65.0,60.0,15,0,102,5,17,19,0,0,5,20,0,63,50,3.33,4.2,6.0,4
Alvin Kamara,11822,HB,NO,1,15,4,1,24.3,17,0,70,0,1,4,58,101.8,3,4,20,0,7,76.6,60.8,78.0,,82.7,57.8,60.2,60.0,17,0,2,4,24,20,0,0,5,19,0,70,58,3.87,4.7,0.08,8
