player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Puka Nacua,100632,WR,LA,1,9.9,1,92.9,100.0,2,2,0,0.0,0,8,26,0,80.0,72.3,92.6,,92.1,2.4,1,0,31,0.0,0,42,0,13,92.9,39,23.8,10,141.1,14,1,71.4,30,170,52,4.0,13.1,4.36
Quentin Johnston,123085,WR,LAC,1,11.0,0,61.5,80.0,4,5,0,11.1,1,3,27,0,54.5,70.1,61.7,,61.2,0.0,0,0,36,0.0,0,43,0,8,93.0,40,11.6,5,110.4,13,1,88.4,38,98,17,2.1,12.3,2.45
Justin Jefferson,61398,WR,MIN,1,12.0,0,90.9,,0,0,0,0.0,0,5,18,0,78.7,71.5,75.1,,74.0,0.0,0,0,29,0.0,0,58,0,10,93.1,54,24.1,14,114.4,11,0,75.9,44,126,33,3.3,12.6,2.33
George Pickens,99229,WR,DAL,1,15.7,0,72.7,50.0,2,4,0,11.1,1,7,9,0,54.5,70.1,81.9,,80.9,0.0,0,0,28,0.0,0,41,0,8,97.6,40,4.9,2,153.0,11,2,95.1,39,134,28,3.5,16.8,3.35
Chris Godwin,11839,WR,TB,1,15.1,0,30.0,25.0,1,4,0,0.0,0,1,30,0,70.5,65.8,53.0,,53.0,0.0,0,1,11,0.0,0,43,0,3,93.0,40,34.9,15,0.0,10,0,65.1,28,26,3,1.0,8.7,0.65
Drake London,86519,WR,ATL,1,12.2,0,80.0,100.0,2,2,0,0.0,0,4,2,0,76.5,70.1,91.3,,91.1,0.0,0,1,43,0.0,0,28,0,8,96.4,27,50.0,14,106.3,10,1,50.0,14,110,19,2.4,13.8,4.07
Trey McBride,75916,TE,ARZ,1,8.2,1,70.0,0.0,0,2,0,0.0,0,4,1,0,75.6,69.5,62.6,0.0,62.0,27.8,15,0,17,1.9,1,54,0,7,92.6,50,70.4,38,82.1,10,0,1.9,1,52,10,1.4,7.4,1.04
Emeka Egbuka,145055,WR,TB,1,14.6,0,40.0,20.0,1,5,0,20.0,1,2,30,0,42.1,68.3,55.0,,59.1,0.0,0,0,77,0.0,0,44,1,4,93.2,41,34.1,15,110.8,10,1,65.9,29,101,40,10.0,25.3,2.46
Marvin Harrison Jr.,145056,WR,ARZ,1,9.9,0,60.0,100.0,3,3,0,14.3,1,3,1,0,37.5,68.8,56.2,,56.0,0.0,0,2,18,0.0,0,55,0,6,94.5,52,27.3,15,73.3,10,1,72.7,40,66,15,2.5,11.0,1.27
Michael Pittman Jr.,29049,WR,IND,1,16.3,0,50.0,0.0,0,1,0,0.0,0,3,14,0,73.4,68.0,58.7,,63.3,0.0,0,1,17,0.0,0,38,1,5,86.8,33,23.7,9,54.6,10,1,76.3,29,41,13,2.6,8.2,1.24
Jerry Jeudy,61103,WR,CLV,1,16.4,0,33.3,50.0,1,2,0,25.0,1,2,8,0,36.2,65.8,59.4,,58.8,0.0,0,1,33,0.0,0,36,0,3,94.4,34,5.6,2,12.5,9,0,94.4,34,48,10,3.3,16.0,1.41
Christian McCaffrey,11763,HB,SF,1,3.2,1,66.7,100.0,1,1,0,14.3,1,5,28,1,49.2,25.8,56.6,44.1,49.3,5.1,2,1,29,5.1,2,39,0,6,92.3,36,10.3,4,97.7,9,1,0.0,0,92,69,11.5,15.3,2.56
Zay Flowers,97268,WR,BLT,1,7.1,1,87.5,100.0,3,3,0,0.0,0,4,3,0,75.6,69.5,70.8,,69.7,0.0,0,0,21,0.0,0,39,0,7,97.4,38,41.0,16,105.2,8,0,59.0,23,74,19,2.7,10.6,1.95
Romeo Doubs,84329,WR,GB,1,11.8,0,75.0,100.0,4,4,0,14.3,1,5,12,0,49.2,70.3,62.8,,67.7,0.0,0,0,18,0.0,0,45,0,6,91.1,41,15.6,7,134.4,8,3,84.4,38,58,15,2.5,9.7,1.41
Troy Franklin,146567,WR,DEN,1,14.3,0,50.0,,0,0,0,33.3,2,4,10,0,28.6,67.0,56.8,,56.7,0.0,0,1,23,0.0,0,36,0,4,100.0,36,61.1,22,32.8,8,0,38.9,14,55,26,6.5,13.8,1.53
Xavier Worthy,144718,WR,KC,1,16.6,1,62.5,100.0,1,1,0,0.0,0,3,16,0,75.6,70.3,81.0,,78.5,0.0,0,0,37,0.0,0,32,0,5,93.8,30,28.1,9,97.4,8,0,68.8,22,83,35,7.0,16.6,2.77
Mark Andrews,47436,TE,BLT,1,4.9,0,87.5,50.0,1,2,0,0.0,0,2,3,0,75.6,69.5,62.0,,61.6,25.0,6,1,7,0.0,0,24,0,7,95.8,23,66.7,16,42.7,8,0,8.3,2,30,6,0.9,4.3,1.3
Jordan Addison,123000,WR,MIN,1,14.9,0,50.0,100.0,1,1,0,33.3,2,2,18,0,28.7,67.0,52.9,,53.4,0.0,0,1,81,0.0,0,56,0,4,92.9,52,25.0,14,56.3,8,0,75.0,42,114,57,14.3,28.5,2.19
A.J. Brown,48327,WR,PHI,1,14.0,0,25.0,33.3,1,3,0,0.0,0,1,24,0,68.3,64.0,58.4,,57.8,0.0,0,0,9,0.0,0,31,0,2,100.0,31,3.2,1,39.6,8,0,96.8,30,7,4,2.0,3.5,0.23
Cole Kmet,60995,TE,CHI,1,13.0,0,37.5,0.0,0,4,0,25.0,1,2,6,0,36.2,65.8,46.2,69.1,54.5,45.5,20,0,29,13.6,6,44,2,3,81.8,36,15.9,7,57.3,8,0,38.6,17,46,21,7.0,15.3,1.28
Rome Odunze,73774,WR,CHI,1,13.8,0,50.0,,0,0,0,0.0,0,4,6,0,72.1,67.0,65.3,,70.4,0.0,0,1,27,0.0,0,36,1,4,94.4,34,47.2,17,79.7,8,1,52.8,19,69,26,6.5,17.3,2.03
Garrett Wilson,97405,WR,NYJ,1,10.4,6,75.0,33.3,1,3,1,0.0,0,4,22,0,75.6,69.5,74.2,,73.4,0.0,0,0,23,0.0,0,40,2,6,87.5,35,37.5,15,146.9,8,1,62.5,25,82,24,4.0,13.7,2.34
Zavier Scott,55123,HB,MIN,1,4.9,0,85.7,100.0,1,1,0,0.0,0,3,18,0,74.6,70.6,73.7,76.8,82.3,0.0,0,1,16,7.4,2,27,0,6,85.2,23,29.6,8,92.3,7,1,22.2,6,43,22,3.7,7.2,1.87
Tetairoa McMillan,158735,WR,CAR,1,12.6,1,57.1,,0,0,0,0.0,0,3,5,0,41.6,67.0,70.5,,70.1,0.0,0,0,22,0.0,0,40,0,4,92.5,37,20.0,8,86.6,7,0,80.0,32,62,25,6.3,15.5,1.68
Amon-Ra St. Brown,84470,WR,DET,1,5.1,1,100.0,100.0,1,1,0,0.0,0,4,11,0,75.6,69.5,70.2,64.9,69.7,0.0,0,0,25,3.4,1,29,0,7,89.7,26,48.3,14,147.9,7,2,51.7,15,70,34,4.9,10.0,2.69
Jake Ferguson,61081,TE,DAL,1,3.1,1,100.0,100.0,1,1,0,0.0,0,2,9,0,75.6,69.5,61.0,35.0,63.0,51.4,19,0,11,10.8,4,37,0,7,86.5,32,43.2,16,130.1,7,1,5.4,2,40,22,3.1,5.7,1.25
Brenton Strange,101694,TE,JAX,1,3.9,1,85.7,100.0,1,1,0,0.0,0,2,15,0,74.6,68.8,67.8,30.1,70.6,34.4,11,0,11,12.5,4,32,1,6,81.3,26,34.4,11,93.5,7,0,31.3,10,45,24,4.0,7.5,1.73
Tommy Tremble,84025,TE,CAR,1,6.3,0,71.4,100.0,1,1,0,0.0,0,2,5,0,74.6,68.8,64.7,64.9,65.1,55.2,16,0,15,3.4,1,29,1,5,89.7,26,34.5,10,126.2,7,1,10.3,3,42,26,5.2,8.4,1.62
Brian Thomas Jr.,146760,WR,JAX,1,9.6,0,71.4,,0,0,0,0.0,0,2,15,0,73.4,69.1,63.6,,68.2,0.0,0,0,14,0.0,0,32,1,5,90.6,29,21.9,7,90.8,7,0,78.1,25,49,8,1.6,9.8,1.69
Keenan Allen,7857,WR,LAC,1,4.0,1,71.4,50.0,1,2,0,0.0,0,2,27,0,73.4,68.0,62.8,,62.5,0.0,0,0,10,0.0,0,38,0,5,89.5,34,42.1,16,83.6,7,0,57.9,22,37,11,2.2,7.4,1.09
Jameson Williams,101701,WR,DET,1,25.1,0,28.6,,0,0,0,50.0,2,2,11,0,27.3,66.2,47.0,,52.2,0.0,0,1,27,0.0,0,30,1,2,90.0,27,23.3,7,11.3,7,0,76.7,23,40,19,9.5,20.0,1.48
Ja'Marr Chase,84270,WR,CIN,1,6.4,1,71.4,100.0,1,1,0,16.7,1,0,7,0,45.8,68.0,49.2,,49.7,0.0,0,0,10,0.0,0,32,0,5,87.5,28,43.8,14,75.3,7,0,56.3,18,23,15,3.0,4.6,0.82
Mason Taylor,157122,TE,NYJ,1,7.4,0,71.4,,0,0,0,16.7,1,4,22,0,46.3,68.0,64.3,20.2,70.6,44.1,15,0,27,11.8,4,34,1,5,76.5,26,44.1,15,100.3,7,0,8.8,3,65,23,4.6,13.0,2.5
Stefon Diggs,9579,WR,NE,1,13.0,0,85.7,,0,0,0,0.0,0,3,19,0,74.6,68.8,85.7,,83.6,0.0,0,0,33,0.0,0,19,0,6,94.7,18,36.8,7,118.8,7,0,63.2,12,101,29,4.8,16.8,5.61
Jakobi Meyers,47468,WR,LV,1,8.4,0,57.1,,0,0,0,0.0,0,1,23,0,72.1,67.0,56.5,,62.5,0.0,0,3,10,0.0,0,23,1,4,100.0,23,60.9,14,28.0,7,0,39.1,9,30,17,4.3,7.5,1.3
Jalen Tolbert,61637,WR,DAL,1,18.0,0,66.7,,0,0,0,0.0,0,2,9,0,72.1,67.0,70.1,,69.2,0.0,0,0,34,0.0,0,34,0,4,100.0,34,38.2,13,100.0,6,0,61.8,21,61,13,3.3,15.3,1.79
Tee Higgins,61211,WR,CIN,1,14.8,0,50.0,100.0,1,1,0,0.0,0,1,7,0,72.1,67.0,68.7,,71.3,0.0,0,0,19,0.0,0,31,0,3,90.3,28,19.4,6,66.0,6,0,80.6,25,32,1,0.3,10.7,1.14
Isaiah Bond,163586,WR,CLV,1,13.5,1,50.0,100.0,2,2,0,0.0,0,2,8,0,70.5,65.8,73.9,,72.4,0.0,0,0,35,0.0,0,28,0,3,96.4,27,42.9,12,84.0,6,0,57.1,16,58,11,3.7,19.3,2.15
Brock Bowers,146715,TE,LV,1,2.5,0,83.3,,0,0,0,0.0,0,2,23,0,73.4,68.0,64.5,,70.9,50.0,10,0,19,0.0,0,20,0,5,100.0,20,40.0,8,98.6,6,0,10.0,2,46,44,8.8,9.2,2.3
Tyler Warren,129798,TE,IND,1,9.7,0,83.3,,0,0,1,16.7,1,3,14,0,49.2,70.6,52.3,73.4,57.0,37.8,14,0,24,2.7,1,37,2,5,86.5,32,54.1,20,115.3,6,0,5.4,2,70,18,3.6,14.0,2.19
