ev_bucket,bets,hit_rate,profit_units,avg_profit,avg_ev_percent,avg_edge_yards
2-5,226,0.5309734513274337,3.088070399545807,0.013664028316574367,3.4638033659845693,3.563716814159292
5-10,368,0.5163043478260869,-5.181818181818186,-0.014081027667984202,7.359543967913334,5.201820652173913
