ev_bucket,bets,hit_rate,profit_units,avg_profit,avg_ev_percent,avg_edge_receptions
2-5,88493,0.5121309030092775,-42319.5738,-0.4782251002904184,3.4866295644853267,0.3699077893166691
5-10,135351,0.5172699130409084,-64013.4187,-0.4729438179252462,7.447049597712614,0.42256488684974625
