edge_bucket,bets,hit_rate,profit_units,avg_profit,avg_ev_percent,avg_edge_yards
0-2.5,41,0.4878048780487805,-2.640692640692641,-0.0644071375778693,3.503907190370611,2.114878048780488
2.5-5,321,0.5295950155763239,3.5454545454545423,0.011045029736618512,4.976492181347936,3.8023052959501555
5-7.5,211,0.5165876777251185,-2.99850968703428,-0.01421094638404872,7.415423573784623,5.900094786729858
7.5-10,21,0.5238095238095238,-3.3306690738754696e-16,-1.586032892321652e-17,8.826818181818187,7.976190476190476
