market_key,player,player_norm,position_market,line,over_price,under_price,season,week,game_total,team_spread,is_favorite,is_underdog,position,projection,team,line_bucket,rows,hist_mean_actual,std_for_sim,var_for_sim,projection_minus_line,p_over,p_under,p_push,fair_over_price,fair_under_price,over_price_decimal,under_price_decimal,ev_over,ev_under,ev_over_percent,ev_under_percent,recommended_side,recommended_prob,recommended_ev,recommended_ev_percent,recommendation,n_sims
player_rush_yds,Jamaal Williams,jamaal williams,RB,19.5,-110.0,-110,2024,3,49.0,-2.5,True,False,RB,35.4,FA,<20,104,21.66346153846154,25.10512519771719,630.2673111930545,15.899999999999999,0.73465,0.26535,0.0,-276.86074995289243,276.86074995289243,1.9090909090909092,1.9090909090909092,0.40251363636363646,-0.4934227272727273,40.25136363636365,-49.34227272727273,over,0.73465,0.40251363636363646,40.25136363636365,over,20000
player_rush_yds,Deebo Samuel,deebo samuel,WR,17.5,-110.0,-110,2024,15,48.5,-3.0,True,False,WR,9.79,FA,<20,15,5.933333333333334,12.593401049756178,158.59375,-7.710000000000001,0.26685,0.73315,0.0,274.74236462432077,-274.7423646243207,1.9090909090909092,1.9090909090909092,-0.4905590909090909,0.39964999999999995,-49.05590909090909,39.964999999999996,under,0.73315,0.39964999999999995,39.964999999999996,under,20000
player_rush_yds,Braelon Allen,braelon allen,RB,29.5,-110.0,-110,2024,15,41.5,-3.5,True,False,RB,49.0,NYJ,20-40,179,30.76536312849162,33.49704221013505,1122.051836827569,19.5,0.7236,0.2764,0.0,-261.794500723589,261.794500723589,1.9090909090909092,1.9090909090909092,0.3814181818181819,-0.47232727272727276,38.14181818181819,-47.232727272727274,over,0.7236,0.3814181818181819,38.14181818181819,over,20000
player_rush_yds,Gus Edwards,gus edwards,RB,15.5,-110.0,-110,2024,10,40.0,-8.0,True,False,RB,30.08,FA,<20,104,21.66346153846154,25.10512519771719,630.2673111930545,14.579999999999998,0.7181,0.2819,0.0,-254.73572188719402,254.73572188719407,1.9090909090909092,1.9090909090909092,0.3709181818181818,-0.4618272727272727,37.091818181818184,-46.18272727272727,over,0.7181,0.3709181818181818,37.091818181818184,over,20000
player_rush_yds,Alexander Mattison,alexander mattison,RB,12.5,-110.0,-110,2024,15,44.5,6.5,False,True,RB,25.9,FA,<20,104,21.66346153846154,25.10512519771719,630.2673111930545,13.399999999999999,0.70775,0.29225,0.0,-242.17279726261762,242.17279726261762,1.9090909090909092,1.9090909090909092,0.3511590909090909,-0.44206818181818175,35.11590909090909,-44.20681818181818,over,0.70775,0.3511590909090909,35.11590909090909,over,20000
player_rush_yds,Breece Hall,breece hall,RB,52.5,-110.0,-110,2024,13,41.5,-1.0,True,False,RB,73.68,NYJ,40-60,215,54.88837209302326,40.503847108932476,1640.5616306237778,21.180000000000007,0.6986,0.3014,0.0,-231.78500331785003,231.78500331785003,1.9090909090909092,1.9090909090909092,0.33369090909090915,-0.4246,33.369090909090914,-42.46,over,0.6986,0.33369090909090915,33.369090909090914,over,20000
player_rush_yds,D'Ernest Johnson,dernest johnson,RB,14.5,-110.0,-110,2024,11,47.5,14.0,False,True,RB,27.4,FA,<20,104,21.66346153846154,25.10512519771719,630.2673111930545,12.899999999999999,0.6977,0.3023,0.0,-230.79722130334102,230.79722130334102,1.9090909090909092,1.9090909090909092,0.3319727272727273,-0.42288181818181814,33.19727272727273,-42.28818181818181,over,0.6977,0.3319727272727273,33.19727272727273,over,20000
player_rush_yds,Zamir White,zamir white,RB,25.5,-110.0,-110,2024,7,43.0,7.0,False,True,RB,41.95,LV,20-40,179,30.76536312849162,33.49704221013505,1122.051836827569,16.450000000000003,0.68855,0.31145,0.0,-221.07882485150105,221.07882485150105,1.9090909090909092,1.9090909090909092,0.31450454545454554,-0.4054136363636363,31.450454545454555,-40.541363636363634,over,0.68855,0.31450454545454554,31.450454545454555,over,20000
player_rush_yds,Dalvin Cook,dalvin cook,RB,32.5,-110.0,-110,2024,8,48.0,5.5,False,True,RB,16.59,FA,20-40,179,30.76536312849162,33.49704221013505,1122.051836827569,-15.91,0.31635,0.68365,0.0,216.10557926347397,-216.10557926347397,1.9090909090909092,1.9090909090909092,-0.39605909090909086,0.30515000000000003,-39.60590909090909,30.515000000000004,under,0.68365,0.30515000000000003,30.515000000000004,under,20000
player_rush_yds,Jaylen Warren,jaylen warren,RB,17.5,-110.0,-110,2024,2,36.5,-3.0,True,False,RB,29.76,PIT,<20,104,21.66346153846154,25.10512519771719,630.2673111930545,12.260000000000002,0.6833,0.3167,0.0,-215.75623618566468,215.75623618566468,1.9090909090909092,1.9090909090909092,0.3044818181818183,-0.3953909090909091,30.44818181818183,-39.539090909090916,over,0.6833,0.3044818181818183,30.44818181818183,over,20000
player_rush_yds,Jamaal Williams,jamaal williams,RB,14.5,-110.0,-110,2024,2,47.0,6.5,False,True,RB,26.1,FA,<20,104,21.66346153846154,25.10512519771719,630.2673111930545,11.600000000000001,0.6813,0.3187,0.0,-213.77470975839347,213.77470975839347,1.9090909090909092,1.9090909090909092,0.30066363636363647,-0.3915727272727273,30.066363636363647,-39.157272727272726,over,0.6813,0.30066363636363647,30.066363636363647,over,20000
player_rush_yds,James Cook,james cook,RB,45.5,-110.0,-110,2024,15,55.5,2.5,False,True,RB,64.25,BUF,40-60,215,54.88837209302326,40.503847108932476,1640.5616306237778,18.75,0.6792,0.3208,0.0,-211.72069825436412,211.72069825436412,1.9090909090909092,1.9090909090909092,0.2966545454545455,-0.3875636363636364,29.66545454545455,-38.75636363636364,over,0.6792,0.2966545454545455,29.66545454545455,over,20000
