team,position,count,probability
ARI,LB,2292,0.4584
ARI,EDGE,1733,0.3466
ARI,OT,797,0.1594
ARI,RB,95,0.019
ARI,WR,35,0.007
ARI,CB,25,0.005
ARI,S,23,0.0046
BAL,WR,1704,0.3408
BAL,IOL,1629,0.3258
BAL,TE,851,0.1702
BAL,OT,424,0.0848
BAL,EDGE,172,0.0344
BAL,RB,95,0.019
BAL,S,60,0.012
BAL,CB,33,0.0066
BAL,LB,31,0.0062
BAL,QB,1,0.0002
BUF,EDGE,2189,0.4378
BUF,WR,1260,0.252
BUF,DT,606,0.1212
BUF,S,386,0.0772
BUF,OT,263,0.0526
BUF,IOL,155,0.031
BUF,CB,65,0.013
BUF,RB,28,0.0056
BUF,TE,26,0.0052
BUF,LB,11,0.0022
BUF,QB,11,0.0022
CAR,EDGE,1604,0.3208
CAR,WR,1560,0.312
CAR,OT,680,0.136
CAR,TE,609,0.1218
CAR,DT,296,0.0592
CAR,CB,95,0.019
CAR,S,85,0.017
CAR,RB,47,0.0094
CAR,IOL,12,0.0024
CAR,LB,12,0.0024
CHI,DT,3086,0.6172
CHI,S,1294,0.2588
CHI,OT,254,0.0508
CHI,WR,125,0.025
CHI,CB,121,0.0242
CHI,EDGE,57,0.0114
CHI,TE,32,0.0064
CHI,RB,16,0.0032
CHI,IOL,6,0.0012
CHI,QB,6,0.0012
CHI,LB,3,0.0006
CIN,S,1564,0.3128
CIN,LB,1015,0.203
CIN,IOL,908,0.1816
CIN,OT,564,0.1128
CIN,WR,391,0.0782
CIN,CB,230,0.046
CIN,EDGE,176,0.0352
CIN,RB,114,0.0228
CIN,TE,38,0.0076
CLE,WR,4475,0.895
CLE,OT,4257,0.8514
CLE,RB,220,0.044
CLE,S,200,0.04
CLE,QB,195,0.039
CLE,LB,178,0.0356
CLE,EDGE,133,0.0266
CLE,CB,123,0.0246
CLE,IOL,105,0.021
CLE,DT,89,0.0178
CLE,TE,25,0.005
DAL,CB,2958,0.5916
DAL,EDGE,2457,0.4914
DAL,S,1356,0.2712
DAL,OT,1130,0.226
DAL,WR,713,0.1426
DAL,DT,552,0.1104
DAL,LB,400,0.08
DAL,RB,209,0.0418
DAL,IOL,113,0.0226
DAL,TE,112,0.0224
DET,OT,4294,0.8588
DET,EDGE,181,0.0362
DET,S,112,0.0224
DET,DT,108,0.0216
DET,WR,104,0.0208
DET,RB,70,0.014
DET,TE,60,0.012
DET,CB,37,0.0074
DET,IOL,28,0.0056
DET,LB,6,0.0012
HOU,OT,2790,0.558
HOU,DT,1557,0.3114
HOU,CB,192,0.0384
HOU,IOL,138,0.0276
HOU,EDGE,117,0.0234
HOU,RB,69,0.0138
HOU,S,55,0.011
HOU,TE,30,0.006
HOU,WR,22,0.0044
HOU,QB,18,0.0036
HOU,LB,12,0.0024
KC,CB,3248,0.6496
KC,EDGE,3102,0.6204
KC,OT,2074,0.4148
KC,WR,954,0.1908
KC,S,433,0.0866
KC,LB,52,0.0104
KC,RB,43,0.0086
KC,DT,39,0.0078
KC,TE,26,0.0052
KC,IOL,15,0.003
KC,QB,14,0.0028
LAC,WR,1819,0.3638
LAC,EDGE,1449,0.2898
LAC,DT,880,0.176
LAC,S,423,0.0846
