team,position,count,probability,moneyline
ARI,LB,2292,0.4584,+118
ARI,EDGE,1733,0.3466,+189
ARI,OT,797,0.1594,+527
ARI,RB,95,0.019,+5163
ARI,WR,35,0.007,+14186
ARI,CB,25,0.005,+19900
ARI,S,23,0.0046,+21639
BAL,WR,1704,0.3408,+193
BAL,IOL,1629,0.3258,+207
BAL,TE,851,0.1702,+488
BAL,OT,424,0.0848,+1079
BAL,EDGE,172,0.0344,+2807
BAL,RB,95,0.019,+5163
BAL,S,60,0.012,+8233
BAL,CB,33,0.0066,+15052
BAL,LB,31,0.0062,+16029
BAL,QB,1,0.0002,+499900
BUF,EDGE,2189,0.4378,+128
BUF,WR,1260,0.252,+297
BUF,DT,606,0.1212,+725
BUF,S,386,0.0772,+1195
BUF,OT,263,0.0526,+1801
BUF,IOL,155,0.031,+3126
BUF,CB,65,0.013,+7592
BUF,RB,28,0.0056,+17757
BUF,TE,26,0.0052,+19131
BUF,LB,11,0.0022,+45355
BUF,QB,11,0.0022,+45355
CAR,EDGE,1604,0.3208,+212
CAR,WR,1560,0.312,+221
CAR,OT,680,0.136,+635
CAR,TE,609,0.1218,+721
CAR,DT,296,0.0592,+1589
CAR,CB,95,0.019,+5163
CAR,S,85,0.017,+5782
CAR,RB,47,0.0094,+10538
CAR,IOL,12,0.0024,+41567
CAR,LB,12,0.0024,+41567
CHI,DT,3086,0.6172,-161
CHI,S,1294,0.2588,+286
CHI,OT,254,0.0508,+1869
CHI,WR,125,0.025,+3900
CHI,CB,121,0.0242,+4032
CHI,EDGE,57,0.0114,+8672
CHI,TE,32,0.0064,+15525
CHI,RB,16,0.0032,+31150
CHI,IOL,6,0.0012,+83233
CHI,QB,6,0.0012,+83233
CHI,LB,3,0.0006,+166567
CIN,S,1564,0.3128,+220
CIN,LB,1015,0.203,+393
CIN,IOL,908,0.1816,+451
CIN,OT,564,0.1128,+787
CIN,WR,391,0.0782,+1179
CIN,CB,230,0.046,+2074
CIN,EDGE,176,0.0352,+2741
CIN,RB,114,0.0228,+4286
CIN,TE,38,0.0076,+13058
CLE,WR,4475,0.895,-852
CLE,OT,4257,0.8514,-573
CLE,RB,220,0.044,+2173
CLE,S,200,0.04,+2400
CLE,QB,195,0.039,+2464
CLE,LB,178,0.0356,+2709
CLE,EDGE,133,0.0266,+3659
CLE,CB,123,0.0246,+3965
CLE,IOL,105,0.021,+4662
CLE,DT,89,0.0178,+5518
CLE,TE,25,0.005,+19900
DAL,CB,2958,0.5916,-145
DAL,EDGE,2457,0.4914,+104
DAL,S,1356,0.2712,+269
DAL,OT,1130,0.226,+342
DAL,WR,713,0.1426,+601
DAL,DT,552,0.1104,+806
DAL,LB,400,0.08,+1150
DAL,RB,209,0.0418,+2292
DAL,IOL,113,0.0226,+4325
DAL,TE,112,0.0224,+4364
DET,OT,4294,0.8588,-608
DET,EDGE,181,0.0362,+2662
DET,S,112,0.0224,+4364
DET,DT,108,0.0216,+4530
DET,WR,104,0.0208,+4708
DET,RB,70,0.014,+7043
DET,TE,60,0.012,+8233
DET,CB,37,0.0074,+13414
DET,IOL,28,0.0056,+17757
DET,LB,6,0.0012,+83233
HOU,OT,2790,0.558,-126
HOU,DT,1557,0.3114,+221
HOU,CB,192,0.0384,+2504
HOU,IOL,138,0.0276,+3523
HOU,EDGE,117,0.0234,+4174
HOU,RB,69,0.0138,+7146
HOU,S,55,0.011,+8991
HOU,TE,30,0.006,+16567
HOU,WR,22,0.0044,+22627
HOU,QB,18,0.0036,+27678
HOU,LB,12,0.0024,+41567
KC,CB,3248,0.6496,-185
KC,EDGE,3102,0.6204,-163
KC,OT,2074,0.4148,+141
KC,WR,954,0.1908,+424
KC,S,433,0.0866,+1055
KC,LB,52,0.0104,+9515
KC,RB,43,0.0086,+11528
KC,DT,39,0.0078,+12721
KC,TE,26,0.0052,+19131
KC,IOL,15,0.003,+33233
KC,QB,14,0.0028,+35614
LAC,WR,1819,0.3638,+175
LAC,EDGE,1449,0.2898,+245
LAC,DT,880,0.176,+468
LAC,S,423,0.0846,+1082
LAC,OT,244,0.0488,+1949
LAC,IOL,130,0.026,+3746
LAC,RB,26,0.0052,+19131
