pick,players_total,players_ge_1pct,players_ge_2pct,players_ge_5pct
1,1,1,1,1
2,10,4,4,3
3,11,6,4,4
4,12,8,7,6
5,13,9,7,5
6,17,10,8,5
7,17,11,9,6
8,18,10,6,5
9,19,11,10,6
10,20,14,13,5
11,23,12,10,5
12,24,16,12,6
13,25,12,8,5
14,24,13,9,4
15,24,8,6,6
16,29,19,14,6
17,27,13,6,5
18,28,11,6,5
19,28,18,10,7
20,29,22,15,6
21,33,12,12,9
22,35,13,11,8
23,30,15,12,7
24,36,15,10,7
25,36,9,4,3
26,40,17,10,5
27,38,17,11,6
28,41,13,8,5
29,41,14,8,6
30,42,15,8,6
31,42,17,9,6
32,39,10,7,7
