pick,player,model_prob,market_prob,edge,abs_edge,model_version,run_timestamp,source,market_timestamp
1,Fernando Mendoza,1.0,0.0,1.0,1.0,v1,2026-04-23T07:34:31,,
18,Dillon Thieneman,0.481,0.0,0.481,0.481,v1,2026-04-23T07:34:31,,
2,David Bailey,0.4496,0.0,0.4496,0.4496,v1,2026-04-23T07:34:31,,
17,Kadyn Proctor,0.4316,0.0,0.4316,0.4316,v1,2026-04-23T07:34:31,,
12,Jermod McCoy,0.3786,0.0,0.3786,0.3786,v1,2026-04-23T07:34:31,,
15,Keldric Faulk,0.3298,0.0,0.3298,0.3298,v1,2026-04-23T07:34:31,,
14,Olaivavega Ioane,0.3258,0.0,0.3258,0.3258,v1,2026-04-23T07:34:31,,
25,Kayden McDonald,0.3234,0.0,0.3234,0.3234,v1,2026-04-23T07:34:31,,
25,Peter Woods,0.2938,0.0,0.2938,0.2938,v1,2026-04-23T07:34:31,,
2,Arvell Reese,0.4432,0.7343734660187259,-0.2911734660187259,0.2911734660187259,v1,2026-04-23T07:34:31,DraftKings,2026-04-15 15:51:34
8,Mansoor Delane,0.391,0.113217111596065,0.277782888403935,0.277782888403935,v1,2026-04-23T07:34:31,DraftKings,2026-04-15 15:51:34
30,Chris Johnson,0.2642,0.0,0.2642,0.2642,v1,2026-04-23T07:34:31,,
27,Max Iheanachor,0.2602,0.0,0.2602,0.2602,v1,2026-04-23T07:34:31,,
13,Spencer Fano,0.257,0.0,0.257,0.257,v1,2026-04-23T07:34:31,,
24,Caleb Lomu,0.256,0.0,0.256,0.256,v1,2026-04-23T07:34:31,,
26,T.J. Parker,0.2454,0.0,0.2454,0.2454,v1,2026-04-23T07:34:31,,
28,Max Iheanachor,0.2394,0.0,0.2394,0.2394,v1,2026-04-23T07:34:31,,
11,Makai Lemon,0.233,0.0,0.233,0.233,v1,2026-04-23T07:34:31,,
25,Emmanuel McNeil-Warren,0.2318,0.0,0.2318,0.2318,v1,2026-04-23T07:34:31,,
15,Kenyon Sadiq,0.2274,0.0,0.2274,0.2274,v1,2026-04-23T07:34:31,,
7,Rueben Bain,0.206,0.0,0.206,0.206,v1,2026-04-23T07:34:31,,
13,Makai Lemon,0.204,0.0,0.204,0.204,v1,2026-04-23T07:34:31,,
32,Colton Hood,0.1962,0.0,0.1962,0.1962,v1,2026-04-23T07:34:31,,
20,Akheem Mesidor,0.1912,0.0,0.1912,0.1912,v1,2026-04-23T07:34:31,,
13,Monroe Freeling,0.1864,0.0,0.1864,0.1864,v1,2026-04-23T07:34:31,,
11,Jordyn Tyson,0.1858,0.0,0.1858,0.1858,v1,2026-04-23T07:34:31,,
8,Rueben Bain,0.1856,0.0,0.1856,0.1856,v1,2026-04-23T07:34:31,,
5,Caleb Downs,0.3702,0.1926706497632929,0.17752935023670707,0.17752935023670707,v1,2026-04-23T07:34:31,DraftKings,2026-04-15 15:51:34
28,Peter Woods,0.1772,0.0,0.1772,0.1772,v1,2026-04-23T07:34:31,,
27,Caleb Lomu,0.1728,0.0,0.1728,0.1728,v1,2026-04-23T07:34:31,,
29,T.J. Parker,0.1712,0.0,0.1712,0.1712,v1,2026-04-23T07:34:31,,
31,Cashius Howell,0.1712,0.0,0.1712,0.1712,v1,2026-04-23T07:34:31,,
30,Colton Hood,0.1708,0.0,0.1708,0.1708,v1,2026-04-23T07:34:31,,
14,Kenyon Sadiq,0.1702,0.0,0.1702,0.1702,v1,2026-04-23T07:34:31,,
9,Rueben Bain,0.1686,0.0,0.1686,0.1686,v1,2026-04-23T07:34:31,,
26,Denzel Boston,0.1686,0.0,0.1686,0.1686,v1,2026-04-23T07:34:31,,
1,Arvell Reese,0.0,0.1665386785634265,-0.1665386785634265,0.1665386785634265,v1,2026-04-23T07:34:31,DraftKings,2026-04-15 15:51:34
32,Avieon Terrell,0.166,0.0,0.166,0.166,v1,2026-04-23T07:34:31,,
29,Colton Hood,0.1658,0.0,0.1658,0.1658,v1,2026-04-23T07:34:31,,
21,Kadyn Proctor,0.164,0.0,0.164,0.164,v1,2026-04-23T07:34:31,,
23,Blake Miller,0.164,0.0,0.164,0.164,v1,2026-04-23T07:34:31,,
32,Chris Johnson,0.1588,0.0,0.1588,0.1588,v1,2026-04-23T07:34:31,,
19,Akheem Mesidor,0.158,0.0,0.158,0.158,v1,2026-04-23T07:34:31,,
16,Omar Cooper Jr.,0.1528,0.0,0.1528,0.1528,v1,2026-04-23T07:34:31,,
10,Olaivavega Ioane,0.1816,0.0291317881464543,0.1524682118535457,0.1524682118535457,v1,2026-04-23T07:34:31,DraftKings,2026-04-15 15:51:34
23,Denzel Boston,0.1504,0.0,0.1504,0.1504,v1,2026-04-23T07:34:31,,
1,David Bailey,0.0,0.1482377248751379,-0.1482377248751379,0.1482377248751379,v1,2026-04-23T07:34:31,DraftKings,2026-04-15 15:51:34
1,Ty Simpson,0.0,0.1482377248751379,-0.1482377248751379,0.1482377248751379,v1,2026-04-23T07:34:31,DraftKings,2026-04-15 15:51:34
31,Malachi Lawrence,0.147,0.0,0.147,0.147,v1,2026-04-23T07:34:31,,
32,Malachi Lawrence,0.1454,0.0,0.1454,0.1454,v1,2026-04-23T07:34:31,,
