source,season,week,requested_as_of,selected_captured_at,selected_raw_file,selected_processed_file,raw_file_sha256,canonical_rows,unique_players,markets_covered,selection_status,exclusion_reason,snapshot_age_hours
pff,2026,1,2026-08-04T13:30:00-04:00,2026-08-04T11:00:00-04:00,data/raw/projections/pff/2026/week_01/snapshots/08_04_26_1100projections.csv,data/processed/projections/pff/2026/week_1/08_04_26_1100_projections_long.csv,777ebd321f45edaeb9abbb98e64c595dcd8e85369bc7b95de1a422acf5f310e0,1286,1,player_pass_yds|player_reception_yds|player_receptions|player_rush_yds,selected,,2.5
