player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Caleb Williams,144622,QB,CHI,1,69.0,29,34,10.2,2.99,0,1,2.8,55.9,19,0,18,5.0,38,1,0.16,11,6,79.3,74.0,65.5,86.8,0,0,42,2,47.4,0.0,98.9,0.0,0,3,0,5,2,1,2.4,250,7.4
Sam Darnold,29048,QB,SEA,1,79.3,29,34,6.8,2.6,1,2,5.3,64.7,22,0,18,4.3,42,1,-0.37,11,29,80.1,63.2,62.6,60.0,1,2,47,0,40.5,22.2,84.2,9.5,4,2,1,2,2,2,4.3,270,7.9
Brock Purdy,77672,QB,SF,1,81.8,33,34,10.6,3.29,0,4,11.8,73.5,25,0,10,7.4,36,2,0.48,20,28,78.5,96.6,95.7,62.2,0,1,36,0,58.3,10.0,126.8,2.8,1,1,0,1,5,1,2.8,295,8.7
Bryce Young,123943,QB,CAR,1,75.9,29,32,9.0,2.97,1,4,12.5,65.6,21,0,17,4.5,36,1,0.01,9,5,78.9,91.6,90.4,69.9,0,0,36,0,44.4,11.8,102.5,5.6,2,2,0,2,2,0,0.0,191,6.0
Joe Burrow,28022,QB,CIN,1,86.7,30,32,6.7,2.71,0,3,9.4,78.1,25,0,10,3.8,35,1,0.57,16,7,78.5,88.1,86.5,62.6,0,0,35,1,60.0,20.0,146.5,5.7,2,1,0,2,4,0,0.0,309,9.7
Jacoby Brissett,10725,QB,ARZ,1,73.1,26,31,8.7,2.89,1,1,3.1,51.6,16,0,10,15.8,33,3,-0.11,9,1,78.3,64.6,62.2,62.6,2,1,34,0,36.4,20.0,69.7,6.1,2,0,0,2,1,1,2.9,203,6.5
Jalen Hurts,40291,QB,PHI,1,75.9,29,30,6.5,2.84,0,1,3.0,73.3,22,0,10,0.0,37,0,0.22,14,24,29.1,65.4,61.6,69.0,0,0,40,1,54.1,20.0,111.1,5.4,2,5,0,1,2,2,5.0,185,6.2
Dak Prescott,10769,QB,DAL,1,78.6,28,30,10.0,3.03,1,3,9.7,70.0,21,0,8,4.5,33,1,0.4,13,9,78.1,83.3,81.4,63.7,1,0,34,0,63.6,12.5,116.5,3.0,1,2,0,0,2,0,0.0,244,8.1
Quinn Ewers,127253,QB,MIA,1,72.4,29,30,8.2,2.74,0,1,3.2,66.7,20,0,8,4.8,31,1,0.08,14,17,78.0,59.2,60.4,53.6,0,2,32,0,54.8,0.0,66.0,0.0,0,1,0,1,0,2,6.3,260,8.7
Shedeur Sanders,131396,QB,CLV,1,88.0,25,29,2.4,3.0,2,0,0.0,69.0,20,0,16,9.1,35,2,-0.26,10,8,78.6,64.0,59.2,68.7,0,2,37,1,48.6,12.5,64.9,5.7,2,4,0,2,1,0,0.0,157,5.4
Justin Herbert,28237,QB,LAC,1,85.7,28,29,10.3,3.02,0,3,10.3,79.3,23,0,14,4.2,33,1,0.79,16,27,28.2,88.1,91.6,51.9,0,0,33,0,66.7,0.0,132.8,0.0,0,4,0,1,2,1,3.0,300,10.3
Cam Ward,133244,QB,TEN,1,81.5,27,28,6.1,2.42,0,3,10.3,75.0,21,0,7,4.5,32,1,0.17,12,31,78.6,89.9,88.0,65.8,0,0,33,0,50.0,28.6,122.3,6.3,2,1,0,1,2,0,0.0,228,8.1
Baker Mayfield,46518,QB,TB,1,76.0,25,26,6.7,2.52,0,1,3.6,69.2,18,0,9,5.3,30,1,0.11,11,30,78.4,74.7,71.7,74.3,0,1,33,1,50.0,22.2,79.8,6.7,2,2,0,1,1,0,0.0,145,5.6
Geno Smith,7820,QB,LV,1,72.7,22,23,9.1,3.05,0,3,12.5,69.6,16,0,12,0.0,26,0,0.03,8,23,76.8,66.7,65.5,,0,1,27,1,46.2,25.0,107.3,11.5,3,0,0,1,2,1,3.7,201,8.7
Josh Allen,46601,QB,BUF,1,83.3,18,19,5.8,3.43,0,2,10.5,63.2,12,0,10,20.0,23,3,-0.48,6,4,77.4,82.7,83.3,63.2,0,0,23,0,52.2,20.0,83.2,8.7,2,2,0,1,0,1,4.3,130,6.8
Chris Oladokun,40364,QB,KC,1,80.0,15,16,4.5,3.16,0,0,0.0,68.8,11,0,8,8.3,22,1,-0.36,4,16,24.0,53.2,54.9,54.6,0,0,23,0,31.8,50.0,88.3,18.2,4,2,0,1,0,1,4.3,111,6.9
J.J. McCarthy,144918,QB,MIN,1,76.9,13,14,6.1,2.86,1,2,12.5,64.3,9,0,7,10.0,19,1,-0.31,6,18,21.5,45.7,41.2,74.8,0,1,21,1,57.9,42.9,58.0,15.8,3,2,0,0,0,3,14.3,108,7.7
Marcus Mariota,9435,QB,WAS,1,58.3,12,14,11.7,3.5,0,1,6.7,50.0,7,0,5,0.0,15,0,-0.23,5,32,74.3,71.8,70.7,60.0,0,0,16,0,33.3,20.0,72.0,6.7,1,0,0,2,0,0,0.0,95,6.8
Jordan Love,40306,QB,GB,1,75.0,12,13,7.2,2.55,1,0,0.0,61.5,8,0,2,11.1,15,1,0.09,5,12,73.9,59.2,56.0,63.9,0,0,17,0,60.0,0.0,78.0,0.0,0,1,0,0,0,0,0.0,77,5.9
Jaxson Dart,146409,QB,NYG,1,90.9,11,13,5.5,3.28,1,0,0.0,53.8,7,0,9,30.0,19,3,-1.05,1,21,76.6,42.7,42.6,62.3,1,1,25,1,10.5,55.6,27.4,26.3,5,1,0,0,0,2,8.0,33,2.5
Malik Willis,60341,QB,GB,1,81.8,11,11,9.2,3.61,0,1,9.1,81.8,9,0,9,0.0,17,0,0.51,7,12,25.0,65.4,67.8,58.0,0,0,17,0,64.7,22.2,142.8,11.8,2,4,0,0,1,0,0.0,121,11.0
Tyler Huntley,46448,QB,BLT,1,90.0,10,10,5.4,2.47,0,0,0.0,90.0,9,0,5,0.0,12,0,-0.4,2,3,73.3,70.3,71.4,57.9,0,0,13,0,33.3,20.0,93.8,8.3,1,1,0,0,0,0,0.0,65,6.5
Lamar Jackson,46416,QB,BLT,1,80.0,10,10,11.9,3.42,0,0,0.0,70.0,7,0,5,12.5,10,1,0.58,7,3,72.7,85.2,86.7,58.3,0,0,10,0,70.0,0.0,102.5,0.0,0,0,0,0,0,0,0.0,101,10.1
Max Brosmer,105568,QB,MIN,1,87.5,8,9,6.1,2.68,0,1,11.1,77.8,7,0,6,0.0,10,0,-0.07,3,18,73.3,77.8,77.2,60.5,1,0,10,0,50.0,16.7,90.7,10.0,1,0,0,0,0,0,0.0,52,5.8
Josh Johnson,4474,QB,WAS,1,62.5,8,9,3.3,3.02,0,0,0.0,55.6,5,0,4,0.0,10,0,-0.46,2,32,20.2,28.6,41.1,60.0,1,1,11,0,40.0,25.0,28.7,10.0,1,0,0,0,0,1,9.1,43,4.8
Gardner Minshew,41401,QB,KC,1,60.0,5,8,1.8,2.61,2,0,0.0,37.5,3,0,2,0.0,9,0,-0.61,1,16,71.4,39.4,40.7,57.9,0,0,10,0,22.2,0.0,45.8,0.0,0,1,0,1,0,0,0.0,15,1.9
Joe Milton III,82151,QB,DAL,1,100.0,2,2,3.5,3.07,0,0,0.0,100.0,2,0,1,0.0,3,0,-1.85,1,9,14.2,36.5,52.0,51.2,0,0,4,0,66.7,0.0,89.6,0.0,0,1,0,0,0,1,25.0,11,5.5
Riley Leonard,143862,QB,IND,1,0.0,1,1,3.0,2.3,0,0,0.0,0.0,0,0,1,,1,0,-3.94,0,14,60.4,45.2,46.5,,0,0,1,0,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Taysom Hill,12112,TE,NO,1,100.0,1,1,35.0,2.9,0,0,0.0,100.0,1,0,0,0.0,1,0,3.85,1,20,24.3,65.3,76.0,53.7,0,0,1,0,100.0,,158.3,0.0,0,0,0,0,1,0,0.0,38,38.0
Joe Flacco,4332,QB,CIN,1,100.0,1,1,5.0,1.8,0,0,0.0,100.0,1,0,0,0.0,1,0,-1.62,0,7,60.4,61.2,60.4,,0,0,1,0,0.0,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0
Corey Bojorquez,27626,P,CLV,1,,0,1,,3.4,0,0,0.0,0.0,0,0,1,,1,0,0.0,0,8,,60.0,60.0,,0,0,1,0,0.0,0.0,39.6,0.0,0,0,0,1,0,1,100.0,0,0.0
