player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Josh Downs,122832,WR,IND,1,12.7,2,55.6,0.0,0,2,0,0.0,0,4,14,0,73.4,69.1,72.0,,74.1,0.0,0,0,18,0.0,0,35,0,5,94.3,33,77.1,27,78.5,9,0,20.0,7,65,26,5.2,13.0,1.97
Nico Collins,61441,WR,HST,1,17.3,0,44.4,75.0,3,4,0,0.0,0,3,13,0,72.1,67.0,77.6,,77.1,0.0,0,0,24,0.0,0,34,0,4,88.2,30,20.6,7,66.4,9,0,79.4,27,59,0,0.0,14.8,1.97
Kyle Pitts,83964,TE,ATL,1,6.4,0,87.5,100.0,3,3,0,0.0,0,5,2,0,75.6,69.5,80.6,,81.0,30.6,11,0,12,0.0,0,36,0,7,94.4,34,38.9,14,135.9,8,1,30.6,11,57,19,2.7,8.1,1.68
Trey McBride,75916,TE,ARZ,1,5.5,2,50.0,0.0,0,2,0,20.0,1,1,1,0,41.6,67.0,56.7,70.4,56.7,36.4,12,0,10,6.1,2,33,0,4,90.9,30,57.6,19,57.8,8,0,6.1,2,27,14,3.5,6.8,0.9
Justin Jefferson,61398,WR,MIN,1,7.3,3,75.0,0.0,0,1,0,0.0,0,4,18,0,74.6,68.8,85.3,,85.3,0.0,0,0,21,0.0,0,31,0,6,93.5,29,41.9,13,108.9,8,0,58.1,18,85,36,6.0,14.2,2.93
DeVonta Smith,61100,WR,PHI,1,8.9,0,75.0,0.0,0,1,0,0.0,0,3,24,0,74.6,70.1,65.7,,64.8,0.0,0,0,16,0.0,0,39,0,6,92.3,36,82.1,32,126.0,8,1,17.9,7,42,17,2.8,7.0,1.17
Christian McCaffrey,11763,HB,SF,1,6.6,1,75.0,100.0,1,1,0,0.0,0,3,28,0,74.6,78.2,72.2,77.3,71.8,0.0,0,0,10,6.5,2,31,0,6,93.5,29,12.9,4,119.3,8,2,0.0,0,29,15,2.5,4.8,1.0
Konata Mumpfield,145598,WR,LA,1,14.4,0,37.5,33.3,1,3,0,0.0,0,3,26,0,70.5,65.8,66.8,,66.2,0.0,0,0,19,0.0,0,28,0,3,92.9,26,17.9,5,54.2,8,0,82.1,23,40,13,4.3,13.3,1.54
Pat Bryant,144800,WR,DEN,1,8.3,2,62.5,0.0,0,2,0,16.7,1,2,10,0,46.3,68.0,67.7,,67.0,0.0,0,1,13,0.0,0,32,0,5,100.0,32,59.4,19,36.5,8,0,40.6,13,42,17,3.4,8.4,1.31
George Kittle,11901,TE,SF,1,13.9,0,87.5,75.0,3,4,0,0.0,0,7,28,0,75.6,69.5,94.8,58.6,94.6,60.0,15,0,26,16.0,4,25,0,7,84.0,21,32.0,8,158.3,8,1,4.0,1,115,22,3.1,16.4,5.48
Tyler Warren,129798,TE,IND,1,9.6,0,37.5,0.0,0,2,0,0.0,0,1,14,0,70.5,65.8,63.9,65.0,65.9,37.8,14,1,19,2.7,1,37,0,3,91.9,34,48.6,18,9.4,8,0,13.5,5,30,17,5.7,10.0,0.88
Drake London,86519,WR,ATL,1,13.4,0,37.5,0.0,0,3,0,0.0,0,2,2,0,70.5,65.8,54.6,,56.0,0.0,0,1,12,0.0,0,32,0,3,93.8,30,40.6,13,7.8,8,0,59.4,19,27,4,1.3,9.0,0.9
Chigoziem Okonkwo,84000,TE,TEN,1,0.5,0,75.0,100.0,1,1,0,0.0,0,3,31,0,74.6,68.8,69.7,66.2,75.3,45.5,10,0,15,4.5,1,22,0,6,90.9,20,40.9,9,127.1,8,1,9.1,2,44,39,6.5,7.3,2.2
Elijah Higgins,98027,TE,ARZ,1,3.6,1,100.0,100.0,1,1,0,0.0,0,4,1,0,75.6,69.5,82.6,,82.9,40.7,11,0,25,0.0,0,27,0,7,96.3,26,40.7,11,118.8,7,0,18.5,5,91,66,9.4,13.0,3.5
Hunter Henry,10669,TE,NE,1,7.7,0,85.7,50.0,1,2,0,0.0,0,3,19,0,74.6,68.8,67.3,73.8,65.0,39.5,17,0,13,4.7,2,43,0,6,88.4,38,48.8,21,127.1,7,1,11.6,5,35,3,0.5,5.8,0.92
CeeDee Lamb,61570,WR,DAL,1,6.7,1,85.7,100.0,2,2,1,0.0,0,3,9,0,74.6,68.8,61.4,,66.4,0.0,0,0,18,0.0,0,36,2,6,94.4,34,41.7,15,97.0,7,0,52.8,19,51,7,1.2,8.5,1.5
Zay Flowers,97268,WR,BLT,1,10.4,1,100.0,,0,0,0,0.0,0,4,3,1,75.6,18.6,75.5,,73.5,0.0,0,0,19,0.0,0,23,0,7,95.7,22,17.4,4,116.7,7,0,82.6,19,84,11,1.6,12.0,3.82
DJ Moore,48267,WR,CHI,1,17.6,0,71.4,66.7,2,3,0,0.0,0,3,6,0,73.4,68.0,81.1,,80.5,0.0,0,0,46,0.0,0,40,1,5,90.0,36,27.5,11,153.3,7,1,72.5,29,97,3,0.6,19.4,2.69
Jakobi Meyers,47468,WR,JAX,1,10.4,0,57.1,0.0,0,2,0,0.0,0,2,15,0,72.1,68.3,61.6,,60.9,0.0,0,0,25,0.0,0,44,0,4,95.5,42,25.0,11,76.5,7,0,75.0,33,45,7,1.8,11.3,1.07
Isiah Pacheco,83747,HB,KC,1,0.1,0,85.7,,0,0,0,0.0,0,1,16,0,74.6,74.1,68.4,71.4,68.7,0.0,0,0,31,8.3,2,24,0,6,83.3,20,0.0,0,91.1,7,0,8.3,2,41,38,6.3,6.8,2.05
Isaac TeSlaa,172430,WR,DET,1,9.9,0,57.1,50.0,1,2,0,0.0,0,3,11,0,72.1,67.0,72.0,,69.1,0.0,0,0,20,0.0,0,37,1,4,89.2,33,43.2,16,120.2,7,1,54.1,20,52,23,5.8,13.0,1.58
Brenton Strange,101694,TE,JAX,1,7.1,0,71.4,0.0,0,1,0,0.0,0,2,15,0,73.4,68.0,62.9,32.5,62.0,47.2,17,0,23,8.3,3,36,0,5,88.9,32,33.3,12,124.4,7,1,16.7,6,39,11,2.2,7.8,1.22
Kenneth Gainwell,77737,HB,PIT,1,8.0,0,83.3,100.0,2,2,0,0.0,0,2,25,0,74.6,75.7,86.7,78.4,90.4,40.0,12,0,45,10.0,3,30,0,5,83.3,25,20.0,6,158.3,6,1,6.7,2,78,34,6.8,15.6,3.12
Chris Godwin,11839,WR,TB,1,6.3,0,83.3,,0,0,0,0.0,0,3,30,0,73.4,68.0,69.1,66.2,68.6,0.0,0,0,13,3.4,1,29,0,5,89.7,26,55.2,16,87.5,6,0,44.8,13,30,11,2.2,6.0,1.15
Jauan Jennings,48027,WR,SF,1,11.2,0,83.3,100.0,2,2,0,16.7,1,5,28,0,45.8,68.0,70.6,,70.7,0.0,0,0,21,0.0,0,33,0,5,100.0,33,24.2,8,155.6,6,1,75.8,25,71,20,4.0,14.2,2.15
Ladd McConkey,124030,WR,LAC,1,11.2,0,66.7,,0,0,0,0.0,0,2,27,0,72.1,69.0,62.5,,62.7,0.0,0,0,25,0.0,0,31,0,4,100.0,31,58.1,18,127.1,6,1,41.9,13,43,14,3.5,10.8,1.39
Romeo Doubs,84329,WR,GB,1,12.3,0,83.3,0.0,0,1,0,0.0,0,4,12,0,73.4,69.7,81.5,,84.4,0.0,0,0,33,0.0,0,22,0,5,90.9,20,13.6,3,158.3,6,1,86.4,19,84,18,3.6,16.8,4.2
Adonai Mitchell,146712,WR,NYJ,1,11.3,1,50.0,0.0,0,1,0,0.0,0,1,22,0,70.5,65.8,66.8,,64.2,0.0,0,0,26,0.0,0,39,0,3,97.4,38,20.5,8,73.6,6,0,79.5,31,43,11,3.7,14.3,1.13
Christian Watson,66581,WR,GB,1,11.0,0,33.3,50.0,1,2,0,0.0,0,2,12,0,68.3,64.0,57.6,65.5,58.5,12.0,3,0,10,4.0,1,25,0,2,88.0,22,32.0,8,42.4,6,0,56.0,14,17,3,1.5,8.5,0.77
Quinshon Judkins,157128,HB,CLV,1,0.0,1,83.3,,0,0,0,16.7,1,2,8,0,49.7,74.5,71.0,,58.9,0.0,0,1,16,0.0,0,16,0,5,93.8,15,0.0,0,47.2,6,0,0.0,0,29,32,6.4,5.8,1.93
Treylon Burks,99218,WR,WAS,1,12.4,1,40.0,0.0,0,2,0,0.0,0,1,32,0,70.5,65.8,75.0,,74.8,0.0,0,1,24,0.0,0,24,0,2,91.7,22,45.8,11,20.8,5,0,54.2,13,30,7,3.5,15.0,1.36
Dalton Schultz,47304,TE,HST,1,6.4,1,100.0,,0,0,0,0.0,0,2,13,0,74.6,68.8,72.8,78.1,80.2,35.3,12,0,10,8.8,3,34,0,5,79.4,27,38.2,13,135.4,5,1,17.6,6,35,9,1.8,7.0,1.3
John Metchie III,97400,WR,NYJ,1,8.2,0,20.0,50.0,1,2,0,0.0,0,0,22,0,64.7,61.2,51.2,,50.8,0.0,0,1,4,0.0,0,37,0,1,97.3,36,35.1,13,0.0,5,0,64.9,24,4,0,0.0,4.0,0.11
Tyjae Spears,97195,HB,TEN,1,-3.8,5,100.0,,0,0,0,0.0,0,2,31,0,73.4,75.5,68.7,53.4,85.7,0.0,0,0,34,33.3,6,18,0,5,61.1,11,16.7,3,110.8,5,0,5.6,1,53,72,14.4,10.6,4.82
Christian Kirk,47546,WR,HST,1,6.4,0,60.0,0.0,0,1,0,0.0,0,2,13,0,70.5,65.8,63.9,,63.4,0.0,0,0,21,0.0,0,26,0,3,84.6,22,65.4,17,82.9,5,0,34.6,9,37,19,6.3,12.3,1.68
DeAndre Hopkins,7808,WR,BLT,1,9.2,0,80.0,100.0,2,2,0,20.0,1,3,3,0,41.6,67.0,82.6,,80.1,0.0,0,0,16,0.0,0,11,0,4,90.9,10,45.5,5,100.8,5,0,54.5,6,41,6,1.5,10.3,4.1
Colby Parkinson,52266,TE,LA,1,5.6,0,40.0,,0,0,0,50.0,2,0,26,0,27.3,64.0,52.5,70.9,39.0,65.9,27,0,16,9.8,4,41,0,2,87.8,36,9.8,4,52.9,5,0,24.4,10,21,22,11.0,10.5,0.58
Brock Bowers,146715,TE,LV,1,5.8,0,100.0,100.0,2,2,0,0.0,0,2,23,0,73.4,68.0,75.1,70.2,73.5,44.4,12,0,13,3.7,1,27,0,5,92.6,25,33.3,9,133.8,5,1,18.5,5,33,12,2.4,6.6,1.32
Stone Smartt,60492,TE,NYJ,1,3.2,0,100.0,100.0,2,2,0,0.0,0,1,22,0,73.4,68.0,60.2,9.2,62.2,21.1,4,0,17,5.3,1,19,0,5,94.7,18,63.2,12,95.0,5,0,15.8,3,34,18,3.6,6.8,1.89
Khalil Shakir,84140,WR,BUF,1,1.0,1,80.0,,0,0,0,0.0,0,1,4,0,72.1,69.0,73.5,,73.9,0.0,0,0,18,0.0,0,14,0,4,100.0,14,78.6,11,95.0,5,0,14.3,2,34,30,7.5,8.5,2.43
Travis Etienne Jr.,57185,HB,JAX,1,-2.2,1,80.0,,0,0,0,0.0,0,1,15,0,73.4,25.4,45.5,20.1,40.0,0.0,0,0,10,13.8,4,29,0,4,79.3,23,13.8,4,119.6,5,1,3.4,1,16,27,6.8,4.0,0.7
Darren Waller,9637,TE,MIA,1,10.8,0,60.0,66.7,2,3,0,0.0,0,3,17,0,70.5,65.8,78.8,,83.4,26.3,5,0,22,0.0,0,19,0,3,94.7,18,42.1,8,85.4,5,0,31.6,6,40,4,1.3,13.3,2.22
Kendrick Bourne,12270,WR,SF,1,8.8,0,60.0,,0,0,0,25.0,1,2,28,0,36.2,65.8,60.5,,58.0,0.0,0,1,14,0.0,0,29,0,3,100.0,29,13.8,4,35.0,5,0,86.2,25,27,4,1.3,9.0,0.93
AJ Barner,129433,TE,SEA,1,7.8,0,80.0,,0,0,0,20.0,1,2,29,0,41.6,68.3,70.7,73.0,65.1,81.8,36,0,26,6.8,3,44,0,4,81.8,36,15.9,7,147.1,5,1,2.3,1,49,12,3.0,12.3,1.36
Taysom Hill,12112,TE,NO,1,-0.4,1,80.0,0.0,0,1,0,0.0,0,1,20,0,73.4,24.3,65.3,5.1,73.3,4.8,1,0,17,0.0,0,21,0,4,90.5,19,33.3,7,96.7,5,0,28.6,6,36,50,12.5,9.0,1.89
Chimere Dike,129918,WR,TEN,1,13.0,0,60.0,,0,0,0,25.0,1,3,31,0,36.2,76.7,67.8,,67.4,0.0,0,0,30,0.0,0,25,0,3,96.0,24,56.0,14,125.0,5,1,44.0,11,40,2,0.7,13.3,1.67
Michael Pittman Jr.,29049,WR,IND,1,12.2,1,80.0,,0,0,0,0.0,0,1,14,0,73.4,68.0,61.2,,61.4,0.0,0,0,14,0.0,0,38,0,4,94.7,36,26.3,10,93.3,5,0,73.7,28,32,11,2.8,8.0,0.89
Jalen Coker,143068,WR,CAR,1,14.0,0,60.0,0.0,0,1,0,0.0,0,2,5,0,70.5,65.8,70.2,62.3,67.4,0.0,0,0,34,3.3,1,30,0,3,96.7,29,60.0,18,91.3,5,0,40.0,12,47,11,3.7,15.7,1.62
Quentin Johnston,123085,WR,LAC,1,24.8,0,80.0,66.7,2,3,0,0.0,0,3,27,0,72.1,67.0,90.5,,89.6,0.0,0,0,50,0.0,0,24,0,4,100.0,24,29.2,7,158.3,5,1,70.8,17,104,14,3.5,26.0,4.33
Shane Zylstra,143786,TE,DET,1,8.2,0,60.0,100.0,2,2,0,0.0,0,1,11,0,70.5,65.8,57.1,70.7,56.1,41.9,18,0,11,7.0,3,43,1,3,86.0,37,37.2,16,68.8,5,0,20.9,9,20,2,0.7,6.7,0.54
Tre Harris,122676,WR,LAC,1,7.4,3,80.0,,0,0,0,20.0,1,3,27,0,41.6,67.0,72.8,,72.9,0.0,0,0,23,0.0,0,17,0,4,100.0,17,41.2,7,111.7,5,0,58.8,10,54,22,5.5,13.5,3.18
Harold Fannin Jr.,163104,TE,CLV,1,4.2,1,80.0,100.0,1,1,0,0.0,0,2,8,0,72.1,68.3,68.7,70.4,65.0,55.9,19,0,13,5.9,2,34,0,4,91.2,31,32.4,11,134.6,5,1,11.8,4,34,22,5.5,8.5,1.1
Mason Tipton,109617,WR,NO,1,5.6,0,80.0,0.0,0,1,0,0.0,0,2,20,0,72.1,68.3,66.8,,62.5,0.0,0,0,12,0.0,0,30,0,4,100.0,30,40.0,12,90.8,5,0,60.0,18,29,21,5.3,7.3,0.97
Troy Franklin,146567,WR,DEN,1,12.8,0,80.0,,0,0,0,0.0,0,1,10,0,72.1,67.0,66.2,,65.4,0.0,0,0,48,0.0,0,37,0,4,97.3,36,37.8,14,118.8,5,0,62.2,23,66,15,3.8,16.5,1.83
Tre Tucker,101106,WR,LV,1,8.2,0,80.0,0.0,0,1,0,0.0,0,2,23,0,72.1,69.4,73.1,,74.4,0.0,0,0,14,0.0,0,27,0,4,96.3,26,33.3,9,102.5,5,0,66.7,18,43,21,5.3,10.8,1.65
Olamide Zaccheaus,44920,WR,CHI,1,11.2,0,40.0,,0,0,0,33.3,1,1,6,0,29.9,64.0,52.8,66.2,55.4,0.0,0,0,27,2.6,1,39,0,2,87.2,34,41.0,16,62.9,5,0,59.0,23,33,16,8.0,16.5,0.97
Davis Allen,99697,TE,LA,1,3.0,0,40.0,,0,0,0,33.3,1,1,26,0,29.9,64.0,44.1,40.9,51.0,44.8,13,0,27,24.1,7,29,1,2,75.9,22,13.8,4,63.8,5,0,37.9,11,34,19,9.5,17.0,1.55
RJ Harvey,99622,HB,DEN,1,2.4,2,80.0,,0,0,0,20.0,1,3,10,0,41.6,73.0,71.9,47.4,60.3,0.0,0,0,32,25.8,8,31,0,4,71.0,22,3.2,1,118.8,5,0,0.0,0,71,63,15.8,17.8,3.23
Jawhar Jordan,99595,HB,HST,1,0.4,2,100.0,,0,0,0,0.0,0,1,13,0,73.4,76.5,76.1,73.7,75.4,0.0,0,0,9,13.3,2,15,0,5,73.3,11,13.3,2,80.8,5,0,13.3,2,17,15,3.0,3.4,1.55
Keenan Allen,7857,WR,LAC,1,6.4,0,100.0,,0,0,0,0.0,0,4,27,0,73.4,68.0,84.1,,82.2,0.0,0,0,12,0.0,0,17,0,5,100.0,17,35.3,6,103.3,5,0,64.7,11,44,12,2.4,8.8,2.59
Colston Loveland,158540,TE,CHI,1,9.6,0,60.0,0.0,0,1,0,0.0,0,2,6,0,72.1,67.0,64.4,54.7,67.6,24.3,9,0,14,8.1,3,37,0,3,83.8,31,45.9,17,77.1,5,0,29.7,11,30,12,4.0,10.0,0.97
KaVontae Turpin,47658,WR,DAL,1,20.0,0,50.0,,0,0,0,0.0,0,0,9,0,68.3,75.1,52.7,,52.0,0.0,0,0,7,0.0,0,11,0,2,90.9,10,63.6,7,58.3,4,0,27.3,3,14,7,3.5,7.0,1.4
Adam Thielen,8288,WR,PIT,1,9.3,0,100.0,100.0,1,1,0,0.0,0,3,25,0,72.1,67.0,74.0,,73.3,0.0,0,0,17,0.0,0,20,0,4,90.0,18,25.0,5,117.7,4,0,75.0,15,49,12,3.0,12.3,2.72
Austin Hooper,10715,TE,NE,1,11.0,0,50.0,100.0,1,1,0,0.0,0,1,19,0,68.3,64.0,74.7,68.3,77.4,80.0,12,0,26,13.3,2,15,0,2,86.7,13,6.7,1,79.2,4,0,13.3,2,34,5,2.5,17.0,2.62
Kalif Raymond,11028,WR,DET,1,4.0,0,100.0,100.0,1,1,0,0.0,0,4,11,0,72.1,71.9,84.3,,81.3,5.3,1,0,27,0.0,0,19,0,4,94.7,18,52.6,10,158.3,4,1,42.1,8,62,46,11.5,15.5,3.44
Cooper Kupp,11824,WR,SEA,1,10.5,0,75.0,,0,0,0,0.0,0,1,29,1,72.1,15.0,55.2,62.4,59.8,0.0,0,0,21,2.3,1,44,0,3,86.4,38,36.4,16,105.2,4,0,63.6,28,39,13,4.3,13.0,1.03
Rico Dowdle,40693,HB,CAR,1,0.0,0,100.0,,0,0,0,0.0,0,0,5,0,72.1,74.0,53.9,55.4,62.7,0.0,0,0,8,20.0,4,20,0,4,80.0,16,0.0,0,81.3,4,0,15.0,3,14,14,3.5,3.5,0.88
Trayveon Williams,45775,HB,CLV,1,-4.8,0,100.0,,0,0,0,0.0,0,2,8,0,72.1,70.3,68.0,63.3,79.1,0.0,0,0,26,31.3,5,16,0,4,68.8,11,6.3,1,106.3,4,0,6.3,1,38,57,14.3,9.5,3.45
Mike Gesicki,47153,TE,CIN,1,11.8,0,75.0,100.0,1,1,0,0.0,0,2,7,0,70.5,65.8,70.5,,69.1,0.0,0,0,17,0.0,0,25,0,3,100.0,25,88.0,22,140.6,4,1,12.0,3,35,9,3.0,11.7,1.4
Terry McLaurin,48229,WR,WAS,1,14.3,0,75.0,66.7,2,3,0,0.0,0,3,32,0,70.5,65.8,74.9,,74.6,0.0,0,0,40,0.0,0,25,0,3,96.0,24,20.0,5,116.7,4,0,80.0,20,53,2,0.7,17.7,2.21
Deebo Samuel,48274,WR,WAS,1,4.5,4,75.0,50.0,1,2,0,0.0,0,2,32,0,70.5,65.8,69.3,,69.0,0.0,0,0,20,0.0,0,26,0,3,92.3,24,61.5,16,101.0,4,0,38.5,10,35,29,9.7,11.7,1.46
Anthony Firkser,51837,TE,DET,1,8.3,0,100.0,100.0,1,1,0,0.0,0,3,11,0,72.1,67.0,74.7,,76.4,23.8,5,0,18,0.0,0,21,0,4,95.2,20,42.9,9,108.3,4,0,28.6,6,40,7,1.8,10.0,2.0
Jerry Jeudy,61103,WR,CLV,1,9.8,0,75.0,,0,0,0,0.0,0,0,8,0,70.5,65.8,54.3,,54.1,0.0,0,0,7,0.0,0,32,0,3,96.9,31,12.5,4,77.1,4,0,87.5,28,12,3,1.0,4.0,0.39
Chase Brown,77787,HB,CIN,1,2.5,2,100.0,,0,0,0,0.0,0,3,7,0,72.1,75.2,81.8,21.5,90.6,0.0,0,0,23,20.0,5,25,0,4,80.0,20,16.0,4,151.0,4,2,0.0,0,43,35,8.8,10.8,2.15
Alec Pierce,78038,WR,IND,1,20.0,0,100.0,100.0,2,2,0,0.0,0,4,14,0,72.1,67.0,76.1,,79.0,0.0,0,0,33,0.0,0,39,0,4,94.9,37,17.9,7,158.3,4,2,82.1,32,86,15,3.8,21.5,2.32
Pat Freiermuth,84085,TE,PIT,1,1.0,0,100.0,100.0,1,1,0,0.0,0,1,25,0,72.1,67.0,61.7,,59.5,28.0,7,0,11,0.0,0,25,0,4,88.0,22,60.0,15,87.5,4,0,12.0,3,20,16,4.0,5.0,0.91
Isaiah Williams,97156,WR,NYJ,1,-2.0,0,100.0,,0,0,0,0.0,0,1,22,0,72.1,68.7,51.3,,56.5,0.0,0,0,12,0.0,0,37,1,4,97.3,36,67.6,25,92.7,4,0,32.4,12,25,33,8.3,6.3,0.69
Zach Charbonnet,97630,HB,SEA,1,1.0,0,100.0,,0,0,0,0.0,0,1,29,0,72.1,74.0,66.9,74.3,59.1,3.7,1,0,13,11.1,3,27,0,4,77.8,21,3.7,1,89.6,4,0,3.7,1,22,18,4.5,5.5,1.05
Theo Wease Jr.,98005,WR,MIA,1,14.5,0,50.0,33.3,1,3,0,0.0,0,2,17,0,68.3,64.0,64.9,,69.2,0.0,0,1,18,0.0,0,16,1,2,93.8,15,18.8,3,37.5,4,0,81.3,13,32,10,5.0,16.0,2.13
Wan'Dale Robinson,101735,WR,NYG,1,12.0,0,75.0,0.0,0,1,0,0.0,0,0,21,0,70.5,67.4,55.8,,54.3,0.0,0,0,14,0.0,0,24,0,3,75.0,18,70.8,17,84.4,4,0,29.2,7,19,0,0.0,6.3,1.06
Darnell Washington,124044,TE,PIT,1,4.3,2,75.0,,0,0,0,0.0,0,2,25,1,70.5,13.9,48.2,69.2,55.4,63.0,17,0,18,3.7,1,27,1,3,85.2,23,22.2,6,102.1,4,0,14.8,4,36,21,7.0,12.0,1.57
