player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Ashton Jeanty,157196,HB,LV,1,24,10,1,39.8,51,0,128,0,1,10,106,194.3,1,3,23,0,4,78.3,81.7,77.0,,65.8,92.3,71.8,60.0,51,0,60,1,22,26,0,0,2,25,1,128,106,4.42,5.3,2.73,19
Kyren Williams,97118,HB,LA,1,23,3,0,0.0,0,0,70,0,0,3,45,22.6,0,3,26,0,9,78.8,66.2,76.1,,54.0,52.9,69.7,,8,0,15,3,32,25,0,0,3,26,0,70,45,1.96,3.0,0.47,14
Tony Pollard,27126,HB,TEN,1,21,7,1,14.7,15,0,102,0,0,7,85,134.9,3,3,31,1,11,26.8,61.9,76.3,,20.8,53.8,65.1,60.0,15,0,0,0,11,24,0,0,0,21,0,102,85,4.05,4.9,0.0,10
Christian McCaffrey,11763,HB,SF,1,21,3,2,35.9,42,0,117,0,1,3,82,57.8,3,6,28,0,3,78.2,72.2,76.9,,77.3,71.8,70.1,60.0,24,0,29,6,29,22,0,0,8,27,0,117,82,3.9,5.6,1.0,17
Saquon Barkley,45791,HB,PHI,1,21,6,1,36.4,48,0,132,0,0,6,109,148.3,3,7,24,0,7,77.7,78.9,79.9,,19.5,50.1,88.8,60.0,48,0,0,0,26,23,0,0,2,21,1,132,109,5.19,6.3,0.0,14
Aaron Jones,11937,HB,MIN,1,21,2,1,17.6,15,0,85,0,0,2,57,23.6,1,5,18,0,12,77.9,74.3,75.6,,,58.0,74.6,,15,0,8,2,15,22,0,0,2,23,0,85,57,2.71,4.0,0.53,9
Bucky Irving,144970,HB,TB,1,19,3,0,0.0,0,0,71,0,0,3,49,40.7,1,4,30,0,5,77.0,83.0,78.0,,68.5,53.7,85.3,60.0,12,0,0,0,15,21,0,0,0,19,0,71,49,2.58,3.7,0.0,13
Derrick Henry,10679,HB,BLT,1,18,3,3,51.6,66,0,128,0,0,3,83,76.9,3,5,3,1,9,24.7,74.2,72.9,,,56.7,72.2,60.0,23,0,0,0,4,20,0,0,0,18,2,128,83,4.61,7.1,0.0,9
Travis Etienne Jr.,57185,HB,JAX,1,16,3,1,48.0,24,0,50,0,1,3,52,65.0,2,2,15,0,7,25.4,45.5,79.5,,20.1,40.0,53.4,60.0,24,0,16,4,23,20,0,0,5,20,0,50,52,3.25,3.1,0.7,8
Breece Hall,97636,HB,NYJ,1,16,4,0,0.0,0,0,54,0,1,4,46,79.9,0,5,22,0,1,76.6,84.2,75.1,,75.8,72.7,82.3,60.0,7,0,9,2,21,18,0,0,2,18,0,54,46,2.88,3.4,0.43,14
