player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Patrick Mahomes,11765,QB,KC,1,83.3,42,46,6.2,3.17,0,1,2.2,73.9,34,0,24,2.9,55,1,0.07,18,16,81.2,75.2,70.7,72.8,1,1,55,1,52.7,12.5,99.3,5.5,3,6,0,3,2,1,1.8,333,7.2
Brock Purdy,77672,QB,SF,1,70.6,34,38,9.3,2.97,2,0,0.0,60.5,23,0,20,4.2,41,1,0.15,14,28,79.7,73.9,71.8,66.2,0,0,43,0,41.5,5.0,89.3,2.4,1,2,0,2,1,0,0.0,255,6.7
Jauan Jennings,48027,WR,SF,1,100.0,1,1,-5.0,3.5,0,0,0.0,100.0,1,0,1,0.0,1,0,3.26,1,28,68.0,82.3,60.0,,0,0,1,0,100.0,0.0,158.3,0.0,0,0,0,0,1,0,0.0,21,21.0
