player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Deebo Samuel,48274,WR,SF,1,12.5,2,27.3,20.0,1,5,0,25.0,1,1,28,0,36.8,69.7,64.0,42.3,62.7,0.0,0,0,12,2.8,1,36,0,3,91.7,33,47.2,17,39.6,11,0,52.8,19,33,24,8.0,11.0,1.0
Travis Kelce,7844,TE,KC,1,6.0,1,81.8,0.0,0,1,0,0.0,0,5,16,0,77.3,70.6,78.9,70.2,78.1,16.3,8,1,22,2.0,1,49,0,9,98.0,48,57.1,28,64.0,11,0,26.5,13,93,57,6.3,10.3,1.94
Rashee Rice,97605,WR,KC,1,1.8,0,75.0,,0,0,0,0.0,0,3,16,0,74.6,18.7,57.0,,62.8,0.0,0,0,13,0.0,0,49,0,6,100.0,49,49.0,24,84.9,8,0,51.0,25,39,35,5.8,6.5,0.8
Christian McCaffrey,11763,HB,SF,1,-0.6,1,100.0,,0,0,0,0.0,0,3,28,0,76.5,28.5,65.4,80.7,68.5,2.3,1,0,24,9.3,4,43,0,8,86.0,37,16.3,7,147.9,8,1,11.6,5,80,85,10.6,10.0,2.16
Isiah Pacheco,83747,HB,KC,1,-2.3,0,100.0,,0,0,0,0.0,0,0,16,0,74.6,26.5,45.7,73.3,63.3,0.0,0,0,8,8.1,3,37,0,6,91.9,34,2.7,1,89.6,6,0,8.1,3,33,47,7.8,5.5,0.97
Justin Watson,66915,WR,KC,1,13.8,0,60.0,,0,0,0,25.0,1,2,16,0,36.8,65.8,60.6,,57.6,0.0,0,0,25,0.0,0,31,0,3,100.0,31,45.2,14,97.1,5,0,54.8,17,54,16,5.3,18.0,1.74
Brandon Aiyuk,84109,WR,SF,1,17.2,0,60.0,0.0,0,1,0,0.0,0,3,28,0,70.5,65.8,61.9,,65.2,0.0,0,0,20,0.0,0,42,1,3,95.2,40,33.3,14,92.9,5,0,66.7,28,49,15,5.0,16.3,1.23
Jauan Jennings,48027,WR,SF,1,4.8,1,100.0,100.0,1,1,0,0.0,0,3,28,0,72.1,68.0,82.3,,79.0,0.0,0,0,23,0.0,0,28,0,4,89.3,25,50.0,14,150.0,4,1,50.0,14,42,23,5.8,10.5,1.68
Marquez Valdes-Scantling,47809,WR,KC,1,15.8,1,75.0,,0,0,0,0.0,0,1,16,0,70.5,65.8,52.6,,52.5,0.0,0,0,16,0.0,0,47,0,3,100.0,47,31.9,15,125.0,4,1,68.1,32,20,-4,-1.3,6.7,0.43
Mecole Hardman Jr.,42683,WR,KC,1,18.0,0,100.0,,0,0,0,0.0,0,2,16,0,70.5,65.8,75.6,,78.6,0.0,0,0,52,0.0,0,14,1,3,100.0,14,35.7,5,158.3,3,1,64.3,9,57,3,1.0,19.0,4.07
George Kittle,11901,TE,SF,1,9.0,0,66.7,,0,0,0,0.0,0,1,28,0,70.5,65.8,70.7,54.0,64.7,69.2,27,0,4,7.7,3,39,0,2,89.7,35,17.9,7,70.1,3,0,10.3,4,4,2,1.0,2.0,0.11
Kyle Juszczyk,7912,FB,SF,1,6.0,1,100.0,,0,0,0,0.0,0,2,28,0,68.3,66.2,63.6,68.8,71.2,21.1,4,0,18,5.3,1,19,0,2,94.7,18,36.8,7,118.8,2,0,31.6,6,31,19,9.5,15.5,1.72
Jerick McKinnon,8731,HB,KC,1,0.0,0,100.0,,0,0,0,0.0,0,1,16,0,68.3,64.0,61.0,26.9,65.8,6.3,1,0,8,6.3,1,16,0,2,93.8,15,0.0,0,97.9,2,0,6.3,1,15,15,7.5,7.5,1.0
Noah Gray,60878,TE,KC,1,4.0,0,100.0,,0,0,0,0.0,0,1,16,0,68.3,64.0,64.7,46.3,61.4,47.8,11,0,12,13.0,3,23,0,2,87.0,20,34.8,8,112.5,2,0,17.4,4,22,14,7.0,11.0,1.1
Ray-Ray McCloud III,47895,WR,SF,1,19.0,0,100.0,,0,0,0,0.0,0,1,28,0,64.7,71.7,76.9,,73.7,0.0,0,0,19,0.0,0,4,0,1,100.0,4,0.0,0,118.8,1,0,100.0,4,19,0,0.0,19.0,4.75
Richie James,28991,WR,KC,1,2.0,0,0.0,,0,0,0,,0,0,16,0,,71.2,54.5,,55.2,0.0,0,0,0,0.0,0,5,0,0,100.0,5,60.0,3,39.6,1,0,40.0,2,0,0,,,0.0
Chris Conley,9509,WR,SF,1,16.0,0,100.0,,0,0,0,0.0,0,1,28,0,64.7,61.2,91.8,66.1,79.2,0.0,0,0,18,50.0,1,2,0,1,50.0,1,100.0,2,118.8,1,0,0.0,0,18,2,2.0,18.0,18.0
