player,position,avg_pick
Fernando Mendoza,QB,1.0
Arvell Reese,LB,3.5718
David Bailey,EDGE,3.8542
Carnell Tate,WR,6.446467880728437
Francis Mauigoa,OT,7.4272
Rueben Bain,EDGE,8.395637382429458
Sonny Styles,LB,9.180606806068061
Jeremiyah Love,RB,9.249348044132397
Mansoor Delane,CB,10.28539778449144
Caleb Downs,S,10.7952691680261
Makai Lemon,WR,11.577055837563451
Jermod McCoy,CB,12.875205254515599
Jordyn Tyson,WR,13.452745458256787
Spencer Fano,OT,14.146351575456054
Monroe Freeling,OT,14.66826322365681
Olaivavega Ioane,IOL,16.552887735236858
Kenyon Sadiq,TE,17.47676463200201
Dillon Thieneman,S,17.494502977553825
Keldric Faulk,EDGE,17.901940109658373
Garrett Nussmeier,QB,18.9
Kadyn Proctor,OT,18.910655195234945
Akheem Mesidor,EDGE,19.09592529711375
Omar Cooper Jr.,WR,19.548873824622785
Drew Allar,QB,20.1
Emmanuel McNeil-Warren,S,21.24193157000728
Blake Miller,OT,22.043745391988203
Caleb Lomu,OT,22.58934592043156
Kevin Concepcion,WR,23.04008152173913
Cole Payton,QB,23.75
Peter Woods,DT,24.123346958403463
Ty Simpson,QB,24.48012718600954
Avieon Terrell,CB,24.500934080597812
T.J. Parker,EDGE,26.111562782294488
Denzel Boston,WR,26.17820359281437
Kayden McDonald,DT,26.34550561797753
Cashius Howell,EDGE,28.351959361393323
Max Iheanachor,OT,28.694417238001957
Caleb Banks,DT,28.80931744312026
Emmanuel Pregnon,IOL,29.069387755102042
C.J. Allen,LB,29.19724770642202
Jacob Rodriguez,LB,29.608695652173914
Zion Young,EDGE,29.874166993335947
Colton Hood,CB,29.914927768860352
Chase Bisontis,IOL,29.937232524964337
Jadarian Price,RB,30.23170731707317
Malachi Lawrence,EDGE,30.548133595284874
Chris Johnson,CB,30.673893405600722
Brandon Cisse,CB,30.766109785202865
Christen Miller,DT,30.892307692307693
R Mason Thomas,EDGE,31.016216216216215
Anthony Hill Jr.,LB,31.227272727272727
Lee Hunter,DT,32.0
