player,line,under_probability,under_moneyline,over_probability,over_moneyline,avg_pick
Arvell Reese,2.5,0.4276,+134,0.5724,-134,3.5718
David Bailey,3.5,0.6078,-155,0.3922,+155,3.8542
Carnell Tate,5.5,0.4144,+141,0.5856,-141,6.446467880728437
Francis Mauigoa,5.5,0.486,+106,0.514,-106,7.4272
Rueben Bain,7.5,0.5118,-105,0.48819999999999997,+105,8.395637382429458
Sonny Styles,7.5,0.5228,-110,0.47719999999999996,+110,9.180606806068061
Jeremiyah Love,5.5,0.4856,+106,0.5144,-106,9.249348044132397
Mansoor Delane,9.5,0.5582,-126,0.44179999999999997,+126,10.28539778449144
Caleb Downs,9.5,0.4106,+144,0.5893999999999999,-144,10.7952691680261
Makai Lemon,11.5,0.5704,-133,0.4296,+133,11.577055837563451
Jermod McCoy,11.5,0.3708,+170,0.6292,-170,12.875205254515599
Jordyn Tyson,13.5,0.5876,-142,0.4124,+142,13.452745458256787
Spencer Fano,12.5,0.4432,+126,0.5568,-126,14.146351575456054
Monroe Freeling,13.5,0.548,-121,0.45199999999999996,+121,14.66826322365681
Olaivavega Ioane,14.5,0.4746,+111,0.5254,-111,16.552887735236858
Kenyon Sadiq,18.5,0.4804,+108,0.5196000000000001,-108,17.47676463200201
Dillon Thieneman,18.5,0.6164,-161,0.38360000000000005,+161,17.494502977553825
Keldric Faulk,16.5,0.4898,+104,0.5102,-104,17.901940109658373
Garrett Nussmeier,24.5,0.0018,+55456,0.9982,-55456,18.9
Kadyn Proctor,18.5,0.5054,-102,0.49460000000000004,+102,18.910655195234945
Akheem Mesidor,19.5,0.5408,-118,0.45920000000000005,+118,19.09592529711375
Omar Cooper Jr.,20.5,0.4866,+106,0.5134000000000001,-106,19.548873824622785
Drew Allar,26.5,0.0018,+55456,0.9982,-55456,20.1
Emmanuel McNeil-Warren,22.5,0.515,-106,0.485,+106,21.24193157000728
Blake Miller,23.5,0.5578,-126,0.44220000000000004,+126,22.043745391988203
Caleb Lomu,23.5,0.506,-102,0.494,+102,22.58934592043156
Kevin Concepcion,23.5,0.4482,+123,0.5518000000000001,-123,23.04008152173913
Cole Payton,24.5,0.0006,+166567,0.9994,-166567,23.75
Peter Woods,25.5,0.5734,-134,0.4266,+134,24.123346958403463
Ty Simpson,31.5,0.1146,+773,0.8854,-773,24.48012718600954
Avieon Terrell,28.5,0.5178,-107,0.48219999999999996,+107,24.500934080597812
T.J. Parker,26.5,0.4592,+118,0.5408,-118,26.111562782294488
Denzel Boston,26.5,0.4444,+125,0.5556,-125,26.17820359281437
Kayden McDonald,28.5,0.5702,-133,0.42979999999999996,+133,26.34550561797753
Cashius Howell,29.5,0.465,+115,0.5349999999999999,-115,28.351959361393323
Max Iheanachor,31.5,0.3834,+161,0.6166,-161,28.694417238001957
Caleb Banks,31.5,0.1718,+482,0.8282,-482,28.80931744312026
Emmanuel Pregnon,31.5,0.0782,+1179,0.9218,-1179,29.069387755102042
C.J. Allen,31.5,0.1422,+603,0.8578,-603,29.19724770642202
Jacob Rodriguez,31.5,0.0082,+12095,0.9918,-12095,29.608695652173914
Zion Young,31.5,0.357,+180,0.643,-180,29.874166993335947
Colton Hood,31.5,0.337,+197,0.663,-197,29.914927768860352
Chase Bisontis,31.5,0.086,+1063,0.914,-1063,29.937232524964337
Jadarian Price,31.5,0.01,+9900,0.99,-9900,30.23170731707317
Malachi Lawrence,31.5,0.0474,+2010,0.9526,-2010,30.548133595284874
Chris Johnson,31.5,0.1008,+892,0.8992,-892,30.673893405600722
Brandon Cisse,31.5,0.036,+2678,0.964,-2678,30.766109785202865
Christen Miller,31.5,0.0106,+9334,0.9894,-9334,30.892307692307693
R Mason Thomas,31.5,0.025,+3900,0.975,-3900,31.016216216216215
Anthony Hill Jr.,31.5,0.0034,+29312,0.9966,-29312,31.227272727272727
