team,position,count,probability,moneyline
LAR,CB,83,0.0166,+5924
LAR,IOL,82,0.0164,+5998
LAR,QB,1,0.0002,+499900
LV,QB,5000,1.0,-inf
MIA,CB,2682,0.5364,-116
MIA,WR,2379,0.4758,+110
MIA,EDGE,1748,0.3496,+186
MIA,IOL,1064,0.2128,+370
MIA,OT,615,0.123,+713
MIA,S,585,0.117,+755
MIA,TE,301,0.0602,+1561
MIA,DT,276,0.0552,+1712
MIA,LB,204,0.0408,+2351
MIA,RB,98,0.0196,+5002
MIA,QB,48,0.0096,+10317
MIN,S,3045,0.609,-156
MIN,CB,379,0.0758,+1219
MIN,OT,368,0.0736,+1259
MIN,RB,321,0.0642,+1458
MIN,EDGE,262,0.0524,+1808
MIN,DT,213,0.0426,+2247
MIN,WR,195,0.039,+2464
MIN,TE,119,0.0238,+4102
MIN,IOL,72,0.0144,+6844
MIN,LB,25,0.005,+19900
MIN,QB,1,0.0002,+499900
NE,EDGE,1989,0.3978,+151
NE,DT,889,0.1778,+462
NE,OT,858,0.1716,+483
NE,WR,453,0.0906,+1004
NE,LB,263,0.0526,+1801
NE,CB,259,0.0518,+1831
NE,TE,125,0.025,+3900
NE,IOL,56,0.0112,+8829
NE,QB,51,0.0102,+9704
NE,S,41,0.0082,+12095
NE,RB,16,0.0032,+31150
NO,CB,1751,0.3502,+186
NO,WR,1281,0.2562,+290
NO,EDGE,1134,0.2268,+341
NO,LB,287,0.0574,+1642
NO,OT,257,0.0514,+1846
NO,S,149,0.0298,+3256
NO,RB,90,0.018,+5456
NO,IOL,41,0.0082,+12095
NO,TE,10,0.002,+49900
NYG,WR,1209,0.2418,+314
NYG,LB,1184,0.2368,+322
NYG,OT,1020,0.204,+390
NYG,RB,691,0.1382,+624
NYG,S,636,0.1272,+686
NYG,EDGE,193,0.0386,+2491
NYG,CB,67,0.0134,+7363
NYJ,EDGE,3195,0.639,-177
NYJ,LB,2629,0.5258,-111
NYJ,WR,1904,0.3808,+163
NYJ,OT,560,0.112,+793
NYJ,CB,484,0.0968,+933
NYJ,IOL,459,0.0918,+989
NYJ,S,282,0.0564,+1673
NYJ,RB,230,0.046,+2074
NYJ,TE,148,0.0296,+3278
NYJ,QB,102,0.0204,+4802
NYJ,DT,7,0.0014,+71329
PHI,OT,1956,0.3912,+156
PHI,WR,1408,0.2816,+255
PHI,EDGE,915,0.183,+446
PHI,S,396,0.0792,+1163
PHI,DT,110,0.022,+4445
PHI,CB,80,0.016,+6150
PHI,TE,73,0.0146,+6749
PHI,RB,27,0.0054,+18419
PHI,LB,19,0.0038,+26216
PHI,IOL,10,0.002,+49900
PHI,QB,6,0.0012,+83233
PIT,OT,2656,0.5312,-113
PIT,WR,1075,0.215,+365
PIT,CB,477,0.0954,+948
PIT,EDGE,204,0.0408,+2351
PIT,RB,160,0.032,+3025
PIT,S,117,0.0234,+4174
PIT,QB,98,0.0196,+5002
PIT,IOL,91,0.0182,+5395
PIT,DT,76,0.0152,+6479
PIT,LB,24,0.0048,+20733
PIT,TE,22,0.0044,+22627
SEA,CB,1909,0.3818,+162
SEA,EDGE,1863,0.3726,+168
SEA,IOL,432,0.0864,+1057
SEA,OT,194,0.0388,+2477
SEA,DT,181,0.0362,+2662
SEA,LB,181,0.0362,+2662
SEA,WR,76,0.0152,+6479
SEA,QB,57,0.0114,+8672
SEA,RB,53,0.0106,+9334
SEA,S,30,0.006,+16567
SEA,TE,24,0.0048,+20733
SF,OT,1423,0.2846,+251
SF,EDGE,1233,0.2466,+306
SF,WR,1227,0.2454,+307
SF,CB,419,0.0838,+1093
SF,IOL,216,0.0432,+2215
SF,DT,181,0.0362,+2662
SF,S,165,0.033,+2930
SF,LB,70,0.014,+7043
SF,TE,28,0.0056,+17757
SF,QB,22,0.0044,+22627
SF,RB,16,0.0032,+31150
TB,EDGE,2223,0.4446,+125
TB,TE,991,0.1982,+405
TB,CB,592,0.1184,+745
TB,IOL,428,0.0856,+1068
TB,OT,311,0.0622,+1508
TB,WR,199,0.0398,+2413
TB,S,116,0.0232,+4210
TB,RB,79,0.0158,+6229
TB,LB,60,0.012,+8233
TB,DT,1,0.0002,+499900
TEN,EDGE,1523,0.3046,+228
TEN,RB,1475,0.295,+239
TEN,LB,1023,0.2046,+389
TEN,WR,716,0.1432,+598
TEN,OT,192,0.0384,+2504
TEN,CB,36,0.0072,+13789
TEN,S,35,0.007,+14186
WAS,EDGE,1553,0.3106,+222
WAS,WR,1194,0.2388,+319
WAS,LB,789,0.1578,+534
WAS,S,532,0.1064,+840
WAS,RB,399,0.0798,+1153
WAS,OT,306,0.0612,+1534
WAS,CB,212,0.0424,+2258
WAS,TE,8,0.0016,+62400
WAS,IOL,7,0.0014,+71329
