player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Travis Kelce,7844,TE,KC,1,5.3,1,82.4,100.0,2,2,0,0.0,0,7,16,0,80.6,72.7,85.4,66.3,84.8,50.0,18,0,15,2.8,1,36,0,14,94.4,34,33.3,12,129.9,17,2,16.7,6,98,55,3.9,7.0,2.88
Christian Kirk,47546,WR,JAX,1,11.2,0,53.8,50.0,1,2,0,12.5,1,2,15,0,52.1,70.3,51.6,,52.1,0.0,0,0,15,0.0,0,36,0,7,97.2,35,77.8,28,89.3,13,1,19.4,7,52,16,2.3,7.4,1.49
CeeDee Lamb,61570,WR,DAL,1,8.5,1,76.9,33.3,1,3,0,0.0,0,5,9,0,78.0,72.3,75.6,,75.7,0.0,0,1,46,0.0,0,40,0,10,97.5,39,67.5,27,71.6,13,0,32.5,13,117,40,4.0,11.7,3.0
Richie James,28991,WR,NYG,1,5.8,0,70.0,0.0,0,1,0,0.0,0,4,21,0,75.6,73.0,68.6,,68.0,0.0,0,0,12,0.0,0,31,0,7,100.0,31,83.9,26,81.7,10,0,16.1,5,51,28,4.0,7.3,1.65
DeVonta Smith,61100,WR,PHI,1,8.0,2,60.0,50.0,1,2,0,14.3,1,3,24,0,52.1,69.5,68.9,,68.7,0.0,0,0,40,0.0,0,27,0,6,96.3,26,18.5,5,110.8,10,1,81.5,22,61,31,5.2,10.2,2.35
Dalton Schultz,47304,TE,DAL,1,7.3,1,50.0,0.0,0,1,0,16.7,1,2,9,0,45.8,68.0,54.1,78.7,54.7,42.5,17,0,9,7.5,3,40,0,5,90.0,36,42.5,17,89.6,10,1,10.0,4,27,8,1.6,5.4,0.75
Stefon Diggs,9579,WR,BUF,1,19.6,0,50.0,,0,0,0,0.0,0,2,4,0,72.1,67.0,56.1,,56.0,0.0,0,0,16,0.0,0,45,0,4,97.8,44,40.0,18,62.0,8,0,60.0,27,35,1,0.3,8.8,0.8
Ja'Marr Chase,84270,WR,CIN,1,10.8,3,62.5,0.0,0,1,0,0.0,0,3,7,0,73.4,69.1,67.9,,68.2,0.0,0,0,28,0.0,0,42,0,5,92.9,39,31.0,13,125.5,8,1,69.0,29,61,41,8.2,12.2,1.56
Christian McCaffrey,11763,HB,SF,1,3.6,2,75.0,100.0,1,1,0,0.0,0,2,28,0,74.6,74.9,70.5,74.1,67.7,0.0,0,0,8,3.6,1,28,0,6,96.4,27,28.6,8,77.1,8,0,10.7,3,22,17,2.8,3.7,0.81
Dawson Knox,35883,TE,BUF,1,10.3,0,71.4,0.0,0,1,0,0.0,0,4,4,0,73.4,68.0,70.2,,71.2,28.6,10,0,32,0.0,0,35,0,5,100.0,35,45.7,16,100.3,7,0,22.9,8,65,11,2.2,13.0,1.86
Zay Jones,11792,WR,JAX,1,11.7,0,71.4,50.0,1,2,0,0.0,0,3,15,0,73.4,68.0,66.4,,66.4,0.0,0,1,37,0.0,0,45,0,5,97.8,44,42.2,19,71.4,7,0,57.8,26,83,24,4.8,16.6,1.89
Hayden Hurst,47294,TE,CIN,1,7.8,0,83.3,,0,0,0,0.0,0,4,7,0,73.4,68.0,71.2,,70.6,42.9,12,0,18,0.0,0,28,0,5,92.9,26,39.3,11,147.2,6,1,17.9,5,59,19,3.8,11.8,2.27
Kadarius Toney,61245,WR,KC,1,0.3,1,83.3,,0,0,0,0.0,0,2,16,0,73.4,73.7,83.3,,80.4,0.0,0,0,9,0.0,0,12,0,5,100.0,12,33.3,4,91.7,6,0,58.3,7,36,35,7.0,7.2,3.0
Evan Engram,11778,TE,JAX,1,-1.3,1,83.3,,0,0,0,16.7,1,3,15,0,46.3,68.0,64.4,,59.8,18.6,8,0,16,0.0,0,43,0,5,97.7,42,46.5,20,88.2,6,0,32.6,14,31,35,7.0,6.2,0.74
Devin Singletary,40485,HB,BUF,1,-0.7,1,83.3,,0,0,0,0.0,0,1,4,0,73.4,72.8,75.6,79.8,76.7,0.0,0,0,16,10.3,3,29,0,5,86.2,25,3.4,1,92.4,6,0,10.3,3,37,45,9.0,7.4,1.48
George Kittle,11901,TE,SF,1,13.2,0,100.0,,0,0,0,0.0,0,4,28,0,73.4,68.0,78.2,34.5,89.1,50.0,17,0,31,11.8,4,34,0,5,85.3,29,29.4,10,118.8,5,0,17.6,6,95,29,5.8,19.0,3.28
