player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Josh Allen,46601,QB,BUF,1,71.4,35,42,11.1,3.14,3,1,2.4,59.5,25,0,21,0.0,47,0,-0.03,14,4,80.8,74.8,67.0,81.3,2,1,48,0,42.6,4.8,68.0,2.1,1,4,0,2,0,1,2.1,264,6.3
Trevor Lawrence,77632,QB,JAX,1,73.0,37,39,8.3,2.53,1,3,7.5,61.5,24,0,13,11.1,44,3,-0.05,13,15,79.9,78.6,72.9,79.0,0,1,45,0,45.5,15.4,74.4,4.5,2,2,1,0,1,2,4.4,217,5.6
Dak Prescott,10769,QB,DAL,1,67.6,37,37,8.0,2.77,0,0,0.0,62.2,23,0,13,8.0,40,2,-0.1,10,9,79.6,39.9,37.6,65.2,0,2,41,1,40.0,7.7,63.6,2.5,1,2,0,0,1,2,4.9,206,5.6
Joe Burrow,28022,QB,CIN,1,80.6,31,36,8.6,2.46,1,1,2.6,63.9,23,0,12,8.0,39,2,0.45,16,7,80.1,80.0,77.7,67.2,1,0,42,0,59.0,8.3,101.9,2.6,1,2,1,2,2,0,0.0,242,6.7
Patrick Mahomes,11765,QB,KC,1,78.6,28,30,6.2,2.81,0,0,0.0,73.3,22,0,13,0.0,32,0,0.33,12,16,78.2,70.1,65.3,73.2,0,0,33,0,62.5,0.0,112.5,0.0,0,2,0,2,2,0,0.0,195,6.5
Brock Purdy,77672,QB,SF,1,79.2,24,29,8.7,2.98,0,1,3.4,65.5,19,0,16,0.0,33,0,0.03,11,28,78.3,68.3,70.9,49.8,1,0,34,0,45.5,12.5,87.4,6.1,2,2,0,4,0,0,0.0,214,7.4
Daniel Jones,39395,QB,NYG,1,57.7,26,27,7.4,3.43,0,0,0.0,55.6,15,0,16,0.0,35,0,-0.55,9,21,28.1,46.7,40.7,70.8,0,1,35,0,28.6,31.3,53.8,14.3,5,3,0,1,0,2,5.7,135,5.0
Jalen Hurts,40291,QB,PHI,1,73.9,23,24,6.7,2.35,1,1,4.0,66.7,16,0,7,5.9,26,1,0.23,8,24,27.8,65.6,65.5,64.8,0,0,27,1,53.8,14.3,112.2,3.8,1,1,0,0,2,1,3.7,154,6.4
Chad Henne,4371,QB,KC,1,83.3,6,7,3.7,2.07,1,0,0.0,71.4,5,0,2,0.0,7,0,0.55,3,16,70.6,64.6,63.9,60.0,0,0,7,0,57.1,0.0,114.9,0.0,0,0,0,0,1,0,0.0,23,3.3
