player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Joe Mixon,11803,HB,CIN,1,20,2,1,15.2,16,0,105,0,1,2,66,45.0,4,8,7,0,13,77.4,76.1,77.8,,20.9,66.2,76.2,60.0,16,0,18,2,14,24,0,0,2,22,1,105,66,3.3,5.3,1.29,7
Miles Sanders,40555,HB,PHI,1,17,4,1,20.0,18,0,90,0,0,4,49,67.8,4,4,24,0,4,76.2,63.7,75.6,,14.4,54.5,66.4,59.5,18,0,0,0,7,20,0,0,0,17,0,90,49,2.88,5.3,0.0,13
Elijah Mitchell,57272,HB,SF,1,14,0,0,0.0,0,0,51,0,0,0,27,0.0,1,3,28,0,11,75.5,61.3,73.9,,,55.4,59.3,60.1,13,0,0,0,6,16,0,0,0,14,0,51,27,1.93,3.6,0.0,3
Isiah Pacheco,83747,HB,KC,1,12,1,1,41.1,39,0,95,0,2,1,69,132.7,2,3,16,0,3,74.5,74.2,73.1,,73.4,66.2,72.7,,39,0,6,1,11,12,0,0,1,13,0,95,69,5.75,7.9,0.55,9
Kenneth Gainwell,77737,HB,PHI,1,12,4,2,45.5,51,0,112,0,0,4,46,117.9,5,7,24,0,3,74.5,79.8,79.1,,5.4,74.2,78.6,60.0,35,0,9,1,11,13,0,0,2,13,1,112,46,3.83,9.3,0.82,9
Jerick McKinnon,8731,HB,KC,1,11,0,0,0.0,0,0,25,0,0,0,16,0.0,0,2,16,0,1,73.8,48.4,80.3,,17.8,50.8,57.6,60.0,7,0,0,0,19,16,0,0,0,11,0,25,16,1.45,2.3,0.0,10
Travis Etienne Jr.,57185,HB,JAX,1,10,5,1,30.6,19,0,62,0,0,5,41,157.7,2,4,15,0,5,74.2,87.7,76.2,,68.8,82.2,84.1,60.0,19,0,18,3,13,11,0,0,3,13,1,62,41,4.1,6.2,1.38,5
Christian McCaffrey,11763,HB,SF,1,10,1,0,0.0,0,0,35,0,2,1,25,46.9,0,4,28,0,6,74.9,70.5,78.5,,74.1,67.7,70.6,53.4,8,0,22,6,27,16,0,0,8,16,1,35,25,2.5,3.5,0.81,4
Ezekiel Elliott,10638,HB,DAL,1,10,0,0,0.0,0,0,26,1,0,0,18,0.0,0,2,9,0,5,73.9,51.2,78.4,,51.8,37.8,58.4,60.0,5,0,7,2,26,13,0,0,4,12,0,26,18,1.8,2.6,0.27,4
Jalen Hurts,40291,QB,PHI,1,9,1,0,0.0,0,0,28,0,0,1,8,12.5,0,3,24,1,3,27.8,65.6,0.0,65.5,,,64.8,60.0,9,1,0,0,0,40,6,1,0,8,1,34,8,0.89,3.8,,3
Saquon Barkley,45791,HB,NYG,1,9,0,1,63.9,39,0,61,0,2,0,25,50.5,1,1,21,0,3,73.4,74.3,77.9,,,62.5,77.7,60.0,39,0,21,2,21,13,0,0,3,11,0,61,25,2.78,6.8,1.0,6
