team,position,count,probability
HOU,CB,240,0.048
HOU,EDGE,175,0.035
HOU,IOL,169,0.0338
HOU,WR,118,0.0236
HOU,RB,88,0.0176
HOU,LB,52,0.0104
HOU,TE,25,0.005
HOU,QB,23,0.0046
HOU,S,14,0.0028
KC,CB,3274,0.6548
KC,EDGE,2897,0.5794
KC,OT,1707,0.3414
KC,WR,969,0.1938
KC,S,859,0.1718
KC,LB,106,0.0212
KC,DT,90,0.018
KC,RB,38,0.0076
KC,IOL,24,0.0048
KC,QB,18,0.0036
KC,TE,18,0.0036
LAC,EDGE,2007,0.4014
LAC,WR,1437,0.2874
LAC,S,539,0.1078
LAC,DT,524,0.1048
LAC,OT,208,0.0416
LAC,IOL,176,0.0352
LAC,CB,54,0.0108
LAC,RB,36,0.0072
LAC,TE,14,0.0028
LAC,LB,5,0.001
LAR,WR,2373,0.4746
LAR,OT,2284,0.4568
LAR,LB,108,0.0216
LAR,RB,47,0.0094
LAR,S,43,0.0086
LAR,IOL,41,0.0082
LAR,TE,38,0.0076
LAR,EDGE,35,0.007
LAR,CB,30,0.006
LAR,QB,1,0.0002
LV,QB,5000,1.0
MIA,CB,3118,0.6236
MIA,WR,2831,0.5662
MIA,EDGE,1647,0.3294
MIA,IOL,1130,0.226
MIA,S,397,0.0794
MIA,OT,316,0.0632
MIA,TE,271,0.0542
MIA,DT,132,0.0264
MIA,LB,93,0.0186
MIA,RB,51,0.0102
MIA,QB,14,0.0028
MIN,S,3767,0.7534
MIN,RB,372,0.0744
MIN,CB,239,0.0478
MIN,OT,183,0.0366
MIN,EDGE,145,0.029
MIN,DT,90,0.018
MIN,WR,79,0.0158
MIN,TE,73,0.0146
MIN,IOL,41,0.0082
MIN,LB,11,0.0022
NE,EDGE,2427,0.4854
NE,OT,907,0.1814
NE,DT,747,0.1494
NE,WR,414,0.0828
NE,CB,156,0.0312
NE,TE,143,0.0286
NE,LB,128,0.0256
NE,QB,31,0.0062
NE,IOL,21,0.0042
NE,S,20,0.004
NE,RB,6,0.0012
NO,CB,2323,0.4646
NO,WR,1084,0.2168
NO,EDGE,1083,0.2166
NO,LB,231,0.0462
NO,OT,129,0.0258
NO,S,79,0.0158
NO,RB,59,0.0118
NO,IOL,11,0.0022
NO,TE,1,0.0002
NYG,LB,1325,0.265
NYG,WR,1315,0.263
NYG,OT,883,0.1766
NYG,S,726,0.1452
NYG,RB,658,0.1316
NYG,EDGE,64,0.0128
NYG,CB,29,0.0058
NYJ,EDGE,3625,0.725
NYJ,LB,2588,0.5176
NYJ,WR,1954,0.3908
NYJ,IOL,561,0.1122
NYJ,CB,426,0.0852
NYJ,OT,347,0.0694
NYJ,S,168,0.0336
NYJ,RB,158,0.0316
NYJ,TE,95,0.019
NYJ,QB,77,0.0154
NYJ,DT,1,0.0002
PHI,OT,2430,0.486
PHI,WR,1389,0.2778
PHI,EDGE,758,0.1516
PHI,S,280,0.056
PHI,TE,60,0.012
PHI,CB,31,0.0062
PHI,DT,25,0.005
PHI,RB,17,0.0034
PHI,LB,6,0.0012
PHI,IOL,4,0.0008
PIT,OT,3243,0.6486
PIT,WR,923,0.1846
PIT,CB,363,0.0726
PIT,RB,182,0.0364
PIT,EDGE,91,0.0182
PIT,QB,63,0.0126
PIT,IOL,59,0.0118
PIT,S,43,0.0086
PIT,DT,23,0.0046
PIT,TE,7,0.0014
PIT,LB,3,0.0006
SEA,CB,2466,0.4932
SEA,EDGE,1926,0.3852
SEA,IOL,288,0.0576
SEA,OT,83,0.0166
SEA,DT,64,0.0128
SEA,LB,61,0.0122
SEA,QB,36,0.0072
SEA,WR,29,0.0058
SEA,RB,22,0.0044
SEA,TE,15,0.003
SEA,S,10,0.002
SF,OT,1818,0.3636
SF,WR,1413,0.2826
SF,EDGE,1110,0.222
SF,CB,264,0.0528
SF,IOL,137,0.0274
SF,S,117,0.0234
SF,DT,85,0.017
SF,LB,28,0.0056
SF,TE,14,0.0028
SF,RB,11,0.0022
SF,QB,3,0.0006
TB,EDGE,2535,0.507
TB,TE,1267,0.2534
TB,CB,473,0.0946
TB,IOL,393,0.0786
TB,OT,126,0.0252
TB,WR,94,0.0188
TB,RB,43,0.0086
TB,S,37,0.0074
TB,LB,32,0.0064
TEN,RB,1915,0.383
TEN,EDGE,1226,0.2452
TEN,LB,998,0.1996
TEN,WR,742,0.1484
TEN,OT,97,0.0194
TEN,S,14,0.0028
TEN,CB,8,0.0016
WAS,EDGE,1620,0.324
WAS,WR,1065,0.213
WAS,LB,940,0.188
WAS,S,638,0.1276
WAS,RB,413,0.0826
WAS,OT,177,0.0354
WAS,CB,141,0.0282
WAS,IOL,4,0.0008
WAS,TE,2,0.0004
