player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Cam Skattebo,147787,HB,NYG,1,16,4,1,30.0,18,0,60,0,3,4,47,108.2,1,3,21,0,8,76.7,62.8,79.0,,8.6,74.5,63.7,60.0,18,0,34,3,19,21,0,0,5,19,0,60,47,2.94,3.8,1.79,7
Jonathan Taylor,57488,HB,IND,1,16,4,3,68.1,64,0,94,0,0,4,50,65.8,3,8,14,0,9,76.7,70.7,78.1,,82.3,63.3,71.0,,23,0,38,3,31,17,0,0,3,19,3,94,50,3.13,5.9,1.23,6
Jordan Mason,62946,HB,MIN,1,15,2,0,0.0,0,0,57,0,0,2,31,27.6,2,5,18,0,6,75.5,70.6,78.0,,83.1,50.1,73.7,,12,0,0,0,27,15,0,0,0,15,1,57,31,2.07,3.8,0.0,9
Isiah Pacheco,83747,HB,KC,1,15,4,0,0.0,0,0,57,1,1,4,37,77.1,1,5,16,0,0,75.7,54.4,0.0,,43.0,33.7,66.0,60.0,11,1,-3,1,20,18,0,0,2,16,1,57,37,2.47,3.8,-0.15,15
J.K. Dobbins,57366,HB,DEN,1,14,4,1,39.5,32,0,81,0,0,4,68,129.5,1,3,10,0,7,75.3,67.8,76.0,,66.4,54.7,69.3,60.0,32,0,-1,1,16,16,0,0,1,15,0,81,68,4.86,5.8,-0.06,7
Bijan Robinson,123126,HB,ATL,1,14,4,0,0.0,0,0,40,0,3,4,28,70.0,0,1,2,0,4,76.0,69.5,80.3,,8.8,83.6,58.8,60.0,8,0,52,6,37,14,0,0,8,20,0,40,28,2.0,2.9,1.41,9
Bam Knight,97432,HB,ARZ,1,14,0,0,0.0,0,0,57,1,0,0,30,0.0,0,2,1,0,10,76.1,57.0,74.4,,17.6,47.2,64.2,60.0,9,0,7,3,14,17,0,0,4,17,0,57,30,2.14,4.1,0.5,4
Chuba Hubbard,57373,HB,CAR,1,14,0,0,0.0,0,0,31,0,0,0,29,0.0,1,3,5,0,8,75.5,53.0,76.3,,28.6,60.7,54.9,,11,0,24,2,17,14,0,0,2,16,0,31,29,2.07,2.2,1.41,6
Brashard Smith,143951,HB,KC,1,14,0,0,0.0,0,0,39,0,2,0,26,19.5,0,1,16,0,0,76.1,63.7,76.7,,,79.7,53.5,60.0,8,0,42,5,9,19,0,0,5,19,0,39,26,1.86,2.8,4.67,14
Jacory Croskey-Merritt,102382,HB,WAS,1,13,2,0,0.0,0,0,33,0,0,2,30,33.0,0,1,32,0,8,74.9,53.8,75.9,,74.4,55.5,54.7,57.0,9,0,-1,1,15,17,0,0,1,14,0,33,30,2.31,2.5,-0.07,5
David Montgomery,45719,HB,DET,1,13,1,0,0.0,0,0,21,0,0,1,21,10.8,0,0,11,0,5,75.2,50.6,72.8,,22.1,71.2,52.3,,6,0,18,2,9,13,0,0,2,15,0,21,21,1.62,1.6,2.0,8
Kyle Monangai,129891,HB,CHI,1,13,0,1,29.6,24,0,81,0,2,0,38,39.0,3,6,6,0,2,75.2,73.8,74.1,,73.4,71.0,71.3,59.9,24,0,13,2,10,20,0,0,2,15,1,81,38,2.92,6.2,1.3,11
Josh Jacobs,45953,HB,GB,1,13,4,0,0.0,0,0,55,0,0,4,37,81.3,1,4,12,0,5,75.2,71.2,75.6,,45.3,57.7,73.6,,10,0,3,1,15,13,0,0,1,14,2,55,37,2.85,4.2,0.2,8
De'Von Achane,124305,HB,MIA,1,13,1,2,84.1,69,0,82,0,1,1,73,70.2,2,2,17,0,6,75.0,62.1,0.0,,19.6,51.0,72.4,60.0,46,1,16,3,17,13,0,0,5,16,0,82,73,5.62,6.3,0.94,6
Zach Charbonnet,97630,HB,SEA,1,12,3,1,30.6,15,0,49,0,0,3,43,76.8,1,4,29,0,4,74.8,79.9,75.0,,80.0,59.3,81.0,60.0,15,0,6,2,15,16,0,0,2,14,2,49,43,3.58,4.1,0.4,7
Kyren Williams,97118,HB,LA,1,12,2,0,0.0,0,0,54,0,0,2,38,45.2,1,3,26,0,6,74.8,64.0,75.9,,85.2,56.7,63.2,60.0,10,0,11,2,17,13,0,0,3,14,0,54,38,3.17,4.5,0.65,6
Blake Corum,129574,HB,LA,1,12,0,0,0.0,0,0,37,0,0,0,27,0.0,0,1,26,0,11,74.5,61.6,72.9,,74.9,57.5,61.7,,6,0,6,1,7,12,0,0,1,13,0,37,27,2.25,3.1,0.86,1
Chase Brown,77787,HB,CIN,1,11,7,2,59.3,64,0,108,1,1,7,98,548.3,3,4,7,0,5,74.8,78.1,77.4,,75.6,37.5,90.7,60.0,37,0,-8,2,28,15,0,0,4,13,0,108,98,8.91,9.8,-0.29,5
Alvin Kamara,11822,HB,NO,1,11,0,0,0.0,0,0,28,0,0,0,13,0.0,0,1,20,0,2,74.6,50.2,78.4,,18.7,56.2,55.3,60.0,6,0,1,3,25,13,0,0,3,14,0,28,13,1.18,2.5,0.04,9
Breece Hall,97636,HB,NYJ,1,11,3,0,0.0,0,0,38,0,0,3,26,54.5,0,2,22,0,3,73.9,60.5,77.4,,26.1,69.8,58.0,60.0,8,0,14,2,17,11,0,0,2,13,0,38,26,2.36,3.5,0.82,7
Woody Marks,124179,HB,HST,1,10,2,0,0.0,0,0,15,0,2,2,15,46.2,1,1,13,0,4,74.2,56.8,76.3,,71.5,73.3,48.1,,11,0,20,3,23,10,0,0,5,13,0,15,15,1.5,1.5,0.87,6
Rachaad White,131633,HB,TB,1,10,1,0,0.0,0,0,38,0,0,1,18,12.9,0,2,30,0,7,74.4,63.5,80.8,,59.3,55.2,68.6,,7,0,6,4,41,10,0,0,6,14,0,38,18,1.8,3.8,0.15,3
Tyrone Tracy,84226,HB,NYG,1,9,2,1,67.4,31,0,46,0,0,2,14,34.6,1,2,21,0,4,72.7,54.2,75.6,,80.1,52.2,54.5,59.9,31,0,0,0,14,10,0,0,0,9,1,46,14,1.56,5.1,0.0,5
Kimani Vidal,123727,HB,LAC,1,9,0,0,0.0,0,0,20,0,1,0,16,13.7,0,0,27,0,1,74.0,62.1,79.6,,44.3,65.6,61.9,60.0,5,0,15,4,31,11,0,0,4,13,0,20,16,1.78,2.2,0.48,8
Brian Robinson,57120,HB,SF,1,9,3,0,0.0,0,0,36,0,0,3,30,111.1,1,1,28,0,4,72.7,54.6,72.1,,69.2,56.5,55.7,60.0,10,0,0,0,4,12,0,0,0,9,0,36,30,3.33,4.0,0.0,5
Travis Etienne Jr.,57185,HB,JAX,1,8,3,0,0.0,0,0,44,0,1,3,27,150.0,1,3,15,0,3,73.1,68.7,78.4,,79.4,56.4,68.2,74.1,13,0,11,1,24,14,0,0,2,9,0,44,27,3.38,5.5,0.46,4
Jayden Daniels,97993,QB,WAS,1,8,1,0,0.0,0,0,3,0,0,0,7,0.0,1,4,32,1,2,27.4,67.4,77.8,63.5,,,68.1,60.0,14,0,0,0,0,17,32,4,0,4,1,35,35,4.38,4.4,,1
Drake Maye,143969,QB,NE,1,8,0,0,0.0,0,0,0,0,0,0,,100.0,2,3,19,0,0,78.3,87.0,78.4,83.8,,,72.1,60.0,19,0,0,0,0,20,62,8,0,0,0,62,17,2.13,7.8,,0
Samaje Perine,11869,HB,CIN,1,7,3,0,0.0,0,0,31,0,0,3,19,116.3,0,2,7,0,3,74.0,66.4,77.9,,76.7,52.0,69.5,60.0,9,0,0,0,16,9,0,0,0,7,0,31,19,2.71,4.4,0.0,4
Michael Carter,57337,HB,ARZ,1,7,0,0,0.0,0,0,11,0,1,0,12,19.0,0,1,1,0,6,72.3,60.6,77.4,,48.2,72.9,57.4,,5,0,25,2,15,7,0,0,2,9,0,11,12,1.71,1.6,1.67,1
Jaydon Blue,157303,HB,DAL,1,7,0,0,0.0,0,0,29,0,0,0,14,0.0,0,2,9,0,3,71.9,66.0,0.0,,77.7,61.8,69.7,60.0,9,1,5,1,4,9,0,0,1,8,0,29,14,2.0,4.1,1.25,4
Emanuel Wilson,154173,HB,GB,1,6,0,0,0.0,0,0,17,0,0,0,23,0.0,0,0,12,0,1,71.1,60.7,74.5,,74.7,56.9,61.3,,8,0,-2,1,9,6,0,0,1,7,0,17,23,3.83,2.8,-0.22,5
Ashton Jeanty,157196,HB,LV,1,6,0,0,0.0,0,0,21,0,1,0,8,19.0,0,0,23,0,1,72.5,67.7,72.5,,74.6,66.8,66.2,60.0,8,0,13,1,9,9,0,0,1,7,0,21,8,1.33,3.5,1.44,5
Justin Herbert,28237,QB,LAC,1,6,0,0,0.0,0,0,7,0,0,0,2,0.0,1,4,27,0,0,82.3,81.6,0.0,79.1,,,73.7,60.0,11,1,0,0,0,13,24,3,0,3,0,31,21,3.5,5.2,,0
Tony Pollard,27126,HB,TEN,1,6,0,0,0.0,0,0,18,0,0,0,15,0.0,0,0,31,0,2,73.1,66.0,76.2,,83.2,80.9,52.4,72.4,6,0,43,6,20,7,0,0,6,12,0,18,15,2.5,3.0,2.15,4
Jacoby Brissett,10725,QB,ARZ,1,6,3,0,0.0,0,0,2,0,0,0,0,0.0,1,2,1,1,0,34.6,70.3,79.5,70.5,,,58.5,60.0,11,0,0,0,0,25,24,4,0,2,0,26,12,2.0,4.3,,0
Joe Flacco,4332,QB,CIN,1,5,0,0,0.0,0,0,3,0,0,0,1,0.0,1,2,7,0,0,81.5,84.2,79.6,81.1,,,69.7,60.0,12,0,0,0,0,24,0,0,0,5,0,3,1,0.2,0.6,,1
Jaxson Dart,146409,QB,NYG,1,5,0,0,0.0,0,0,11,0,0,0,6,0.0,0,2,21,0,2,80.5,49.1,0.0,51.9,,,63.7,60.0,9,3,0,0,0,33,0,0,0,5,1,11,6,1.2,2.2,,0
Mac Jones,60323,QB,SF,1,5,0,0,0.0,0,0,3,0,0,0,2,0.0,0,2,28,0,0,78.0,75.9,79.0,71.8,,,70.6,60.0,8,0,0,0,0,38,8,1,0,4,0,11,2,0.4,2.2,,0
Dak Prescott,10769,QB,DAL,1,5,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,1,9,1,0,28.9,75.9,79.1,80.3,,,49.5,60.0,7,0,0,0,0,29,8,2,0,3,0,7,7,1.4,1.4,,1
Ollie Gordon II,157792,HB,MIA,1,5,0,0,0.0,0,0,11,0,0,0,11,0.0,0,1,17,0,4,70.3,60.7,77.3,,74.9,57.4,60.8,59.9,8,0,2,1,9,7,0,0,2,6,0,11,11,2.2,2.2,0.22,1
Tyjae Spears,97195,HB,TEN,1,5,1,0,0.0,0,0,22,0,0,1,16,40.0,0,1,31,0,2,72.0,56.0,76.8,,43.8,60.6,56.6,,8,0,18,3,11,6,0,0,4,8,0,22,16,3.2,4.4,1.64,3
Bo Nix,97790,QB,DEN,1,5,0,1,37.5,18,0,27,0,0,0,1,0.0,2,4,10,1,2,42.4,68.1,79.8,66.7,,,63.5,60.0,21,0,0,0,0,20,21,1,0,4,2,48,1,0.2,9.6,,1
Nick Chubb,45783,HB,HST,1,5,0,0,0.0,0,0,16,0,0,0,12,0.0,0,0,13,0,2,70.3,72.3,73.8,,77.7,57.5,74.1,,5,0,-5,1,10,5,0,0,3,6,0,16,12,2.4,3.2,-0.5,3
Terrell Jennings,102408,HB,NE,1,5,0,0,0.0,0,0,18,0,0,0,10,0.0,0,1,19,0,4,69.7,66.5,68.8,,67.1,,64.4,60.0,9,0,0,0,0,7,0,0,0,5,0,18,10,2.0,3.6,,1
Bhayshul Tuten,150568,HB,JAX,1,5,0,0,0.0,0,0,22,0,0,0,13,0.0,0,0,15,0,2,69.7,53.6,74.4,,76.9,51.5,54.3,60.0,8,0,0,0,13,6,0,0,0,5,0,22,13,2.6,4.4,0.0,3
Daniel Jones,39395,QB,IND,1,5,0,0,0.0,0,0,-3,0,0,0,0,0.0,0,0,14,0,0,79.4,66.1,78.6,67.9,,,51.6,60.0,7,0,0,0,0,22,10,2,0,3,0,7,6,1.2,1.4,,0
Jalen Hurts,40291,QB,PHI,1,4,0,0,0.0,0,0,-10,0,0,0,2,0.0,0,1,24,0,0,77.7,95.2,78.0,94.9,,,61.0,60.0,1,0,0,0,0,24,0,0,0,4,0,-10,2,0.5,-2.5,,1
Carson Wentz,10636,QB,MIN,1,4,2,0,0.0,0,0,0,0,0,0,0,0.0,2,2,18,1,0,32.0,45.9,79.2,40.0,,,86.0,60.0,16,1,0,0,0,20,28,2,0,2,0,28,25,6.25,7.0,,0
Patrick Mahomes,11765,QB,KC,1,4,0,0,0.0,0,0,0,0,0,0,,100.0,1,2,16,0,0,79.6,67.4,79.0,62.2,,,75.6,60.0,10,0,0,0,0,21,28,4,0,0,0,28,17,4.25,7.0,,0
Kareem Hunt,11841,HB,KC,1,4,0,0,0.0,0,0,18,0,0,0,15,0.0,0,3,16,0,0,68.6,66.8,73.6,,76.8,52.0,68.7,60.0,9,0,0,0,6,5,0,0,0,4,0,18,15,3.75,4.5,0.0,2
Jordan Love,40306,QB,GB,1,4,1,0,0.0,0,0,-1,0,0,0,0,0.0,1,1,12,2,0,22.5,53.5,78.5,58.4,,,42.6,60.0,12,0,0,0,0,20,23,3,0,1,0,22,20,5.0,5.5,,0
Zavier Scott,55123,HB,MIN,1,4,0,0,0.0,0,0,4,0,0,0,4,0.0,0,0,18,0,0,69.4,65.9,70.9,,,61.0,65.4,,5,0,2,1,5,4,0,0,1,5,0,4,4,1.0,1.0,0.4,4
Justin Fields,82118,QB,NYJ,1,4,1,0,0.0,0,0,15,0,0,1,6,66.7,0,1,22,0,1,75.4,38.9,76.0,38.5,,,55.1,60.0,7,0,0,0,0,11,7,1,0,3,0,22,13,3.25,5.5,,1
Tyler Allgeier,83639,HB,ATL,1,4,0,0,0.0,0,0,16,0,0,0,12,0.0,0,2,2,0,2,68.6,65.0,73.5,,68.5,53.5,67.4,60.0,7,0,0,0,8,5,0,0,0,4,0,16,12,3.0,4.0,0.0,1
Dillon Gabriel,86272,QB,CLV,1,4,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,0,8,0,0,76.9,47.6,78.4,48.6,,,52.8,60.0,6,1,0,0,0,28,13,3,0,1,0,12,2,0.5,3.0,,0
RJ Harvey,99622,HB,DEN,1,4,1,0,,0,0,0,0,0,1,6,30.0,0,0,10,0,1,67.2,52.8,77.7,,,52.9,56.3,60.0,4,0,2,1,17,2,0,0,2,5,0,0,6,1.5,0.0,0.12,0
Caleb Williams,144622,QB,CHI,1,4,0,0,0.0,0,0,-2,0,0,0,2,0.0,0,0,6,2,1,31.3,62.4,79.4,63.8,,,52.6,60.0,0,0,0,0,0,40,0,0,0,4,0,-2,2,0.5,-0.5,,0
Parker Washington,129799,WR,JAX,1,3,0,0,0.0,0,1,10,2,0,0,5,0.0,0,1,15,0,0,73.6,53.1,79.5,,,53.2,57.7,60.9,5,1,52,4,51,15,0,0,10,7,0,10,5,1.67,3.3,1.02,0
Kenneth Gainwell,77737,HB,PIT,1,3,0,0,0.0,0,0,14,0,0,0,11,0.0,1,1,25,0,2,72.5,55.3,75.6,,70.7,51.3,57.8,,11,0,1,2,15,3,0,0,2,5,0,14,11,3.67,4.7,0.07,1
Dylan Sampson,163772,HB,CLV,1,3,0,0,0.0,0,0,8,0,0,0,5,0.0,0,0,8,0,2,71.0,75.6,71.7,,74.4,74.8,62.9,60.0,4,0,9,1,3,5,0,0,1,4,0,8,5,1.67,2.7,3.0,1
Jimmy Garoppolo,8697,QB,LA,1,3,0,0,0.0,0,0,-3,0,0,0,0,0.0,0,0,26,0,0,67.2,61.2,68.2,,,,60.5,,-1,0,0,0,0,3,0,0,0,3,0,-3,0,0.0,-1.0,,0
Tua Tagovailoa,60326,QB,MIA,1,3,0,0,0.0,0,0,0,0,0,0,5,0.0,0,0,17,3,1,20.6,28.6,77.9,33.1,,,37.4,60.0,6,0,0,0,0,17,6,1,0,2,0,6,5,1.67,2.0,,0
Sam Darnold,29048,QB,SEA,1,3,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,29,1,0,26.4,61.4,79.4,61.5,,58.9,57.5,60.1,3,0,0,0,1,33,3,1,0,2,0,1,14,4.67,0.3,0.0,0
Tyrod Taylor,6332,QB,NYJ,1,3,1,0,0.0,0,0,0,0,0,0,,100.0,0,0,22,0,0,77.2,46.8,76.6,50.4,,,49.1,60.0,5,0,0,0,0,4,11,3,0,0,0,11,14,4.67,3.7,,0
Chris Rodriguez Jr.,83689,HB,WAS,1,3,0,0,0.0,0,0,12,0,0,0,7,0.0,0,1,32,0,2,67.2,56.2,72.0,,13.2,57.1,62.5,60.0,7,0,0,0,4,4,0,0,0,3,1,12,7,2.33,4.0,0.0,1
Gardner Minshew,41401,QB,KC,1,3,0,0,0.0,0,0,-3,0,0,0,0,0.0,0,0,16,0,0,67.2,62.3,74.3,,,,60.5,60.0,-1,0,0,0,0,16,0,0,0,3,0,-3,0,0.0,-1.0,,0
Matthew Stafford,4924,QB,LA,1,2,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,0,26,0,0,79.5,80.7,0.0,81.9,,,55.8,60.0,2,1,0,0,0,25,2,1,0,1,0,1,3,1.5,0.5,,0
Bryce Young,123943,QB,CAR,1,2,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,5,1,0,29.5,58.4,78.0,61.1,,,50.3,60.0,6,0,0,0,0,20,10,2,0,0,0,10,5,2.5,5.0,,0
TreVeyon Henderson,145059,HB,NE,1,2,0,0,0.0,0,0,5,0,0,0,3,0.0,0,0,19,0,2,65.2,54.9,70.8,,77.8,55.4,56.8,60.0,3,0,0,0,4,3,0,0,0,2,0,5,3,1.5,2.5,0.0,0
Marcus Mariota,9435,QB,WAS,1,2,0,1,73.5,25,0,34,0,0,0,3,0.0,1,1,32,0,2,73.8,37.4,75.2,30.8,,,72.0,60.0,25,1,0,0,0,8,0,0,0,2,0,34,3,1.5,17.0,,0
Dylan Laube,88664,HB,LV,1,2,0,0,0.0,0,0,3,0,0,0,5,0.0,0,0,23,0,0,66.7,55.5,68.0,,,63.2,56.1,60.0,2,0,1,1,2,3,0,0,1,3,0,3,5,2.5,1.5,0.5,2
Jeremy McNichols,11917,HB,WAS,1,2,3,1,86.4,19,0,22,0,0,3,19,712.5,1,1,32,0,0,67.8,72.9,77.2,,66.9,60.3,74.2,64.9,19,0,23,2,13,4,0,0,3,4,0,22,19,9.5,11.0,1.77,2
C.J. Stroud,129759,QB,HST,1,2,1,0,0.0,0,0,0,0,0,0,,100.0,2,0,13,0,0,29.7,41.2,79.6,40.4,,,66.1,60.0,15,0,0,0,0,15,25,2,0,0,0,25,0,0.0,12.5,,0
Geno Smith,7820,QB,LV,1,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,23,1,0,24.1,56.1,76.1,67.2,,,34.1,60.0,1,0,0,0,0,9,1,1,0,1,0,1,10,5.0,0.5,,1
Taysom Hill,12112,TE,NO,1,2,0,0,0.0,0,0,-4,0,0,0,8,0.0,0,1,20,0,2,67.8,66.0,73.7,,,59.6,65.2,60.0,5,1,12,2,6,3,0,0,2,4,0,-4,8,4.0,-2.0,2.0,0
Michael Penix Jr.,82134,QB,ATL,1,2,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,2,1,0,80.0,59.3,0.0,61.7,,,54.7,60.0,3,2,0,0,0,17,6,2,0,0,0,6,1,0.5,3.0,,0
Joshua Dobbs,11890,QB,NE,1,2,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,19,0,0,66.7,73.6,71.9,71.9,,,60.0,60.0,-1,0,0,0,0,8,0,0,0,2,0,-2,0,0.0,-1.0,,0
Andy Dalton,6187,QB,CAR,1,2,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,5,0,0,71.8,76.1,75.2,75.1,,,60.0,60.0,-1,0,0,0,0,14,0,0,0,2,0,-2,0,0.0,-1.0,,0
Trevor Lawrence,77632,QB,JAX,1,2,0,0,0.0,0,0,0,0,0,0,,100.0,1,1,15,0,0,81.4,68.7,79.6,68.1,,,59.0,60.0,14,0,0,0,0,18,18,2,0,0,0,18,1,0.5,9.0,,0
Isaiah Davis,138299,HB,NYJ,1,2,0,0,0.0,0,0,10,0,0,0,6,0.0,0,0,22,0,1,67.8,67.6,79.3,,30.7,76.6,65.5,59.9,5,0,22,2,21,4,0,0,3,4,0,10,6,3.0,5.0,1.05,1
Jared Goff,10635,QB,DET,1,2,0,0,0.0,0,0,1,0,0,0,1,0.0,0,1,11,1,0,28.1,37.4,79.2,36.0,,,62.6,60.0,6,0,0,0,0,31,6,1,0,1,0,7,1,0.5,3.5,,0
Ameer Abdullah,9487,HB,IND,1,2,1,0,0.0,0,0,19,0,0,1,13,216.7,1,1,14,0,1,70.1,62.4,75.1,,6.1,61.9,67.0,,14,0,8,1,2,2,0,0,1,3,0,19,13,6.5,9.5,4.0,1
Devin Singletary,40485,HB,NYG,1,2,0,0,0.0,0,0,2,0,0,0,3,0.0,0,0,21,0,2,65.2,55.3,67.6,,,60.0,56.6,,2,0,0,0,0,2,0,0,0,2,0,2,3,1.5,1.0,,0
Spencer Rattler,97408,QB,NO,1,2,1,0,0.0,0,0,5,0,0,1,6,600.0,0,1,20,1,1,28.6,54.3,78.4,48.6,,,79.7,60.3,7,0,0,0,0,17,7,1,0,1,0,12,20,10.0,6.0,,0
Hassan Haskins,83701,HB,LAC,1,1,0,0,0.0,0,0,3,0,1,0,0,0.0,0,0,27,0,1,66.2,57.5,76.4,,78.0,57.7,57.0,60.0,3,0,2,2,19,2,0,0,2,3,0,3,0,0.0,3.0,0.11,0
Jerome Ford,83601,HB,CLV,1,1,0,0,,0,0,0,0,0,0,1,0.0,0,0,8,0,0,66.2,63.6,76.8,,77.3,70.4,59.0,,0,0,10,2,9,1,0,0,2,3,0,0,1,1.0,0.0,1.11,1
Kenny Pickett,60515,QB,LV,1,1,0,0,,0,0,0,0,0,0,0,0.0,0,0,23,1,0,14.0,29.0,69.9,62.0,,,47.6,60.0,0,0,0,0,0,3,0,0,0,1,0,0,0,0.0,0.0,,1
DJ Moore,48267,WR,CHI,1,1,0,0,0.0,0,0,9,0,1,0,2,50.0,0,0,6,0,0,67.4,71.1,79.0,,,69.6,63.1,60.8,9,0,43,3,25,33,0,0,4,4,0,9,2,2.0,9.0,1.72,0
Roschon Johnson,99467,HB,CHI,1,1,0,0,0.0,0,0,11,0,0,0,2,0.0,1,1,6,0,0,61.9,63.1,62.8,,,,61.8,,11,0,0,0,0,1,0,0,0,1,0,11,2,2.0,11.0,,1
Travis Hunter,160766,WR,JAX,1,1,0,0,,0,0,0,0,1,0,0,0.0,0,0,15,0,0,70.8,72.7,78.7,,,72.6,58.5,59.3,0,0,101,8,51,14,0,0,12,9,0,0,0,0.0,0.0,1.98,0
D'Ernest Johnson,45734,HB,ARZ,1,1,0,0,,0,0,0,0,0,0,2,0.0,0,0,1,0,1,61.9,47.4,75.0,,15.6,55.4,59.7,,0,0,0,0,7,1,0,0,0,1,0,0,2,2.0,0.0,0.0,0
Olamide Zaccheaus,44920,WR,CHI,1,1,0,0,,0,0,0,0,0,0,0,0.0,0,0,6,0,0,66.2,54.4,78.9,,66.2,55.1,58.5,60.4,0,0,9,2,16,18,0,0,3,3,0,0,0,0.0,0.0,0.56,0
Marvin Mims Jr.,122937,WR,DEN,1,1,2,0,0.0,0,0,13,0,0,2,16,457.1,1,1,10,0,0,74.1,76.1,79.9,,,73.4,63.0,60.7,13,0,85,6,33,7,0,0,7,7,0,13,16,16.0,13.0,2.58,0
Sean Tucker,123056,HB,TB,1,1,0,0,0.0,0,0,4,0,0,0,3,0.0,0,0,30,0,0,64.6,53.1,70.0,,19.1,63.0,59.4,60.0,4,0,2,1,3,2,0,0,1,2,0,4,3,3.0,4.0,0.67,1
Kendre Miller,123091,HB,NO,1,1,0,0,0.0,0,0,7,0,0,0,2,0.0,0,0,20,0,1,65.8,65.7,66.3,,72.4,,62.7,,7,0,0,0,0,1,0,0,0,1,0,7,2,2.0,7.0,,0
Aaron Rodgers,2241,QB,PIT,1,1,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,25,0,0,78.6,76.8,78.6,76.3,,,58.3,60.0,6,0,0,0,0,20,6,1,0,0,0,6,0,0.0,6.0,,0
