player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Ja'Marr Chase,84270,WR,CIN,1,7.1,3,69.6,33.3,1,3,0,5.9,1,9,7,0,66.7,73.3,90.5,,89.5,0.0,0,0,18,0.0,0,51,0,16,94.1,48,27.5,14,103.7,23,1,70.6,36,161,86,5.4,10.1,3.35
Keenan Allen,7857,WR,LAC,1,8.9,1,78.6,66.7,2,3,0,0.0,0,7,27,0,78.7,71.5,79.1,,79.6,0.0,0,0,30,0.0,0,47,0,11,97.9,46,31.9,15,125.9,14,1,68.1,32,119,33,3.0,10.8,2.59
Ladd McConkey,124030,WR,LAC,1,10.4,1,69.2,50.0,1,2,0,0.0,0,3,27,0,77.3,70.6,65.1,,64.9,0.0,0,0,15,0.0,0,58,0,9,98.3,57,75.9,44,81.3,13,0,24.1,14,67,19,2.1,7.4,1.18
Jaxon Smith-Njigba,129758,WR,SEA,1,12.8,0,61.5,50.0,1,2,0,0.0,0,6,29,0,76.5,70.1,90.1,,90.2,0.0,0,1,26,0.0,0,38,1,8,92.1,35,21.1,8,86.4,13,1,78.9,30,123,30,3.8,15.4,3.51
Travis Hunter,160766,WR,JAX,1,9.8,1,66.7,33.3,1,3,0,0.0,0,5,15,0,76.5,70.8,72.7,,72.6,0.0,0,0,34,0.0,0,53,0,8,96.2,51,66.0,35,120.5,12,1,34.0,18,101,36,4.5,12.6,1.98
Trey McBride,75916,TE,ARZ,1,6.3,2,83.3,66.7,2,3,0,0.0,0,4,1,0,78.0,71.1,67.5,65.7,74.7,24.5,12,0,15,2.0,1,49,1,10,87.8,43,65.3,32,131.9,12,2,10.2,5,74,28,2.8,7.4,1.72
Jordan Addison,123000,WR,MIN,1,16.2,0,75.0,,0,0,0,0.0,0,6,18,0,77.3,70.6,73.7,,73.2,0.0,0,1,34,0.0,0,48,0,9,95.8,46,22.9,11,74.3,12,0,77.1,37,128,10,1.1,14.2,2.78
Emeka Egbuka,145055,WR,TB,1,16.2,1,36.4,0.0,0,2,1,0.0,0,2,30,0,72.1,67.0,63.7,,63.1,0.0,0,0,30,0.0,0,46,1,4,95.7,44,21.7,10,54.4,11,0,78.3,36,58,20,5.0,14.5,1.32
DeVonta Smith,61100,WR,PHI,1,16.1,1,81.8,75.0,3,4,0,10.0,1,5,24,0,57.0,70.6,90.5,,90.1,0.0,0,0,79,0.0,0,26,0,9,100.0,26,61.5,16,149.1,11,1,38.5,10,183,39,4.3,20.3,7.04
Wan'Dale Robinson,101735,WR,NYG,1,12.1,0,60.0,33.3,1,3,0,0.0,0,5,21,0,76.5,70.1,75.9,,75.6,0.0,0,0,23,0.0,0,42,1,6,83.3,35,69.0,29,91.7,10,0,28.6,12,95,38,6.3,15.8,2.71
