player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Justin Herbert,28237,QB,LAC,1,80.0,50,55,9.0,3.13,1,3,5.3,67.3,37,0,27,7.5,61,3,0.18,20,27,82.3,81.6,79.1,73.7,3,2,63,1,54.1,11.1,93.0,4.9,3,3,0,1,3,1,1.6,420,7.6
Baker Mayfield,46518,QB,TB,1,59.6,47,50,10.0,3.09,2,2,3.8,56.0,28,0,28,0.0,54,0,-0.62,11,30,35.6,46.7,47.3,,1,1,57,0,27.8,14.3,66.1,7.4,4,0,0,0,1,2,3.5,228,4.6
Bo Nix,97790,QB,DEN,1,72.7,44,50,9.4,2.41,5,4,7.4,54.0,27,0,15,15.6,56,5,-0.08,16,10,42.4,68.1,66.7,63.5,0,0,61,0,39.3,13.3,83.7,3.6,2,1,1,0,2,0,0.0,279,5.6
C.J. Stroud,129759,QB,HST,1,52.2,46,49,9.3,3.0,0,3,5.6,46.9,23,0,21,4.2,54,1,-0.24,13,13,29.7,41.2,40.4,66.1,0,1,61,0,35.2,14.3,59.0,5.6,3,2,0,3,1,6,9.8,229,4.7
Trevor Lawrence,77632,QB,JAX,1,65.1,43,48,12.4,2.96,3,3,6.0,47.9,23,0,27,17.9,57,5,-0.31,14,15,81.4,68.7,68.1,59.0,0,0,59,0,36.8,25.9,74.7,12.3,7,2,0,2,1,1,1.7,296,6.2
Joe Flacco,4332,QB,CIN,1,75.0,44,47,7.4,2.27,0,2,4.0,66.0,31,0,17,6.1,49,2,0.19,16,7,81.5,84.2,81.1,69.7,1,0,52,0,49.0,11.8,108.6,4.1,2,0,0,2,3,0,0.0,342,7.3
Carson Wentz,10636,QB,MIN,1,70.0,40,42,11.1,2.83,0,1,2.3,61.9,26,0,19,7.1,47,2,0.01,15,18,32.0,45.9,40.0,86.0,0,2,49,1,48.9,10.5,64.9,4.3,2,2,0,2,0,2,4.1,313,7.5
Michael Penix Jr.,82134,QB,ATL,1,71.0,31,38,9.9,2.87,0,2,4.8,55.3,21,0,15,4.5,43,1,-0.1,13,2,80.0,59.3,61.7,54.7,3,0,48,2,44.2,13.3,83.3,4.7,2,2,0,4,1,3,6.3,241,6.3
Jacoby Brissett,10725,QB,ARZ,1,78.8,33,36,8.5,2.99,0,3,7.5,69.4,25,0,19,3.8,46,1,0.02,14,1,34.6,70.3,70.5,58.5,1,0,51,0,43.5,31.6,110.8,13.0,6,4,0,2,2,1,2.0,279,7.8
Patrick Mahomes,11765,QB,KC,1,81.8,33,35,6.3,2.4,1,0,0.0,74.3,26,0,8,3.7,40,1,0.53,17,16,79.6,67.4,62.2,75.6,0,0,44,0,60.0,12.5,126.6,2.5,1,4,0,1,3,2,4.5,286,8.2
Aaron Rodgers,2241,QB,PIT,1,72.7,33,34,9.7,2.87,0,3,8.3,67.6,23,0,7,4.2,35,1,0.35,12,25,78.6,76.8,76.3,58.3,0,2,37,0,54.3,0.0,103.7,0.0,0,1,0,1,4,1,2.7,249,7.3
Daniel Jones,39395,QB,IND,1,75.0,32,34,10.8,2.79,0,1,2.9,67.6,23,0,13,4.2,37,1,0.36,14,14,79.4,66.1,67.9,51.6,0,0,38,0,59.5,7.7,113.4,2.7,1,2,1,1,2,0,0.0,288,8.5
Cam Ward,133244,QB,TEN,1,78.1,32,34,5.9,2.85,0,2,5.7,73.5,25,0,11,0.0,39,0,-0.4,14,31,26.3,60.8,60.2,,0,1,40,0,48.7,45.5,92.2,12.8,5,0,0,2,1,2,5.0,255,7.5
Jaxson Dart,146409,QB,NYG,1,60.7,28,33,12.3,2.89,2,3,7.7,45.5,15,0,13,11.8,37,2,0.23,12,21,80.5,49.1,51.9,63.7,2,1,44,3,40.5,30.8,93.4,10.8,4,0,0,1,3,2,4.5,283,8.6
Matthew Stafford,4924,QB,LA,1,69.7,33,33,11.5,2.67,0,4,10.0,63.6,21,0,13,8.7,34,2,0.18,14,26,79.5,80.7,81.9,55.8,0,0,42,1,55.9,0.0,117.7,0.0,0,1,0,0,5,0,0.0,182,5.5
Spencer Rattler,97408,QB,NO,1,67.7,31,32,11.9,2.79,0,2,5.9,62.5,20,0,14,4.8,37,1,-0.34,9,20,28.6,54.3,48.6,79.7,0,3,39,0,40.5,28.6,66.3,10.8,4,1,0,1,2,6,15.4,233,7.3
Sam Darnold,29048,QB,SEA,1,65.4,26,31,11.5,2.66,2,5,14.7,54.8,17,0,13,0.0,35,0,-0.37,9,29,26.4,61.4,61.5,57.5,0,1,38,0,37.1,15.4,73.7,5.7,2,1,0,3,1,2,5.3,213,6.9
