player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Michael Wilson,84423,WR,ARZ,1,12.4,2,68.8,80.0,4,5,0,0.0,0,9,1,0,78.7,71.5,92.2,,91.6,0.0,0,1,25,0.0,0,41,0,11,100.0,41,17.1,7,109.9,16,2,82.9,34,142,32,2.9,12.9,3.46
Ryan Flournoy,159617,WR,DAL,1,12.8,0,69.2,0.0,0,1,0,0.0,0,6,9,0,78.0,71.1,82.0,,79.1,0.0,0,1,42,0.0,0,42,0,9,88.1,37,40.5,17,90.2,13,1,59.5,25,115,28,3.1,12.8,3.11
A.J. Brown,48327,WR,PHI,1,15.8,2,46.2,0.0,0,2,0,14.3,1,5,24,0,52.1,69.5,69.6,,70.7,0.0,0,2,26,0.0,0,47,0,6,91.5,43,10.6,5,33.0,13,0,89.4,42,100,37,6.2,16.7,2.33
D.K. Metcalf,47864,WR,PIT,1,14.8,0,58.3,50.0,1,2,0,0.0,0,3,25,0,75.6,69.5,83.8,,82.3,0.0,0,0,52,0.0,0,34,0,7,97.1,33,11.8,4,102.1,12,0,85.3,29,148,38,5.4,21.1,4.48
Michael Pittman Jr.,29049,WR,IND,1,6.3,0,75.0,0.0,0,1,0,0.0,0,5,14,0,78.0,71.1,64.8,,64.4,0.0,0,2,24,0.0,0,41,1,9,85.4,35,24.4,10,52.4,12,0,73.2,30,79,34,3.8,8.8,2.26
Zay Flowers,97268,WR,BLT,1,10.8,1,72.7,0.0,0,1,0,11.1,1,4,3,0,54.5,70.8,74.8,,75.3,0.0,0,0,35,0.0,0,43,0,8,93.0,40,32.6,14,109.7,11,0,67.4,29,124,45,5.6,15.5,3.1
Tee Higgins,61211,WR,CIN,1,15.9,0,54.5,60.0,3,5,0,14.3,1,5,7,0,49.2,68.8,80.6,,78.7,0.0,0,0,25,0.0,0,34,0,6,94.1,32,17.6,6,122.0,11,2,82.4,28,92,12,2.0,15.3,2.88
Harold Fannin Jr.,163104,TE,CLV,1,8.1,0,80.0,33.3,1,3,0,0.0,0,5,8,0,77.3,70.6,88.8,43.0,90.3,54.3,25,0,35,8.7,4,46,0,8,87.0,40,37.0,17,147.5,10,1,8.7,4,114,56,7.0,14.3,2.85
Courtland Sutton,48164,WR,DEN,1,11.3,1,60.0,50.0,2,4,0,0.0,0,4,10,0,74.6,68.8,71.1,,70.5,0.0,0,0,14,0.0,0,36,0,6,100.0,36,22.2,8,77.9,10,0,77.8,28,62,8,1.3,10.3,1.72
Jaxon Smith-Njigba,129758,WR,SEA,1,12.0,1,70.0,50.0,1,2,0,0.0,0,4,29,1,75.6,17.7,73.6,,72.6,0.0,0,0,30,0.0,0,31,0,7,100.0,31,16.1,5,138.3,10,2,83.9,26,92,36,5.1,13.1,2.97
Dallas Goedert,47272,TE,PHI,1,5.0,1,80.0,,0,0,0,0.0,0,5,24,0,76.5,70.1,72.2,69.3,74.4,37.8,17,0,16,4.4,2,45,0,8,88.9,40,53.3,24,99.2,10,0,8.9,4,78,44,5.5,9.8,1.95
Emeka Egbuka,145055,WR,TB,1,18.2,0,20.0,0.0,0,1,0,33.3,1,0,30,0,36.8,65.8,43.3,,42.9,0.0,0,0,9,0.0,0,36,1,2,88.9,32,41.7,15,39.6,10,0,55.6,20,15,4,2.0,7.5,0.47
Puka Nacua,100632,WR,LA,1,14.6,2,70.0,83.3,5,6,0,0.0,0,7,26,0,75.6,69.5,97.4,,96.2,0.0,0,0,32,0.0,0,22,0,7,100.0,22,54.5,12,152.1,10,2,45.5,10,167,32,4.6,23.9,7.59
Jakobi Meyers,47468,WR,JAX,1,8.6,0,44.4,50.0,1,2,0,20.0,1,3,15,0,41.6,70.3,56.8,,62.1,0.0,0,0,14,0.0,0,31,1,4,96.8,30,41.9,13,94.2,9,1,58.1,18,39,15,3.8,9.8,1.3
Kyle Pitts,83964,TE,ATL,1,12.1,0,66.7,0.0,0,2,0,0.0,0,3,2,0,74.6,68.8,63.5,73.4,74.7,41.2,14,1,30,5.9,2,34,0,6,88.2,30,52.9,18,59.7,9,0,5.9,2,90,32,5.3,15.0,3.0
George Pickens,99229,WR,DAL,1,12.1,1,55.6,25.0,1,4,0,0.0,0,2,9,1,74.6,16.9,50.7,,52.8,0.0,0,1,11,0.0,0,53,2,5,88.7,47,5.7,3,25.9,9,0,94.3,50,37,12,2.4,7.4,0.79
Jameson Williams,101701,WR,DET,1,12.1,0,77.8,50.0,1,2,0,0.0,0,3,11,0,75.6,70.3,74.7,,75.4,0.0,0,0,29,0.0,0,40,0,7,90.0,36,15.0,6,111.1,9,0,85.0,34,96,41,5.9,13.7,2.67
Trey McBride,75916,TE,ARZ,1,8.3,4,55.6,50.0,2,4,0,0.0,0,2,1,0,73.4,68.0,65.9,,62.6,18.4,9,0,27,0.0,0,49,0,5,100.0,49,69.4,34,75.2,9,0,12.2,6,58,36,7.2,11.6,1.18
Chimere Dike,129918,WR,TEN,1,8.8,0,62.5,,0,0,0,0.0,0,2,31,0,73.4,74.7,65.2,,65.0,0.0,0,0,19,0.0,0,27,0,5,96.3,26,66.7,18,106.3,8,1,33.3,9,24,9,1.8,4.8,0.92
Alec Pierce,78038,WR,IND,1,13.8,0,62.5,0.0,0,1,0,0.0,0,4,14,0,75.6,69.5,76.3,,75.4,0.0,0,0,29,0.0,0,38,0,5,84.2,32,13.2,5,95.8,8,0,86.8,33,80,38,7.6,16.0,2.5
John Metchie III,97400,WR,NYJ,1,6.3,1,50.0,50.0,1,2,0,20.0,1,1,22,0,41.6,67.0,59.2,,59.5,0.0,0,1,18,0.0,0,40,0,4,95.0,38,32.5,13,21.9,8,0,67.5,27,34,22,5.5,8.5,0.89
CeeDee Lamb,61570,WR,DAL,1,15.0,2,75.0,50.0,1,2,0,0.0,0,4,9,0,74.6,68.8,83.6,,82.0,0.0,0,0,37,0.0,0,27,0,6,92.6,25,48.1,13,116.7,8,0,51.9,14,121,48,8.0,20.2,4.84
Amon-Ra St. Brown,84470,WR,DET,1,7.5,0,75.0,,0,0,0,0.0,0,2,11,0,74.6,68.8,70.9,,69.4,0.0,0,0,37,0.0,0,39,0,6,89.7,35,76.9,30,112.5,8,0,23.1,9,92,52,8.7,15.3,2.63
Ja'Marr Chase,84270,WR,CIN,1,3.8,2,62.5,,0,0,0,0.0,0,3,7,0,73.4,68.0,68.6,,68.2,0.0,0,2,16,0.0,0,42,0,5,90.5,38,31.0,13,37.5,8,0,69.0,29,44,32,6.4,8.8,1.16
