player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Patrick Mahomes,11765,QB,KC,1,65.5,29,33,9.4,3.31,0,2,6.1,42.4,14,0,21,26.3,42,5,-0.45,9,16,79.3,65.0,59.2,73.6,1,3,42,0,40.5,9.5,19.8,4.8,2,7,1,2,0,2,4.8,160,4.8
Matthew Stafford,4924,QB,LA,1,73.3,30,31,8.4,2.38,0,6,18.2,71.0,22,0,4,0.0,31,0,0.55,13,26,77.9,93.9,93.0,,0,0,33,0,61.3,0.0,131.3,0.0,0,0,0,1,3,0,0.0,281,9.1
C.J. Stroud,129759,QB,HST,1,61.5,26,31,11.3,3.13,2,2,5.9,48.4,15,0,23,6.3,35,1,0.01,7,13,79.1,58.9,59.3,62.6,0,0,39,1,31.4,13.0,80.4,8.6,3,1,0,3,1,0,0.0,203,6.5
Baker Mayfield,46518,QB,TB,1,57.7,26,30,9.5,2.98,2,0,0.0,46.7,14,0,10,6.7,36,1,-0.32,7,30,79.0,37.6,34.0,62.3,1,1,40,0,33.3,0.0,55.1,0.0,0,6,0,1,1,3,7.5,122,4.1
Brady Cook,124199,QB,NYJ,1,60.0,30,30,9.3,2.82,0,1,3.1,46.7,14,0,10,22.2,36,4,-0.58,8,22,22.7,31.1,36.4,60.0,0,2,38,0,30.6,60.0,35.8,16.7,6,0,0,0,0,4,10.5,163,5.4
Trevor Lawrence,77632,QB,JAX,1,69.0,29,30,11.6,2.68,0,4,12.9,56.7,17,0,9,15.0,32,3,0.38,11,15,78.4,90.2,86.8,72.1,1,0,33,0,50.0,0.0,105.4,0.0,0,2,0,0,2,0,0.0,244,8.1
Kirk Cousins,7102,QB,ATL,1,63.0,27,30,7.9,2.36,1,2,6.3,50.0,15,0,9,11.8,32,2,-0.52,6,2,78.1,62.7,61.7,,0,2,34,0,34.4,11.1,38.5,3.1,1,0,0,2,0,0,0.0,162,5.4
Sam Darnold,29048,QB,SEA,1,75.9,29,30,9.2,3.0,0,1,3.2,66.7,20,0,9,9.1,35,2,0.3,12,29,78.7,72.9,71.6,62.6,1,1,36,0,51.4,22.2,111.7,5.7,2,2,0,0,3,1,2.8,249,8.3
Riley Leonard,143862,QB,IND,1,66.7,27,29,7.0,2.68,1,2,5.9,62.1,18,0,12,0.0,31,0,-0.05,9,14,78.7,55.8,53.6,66.4,1,1,36,0,35.5,8.3,60.3,3.2,1,1,0,0,0,3,8.3,145,5.0
Josh Allen,46601,QB,BUF,1,84.6,26,28,5.0,3.24,0,1,3.2,78.6,22,0,12,0.0,36,0,0.58,17,4,79.7,90.4,77.7,91.4,1,0,39,0,61.1,25.0,139.7,8.3,3,5,0,1,3,2,5.1,251,9.0
Cam Ward,133244,QB,TEN,1,58.3,24,28,5.6,2.55,1,1,3.4,50.0,14,0,14,0.0,30,0,-0.36,6,31,78.1,53.0,51.7,60.3,0,1,31,0,36.7,7.1,70.1,3.3,1,0,0,3,2,1,3.2,117,4.2
Justin Herbert,28237,QB,LAC,1,56.5,23,26,11.0,3.61,0,1,3.6,46.2,12,0,26,7.7,41,1,-0.49,8,27,22.2,45.4,36.5,70.8,1,1,43,0,34.1,26.9,59.6,17.1,7,8,0,2,1,2,4.7,139,5.3
Jordan Love,40306,QB,GB,1,73.9,23,25,12.8,2.9,0,3,11.5,68.0,17,0,9,0.0,26,0,0.25,9,12,77.1,90.4,89.3,60.0,0,1,27,0,50.0,11.1,120.7,3.8,1,0,0,2,3,1,3.7,234,9.4
J.J. McCarthy,144918,QB,MIN,1,77.3,22,23,7.5,2.98,1,2,8.0,69.6,16,0,12,5.9,29,1,0.49,15,18,78.5,78.4,73.1,74.5,0,0,31,0,55.2,33.3,129.2,13.8,4,2,0,0,3,0,0.0,163,7.1
Tua Tagovailoa,60326,QB,MIA,1,70.0,20,21,5.5,2.35,0,0,0.0,61.9,13,0,6,7.1,22,1,-0.03,8,17,75.9,54.9,54.4,60.0,0,0,23,0,50.0,16.7,94.7,4.5,1,0,0,1,1,1,4.3,127,6.0
Geno Smith,7820,QB,LV,1,77.8,18,21,8.1,3.01,0,0,0.0,61.9,13,0,12,7.1,26,1,-0.22,7,23,76.8,56.3,57.0,58.3,1,0,27,0,46.2,25.0,92.6,11.5,3,1,0,2,1,1,3.7,116,5.5
Tyler Shough,83537,QB,NO,1,78.9,19,20,8.6,2.9,1,0,0.0,65.0,13,0,9,13.3,24,2,0.11,10,20,78.2,83.7,74.8,82.4,0,1,26,0,45.8,33.3,65.4,12.5,3,1,0,0,0,0,0.0,144,7.2
Jayden Daniels,97993,QB,WAS,1,71.4,14,20,2.9,3.07,1,1,4.8,45.0,9,0,11,10.0,25,1,-0.51,5,32,76.6,55.7,59.6,49.8,0,1,27,0,28.0,9.1,35.0,4.0,1,4,0,5,0,1,3.7,78,3.9
Kenny Pickett,60515,QB,LV,1,90.0,10,11,9.7,2.78,0,1,8.3,72.7,8,0,7,11.1,13,1,0.05,5,23,73.2,86.0,82.4,63.3,0,0,14,0,38.5,14.3,129.7,7.7,1,1,1,0,1,0,0.0,97,8.8
Daniel Jones,39395,QB,IND,1,71.4,7,7,9.3,2.71,0,0,0.0,71.4,5,0,2,0.0,8,0,-0.2,4,14,71.4,36.9,38.3,58.3,0,1,10,0,62.5,0.0,57.7,0.0,0,1,0,0,0,1,10.0,60,8.6
Marcus Mariota,9435,QB,WAS,1,50.0,4,4,14.8,3.16,0,0,0.0,50.0,2,0,2,0.0,7,0,-1.29,2,32,16.7,23.0,29.6,29.5,0,1,7,0,28.6,50.0,35.4,14.3,1,2,0,0,0,2,28.6,30,7.5
Tyrod Taylor,6332,QB,NYJ,1,66.7,3,4,3.0,3.2,0,0,0.0,25.0,1,0,1,50.0,4,1,-1.56,0,22,66.9,29.6,30.9,,0,1,4,0,25.0,0.0,0.0,0.0,0,0,0,1,0,1,25.0,6,1.5
Nick Mullens,12282,QB,JAX,1,100.0,1,1,-1.0,2.3,0,0,0.0,100.0,1,0,0,0.0,1,0,-1.01,0,15,68.2,62.5,60.4,60.5,0,0,1,0,0.0,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0
