player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Woody Marks,124179,HB,HST,1,26,3,0,0.0,0,0,68,0,0,3,54,22.3,0,3,13,0,6,78.9,62.5,77.8,,68.8,63.5,60.9,60.0,8,0,8,2,19,28,0,0,3,28,0,68,54,2.08,2.6,0.42,20
Tony Pollard,27126,HB,TEN,1,25,3,2,60.2,97,0,161,0,0,3,86,41.3,2,4,31,0,13,78.4,82.9,75.1,,49.1,53.7,81.3,60.0,65,0,0,0,8,26,0,0,0,25,2,161,86,3.44,6.4,0.0,12
Derrick Henry,10679,HB,BLT,1,25,8,1,20.2,19,0,94,0,1,8,62,85.8,1,6,3,0,9,78.5,68.8,75.8,,54.1,66.3,67.4,60.0,19,0,8,1,12,28,0,0,2,26,0,94,62,2.48,3.8,0.67,16
Jaylen Wright,146934,HB,MIA,1,24,5,0,0.0,0,0,107,1,0,5,77,66.8,3,7,17,0,8,78.4,77.7,75.7,,,28.7,80.5,60.0,12,0,0,0,6,27,0,0,2,24,1,107,77,3.21,4.5,0.0,16
Jonathan Taylor,57488,HB,IND,1,21,4,0,0.0,0,0,74,0,0,4,53,48.1,1,3,14,1,8,25.8,42.0,0.0,,26.9,51.5,48.0,60.0,14,1,0,0,19,22,0,0,0,21,1,74,53,2.52,3.5,0.0,13
Saquon Barkley,45791,HB,PHI,1,20,8,2,58.2,71,0,122,0,0,8,86,172.0,4,5,24,0,4,77.4,55.8,79.3,,4.4,50.2,65.2,60.0,52,0,0,0,28,22,0,0,1,20,1,122,86,4.3,6.1,0.0,15
Josh Jacobs,45953,HB,GB,1,20,9,1,24.4,21,0,86,0,1,9,80,181.8,3,7,12,0,5,77.6,84.4,73.9,,79.1,71.6,81.5,60.0,21,0,6,2,11,22,0,0,2,22,1,86,80,4.0,4.3,0.55,14
Bijan Robinson,123126,HB,ATL,1,20,5,0,0.0,0,0,86,0,2,5,64,101.8,1,3,2,1,3,25.7,62.9,76.6,,73.5,69.6,59.2,59.2,11,0,8,2,19,21,0,0,2,22,0,86,64,3.2,4.3,0.42,16
Travis Etienne Jr.,57185,HB,JAX,1,20,4,1,37.8,28,0,74,0,0,4,35,33.3,2,3,15,0,12,77.3,63.4,75.5,,83.0,76.5,58.3,59.5,28,0,8,1,14,25,0,0,1,21,2,74,35,1.75,3.7,0.57,8
Devin Neal,144558,HB,NO,1,19,2,1,30.0,21,0,70,0,1,2,38,30.0,1,3,20,0,1,77.3,57.2,77.5,,79.8,61.9,55.7,60.0,21,0,14,1,17,21,0,0,1,20,1,70,38,2.0,3.7,0.82,18
James Cook,83666,HB,BUF,1,18,4,1,22.5,18,0,80,0,1,4,56,77.8,1,2,4,2,13,18.7,56.2,0.0,,77.6,65.1,56.6,60.0,18,1,31,2,23,20,0,0,2,20,0,80,56,3.11,4.4,1.35,5
RJ Harvey,99622,HB,DEN,1,17,7,1,20.0,15,0,75,0,1,7,47,96.2,2,6,10,0,13,77.2,86.5,76.3,,80.9,81.2,85.6,60.0,15,0,25,6,26,19,0,0,6,23,1,75,47,2.76,4.4,0.96,3
Javonte Williams,77803,HB,DAL,1,17,5,0,0.0,0,0,67,0,0,5,55,85.1,2,5,9,0,7,76.6,53.4,80.0,,41.0,53.1,55.9,60.0,11,0,0,2,34,19,0,0,4,19,1,67,55,3.24,3.9,0.0,10
Bucky Irving,144970,HB,TB,1,15,2,1,58.2,32,0,55,0,1,2,31,36.5,2,3,30,0,5,75.9,70.8,78.3,,65.8,66.4,70.0,,32,0,26,2,18,15,0,0,2,17,0,55,31,2.07,3.7,1.44,8
Kimani Vidal,123727,HB,LAC,1,14,1,0,0.0,0,0,44,0,1,1,37,35.2,0,1,27,0,8,77.7,60.2,0.0,,57.8,61.7,63.3,60.0,8,1,60,1,24,17,0,0,3,15,0,44,37,2.64,3.1,2.5,6
Quinshon Judkins,157128,HB,CLV,1,14,4,0,0.0,0,0,26,0,1,4,30,71.4,1,2,8,0,5,75.9,48.8,76.1,44.8,16.8,54.5,59.7,60.0,14,0,58,1,12,17,0,0,2,15,0,26,30,2.14,1.9,4.83,9
Aaron Jones,11937,HB,MIN,1,14,3,1,23.7,18,0,76,0,0,3,42,64.3,1,4,18,0,5,75.3,76.8,74.6,,23.8,61.2,79.0,,18,0,0,0,10,14,0,0,0,14,0,76,42,3.0,5.4,0.0,9
