player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Jonathan Taylor,57488,HB,IND,1,25,2,0,0.0,0,0,87,0,0,2,61,17.4,1,5,14,0,18,79.0,55.2,78.9,,82.6,64.1,53.3,58.0,11,0,14,3,18,29,0,0,4,28,0,87,61,2.44,3.5,0.78,7
Saquon Barkley,45791,HB,PHI,1,22,3,1,21.8,17,0,78,0,0,3,58,33.0,2,4,24,0,7,78.2,74.3,75.2,,76.8,58.2,73.5,60.0,17,0,14,2,11,25,0,0,3,24,1,78,58,2.64,3.5,1.27,15
Christian McCaffrey,11763,HB,SF,1,22,0,0,0.0,0,0,73,0,1,0,70,13.8,0,2,28,0,7,77.8,58.4,77.9,,80.8,63.8,55.5,60.0,9,0,14,1,31,24,0,0,1,23,1,73,70,3.18,3.3,0.45,14
James Cook,83666,HB,BUF,1,22,6,0,0.0,0,0,107,0,0,6,61,69.3,3,4,4,0,11,77.9,77.0,76.8,,62.7,59.7,77.2,60.0,12,0,4,2,18,25,0,0,3,24,2,107,61,2.77,4.9,0.22,11
RJ Harvey,99622,HB,DEN,1,19,0,0,0.0,0,0,65,0,0,0,39,0.0,0,2,10,1,10,25.8,51.7,76.5,,54.9,54.2,52.6,60.0,8,0,0,0,18,23,0,0,1,19,1,65,39,2.05,3.4,0.0,9
Bijan Robinson,123126,HB,ATL,1,19,6,0,0.0,0,0,93,0,5,6,47,100.8,3,5,2,1,1,27.7,70.2,79.9,,73.2,62.0,71.7,59.7,14,1,82,8,33,21,0,0,11,27,1,93,47,2.47,4.9,2.48,18
D'Andre Swift,57212,HB,CHI,1,18,5,1,17.3,17,0,98,0,0,5,71,103.8,4,6,6,0,6,77.0,82.5,76.2,,76.2,56.4,82.7,60.0,17,0,-2,1,13,21,0,0,1,19,2,98,71,3.94,5.4,-0.15,10
Jacory Croskey-Merritt,102382,HB,WAS,1,18,6,1,16.7,16,0,96,0,0,6,62,114.8,4,7,32,1,9,24.7,70.7,76.2,,80.6,56.2,68.4,60.0,16,0,0,0,5,23,0,0,0,18,1,96,62,3.44,5.3,0.0,9
Tank Bigsby,123974,HB,PHI,1,17,5,0,0.0,0,0,57,1,0,5,42,72.7,1,3,24,0,10,76.2,63.1,73.3,,74.4,27.7,68.9,60.0,13,0,0,0,7,19,0,0,1,17,0,57,42,2.47,3.4,0.0,7
Bucky Irving,144970,HB,TB,1,16,0,1,26.7,16,0,60,0,0,0,36,0.0,2,3,30,0,8,76.0,66.2,75.8,,18.5,59.9,68.8,60.0,16,0,11,1,15,17,0,0,2,17,0,60,36,2.25,3.8,0.73,8
Rico Dowdle,40693,HB,CAR,1,16,0,0,0.0,0,0,49,0,0,0,27,0.0,0,2,5,0,2,76.5,60.0,74.6,,73.4,55.3,61.0,60.0,8,0,5,1,14,18,0,0,2,17,1,49,27,1.69,3.1,0.36,14
Tyrone Tracy,84226,HB,NYG,1,15,3,0,0.0,0,0,70,0,0,3,49,54.4,2,5,21,0,5,76.1,68.8,0.0,,24.8,62.9,75.9,60.0,12,1,27,3,30,17,0,0,3,18,1,70,49,3.27,4.7,0.9,10
Jawhar Jordan,99595,HB,HST,1,15,5,1,49.5,50,0,101,0,0,5,78,152.9,3,4,13,0,4,75.9,75.4,75.2,,78.5,72.8,71.9,60.0,50,0,17,2,8,16,0,0,2,17,0,101,78,5.2,6.7,2.13,11
Omarion Hampton,162750,HB,LAC,1,15,1,1,42.6,26,0,61,0,0,1,37,15.4,1,5,27,0,8,75.7,71.4,73.4,,5.1,58.1,74.0,60.0,26,0,4,1,7,16,0,0,1,16,0,61,37,2.47,4.1,0.57,7
Kyren Williams,97118,HB,LA,1,15,1,1,24.4,19,0,78,0,0,1,43,17.9,1,4,26,0,8,75.7,72.0,75.4,,83.0,56.8,72.5,60.0,19,0,10,1,15,16,0,0,1,16,2,78,43,2.87,5.2,0.67,7
Javonte Williams,77803,HB,DAL,1,15,3,3,56.0,51,0,91,0,0,3,40,53.3,4,7,9,0,7,75.5,75.6,71.6,,21.8,59.8,75.9,,21,0,0,0,1,15,0,0,0,15,1,91,40,2.67,6.1,0.0,8
TreVeyon Henderson,145059,HB,NE,1,14,2,2,79.1,117,0,148,0,0,2,24,21.4,2,5,19,0,5,75.5,83.3,75.2,,26.9,60.2,83.8,60.0,65,0,13,2,8,16,0,0,3,16,2,148,24,1.71,10.6,1.63,5
Samaje Perine,11869,HB,CIN,1,14,0,0,0.0,0,0,42,0,0,0,30,0.0,0,3,7,1,8,23.3,50.4,79.4,,81.2,55.2,49.6,60.0,8,0,1,1,14,15,0,0,1,15,0,42,30,2.14,3.0,0.07,6
Michael Carter,57337,HB,ARZ,1,14,1,0,0.0,0,0,56,0,2,1,28,33.3,0,4,1,0,6,76.0,66.7,79.1,,57.9,70.5,64.9,60.0,8,0,38,4,31,16,0,0,4,18,0,56,28,2.0,4.0,1.23,7
