player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Cam Ward,133244,QB,TEN,1,80.0,25,29,7.4,3.11,1,2,6.5,62.1,18,0,8,10.0,29,2,-0.14,8,31,77.8,59.1,56.8,62.6,0,0,31,0,34.5,0.0,101.2,0.0,0,0,0,3,2,2,6.5,170,5.9
C.J. Stroud,129759,QB,HST,1,88.0,25,29,4.8,2.9,1,1,3.2,75.9,22,0,13,0.0,32,0,0.37,13,13,78.8,79.2,81.7,54.3,0,0,34,0,56.3,7.7,137.1,3.1,1,2,1,2,3,0,0.0,260,9.0
Justin Herbert,28237,QB,LAC,1,76.9,26,29,7.7,2.73,0,3,9.7,65.5,19,0,13,5.0,33,1,0.02,9,27,78.7,67.0,67.8,54.8,0,1,35,0,48.5,30.8,84.0,12.1,4,0,0,3,1,1,2.9,210,7.2
Josh Allen,46601,QB,BUF,1,73.1,26,28,8.6,3.19,0,2,6.7,67.9,19,0,13,0.0,35,0,0.22,12,4,80.2,82.5,70.7,86.7,0,0,38,0,45.7,15.4,123.1,5.7,2,4,0,2,3,0,0.0,193,6.9
Patrick Mahomes,11765,QB,KC,1,68.0,25,28,7.9,3.19,0,0,0.0,57.1,16,0,18,5.9,36,1,0.01,9,16,78.7,65.2,62.6,66.4,1,1,38,0,44.4,27.8,62.9,13.9,5,2,0,2,0,1,2.6,189,6.8
Tua Tagovailoa,60326,QB,MIA,1,88.5,26,28,7.0,3.37,0,1,3.3,78.6,22,0,15,4.3,34,1,0.09,15,17,78.4,61.1,62.8,54.9,0,1,36,1,52.9,26.7,113.2,11.8,4,1,0,2,2,2,5.6,253,9.0
Caleb Williams,144622,QB,CHI,1,80.8,26,28,11.2,3.21,0,3,10.0,60.7,17,0,13,19.0,32,4,0.01,13,6,27.8,85.1,90.2,39.4,0,0,34,0,46.9,23.1,112.5,9.4,3,1,0,2,2,0,0.0,242,8.6
Aaron Rodgers,2241,QB,PIT,1,88.9,27,27,3.6,2.38,0,1,3.6,85.2,23,0,7,4.2,30,1,0.25,11,25,77.7,73.0,73.0,58.3,0,0,32,0,53.3,42.9,125.9,10.0,3,0,0,0,2,1,3.1,224,8.3
Philip Rivers,1725,QB,IND,1,72.0,25,27,5.2,2.41,0,0,0.0,66.7,18,0,6,0.0,28,0,-0.29,8,14,77.2,55.3,55.0,60.0,0,1,29,1,39.3,16.7,73.1,3.6,1,0,0,2,1,1,3.4,120,4.4
Kenny Pickett,60515,QB,LV,1,73.9,23,25,4.2,2.71,1,0,0.0,60.0,15,0,10,11.8,30,2,-0.59,5,23,77.6,50.4,45.9,71.5,1,1,30,0,26.7,40.0,47.9,13.3,4,1,0,0,0,1,3.3,64,2.6
Bryce Young,123943,QB,CAR,1,76.2,21,24,8.0,3.52,0,2,8.3,62.5,15,0,18,6.3,31,1,0.3,10,5,78.0,78.4,78.7,63.9,0,0,32,0,41.9,5.6,96.4,3.2,1,6,0,3,1,0,0.0,163,6.8
J.J. McCarthy,144918,QB,MIN,1,69.6,23,24,11.0,3.0,0,3,11.5,62.5,15,0,9,6.3,26,1,0.5,12,18,77.5,89.7,90.5,56.2,1,1,28,0,61.5,0.0,108.0,0.0,0,2,0,0,2,0,0.0,250,10.4
Drake Maye,143969,QB,NE,1,71.4,21,23,11.2,3.38,1,1,4.2,60.9,14,0,9,6.7,28,1,-0.05,8,19,77.7,69.1,60.2,82.0,0,1,29,0,46.4,33.3,62.8,10.7,3,2,0,1,0,1,3.4,155,6.7
Marcus Mariota,9435,QB,WAS,1,64.7,17,19,14.3,3.51,0,3,14.3,52.6,10,0,12,9.1,26,1,0.06,10,32,19.1,61.8,58.9,64.1,0,0,28,0,50.0,16.7,109.8,7.7,2,5,0,2,1,2,7.1,211,11.1
Jalen Hurts,40291,QB,PHI,1,93.3,15,15,6.8,2.94,0,2,11.8,80.0,12,0,5,14.3,18,2,0.83,10,24,76.8,79.5,80.6,63.5,0,0,20,0,72.2,20.0,154.9,5.6,1,2,0,0,3,0,0.0,175,11.7
Lamar Jackson,46416,QB,BLT,1,83.3,12,12,11.4,3.52,0,1,7.7,66.7,8,0,9,20.0,18,2,0.07,8,3,26.4,81.5,73.0,78.2,0,1,19,0,50.0,44.4,114.6,22.2,4,2,0,0,2,1,5.3,150,12.5
Gardner Minshew,41401,QB,KC,1,75.0,4,5,7.8,3.04,0,0,0.0,60.0,3,0,1,0.0,5,0,-0.4,1,16,68.0,30.3,39.5,,0,1,5,1,40.0,0.0,30.8,0.0,0,0,0,1,0,1,20.0,22,4.4
Tanner McKee,131770,QB,PHI,1,100.0,3,3,9.7,3.0,0,0,0.0,100.0,3,0,0,0.0,4,0,1.46,4,24,66.9,89.6,85.8,63.9,0,0,4,0,100.0,,112.5,0.0,0,1,0,0,0,0,0.0,33,11.0
Spencer Rattler,97408,QB,NO,1,,0,1,,1.7,0,0,0.0,0.0,0,0,0,,1,0,-2.34,0,20,60.4,60.0,60.0,,0,0,1,0,0.0,,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Jameis Winston,9434,QB,NYG,1,0.0,1,1,2.0,2.4,0,0,0.0,0.0,0,0,1,,1,0,-0.59,0,21,60.4,55.4,57.2,,0,0,1,0,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
