player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Sam Darnold,29048,QB,SEA,1,73.5,34,36,8.8,2.96,0,3,8.1,69.4,25,0,16,0.0,40,0,0.5,20,29,29.3,67.4,72.0,39.4,0,0,41,0,60.0,18.8,127.8,7.5,3,1,0,2,3,1,2.4,346,9.6
Matthew Stafford,4924,QB,LA,1,67.6,34,35,12.8,2.95,0,5,13.5,62.9,22,0,11,4.3,38,1,0.48,19,26,28.2,81.1,79.5,62.0,0,0,40,0,52.6,9.1,127.6,2.6,1,2,1,0,3,2,5.0,374,10.7
Jarrett Stidham,13725,QB,DEN,1,74.1,27,31,6.5,3.15,0,1,3.2,54.8,17,0,19,15.0,37,3,-0.59,8,10,25.9,45.6,46.7,53.2,1,1,37,0,29.7,15.8,63.0,8.1,3,3,0,3,1,2,5.4,133,4.3
Drake Maye,143969,QB,NE,1,55.0,20,21,11.9,2.99,0,1,4.8,47.6,10,0,11,9.1,29,1,-0.27,5,19,78.9,53.2,32.0,91.4,0,0,29,0,27.6,45.5,58.8,17.2,5,3,0,1,0,1,3.4,86,4.1
