"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Josh Allen","QB","BUF",7,21.4,3.64,3.01,17.2,25.1,20.9,17.1,24.3,1,2,1,1,"1",29,NA,NA,86,7
"Puka Nacua","WR","LAR",8,20.4,1.72,2.46,18.1,21.6,19.2,17.7,20.3,2,1,4,1,"1",24,NA,NA,82,2
"Drake Maye","QB","NE",14,18.4,3.17,0.44,14.4,20.8,17.9,14.3,20,3,4,6,2,"1",23,NA,NA,57,1
"Matthew Stafford","QB","LAR",8,18,5.16,0.248,11.8,23.2,17.4,11.7,22.4,4,9,2,3,"1",38,NA,NA,99,16
"Caleb Williams","QB","CHI",5,17.7,3.83,0.345,13.1,21.4,17.2,13,20.6,5,7,3,4,"1",24,NA,NA,93,1
"Brock Purdy","QB","SF",14,17.4,3.37,0.282,13.3,20.6,16.8,13.2,19.8,6,5,7,5,"1",26,NA,NA,71,3
"Jaxon Smith-Njigba","WR","SEA",8,17.9,1.99,4.13,15.4,19.9,16.8,15.1,18.5,7,3,8,2,"2",24,NA,NA,85,2
"Bo Nix","QB","DEN",12,17.1,3.42,2.74,13.2,21,16.6,13.1,20.2,8,6,5,6,"2",26,NA,NA,79,1
"Sam Darnold","QB","SEA",8,14.3,3.18,0.379,10.6,17.5,13.8,10.5,16.7,9,11,9,7,"2",28,NA,NA,64,7
"C.J. Stroud","QB","HOU",6,14,2.67,11.6,10.7,16.4,13.4,10.6,15.6,10,10,10,8,"3",24,NA,NA,43,2
"Davante Adams","WR","LAR",8,13.8,1.06,3.41,12.8,15.1,12.7,12.4,13.7,11,8,11,3,"3",33,NA,NA,54,11
"Jauan Jennings","WR","SF",14,10.4,1.03,0.0862,9.15,11.5,9.25,8.78,10.1,12,14,13,4,"3",28,NA,NA,51,5
"Khalil Shakir","WR","BUF",7,10.3,0.749,0.121,9.44,11.1,9.16,9.06,9.76,13,13,14,5,"3",26,NA,NA,33,3
"Courtland Sutton","WR","DEN",12,10.2,0.229,0.271,9.91,10.4,9.04,9.54,9.1,14,12,16,6,"3",30,NA,NA,15,7
"Stefon Diggs","WR","NE",14,9.92,1.16,1.6,8.47,11.1,8.77,8.1,9.73,15,15,15,7,"4",32,NA,NA,59,10
"Colston Loveland","TE","CHI",5,10.9,1.09,0.866,9.31,11.6,8.19,7.34,7.95,16,16,20,1,"1",22,NA,NA,81,0
"Hunter Henry","TE","NE",14,10.1,0.571,1.25,9.22,10.4,7.32,7.24,6.71,17,17,22,2,"2",31,NA,NA,38,9
"Luther Burden","WR","CHI",5,8.33,1.62,0.135,6.12,9.77,7.17,5.75,8.41,18,22,17,8,"4",22,NA,NA,79,0
"Christian Kirk","WR","HOU",6,8.19,2.19,0.238,4.98,9.68,7.04,4.6,8.33,19,27,19,9,"4",29,NA,NA,92,7
"Rome Odunze","WR","CHI",5,7.96,2.62,0.34,6.38,11.8,6.8,6.01,10.5,20,21,12,10,"5",23,NA,NA,97,1
"D.J. Moore","WR","CHI",5,7.62,1.44,0.679,6.7,9.74,6.46,6.33,8.39,21,19,18,11,"5",29,NA,NA,69,7
"Dalton Schultz","TE","HOU",6,8.81,1.02,0.878,7.39,9.68,6.07,5.41,6.04,22,25,26,3,"3",29,NA,NA,71,7
"Kayshon Boutte","WR","NE",14,6.94,0.214,0.144,6.71,7.22,5.78,6.34,5.86,23,18,27,12,"5",24,NA,NA,13,2
