"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Jonathan Taylor","RB","IND",11,19.5,0.616,0.223,18.7,20.6,12.9,13.9,11.6,1,1,2,1,"1",27,NA,NA,11,5
"Christian McCaffrey","RB","SF",14,19.3,1.4,1.44,17,20.7,12.7,12.1,11.7,2,2,1,2,"2",29,NA,NA,75,8
"Bijan Robinson","RB","ATL",5,17.9,1.32,0.665,15.9,19.5,11.2,11.1,10.5,3,4,4,3,"3",24,NA,NA,63,2
"Josh Jacobs","RB","GB",5,17.2,0.918,0.452,16,18.3,10.6,11.2,9.3,4,3,6,4,"3",28,NA,NA,32,6
"Puka Nacua","WR","LAR",8,19,1.58,2.8,16.9,21.2,10.5,10.2,10.8,5,6,3,1,"1",24,NA,NA,74,2
"Saquon Barkley","RB","PHI",9,16.7,1.2,0.329,14.8,18,10.1,9.97,9.05,6,7,8,5,"4",29,NA,NA,54,7
"James Cook","RB","BUF",7,16.4,0.669,0.0268,15.3,17.2,9.79,10.5,8.23,7,5,11,6,"4",26,NA,NA,14,3
"Jahmyr Gibbs","RB","DET",8,16.4,1.26,0.674,14.4,17.7,9.77,9.59,8.72,8,9,10,7,"4",24,NA,NA,56,2
"Kyren Williams","RB","LAR",8,15.7,2.06,0.173,13.2,18.1,9.09,8.41,9.15,9,12,7,8,"5",25,NA,NA,96,3
"Devon Achane","RB","MIA",12,15.5,1.82,0.0352,13.4,18.4,8.92,8.56,9.43,10,11,5,9,"5",24,NA,NA,85,2
"Javonte Williams","RB","DAL",10,15.5,0.527,0.372,14.7,16.1,8.88,9.92,7.11,11,8,14,10,"5",26,NA,NA,6,4
"Rico Dowdle","RB","CAR",14,15.1,1.9,0.62,12.9,18,8.51,8.08,9.01,12,14,9,11,"6",27,NA,NA,90,5
"Ashton Jeanty","RB","LVR",8,14.5,0.947,0.0389,13.4,15.7,7.89,8.57,6.68,13,10,15,12,"6",22,NA,NA,37,0
"Rachaad White","RB","TB",9,14.5,1.86,1.09,11.7,16.6,7.85,6.9,7.63,14,18,12,13,"7",27,NA,NA,87,3
"Amon-Ra St. Brown","WR","DET",8,16.2,1.11,0.817,14.9,17.6,7.71,8.15,7.18,15,13,13,2,"1",26,NA,NA,44,4
"Emeka Egbuka","WR","TB",9,15.4,1.08,0.917,14,16.9,6.89,7.32,6.54,16,16,18,3,"2",23,NA,NA,40,0
"Derrick Henry","RB","BAL",7,13.4,1.15,0.405,12.2,15.1,6.76,7.37,6.11,17,15,20,14,"7",32,NA,NA,49,9
"Breece Hall","RB","NYJ",9,13,1.17,0.00251,11.4,14.3,6.36,6.62,5.3,18,20,28,15,"7",24,NA,NA,52,3
"J.K. Dobbins","RB","DEN",12,13,1.88,0.0671,10.3,15.7,6.35,5.5,6.67,19,21,16,16,"7",27,NA,NA,89,5
"Kenneth Walker III","RB","SEA",8,12.9,1.31,0.369,11.7,15,6.29,6.91,5.99,20,17,21,17,"8",25,NA,NA,62,3
"George Pickens","WR","DAL",10,14.5,1.5,0.224,11.8,16,5.98,5.09,5.57,21,24,23,4,"2",25,NA,NA,69,3
"Quinshon Judkins","RB","CLE",9,12.5,2.07,0.246,9.95,15.6,5.92,5.13,6.57,22,23,17,18,"8",22,NA,NA,97,0
"Jaxon Smith-Njigba","WR","SEA",8,14.3,1.58,0.642,12.2,16.6,5.75,5.46,6.16,23,22,19,5,"3",24,NA,NA,72,2
"Jacory Croskey-Merritt","RB","WAS",12,12.3,1.94,0.765,9.56,14.5,5.67,4.74,5.55,24,30,24,19,"9",25,NA,NA,92,0
"Josh Allen","QB","BUF",7,23,1.46,1.54,20.9,24.7,5.17,4.81,4.75,25,27,30,1,"1",29,NA,NA,42,7
"Davante Adams","WR","LAR",8,13.6,1.79,0.2,11.7,15.9,5.11,4.97,5.53,26,25,25,6,"3",33,NA,NA,88,11
"Travis Etienne","RB","JAC",8,11.5,1.39,0.239,9.77,13,4.91,4.96,3.99,28,26,37,20,"9",27,NA,NA,72,4
"CeeDee Lamb","WR","DAL",10,13.4,2.18e-15,0.264,13.4,13.4,4.91,6.72,3.05,27,19,45,7,"4",27,NA,NA,1,5
"Tony Pollard","RB","TEN",10,11.3,2.02,0.374,9.45,14.4,4.67,4.64,5.45,29,34,27,21,"10",29,NA,NA,94,6
"Rome Odunze","WR","CHI",5,13.2,2.26,0.567,10.6,16.1,4.65,3.85,5.74,30,38,22,8,"4",23,NA,NA,93,1
"Cam Skattebo","RB","NYG",14,10.9,1.22,0.0193,9.55,12.8,4.29,4.73,3.83,31,32,39,22,"10",24,NA,NA,55,0
"D'Andre Swift","RB","CHI",5,10.9,1.02,0.0151,9.55,12.4,4.27,4.74,3.38,32,31,44,23,"10",27,NA,NA,39,5
"Jaylen Warren","RB","PIT",5,10.9,0.951,0.00243,9.46,12.5,4.26,4.65,3.52,33,33,41,24,"10",27,NA,NA,38,3
"David Montgomery","RB","DET",8,10.9,2,0.335,8.45,13.7,4.26,3.63,4.7,34,42,31,25,"10",28,NA,NA,93,6
"Courtland Sutton","WR","DEN",12,12.6,1.13,0.0843,11.5,14.5,4.08,4.8,4.08,35,28,35,9,"4",30,NA,NA,47,7
"Tetairoa McMillan","WR","CAR",14,12.5,1.32,0.0985,10.9,14.5,3.99,4.22,4.07,36,37,36,10,"4",23,NA,NA,58,0
"Alvin Kamara","RB","NO",11,10.5,1.12,0.766,9.4,12.4,3.92,4.58,3.46,37,35,42,26,"11",30,NA,NA,46,8
"Ja'Marr Chase","WR","CIN",10,12.4,1.66,0.0257,10,14.6,3.9,3.28,4.25,38,51,34,11,"4",26,NA,NA,82,4
"Keenan Allen","WR","LAC",12,12.4,2.11,0.0201,10.3,15.5,3.87,3.62,5.12,39,43,29,12,"4",34,NA,NA,92,12
"DK Metcalf","WR","PIT",5,12.4,1.59,0.00947,10.3,14.3,3.85,3.58,3.9,40,44,38,13,"4",28,NA,NA,75,6
"Deebo Samuel","WR","WAS",12,12.4,1.62,0.379,10.4,14.7,3.84,3.69,4.35,41,40,33,14,"5",30,NA,NA,79,6
"Trey McBride","TE","ARI",8,10.9,1.17,0.257,9.35,12.4,3.64,3.46,3.61,42,47,40,1,"1",26,NA,NA,54,3
"Jayden Daniels","QB","WAS",12,21.4,1.17,0.193,19.5,22.8,3.63,3.41,2.79,43,48,49,2,"1",25,NA,NA,11,1
"Ladd McConkey","WR","LAC",12,12,2.43,0.293,10.1,15.9,3.46,3.33,5.48,44,49,26,15,"5",24,NA,NA,94,1
"Jalen Hurts","QB","PHI",9,21.3,1.28,0.572,19.5,23.4,3.44,3.47,3.39,45,46,43,3,"1",27,NA,NA,17,5
"Brock Bowers","TE","LVR",8,10.7,2.18e-15,0.894,10.7,10.7,3.39,4.79,1.85,46,29,62,2,"2",23,NA,NA,1,1
"Jaylen Waddle","WR","MIA",12,11.7,0.867,0.253,10.6,12.7,3.17,3.85,2.27,47,39,53,16,"5",27,NA,NA,15,4
"Michael Carter","RB","ARI",8,9.78,0.598,0.165,9.06,10.7,3.16,4.24,1.71,48,36,65,27,"11",27,NA,NA,10,4
"Chase Brown","RB","CIN",10,9.62,1.05,0.207,7.87,11,2.99,3.05,1.98,49,53,57,28,"11",26,NA,NA,42,2
"Drake London","WR","ATL",5,11.5,1.13,0.00924,10.2,13.3,2.92,3.52,2.94,50,45,47,17,"5",24,NA,NA,49,3
"Garrett Wilson","WR","NYJ",9,11.4,0.878,0.469,10.4,12.4,2.91,3.66,2.02,51,41,56,18,"6",25,NA,NA,19,3
"Patrick Mahomes","QB","KC",10,20.7,1.37,1.18,18.5,22.8,2.86,2.47,2.79,52,58,50,4,"2",30,NA,NA,25,8
"Rhamondre Stevenson","RB","NE",14,9.41,0.857,0.564,8.11,10.3,2.78,3.29,1.27,53,50,74,29,"12",28,NA,NA,28,4
"Jake Ferguson","TE","DAL",10,9.79,1.03,0.436,8.03,11.1,2.49,2.14,2.28,54,62,52,3,"2",27,NA,NA,37,3
"Xavier Worthy","WR","KC",10,11,1.08,0.31,9.89,12.4,2.44,3.17,2.05,55,52,55,19,"6",23,NA,NA,42,1
"Hassan Haskins","RB","LAC",12,8.85,1.37,0.496,7.2,10.8,2.22,2.38,1.81,56,59,63,30,"12",26,NA,NA,69,3
"A.J. Brown","WR","PHI",9,10.7,1.13,0.181,9.07,12,2.13,2.35,1.6,57,60,66,20,"6",28,NA,NA,50,6
"Tyler Warren","TE","IND",11,9.36,1.91,0.17,6.54,11.8,2.06,0.644,2.99,58,93,46,4,"2",23,NA,NA,97,0
"Romeo Doubs","WR","GB",5,10.5,1.86,0.0308,7.51,12.6,1.95,0.788,2.24,59,84,54,21,"6",26,NA,NA,90,3
"Brian Thomas Jr.","WR","JAC",8,10.5,1.08,0.1,9.2,11.8,1.92,2.48,1.37,60,57,70,22,"6",23,NA,NA,39,1
"Tucker Kraft","TE","GB",5,9.19,1.63,0.49,6.61,10.7,1.89,0.712,1.86,62,86,60,5,"3",25,NA,NA,91,2
"Matt Prater","K","BUF",7,10.3,0.886,0.596,9.34,11.6,1.89,2.97,1.91,61,55,59,1,"1",41,NA,NA,13,19
"Stefon Diggs","WR","NE",14,10.4,1.01,0.0414,8.85,11.6,1.82,2.13,1.17,63,63,77,23,"6",32,NA,NA,31,10
"Michael Pittman","WR","IND",11,10.3,1.67,0.0371,8.42,12.9,1.78,1.7,2.53,64,66,51,24,"6",28,NA,NA,83,5
"Zay Flowers","WR","BAL",7,10.3,0.87,0.0261,9.71,12.1,1.74,2.98,1.73,65,54,64,25,"7",25,NA,NA,17,2
"TreVeyon Henderson","RB","NE",14,8.35,1.49,0.717,5.84,10.1,1.73,1.02,1.08,66,76,79,31,"13",23,NA,NA,76,0
"Marvin Harrison Jr.","WR","ARI",8,10.2,1.35,0.0855,8.09,11.6,1.71,1.37,1.22,67,71,76,26,"7",23,NA,NA,62,1
"Justin Herbert","QB","LAC",12,19.5,0.839,0.308,18.1,20.5,1.68,2.09,0.575,68,64,99,5,"2",28,NA,NA,3,5
