"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Jonathan Taylor","RB","IND",11,18.7,1.24,0.476,16.8,20,12.2,11.9,11.8,1,2,2,1,"1",27,NA,NA,51,5
"Jahmyr Gibbs","RB","DET",8,18.2,0.925,0.513,17,19.4,11.8,12.1,11.2,2,1,3,2,"1",24,NA,NA,25,2
"Christian McCaffrey","RB","SF",14,17.7,2.46,0.543,14.9,21.3,11.2,10,13.1,3,4,1,3,"1",29,NA,NA,97,8
"James Cook","RB","BUF",7,17.1,1.03,0.362,15.1,18.3,10.7,10.2,10.1,4,3,5,4,"2",26,NA,NA,32,3
"Devon Achane","RB","MIA",12,16.8,2.02,0.371,13.7,19.2,10.3,8.85,11,5,6,4,5,"2",24,NA,NA,93,2
"Omarion Hampton","RB","LAC",12,16.4,1.41,0.0162,13.6,17.5,9.96,8.75,9.24,6,7,7,6,"2",23,NA,NA,63,0
"Saquon Barkley","RB","PHI",9,16.4,1.43,1.22,14.6,17.8,9.94,9.72,9.62,7,5,6,7,"3",29,NA,NA,65,7
"Derrick Henry","RB","BAL",7,15.2,1.41,0.228,13.2,17.4,8.72,8.34,9.19,8,8,8,8,"4",32,NA,NA,62,9
"Cam Skattebo","RB","NYG",14,14.9,1.48,0.67,12.8,16.7,8.49,7.92,8.51,9,11,9,9,"4",24,NA,NA,76,0
"Puka Nacua","WR","LAR",8,16.4,1.5,0.345,14.3,17.8,8.25,7.56,8.32,10,13,10,1,"1",24,NA,NA,76,2
"Amon-Ra St. Brown","WR","DET",8,16.1,0.921,1.15,14.7,17.4,7.91,7.94,7.93,11,10,12,2,"2",26,NA,NA,31,4
"Javonte Williams","RB","DAL",10,14.3,1.32,0.00832,13.1,16.3,7.82,8.24,8.13,12,9,11,10,"4",26,NA,NA,56,4
"Kyren Williams","RB","LAR",8,14.3,1.43,0.382,12.4,15.9,7.81,7.52,7.69,13,14,13,11,"5",25,NA,NA,66,3
"Josh Allen","QB","BUF",7,24,1.26,3.4,22.7,25.6,7.51,7.59,6.8,14,12,19,1,"1",29,NA,NA,36,7
"Breece Hall","RB","NYJ",9,13.9,1.3,1.1,12.3,15.9,7.43,7.44,7.67,15,15,14,12,"6",24,NA,NA,55,3
"George Pickens","WR","DAL",10,14.9,1.27,0.675,13.6,16.6,6.76,6.81,7.13,16,16,18,3,"2",25,NA,NA,62,3
"Ashton Jeanty","RB","LVR",8,12.8,1.54,0.0841,10.8,14.7,6.33,5.91,6.51,17,18,21,13,"6",22,NA,NA,82,0
"Quinshon Judkins","RB","CLE",9,12.7,1.85,0.174,10.5,15.9,6.24,5.65,7.66,18,19,15,14,"6",22,NA,NA,87,0
"Nico Collins","WR","HOU",6,14.3,2.11,0.103,12.3,17,6.08,5.49,7.54,19,20,16,4,"2",27,NA,NA,96,4
"Alvin Kamara","RB","NO",11,12.5,0.968,0.21,11.3,13.9,6.07,6.39,5.72,20,17,26,15,"6",30,NA,NA,30,8
"Quentin Johnston","WR","LAC",12,14.2,2.12,1.01,11.6,16.7,5.98,4.87,7.28,21,23,17,5,"3",24,NA,NA,97,2
"Kenneth Walker III","RB","SEA",8,12.3,1.87,0.317,9.73,14.9,5.86,4.84,6.67,22,24,20,16,"6",25,NA,NA,89,3
"Travis Etienne","RB","JAC",8,12,1.45,0.52,9.9,13.5,5.54,5.01,5.3,23,22,30,17,"7",27,NA,NA,68,4
"Jordan Mason","RB","MIN",6,11.5,2.03,0.0458,9.91,14.5,5.02,5.02,6.31,24,21,22,18,"7",26,NA,NA,94,3
"David Montgomery","RB","DET",8,11.4,1.51,0.0759,9.4,13.4,4.98,4.51,5.2,25,27,31,19,"7",28,NA,NA,80,6
"Davante Adams","WR","LAR",8,13.1,1.92,0.0715,10.5,15.5,4.96,3.77,6.01,26,34,23,6,"3",33,NA,NA,94,11
"Chase Brown","RB","CIN",10,11.3,1.91,0.145,8.74,13.7,4.9,3.86,5.45,27,33,28,20,"7",26,NA,NA,92,2
"Jaxon Smith-Njigba","WR","SEA",8,13.1,1.57,0.414,10.7,14.8,4.89,3.94,5.33,28,32,29,7,"3",24,NA,NA,82,2
"Trey McBride","TE","ARI",8,11.4,1.37,2.2,9.64,13.2,4.79,4.76,4.91,29,25,36,1,"1",26,NA,NA,71,3
"Rachaad White","RB","TB",9,11.2,1.76,0.137,9.13,14,4.76,4.24,5.81,30,28,24,21,"7",27,NA,NA,85,3
"Rico Dowdle","RB","CAR",14,11.1,1.09,0.534,9.58,12.5,4.62,4.69,4.28,31,26,39,22,"8",27,NA,NA,39,5
"Ja'Marr Chase","WR","CIN",10,12.7,1.26,0.247,10.8,14.2,4.48,4.02,4.71,32,31,37,8,"3",26,NA,NA,60,4
"Garrett Wilson","WR","NYJ",9,12.4,1.65,0.088,10.5,15.2,4.23,3.69,5.78,33,36,25,9,"3",25,NA,NA,88,3
"Keenan Allen","WR","LAC",12,12.3,1.75,0.0373,10.5,14.7,4.14,3.73,5.2,34,35,32,10,"3",34,NA,NA,92,12
"Jalen Hurts","QB","PHI",9,20.6,1.31,0.263,19.2,22.8,4.11,4.1,3.94,35,29,40,2,"1",27,NA,NA,42,5
"Justin Jefferson","WR","MIN",6,12.3,1.52,0.151,10.4,14.5,4.11,3.67,5.04,36,38,34,11,"4",26,NA,NA,79,5
"Woody Marks","RB","HOU",6,10.5,2.07,0.163,7.96,13.2,4.09,3.07,4.96,37,43,35,23,"8",25,NA,NA,96,0
"Emeka Egbuka","WR","TB",9,12.1,2.23,0.298,9.05,15.2,3.96,2.28,5.7,38,53,27,12,"4",23,NA,NA,99,0
"Tony Pollard","RB","TEN",10,10.4,0.976,0.373,8.92,11.3,3.92,4.03,3.13,39,30,50,24,"8",29,NA,NA,31,6
"Justin Fields","QB","NYJ",9,20.3,1.47,0.664,18.8,22.3,3.85,3.68,3.44,40,37,43,3,"1",27,NA,NA,53,4
"Tetairoa McMillan","WR","CAR",14,11.8,1.83,0.502,10.1,14.6,3.66,3.35,5.17,41,41,33,13,"4",23,NA,NA,93,0
