"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Christian McCaffrey","RB","SF",14,20.7,2.62,1.42,17.3,23.5,12.8,11,13.9,1,4,1,1,"1",29,NA,NA,99,8
"Puka Nacua","WR","LAR",8,20.4,1.3,2.26,18.3,21.3,12.4,12,11.5,2,1,2,1,"1",24,NA,NA,49,2
"Jahmyr Gibbs","RB","DET",8,19.2,0.896,0.54,18.2,20.3,11.4,11.9,10.7,3,2,5,2,"1",24,NA,NA,15,2
"Bijan Robinson","RB","ATL",5,18.7,1.31,0.23,17.6,20.5,10.8,11.3,11,4,3,4,3,"1",24,NA,NA,55,2
"Devon Achane","RB","MIA",12,18.5,1.51,0.681,16.7,20.8,10.6,10.4,11.3,5,5,3,4,"2",24,NA,NA,75,2
"Jaxon Smith-Njigba","WR","SEA",8,18.1,1.58,0.501,16.4,20.3,10.2,10.1,10.5,6,7,6,2,"1",24,NA,NA,80,2
"Jonathan Taylor","RB","IND",11,17.8,1.5,0.276,15.7,19.8,9.92,9.44,10.2,7,9,7,5,"2",27,NA,NA,73,5
"Ja'Marr Chase","WR","CIN",10,17.6,1.2,1.43,15.9,18.7,9.66,9.62,8.87,8,8,10,3,"2",26,NA,NA,41,4
"James Cook","RB","BUF",7,17.5,0.816,2.3,16.7,18.8,9.64,10.4,9.25,9,6,8,6,"3",26,NA,NA,13,3
"Trey McBride","TE","ARI",8,16.1,1.49,6.72,14,17.7,8.75,8.16,9.18,10,10,9,1,"1",26,NA,NA,77,3
"Amon-Ra St. Brown","WR","DET",8,16.2,1.94,0.432,13.2,18.3,8.22,6.91,8.44,11,13,11,4,"3",26,NA,NA,90,4
"CeeDee Lamb","WR","DAL",10,15.7,1.52,0.964,14.3,17.6,7.79,8.03,7.79,12,11,14,5,"4",27,NA,NA,73,5
"Saquon Barkley","RB","PHI",9,15.2,1.46,0.0984,13.3,17.6,7.34,7,8.05,13,12,13,7,"3",29,NA,NA,70,7
"Ashton Jeanty","RB","LVR",8,15.1,1.42,0.761,13.1,17.1,7.24,6.82,7.56,14,16,15,8,"4",22,NA,NA,68,0
"George Pickens","WR","DAL",10,14.8,1.39,1.81,13.2,16.4,6.82,6.9,6.61,15,15,17,6,"5",25,NA,NA,56,3
"Travis Etienne","RB","JAC",8,14.4,1.15,0.253,12.8,16.1,6.48,6.54,6.59,16,17,18,9,"4",27,NA,NA,39,4
"Chase Brown","RB","CIN",10,14.1,2.28,0.0224,11,17.8,6.23,4.75,8.23,17,23,12,10,"4",26,NA,NA,94,2
"Derrick Henry","RB","BAL",7,14.1,0.785,0.106,13.2,14.9,6.21,6.91,5.41,18,14,23,11,"4",32,NA,NA,10,9
"Javonte Williams","RB","DAL",10,14,1.72,0.452,11.5,16.5,6.1,5.22,6.94,19,20,16,12,"5",26,NA,NA,80,4
"Josh Jacobs","RB","GB",5,13.5,1.12,0.269,12.1,15.2,5.65,5.82,5.64,20,19,21,13,"5",28,NA,NA,32,6
"Omarion Hampton","RB","LAC",12,13.3,1.93,0.00874,10.1,15.7,5.38,3.86,6.16,21,31,19,14,"5",23,NA,NA,85,0
"Kyren Williams","RB","LAR",8,13.3,1.06,0.605,12.4,15.1,5.37,6.1,5.59,22,18,22,15,"6",25,NA,NA,25,3
"Jauan Jennings","WR","SF",14,13,1.57,0.0629,10.5,14.8,5.01,4.25,4.97,23,26,26,7,"5",28,NA,NA,79,5
"Chris Olave","WR","NO",11,12.9,0.931,0.129,11.4,13.9,4.95,5.14,4.13,24,21,30,8,"5",25,NA,NA,15,3
"Tee Higgins","WR","CIN",10,12.8,1.6,0.000308,10.4,14.6,4.82,4.12,4.83,25,28,28,9,"5",27,NA,NA,82,5
"Drake London","WR","ATL",5,12.8,1.47,0.206,10.3,14.1,4.82,3.99,4.3,26,30,29,10,"5",24,NA,NA,70,3
"Bucky Irving","RB","TB",9,12.6,1.16,0.297,10.5,13.5,4.77,4.25,3.99,27,27,31,16,"6",23,NA,NA,42,1
"Nico Collins","WR","HOU",6,12.6,1.25,0.225,10.3,13.8,4.61,4.02,3.97,28,29,32,11,"5",27,NA,NA,45,4
"TreVeyon Henderson","RB","NE",14,12.4,2.11,0.183,9.15,15.2,4.47,2.88,5.68,29,42,20,17,"6",23,NA,NA,92,0
"Mike Evans","WR","TB",9,12.4,2.1,0.399,9.06,14.8,4.39,2.76,4.98,30,46,25,12,"6",32,NA,NA,96,11
"RJ Harvey","RB","DEN",12,12.2,2.03,0.0227,8.67,14.5,4.29,2.4,4.93,31,56,27,18,"6",25,NA,NA,90,0
"D'Andre Swift","RB","CHI",5,12.1,1.41,0.26,11,14.8,4.26,4.68,5.23,32,24,24,19,"6",27,NA,NA,66,5
"Jaylen Warren","RB","PIT",5,11.9,1.46,0.0455,9.23,13.2,4,2.96,3.67,33,40,38,20,"6",27,NA,NA,72,3
"A.J. Brown","WR","PHI",9,12,1.16,0.583,10.7,13.5,3.99,4.43,3.7,34,25,37,13,"6",28,NA,NA,34,6
"Breece Hall","RB","NYJ",9,11.8,1.07,0.062,10,12.8,3.96,3.77,3.27,35,32,41,21,"6",24,NA,NA,30,3
"Kenneth Gainwell","RB","PIT",5,11.8,1.59,0.601,9.15,13.3,3.9,2.88,3.82,36,41,33,22,"7",27,NA,NA,77,4
"Drake Maye","QB","NE",14,21.1,0.986,0.505,19.7,22.1,3.54,4.76,1.84,37,22,65,1,"1",23,NA,NA,6,1
"Jameson Williams","WR","DET",8,11.4,1.29,0.322,9.33,12.8,3.41,3.03,3.02,38,39,42,14,"7",25,NA,NA,48,3
"Tyrone Tracy","RB","NYG",14,11.2,1.41,0.0661,9.41,13.3,3.3,3.13,3.77,39,38,34,23,"7",26,NA,NA,65,1
"Aaron Jones","RB","MIN",6,11.1,1.38,0.16,9.01,12.1,3.23,2.73,2.61,40,47,46,24,"7",31,NA,NA,61,8
"Courtland Sutton","WR","DEN",12,11,1.43,0.116,9.07,12.5,3.08,2.77,2.71,41,45,45,15,"7",30,NA,NA,65,7
"Kenneth Walker III","RB","SEA",8,10.9,1.05,0.67,9.12,12,3.07,2.84,2.43,42,43,48,25,"8",25,NA,NA,23,3
"Dak Prescott","QB","DAL",10,20.6,1.84,0.0285,18.1,22.6,3.04,3.2,2.38,43,35,52,2,"1",32,NA,NA,40,9
"Josh Allen","QB","BUF",7,20.5,2.41,0.504,17.6,23.8,3.01,2.63,3.62,44,51,39,3,"1",29,NA,NA,80,7
"Stefon Diggs","WR","NE",14,10.9,1.52,0.04,8.77,12.1,2.97,2.47,2.29,45,54,56,16,"7",32,NA,NA,75,10
"Jaylen Waddle","WR","MIA",12,10.9,1.39,0.188,9,12.8,2.93,2.71,3.02,46,50,43,17,"7",27,NA,NA,58,4
"Terry McLaurin","WR","WAS",12,10.7,1.19,0.213,9.11,12.6,2.74,2.82,2.81,47,44,44,18,"7",30,NA,NA,37,6
"Justin Jefferson","WR","MIN",6,10.5,1.4,0.164,8.75,12.1,2.53,2.46,2.26,48,55,57,19,"7",26,NA,NA,59,5
"Brock Purdy","QB","SF",14,20,1.31,0.112,18.3,21.6,2.51,3.32,1.35,49,33,71,4,"1",26,NA,NA,20,3
"Trevor Lawrence","QB","JAC",8,19.9,1.45,0.337,18.1,21.7,2.4,3.18,1.54,51,36,70,5,"1",26,NA,NA,23,4
"Rico Dowdle","RB","CAR",14,10.3,1.15,0.164,8.99,11.8,2.4,2.71,2.31,50,49,55,26,"8",27,NA,NA,38,5
"Jakobi Meyers","WR","JAC",8,10.3,0.878,0.0442,8.67,10.9,2.36,2.37,1.05,52,57,76,20,"7",29,NA,NA,14,6
"Tetairoa McMillan","WR","CAR",14,10.3,1.52,0.161,7.64,11.9,2.32,1.34,2.09,53,70,60,21,"7",23,NA,NA,76,0
"Jacory Croskey-Merritt","RB","WAS",12,10.1,2.43,0.0828,7.07,13.3,2.24,0.791,3.73,54,88,36,27,"8",25,NA,NA,97,0
"Zay Flowers","WR","BAL",7,10.1,1.43,0.132,8.31,12,2.16,2.02,2.24,55,60,58,22,"8",25,NA,NA,66,2
"Tony Pollard","RB","TEN",10,10,0.995,0.0127,8.86,11.5,2.15,2.58,1.97,56,52,63,28,"8",29,NA,NA,21,6
"Rhamondre Stevenson","RB","NE",14,10,1.96,0.801,7.77,13.3,2.14,1.5,3.75,57,68,35,29,"9",28,NA,NA,86,4
"Matthew Stafford","QB","LAR",8,19.6,1.71,0.0543,18.1,22.6,2.06,3.21,2.4,58,34,50,6,"1",38,NA,NA,34,16
"Wan'Dale Robinson","WR","NYG",14,9.99,1.03,0.0655,8.07,10.6,2.03,1.78,0.837,60,65,89,23,"8",25,NA,NA,27,3
"Harold Fannin","TE","CLE",9,9.4,1.24,0.4,7.75,10.9,2.03,1.95,2.35,59,61,54,2,"1",21,NA,NA,66,0
"Joe Burrow","QB","CIN",10,19.5,1.56,0.164,18.1,22.3,2,3.16,2.08,61,37,61,7,"1",29,NA,NA,29,5
"Jeffery Simmons","DL","TEN",10,6.25,1.48,0.956,5.23,7.27,2,1.43,2.12,62,69,59,1,"1",28,NA,NA,93,6
"D.J. Moore","WR","CHI",5,9.92,1.69,0.208,7.34,12.2,1.96,1.05,2.38,63,74,53,24,"8",29,NA,NA,85,7
"Jacoby Brissett","QB","ARI",8,19.4,1.83,0.099,17.7,22.2,1.84,2.73,1.98,64,48,62,8,"1",33,NA,NA,37,9
"Michael Wilson","WR","ARI",8,9.71,1.67,0.175,7.33,11.6,1.75,1.03,1.82,65,75,67,25,"8",26,NA,NA,83,2
"Jalen Hurts","QB","PHI",9,19.3,1.9,0.553,16.5,20.8,1.74,1.58,0.611,66,67,101,9,"2",27,NA,NA,49,5
