"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Jonathan Taylor","RB","IND",11,20.1,1.26,0.512,18.4,21.9,13.4,13.9,13.2,1,1,1,1,"1",27,NA,NA,60,5
"Christian McCaffrey","RB","SF",14,19.6,1.25,2.09,17.3,21.2,12.9,12.9,12.5,2,2,2,2,"2",29,NA,NA,57,8
"James Cook","RB","BUF",7,17.5,1.19,0.178,16.2,19.4,10.8,11.7,10.7,3,4,6,3,"2",26,NA,NA,53,3
"Jahmyr Gibbs","RB","DET",8,17.4,0.38,0.287,16.9,18,10.6,12.4,9.32,4,3,10,4,"2",24,NA,NA,1,2
"Devon Achane","RB","MIA",12,17.1,1.27,0.158,14.7,18.5,10.3,10.2,9.78,5,6,9,5,"2",24,NA,NA,61,2
"Bijan Robinson","RB","ATL",5,16.9,1.73,0.525,14.2,19.6,10.2,9.76,10.9,6,7,5,6,"3",24,NA,NA,86,2
"Puka Nacua","WR","LAR",8,17.9,1.99,0.162,15.8,20.8,9.83,8.95,11.1,7,9,3,1,"1",24,NA,NA,90,2
"Amon-Ra St. Brown","WR","DET",8,17.8,1.69,0.15,15.1,20,9.67,8.27,10.2,8,13,7,2,"1",26,NA,NA,79,4
"Josh Jacobs","RB","GB",5,16.4,0.908,0.849,15,17.7,9.64,10.5,8.97,9,5,11,7,"3",28,NA,NA,27,6
"Jaxon Smith-Njigba","WR","SEA",8,17.6,2.07,2.73,15.1,20.7,9.52,8.33,11,10,11,4,3,"2",24,NA,NA,94,2
"Rico Dowdle","RB","CAR",14,15.5,1.58,1.19,14.1,18.6,8.79,9.62,9.9,11,8,8,8,"4",27,NA,NA,81,5
"Derrick Henry","RB","BAL",7,14.3,1.07,0.25,13.3,15.8,7.6,8.77,7.05,12,10,16,9,"4",32,NA,NA,40,9
"Kyren Williams","RB","LAR",8,14.1,1.06,0.101,12.8,15.6,7.35,8.33,6.9,13,12,18,10,"4",25,NA,NA,36,3
"Saquon Barkley","RB","PHI",9,14,1.71,0.786,10.7,15.8,7.25,6.23,7.09,14,17,15,11,"5",29,NA,NA,84,7
"Drake London","WR","ATL",5,14.9,2.17,0.472,12.9,18.5,6.79,6.08,8.77,15,18,13,4,"2",24,NA,NA,96,3
"Quinshon Judkins","RB","CLE",9,13.2,1.71,0.724,11.3,16.2,6.47,6.86,7.45,16,14,14,12,"5",22,NA,NA,83,0
"Josh Allen","QB","BUF",7,23.8,1.44,1.65,21.6,25.9,6.44,5.94,6.76,17,20,19,1,"1",29,NA,NA,37,7
"Justin Jefferson","WR","MIN",6,14.4,2.37,0.421,11.7,18.6,6.32,4.89,8.84,18,25,12,5,"3",26,NA,NA,99,5
"Davante Adams","WR","LAR",8,14,1.18,0.87,12.3,15.5,5.9,5.52,5.8,19,23,27,6,"3",33,NA,NA,50,11
"Jaylen Warren","RB","PIT",5,12.5,1.28,0.0797,10.5,14.1,5.74,5.99,5.42,20,19,28,13,"5",27,NA,NA,63,3
"Breece Hall","RB","NYJ",9,12.4,1.19,0.135,11.1,14.6,5.66,6.6,5.91,21,15,24,14,"6",24,NA,NA,54,3
"Ashton Jeanty","RB","LVR",8,12.3,1.4,0.272,9.71,13.4,5.53,5.23,4.66,22,24,34,15,"6",22,NA,NA,70,0
"J.K. Dobbins","RB","DEN",12,12,1.42,0.175,10.8,14.6,5.26,6.32,5.91,23,16,25,16,"6",27,NA,NA,71,5
"Rachaad White","RB","TB",9,11.8,2.36,0.00327,8.45,15.3,5.08,3.97,6.62,24,30,20,17,"6",27,NA,NA,99,3
"D'Andre Swift","RB","CHI",5,11.8,2.16,0.508,8.22,14.7,5.08,3.73,6,25,33,23,18,"7",27,NA,NA,96,5
"Emeka Egbuka","WR","TB",9,13.1,2.05,0.833,10.2,15.8,5.03,3.42,6.08,26,39,22,7,"4",23,NA,NA,92,0
"Lamar Jackson","QB","BAL",7,22.2,1.55,1.08,19.3,23.5,4.79,3.63,4.34,27,36,37,2,"1",29,NA,NA,43,7
"Travis Etienne","RB","JAC",8,11.3,1.5,0.0627,9.1,13.6,4.57,4.62,4.91,28,26,32,19,"7",27,NA,NA,77,4
"Kenneth Walker III","RB","SEA",8,11.2,1.19,0.358,10.2,13.6,4.51,5.67,4.87,29,21,33,20,"7",25,NA,NA,51,3
"Trey McBride","TE","ARI",8,11.6,1.33,0.126,9.76,13.5,4.24,3.71,5.03,30,34,30,1,"1",26,NA,NA,94,3
"Nico Collins","WR","HOU",6,12.3,1.79,0.0112,10.5,15.5,4.19,3.65,5.83,31,35,26,8,"4",27,NA,NA,82,4
"Courtland Sutton","WR","DEN",12,12.3,1.23,0.173,11,14.2,4.18,4.18,4.49,32,27,35,9,"5",30,NA,NA,61,7
"TreVeyon Henderson","RB","NE",14,10.9,1.8,0.103,8.58,13.7,4.15,4.1,5.02,33,28,31,21,"7",23,NA,NA,89,0
"Brock Bowers","TE","LVR",8,11.5,1.03,1.97,10,12.7,4.12,3.99,4.21,34,29,39,2,"2",23,NA,NA,69,1
"Kimani Vidal","RB","LAC",12,10.8,0.542,0.124,10.1,11.4,4.05,5.59,2.7,35,22,50,22,"7",24,NA,NA,4,1
"A.J. Brown","WR","PHI",9,12.1,2.31,0.397,10.1,16.6,4.01,3.29,6.92,36,41,17,10,"5",28,NA,NA,99,6
"David Montgomery","RB","DET",8,10.7,2.1,0.654,7.72,14.1,3.92,3.23,5.4,37,42,29,23,"8",28,NA,NA,94,6
"Jalen Hurts","QB","PHI",9,21.1,2.68,0.406,17.5,25.3,3.71,1.87,6.19,38,63,21,3,"2",27,NA,NA,97,5
"Jaylen Waddle","WR","MIA",12,11.7,1.22,0.0441,9.45,13,3.61,2.65,3.31,39,47,43,11,"5",27,NA,NA,58,4
"Zay Flowers","WR","BAL",7,11.6,1.46,0.128,10.3,14.1,3.57,3.45,4.4,40,38,36,12,"5",25,NA,NA,75,2
"Michael Pittman","WR","IND",11,11.5,1.22,0.112,9.8,13.3,3.44,3,3.57,41,45,42,13,"5",28,NA,NA,60,5
"Ladd McConkey","WR","LAC",12,11.4,0.839,0.365,9.93,12.2,3.33,3.13,2.48,42,43,53,14,"6",24,NA,NA,12,1
"Justin Herbert","QB","LAC",12,20.7,0.898,0.105,19.5,21.7,3.31,3.8,2.58,43,32,52,4,"2",28,NA,NA,3,5
"Alvin Kamara","RB","NO",11,10,1.77,0.889,7.48,12.8,3.27,3,4.06,44,46,40,24,"9",30,NA,NA,87,8
"Drake Maye","QB","NE",14,20.6,0.721,0.318,19.6,21.6,3.2,3.94,2.45,45,31,55,5,"2",23,NA,NA,1,1
