"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Puka Nacua","WR","LAR",8,21.7,8.45,3.14,16.4,38.7,14.4,11.1,27.8,1,5,1,1,"1",24,NA,NA,99,2
"Bijan Robinson","RB","ATL",5,21.4,3.69,0.514,18.8,28.6,12.9,13.9,16.6,2,1,6,1,"1",24,NA,NA,77,2
"Christian McCaffrey","RB","SF",14,20.9,6.79,2.66,16.9,34.5,12.4,12.1,22.6,3,2,2,2,"2",29,NA,NA,94,8
"Jaxon Smith-Njigba","WR","SEA",8,18.6,1.74,1.44,16.9,21.2,11.3,11.6,10.3,4,3,15,2,"2",24,NA,NA,39,2
"Ja'Marr Chase","WR","CIN",10,17.2,2.12,0.903,14.7,20.9,9.82,9.31,10,5,7,17,3,"2",26,NA,NA,51,4
"Jahmyr Gibbs","RB","DET",8,18.2,1.51,1.24,16.2,20.4,9.76,11.4,8.46,6,4,23,3,"3",24,NA,NA,23,2
"Chris Olave","WR","NO",11,16.3,15.9,0.589,0.533,31.3,8.92,-4.81,20.5,7,825,3,4,"3",25,NA,NA,99,3
"James Cook","RB","BUF",7,17,6.92,0.167,5.04,25.6,8.52,0.202,13.7,8,111,8,4,"3",26,NA,NA,97,3
"Chase Brown","RB","CIN",10,16.8,6.34,0.216,11.7,29.3,8.35,6.82,17.3,9,12,5,5,"3",26,NA,NA,92,2
"George Pickens","WR","DAL",10,15.7,3.25,0.674,12.8,21.8,8.33,7.46,10.9,10,9,12,5,"3",25,NA,NA,75,3
"Derrick Henry","RB","BAL",7,16.6,3.48,1.36,14.3,23.5,8.13,9.43,11.6,11,6,10,6,"4",32,NA,NA,76,9
"CeeDee Lamb","WR","DAL",10,15,2.65,0.404,10.7,17.8,7.66,5.4,6.89,12,18,30,6,"3",27,NA,NA,66,5
"Amon-Ra St. Brown","WR","DET",8,14.6,3.47,2.09,10.1,19.8,7.25,4.79,8.98,13,21,21,7,"4",26,NA,NA,79,4
"Ashton Jeanty","RB","LVR",8,15.2,7,0.291,11.8,29.4,6.78,6.96,17.4,14,10,4,7,"4",22,NA,NA,99,0
"Kyren Williams","RB","LAR",8,14.9,1.43,0.0104,13.1,16.6,6.49,8.25,4.67,15,8,44,8,"4",25,NA,NA,18,3
"Jonathan Taylor","RB","IND",11,14.9,2.05,0.347,11.7,17.5,6.47,6.89,5.6,16,11,36,9,"5",27,NA,NA,38,5
"Travis Etienne","RB","JAC",8,14.6,1.95,0.521,11.6,17,6.13,6.73,5.04,17,13,38,10,"5",27,NA,NA,35,4
"George Kittle","TE","SF",14,12.9,3.7,0.344,9.34,20.1,6.12,4.54,9.56,18,23,20,1,"1",32,NA,NA,91,8
"Trevor Lawrence","QB","JAC",8,22.6,3.57,1.41,19.4,29.4,5.87,4.88,7.87,19,20,25,1,"1",26,NA,NA,71,4
"Trey McBride","TE","ARI",8,12.6,3.56,1.92,6.41,16.4,5.78,1.6,5.87,20,64,35,2,"2",26,NA,NA,89,3
"RJ Harvey","RB","DEN",12,14,4.33,0.442,9.19,22.2,5.61,4.36,10.2,21,24,16,11,"5",25,NA,NA,80,0
"Stefon Diggs","WR","NE",14,12.5,4.55,0.143,9.65,21.6,5.17,4.3,10.7,22,25,13,8,"4",32,NA,NA,87,10
"Jaylen Warren","RB","PIT",5,13.6,6.48,0.277,8.92,26.5,5.16,4.09,14.6,23,28,7,12,"5",27,NA,NA,93,3
"Courtland Sutton","WR","DEN",12,12.4,2.91,0.42,8.73,17.2,5.02,3.39,6.35,24,34,32,9,"4",30,NA,NA,72,7
"TreVeyon Henderson","RB","NE",14,13.3,2.15,0.603,10.7,16.2,4.89,5.87,4.27,25,15,46,13,"6",23,NA,NA,42,0
"Zay Flowers","WR","BAL",7,11.9,3.43,0.19,9.43,18.8,4.6,4.09,7.91,26,27,24,10,"4",25,NA,NA,77,2
"Drake Maye","QB","NE",14,21.2,1.39,0.0167,20,23.7,4.46,5.45,2.21,27,17,69,2,"1",23,NA,NA,14,1
"Matthew Stafford","QB","LAR",8,21.2,4.25,0.16,18.4,29.4,4.44,3.9,7.85,28,30,26,3,"1",38,NA,NA,77,16
"Parker Washington","WR","JAC",8,11.7,5.28,0.043,8.12,22.3,4.41,2.78,11.4,29,42,11,11,"5",24,NA,NA,92,2
