"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Christian McCaffrey","RB","SF",14,21.8,1.74,2.92,18.8,24,13,11.9,14.2,1,1,1,1,"1",29,NA,NA,93,8
"Jaxon Smith-Njigba","WR","SEA",8,18.7,0.864,0.158,18,19.9,10.6,11.4,9.94,2,2,6,1,"1",24,NA,NA,28,2
"Puka Nacua","WR","LAR",8,18.5,1.51,1.53,16.6,20.5,10.5,10.1,10.5,3,4,4,2,"2",24,NA,NA,83,2
"Jahmyr Gibbs","RB","DET",8,18.9,0.74,0.462,17.6,19.8,10.1,10.7,10,4,3,5,2,"1",24,NA,NA,17,2
"Devon Achane","RB","MIA",12,18.4,1.54,0.0677,15.9,20.8,9.64,9,11,5,6,2,3,"1",24,NA,NA,82,2
"Bijan Robinson","RB","ATL",5,18.4,1.64,1.96,16.4,20.6,9.57,9.5,10.8,6,5,3,4,"2",24,NA,NA,87,2
"Ja'Marr Chase","WR","CIN",10,17,1.47,1.11,14.7,18.6,8.92,8.2,8.67,7,7,8,3,"3",26,NA,NA,79,4
"Amon-Ra St. Brown","WR","DET",8,15.9,2.21,1.13,13.2,19.5,7.81,6.68,9.57,8,12,7,4,"4",26,NA,NA,99,4
"Jonathan Taylor","RB","IND",11,16.4,1.79,0.281,14.4,18.4,7.62,7.47,8.55,9,9,9,5,"3",27,NA,NA,96,5
"Derrick Henry","RB","BAL",7,16.1,1.01,0.877,14.7,17.4,7.34,7.79,7.61,10,8,10,6,"4",32,NA,NA,41,9
"CeeDee Lamb","WR","DAL",10,14.8,1.3,0.0705,13.2,17,6.68,6.63,7.08,11,14,11,5,"4",27,NA,NA,68,5
"George Pickens","WR","DAL",10,14.7,1.3,0.148,13.4,16.6,6.61,6.9,6.6,12,10,16,6,"4",25,NA,NA,69,3
"James Cook","RB","BUF",7,15.3,1.14,0.694,13.6,16.8,6.46,6.74,6.95,14,11,12,7,"5",26,NA,NA,55,3
"Rashee Rice","WR","KC",10,14.6,1.51,0.0814,13,16.6,6.46,6.44,6.66,13,16,15,7,"4",26,NA,NA,85,2
"Davante Adams","WR","LAR",8,14.5,1.01,0.0371,13.1,15.6,6.38,6.56,5.68,15,15,22,8,"4",33,NA,NA,44,11
"Nico Collins","WR","HOU",6,14.4,1.5,0.67,12.1,16.3,6.34,5.56,6.31,16,18,17,9,"5",27,NA,NA,80,4
"Saquon Barkley","RB","PHI",9,14.6,1.64,0.185,11.6,16.6,5.77,4.71,6.78,17,23,13,8,"5",29,NA,NA,89,7
"A.J. Brown","WR","PHI",9,13.8,1.91,1.92,11.6,16.6,5.67,5.02,6.69,18,22,14,10,"6",28,NA,NA,90,6
"Josh Jacobs","RB","GB",5,14.4,0.674,0.576,13.5,15.2,5.58,6.63,5.39,19,13,24,9,"5",28,NA,NA,8,6
"Josh Allen","QB","BUF",7,22.8,1.47,1.71,21,24.7,5.27,5.29,5.3,20,19,25,1,"1",29,NA,NA,33,7
"Javonte Williams","RB","DAL",10,13.8,1.33,0.0948,12.1,15.5,5.01,5.18,5.62,22,20,23,10,"6",26,NA,NA,66,4
"George Kittle","TE","SF",14,12.7,1.9,0.373,9.91,14.9,5.01,3.91,6.24,21,27,18,1,"1",32,NA,NA,99,8
"Travis Etienne","RB","JAC",8,13.7,1.21,0.387,12.6,15.9,4.91,5.72,6.09,23,17,20,11,"6",27,NA,NA,58,4
"Trey McBride","TE","ARI",8,12.3,1.62,2.13,9.27,13.9,4.64,3.27,5.16,24,33,26,2,"2",26,NA,NA,94,3
"Bucky Irving","RB","TB",9,13.3,1.36,0.213,10.7,14.4,4.52,3.8,4.58,25,29,28,12,"6",23,NA,NA,70,1
"Woody Marks","RB","HOU",6,13.1,1.72,0.17,11.2,16.1,4.31,4.27,6.23,26,24,19,13,"6",25,NA,NA,92,0
"Kyren Williams","RB","LAR",8,12.9,0.919,0.00544,11.9,14.3,4.14,5.04,4.48,27,21,29,14,"7",25,NA,NA,32,3
"Chase Brown","RB","CIN",10,12.9,1.28,0.268,10.4,13.9,4.13,3.53,4.06,28,30,32,15,"7",26,NA,NA,63,2
"Quinshon Judkins","RB","CLE",9,12.7,1.42,0.328,10.8,14.6,3.87,3.94,4.8,29,26,27,16,"7",22,NA,NA,75,0
"Jameson Williams","WR","DET",8,11.8,1.45,0.184,9.71,13.7,3.76,3.17,3.75,30,34,33,11,"6",25,NA,NA,77,3
"Justin Jefferson","WR","MIN",6,11.7,1.07,0.0844,10.4,13.1,3.57,3.88,3.1,31,28,41,12,"6",26,NA,NA,48,5
"Jaxson Dart","QB","NYG",14,21.1,2.86,0.884,17.4,25.2,3.56,1.71,5.88,32,58,21,2,"1",23,NA,NA,86,0
"RJ Harvey","RB","DEN",12,12.3,1.24,0.355,10.3,14.2,3.54,3.39,4.4,33,32,30,17,"8",25,NA,NA,62,0
"Chris Olave","WR","NO",11,11.6,1.19,0.076,9.24,12.3,3.49,2.7,2.34,34,41,53,13,"6",25,NA,NA,58,3
"Michael Wilson","WR","ARI",8,11.5,1.43,0.348,9.35,13.2,3.41,2.81,3.29,35,39,39,14,"7",26,NA,NA,75,2
"Ashton Jeanty","RB","LVR",8,12,0.879,0.254,10.9,13.4,3.18,4.02,3.61,36,25,35,18,"8",22,NA,NA,25,0
"Zay Flowers","WR","BAL",7,11.2,1.14,0.0585,9.6,12.9,3.06,3.06,2.9,37,36,45,15,"7",25,NA,NA,54,2
"Jaylen Waddle","WR","MIA",12,11.1,0.983,0.177,9.39,12.4,3,2.85,2.41,38,37,52,16,"7",27,NA,NA,42,4
"TreVeyon Henderson","RB","NE",14,11.7,1.78,0.000294,8.1,12.9,2.93,1.22,3.06,39,72,42,19,"8",23,NA,NA,94,0
"Breece Hall","RB","NYJ",9,11.7,1.22,0.416,9.72,12.9,2.93,2.83,3.1,40,38,40,20,"8",24,NA,NA,59,3
"Wan'Dale Robinson","WR","NYG",14,10.9,0.849,0.0293,9.99,12,2.83,3.45,2.07,41,31,60,17,"7",25,NA,NA,25,3
"DK Metcalf","WR","PIT",5,10.9,1.09,0.21,9.34,12.2,2.8,2.8,2.24,42,40,55,18,"7",28,NA,NA,51,6
"Drake Maye","QB","NE",14,20.2,0.874,0.0882,18.8,21.2,2.67,3.12,1.87,43,35,68,3,"1",23,NA,NA,8,1
"Tetairoa McMillan","WR","CAR",14,10.7,1.11,0.0776,8.64,11.9,2.59,2.1,1.98,44,51,64,19,"7",23,NA,NA,52,0
"Lamar Jackson","QB","BAL",7,20.1,2.16,0.0469,16.9,22,2.58,1.16,2.67,45,75,49,4,"1",29,NA,NA,69,7
"Jalen Hurts","QB","PHI",9,20.1,1.12,0.21,18.4,21.4,2.54,2.63,2.02,46,44,62,5,"2",27,NA,NA,17,5
"Jaylen Warren","RB","PIT",5,11.3,1.51,0.188,8.5,12.2,2.51,1.61,2.33,47,63,54,21,"9",27,NA,NA,80,3
"Terry McLaurin","WR","WAS",12,10.6,1.5,0.23,8.92,13.4,2.51,2.38,3.46,48,46,37,20,"8",30,NA,NA,82,6
"Brock Bowers","TE","LVR",8,10.2,1.31,0.76,8.46,12.1,2.5,2.45,3.46,49,45,38,3,"3",23,NA,NA,80,1
"Brock Purdy","QB","SF",14,19.9,2.14,0.336,16.9,22.9,2.33,1.17,3.53,50,74,36,6,"2",26,NA,NA,64,3
"Kenneth Walker III","RB","SEA",8,11.1,1.59,0.0593,8.57,13.5,2.32,1.68,3.67,51,62,34,22,"9",25,NA,NA,85,3
"DeVonta Smith","WR","PHI",9,10.4,1.02,0.216,8.41,11.3,2.28,1.87,1.34,52,55,77,21,"8",27,NA,NA,46,4
"Rico Dowdle","RB","CAR",14,11.1,1.47,0.121,8.9,12.8,2.26,2.02,3.01,53,52,43,23,"9",27,NA,NA,77,5
"D'Andre Swift","RB","CHI",5,10.9,1.68,0.238,8.22,12.7,2.14,1.33,2.86,54,69,46,24,"9",27,NA,NA,90,5
"Deebo Samuel","WR","WAS",12,10.2,0.941,0.0337,8.83,11.2,2.07,2.29,1.21,55,47,81,22,"8",30,NA,NA,39,6
"Stefon Diggs","WR","NE",14,10.1,0.927,0.000321,8.79,10.9,2.03,2.25,0.957,56,48,88,23,"8",32,NA,NA,38,10
"Jauan Jennings","WR","SF",14,10.1,1.22,0.356,8.24,12.1,2.03,1.7,2.17,57,60,56,24,"8",28,NA,NA,61,5
"Patrick Mahomes","QB","KC",10,19.5,1.03,0.217,18.4,20.8,1.99,2.67,1.39,58,42,76,7,"2",30,NA,NA,14,8
"Devin Neal","RB","NO",11,10.7,1.11,0.231,9.13,11.9,1.91,2.24,2.07,59,49,61,25,"9",22,NA,NA,51,0
"Matthew Stafford","QB","LAR",8,19.3,1.68,0.217,17.5,22.3,1.77,1.81,2.97,60,56,44,8,"2",38,NA,NA,56,16
"Kyle Pitts","TE","ATL",5,9.4,0.984,0.0587,8.23,10.8,1.74,2.22,2.15,61,50,58,4,"4",25,NA,NA,54,4
"Jakobi Meyers","WR","JAC",8,9.77,1.39,0.0721,7.11,11.2,1.68,0.566,1.25,63,92,78,25,"8",29,NA,NA,70,6
"Harold Fannin","TE","CLE",9,9.34,1.12,0.6,7.71,10.8,1.68,1.71,2.12,62,59,59,5,"4",21,NA,NA,63,0
"Omarion Hampton","RB","LAC",12,10.5,1.39,0.675,7.91,12,1.67,1.02,2.17,64,77,57,26,"10",23,NA,NA,73,0
"Emeka Egbuka","WR","TB",9,9.7,1.24,0.0279,7.84,11.5,1.6,1.3,1.51,65,70,75,26,"8",23,NA,NA,62,0
"Ladd McConkey","WR","LAC",12,9.67,1.29,0.0186,7.89,11.7,1.58,1.35,1.78,66,68,70,27,"8",24,NA,NA,65,1
"Brandon Aubrey","K","DAL",10,10.1,2.42,0.743,6.19,12.6,1.57,-0.0396,2.41,67,133,51,1,"1",31,NA,NA,97,2
"Dak Prescott","QB","DAL",10,19.1,0.452,0.464,18.4,19.6,1.56,2.65,0.243,69,43,115,9,"3",32,NA,NA,1,9
"Courtland Sutton","WR","DEN",12,9.65,0.91,0.282,8.28,10.9,1.56,1.74,0.956,68,57,89,28,"9",30,NA,NA,34,7
"Byron Young","DL","LAR",8,5.7,1.84,0.115,4.44,6.97,1.39,0.627,1.71,70,87,73,1,"1",28,NA,NA,97,2
"Mike Evans","WR","TB",9,9.37,2.07,0.32,6.19,12.6,1.28,-0.349,2.67,71,175,50,29,"9",32,NA,NA,94,11
"Maxx Crosby","DL","LVR",8,5.59,1.39,0.373,4.8,7.21,1.27,0.996,1.96,72,78,65,2,"2",28,NA,NA,92,6
"Joe Burrow","QB","CIN",10,18.6,0.869,0.817,17.6,20.2,1.09,1.92,0.848,73,53,91,10,"3",29,NA,NA,6,5
"Travis Kelce","TE","KC",10,8.74,1.34,0.103,6.52,10.6,1.08,0.518,1.96,74,95,66,6,"5",36,NA,NA,83,12
"Tyrone Tracy","RB","NYG",14,9.79,1.24,0.138,8.38,11.8,1,1.49,1.98,75,66,63,27,"10",26,NA,NA,61,1
"Mark Andrews","TE","BAL",7,8.64,0.979,0.597,6.66,9.28,0.979,0.657,0.592,76,83,98,7,"5",30,NA,NA,51,7
"Christian Watson","WR","GB",5,9.05,1.09,0.0116,7.17,10.3,0.956,0.634,0.386,77,86,109,30,"9",27,NA,NA,49,3
"Brian Thomas Jr.","WR","JAC",8,9.04,1.3,0.0795,6.63,10.1,0.944,0.0892,0.194,78,123,118,31,"9",23,NA,NA,66,1
"Brian Burns","DL","NYG",14,5.22,0.961,0.149,4.7,6.34,0.9,0.893,1.09,79,79,85,3,"2",28,NA,NA,75,6
"Ernest Jones","LB","SEA",8,7.17,1.53,0.0232,6.07,8.92,0.886,1.04,-0.116,80,76,137,1,"1",26,NA,NA,42,4
"Khalil Shakir","WR","BUF",7,8.96,1.43,0.076,6.83,10.5,0.865,0.292,0.51,81,111,102,32,"9",26,NA,NA,76,3
"Jordyn Brooks","LB","MIA",12,7.15,3.13,0.132,5.32,10.8,0.863,0.294,1.77,82,110,71,2,"1",28,NA,NA,99,5
"Chris Rodriguez","RB","WAS",12,9.65,2.69,0.259,6.46,14.1,0.861,-0.428,4.22,83,184,31,28,"11",26,NA,NA,99,2
"Jason Myers","K","SEA",8,9.37,1.95,0.00822,6.31,11.4,0.829,0.0764,1.22,84,124,79,2,"1",35,NA,NA,74,NA
"Kaimi Fairbairn","K","HOU",6,9.36,2.29,0.333,5.64,12,0.821,-0.586,1.86,85,204,69,3,"1",32,NA,NA,94,9
"Jordan Addison","WR","MIN",6,8.88,0.686,0.185,7.91,9.95,0.789,1.37,0,86,67,130,33,"10",24,NA,NA,11,2
"Alex Highsmith","DL","PIT",5,5.07,0.942,0.0792,4.41,6.15,0.751,0.6,0.896,87,89,90,4,"2",28,NA,NA,73,5
"Bobby Wagner","LB","WAS",12,7.02,2.67,0.157,5.51,10.1,0.731,0.488,1.1,88,98,84,3,"1",35,NA,NA,89,13
"Myles Garrett","DL","CLE",9,4.99,0.971,0.193,4.21,6.05,0.672,0.406,0.802,89,101,93,5,"3",30,NA,NA,76,8
"Michael Pittman","WR","IND",11,8.7,0.615,0.183,8.09,9.8,0.604,1.55,-0.155,90,64,139,34,"10",28,NA,NA,6,5
"Devin Singletary","RB","NYG",14,9.39,2.13,0.00708,7.5,12.5,0.603,0.607,2.7,91,88,48,29,"11",28,NA,NA,99,6
"Aaron Jones","RB","MIN",6,9.39,0.482,0.102,8.76,9.88,0.596,1.88,0.0416,92,54,126,30,"11",31,NA,NA,6,8
"Blake Cashman","LB","MIN",6,6.86,2.74,0.317,5.12,10,0.574,0.0952,1,93,122,87,4,"1",30,NA,NA,93,6
"Cowboys","DST","DAL",10,6.4,1.72,0.473,4.83,9.2,0.504,0,1.58,94,130,74,1,"1",NA,NA,NA,99,NA
"Kareem Hunt","RB","KC",10,9.29,1.62,0.268,6.15,10.6,0.493,-0.739,0.714,95,229,95,31,"11",30,NA,NA,86,8
"Harrison Mevis","K","LAR",8,9.03,1.05,0.246,7.93,10.1,0.487,1.7,0,96,61,130,4,"1",24,NA,NA,13,1
"Harold Landry","DL","NE",14,4.8,0.99,0.201,4.11,5.94,0.48,0.304,0.689,97,109,97,6,"3",29,NA,NA,78,7
"Chris Godwin","WR","TB",9,8.51,0.876,0.421,7.04,9.63,0.421,0.505,-0.327,98,96,153,35,"10",30,NA,NA,30,8
