"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Devon Achane","RB","MIA",12,21.2,2.01,0.233,19,24.7,14.1,13.6,15.6,1,2,1,1,"1",24,NA,NA,94,2
"Christian McCaffrey","RB","SF",14,20.9,1.16,2.56,19.3,22.7,13.9,13.9,13.6,2,1,2,2,"2",29,NA,NA,49,8
"Josh Jacobs","RB","GB",5,18.4,1.05,1.27,16.4,19.6,11.3,11,10.5,3,3,5,3,"3",28,NA,NA,39,6
"Bijan Robinson","RB","ATL",5,17.1,1.58,0.726,14.3,18.7,10.1,8.87,9.62,4,6,7,4,"3",24,NA,NA,70,2
"Ja'Marr Chase","WR","CIN",10,18.1,2.93,1.29,15,23.1,9.79,8.25,13.1,5,10,3,1,"1",26,NA,NA,99,4
"James Cook","RB","BUF",7,16.4,1.48,0.0831,14.4,18.3,9.33,9,9.2,6,5,10,5,"3",26,NA,NA,64,3
"Jahmyr Gibbs","RB","DET",8,16.3,1.33,0.234,14.9,18.5,9.25,9.55,9.42,7,4,9,6,"4",24,NA,NA,61,2
"Rico Dowdle","RB","CAR",14,16.1,2.19,0.402,13.6,20,9.02,8.19,10.9,8,11,4,7,"4",27,NA,NA,97,5
"Ashton Jeanty","RB","LVR",8,15.7,1.64,0.493,13.9,18.6,8.61,8.49,9.51,9,9,8,8,"5",22,NA,NA,72,0
"Puka Nacua","WR","LAR",8,16.8,1.36,0.372,15.4,19.2,8.49,8.68,9.15,10,8,11,2,"1",24,NA,NA,65,2
"Jaylen Warren","RB","PIT",5,15.2,1.76,0.387,14.2,18.8,8.12,8.76,9.64,11,7,6,9,"5",27,NA,NA,86,3
"CeeDee Lamb","WR","DAL",10,16.4,1.68,0.127,14,18.3,8.12,7.26,8.32,12,16,15,3,"1",27,NA,NA,79,5
"Jaxon Smith-Njigba","WR","SEA",8,16.3,1.08,0.115,14.7,17.7,7.99,7.94,7.65,13,12,17,4,"1",24,NA,NA,45,2
"Amon-Ra St. Brown","WR","DET",8,16.2,1.74,1.18,14.6,18.6,7.88,7.89,8.54,14,13,14,5,"2",26,NA,NA,82,4
"Javonte Williams","RB","DAL",10,14.8,1.27,0.393,13.1,16.6,7.74,7.7,7.53,15,14,18,10,"5",26,NA,NA,55,4
"Trey McBride","TE","ARI",8,15.3,1.58,1.94,13.2,17.2,7.72,7.45,8.81,16,15,12,1,"1",26,NA,NA,94,3
"Saquon Barkley","RB","PHI",9,14.4,1.99,0.00427,10.5,16.1,7.34,5.12,6.95,17,27,21,11,"5",29,NA,NA,91,7
"TreVeyon Henderson","RB","NE",14,14.4,1.7,0.651,11.6,16.3,7.34,6.2,7.21,18,18,20,12,"6",23,NA,NA,78,0
"Drake London","WR","ATL",5,15,1.77,0.471,12.9,17.5,6.7,6.16,7.5,19,20,19,6,"3",24,NA,NA,86,3
"Derrick Henry","RB","BAL",7,13.7,1.55,0.841,11.2,15.7,6.69,5.83,6.6,20,22,23,13,"7",32,NA,NA,67,9
"Emeka Egbuka","WR","TB",9,14.5,1.56,0.035,12.9,16.6,6.23,6.2,6.62,21,19,22,7,"3",23,NA,NA,73,0
"Justin Jefferson","WR","MIN",6,14.5,2.27,0.774,12,18.7,6.2,5.21,8.69,22,26,13,8,"4",26,NA,NA,96,5
"Kyren Williams","RB","LAR",8,12.9,0.89,0.262,11.9,14.1,5.84,6.48,4.98,23,17,37,14,"7",25,NA,NA,23,3
"Brock Bowers","TE","LVR",8,13.4,2.48,2.68,10.6,16.4,5.79,4.92,8,24,30,16,2,"2",23,NA,NA,99,1
"Kimani Vidal","RB","LAC",12,12.6,1.64,0.17,11.4,15.6,5.58,5.98,6.49,25,21,24,15,"8",24,NA,NA,74,1
"George Pickens","WR","DAL",10,13.7,1.47,0.103,12.1,15.5,5.42,5.33,5.46,26,25,29,9,"4",25,NA,NA,69,3
"Travis Etienne","RB","JAC",8,12.5,1.42,0.221,10.3,14.1,5.41,4.89,5.01,27,31,35,16,"8",27,NA,NA,62,4
"Davante Adams","WR","LAR",8,13.6,1.12,0.207,12.4,15.2,5.32,5.64,5.2,28,23,32,10,"4",33,NA,NA,51,11
"Chase Brown","RB","CIN",10,12.2,1.57,0.228,9.84,14.6,5.19,4.45,5.45,29,34,30,17,"8",26,NA,NA,68,2
"Rashee Rice","WR","KC",10,13.4,2.03,0.185,10.4,15.8,5.11,3.65,5.82,30,38,27,11,"4",26,NA,NA,90,2
"Josh Allen","QB","BUF",7,23.1,1.01,0.998,21.6,24.3,5.08,5.57,4.37,31,24,39,1,"1",29,NA,NA,6,7
"Breece Hall","RB","NYJ",9,12,1.14,0.00468,10.1,13.4,4.96,4.74,4.33,32,32,40,18,"8",24,NA,NA,48,3
"D'Andre Swift","RB","CHI",5,12,1.74,0.551,10.4,15.3,4.96,4.97,6.22,33,29,26,19,"9",27,NA,NA,84,5
"Jaylen Waddle","WR","MIA",12,13.2,1.76,0.554,11.3,16.4,4.93,4.52,6.38,34,33,25,12,"5",27,NA,NA,85,4
"Quinshon Judkins","RB","CLE",9,11.5,0.806,0.175,10.5,12.8,4.41,5.1,3.71,35,28,45,20,"9",22,NA,NA,20,0
"Nico Collins","WR","HOU",6,12.7,1.73,0.333,10,15.2,4.37,3.26,5.17,36,45,33,13,"5",27,NA,NA,80,4
"Woody Marks","RB","HOU",6,11.3,1.84,0.359,8.74,13.4,4.23,3.35,4.3,37,42,42,21,"9",25,NA,NA,87,0
"Jalen Hurts","QB","PHI",9,22.1,1.63,0.423,20.4,25.1,4.08,4.41,5.14,38,35,34,2,"1",27,NA,NA,44,5
"A.J. Brown","WR","PHI",9,12.4,1.83,0.0175,10.3,15.6,4.04,3.53,5.55,39,40,28,14,"5",28,NA,NA,87,6
