"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Bijan Robinson","RB","ATL",5,20.1,1.17,0.259,18.9,22,12.2,13,12.6,1,1,2,1,"1",24,NA,NA,45,2
"Jahmyr Gibbs","RB","DET",8,19.9,1.11,0.0155,18.7,21.7,11.9,12.8,12.4,2,2,3,2,"1",24,NA,NA,41,2
"Devon Achane","RB","MIA",12,19.9,1.92,0.359,17.4,22.9,11.9,11.5,13.6,3,4,1,3,"1",24,NA,NA,94,2
"Christian McCaffrey","RB","SF",14,19.5,1.12,0.884,18.2,21.4,11.5,12.2,12,4,3,5,4,"2",29,NA,NA,42,8
"Jonathan Taylor","RB","IND",11,18.6,2,2.12,16,21.5,10.7,10.1,12.2,5,5,4,5,"3",27,NA,NA,96,5
"Amon-Ra St. Brown","WR","DET",8,17.3,1.51,0.303,15.6,19.4,8.64,9,9.63,6,7,6,1,"1",26,NA,NA,79,4
"Saquon Barkley","RB","PHI",9,16.5,1.19,0.00143,15.7,18.9,8.55,9.76,9.56,7,6,7,6,"3",29,NA,NA,48,7
"James Cook","RB","BUF",7,16.5,1.59,0.786,14.1,18.4,8.55,8.15,9.07,8,10,9,7,"4",26,NA,NA,82,3
"Jaxon Smith-Njigba","WR","SEA",8,17,1.93,0.0307,14.1,19.3,8.34,7.43,9.49,9,12,8,2,"1",24,NA,NA,92,2
"Ja'Marr Chase","WR","CIN",10,17,1.33,1.14,15.4,18.5,8.31,8.72,8.75,10,8,10,3,"2",26,NA,NA,66,4
"Josh Jacobs","RB","GB",5,15.7,1.05,1.41,14.3,17.2,7.76,8.4,7.86,11,9,11,8,"5",28,NA,NA,37,6
"Trey McBride","TE","ARI",8,15,1.28,2.35,13.6,16.6,7.2,7.57,7.82,12,11,12,1,"1",26,NA,NA,80,3
"Puka Nacua","WR","LAR",8,15.8,1.61,1.21,13.6,17.6,7.17,6.96,7.8,13,14,13,4,"3",24,NA,NA,82,2
"Derrick Henry","RB","BAL",7,14.3,0.708,0.975,13.1,15.1,6.35,7.17,5.74,14,13,21,9,"6",32,NA,NA,13,9
"Nico Collins","WR","HOU",6,14.6,1.35,0.391,12.8,16.2,5.96,6.19,6.38,15,15,18,5,"3",27,NA,NA,70,4
"A.J. Brown","WR","PHI",9,14.2,1.89,0.497,12.2,17.4,5.57,5.61,7.61,16,16,14,6,"4",28,NA,NA,89,6
"Bucky Irving","RB","TB",9,13.3,1.49,0.266,10.6,14.8,5.37,4.71,5.43,17,20,23,10,"7",23,NA,NA,69,1
"Javonte Williams","RB","DAL",10,13.1,1.54,0.187,11,15.3,5.11,5.04,5.97,18,17,20,11,"7",26,NA,NA,79,4
"CeeDee Lamb","WR","DAL",10,13.7,1.34,0.208,11.5,14.9,5.07,4.86,5.09,19,19,26,7,"4",27,NA,NA,69,5
"Chase Brown","RB","CIN",10,12.9,1.53,0.587,10,14.2,4.92,4.09,4.87,20,30,29,12,"7",26,NA,NA,77,2
"Josh Allen","QB","BUF",7,22.5,1.81,0.0978,20.3,25.2,4.87,4.25,5.72,21,26,22,1,"1",29,NA,NA,64,7
"Drake London","WR","ATL",5,13.5,2.29,0.142,11.2,17.2,4.86,4.54,7.47,22,22,15,8,"4",24,NA,NA,97,3
"George Kittle","TE","SF",14,12.6,1.84,2.17,10,15.3,4.84,4.03,6.55,23,32,16,2,"2",32,NA,NA,99,8
"Jalen Hurts","QB","PHI",9,22.4,1.92,2.94,20.2,25.8,4.77,4.14,6.32,24,28,19,2,"2",27,NA,NA,69,5
"Jameson Williams","WR","DET",8,13.4,1.91,1.02,10.9,16.2,4.72,4.32,6.42,25,24,17,9,"5",25,NA,NA,90,3
"Travis Etienne","RB","JAC",8,12.3,1.77,0.218,9.21,14.4,4.33,3.27,5.07,26,37,27,13,"8",27,NA,NA,90,4
"Omarion Hampton","RB","LAC",12,12.1,1.49,0.0178,10,14.5,4.12,4.07,5.12,27,31,25,14,"8",23,NA,NA,70,0
"Quinshon Judkins","RB","CLE",9,12,0.936,0.138,11,13.2,4.1,5.04,3.83,28,18,38,15,"8",22,NA,NA,25,0
"Rico Dowdle","RB","CAR",14,11.9,1.37,0.00638,10.3,14.2,3.96,4.35,4.89,29,23,28,16,"8",27,NA,NA,63,5
"RJ Harvey","RB","DEN",12,11.9,1.63,0.0605,9.65,13.9,3.95,3.72,4.57,30,35,34,17,"8",25,NA,NA,86,0
"TreVeyon Henderson","RB","NE",14,11.8,1.44,0.119,9.27,13.6,3.89,3.34,4.25,31,36,36,18,"8",23,NA,NA,65,0
"D'Andre Swift","RB","CHI",5,11.7,1.26,0.0942,10.2,13.9,3.77,4.28,4.55,32,25,35,19,"8",27,NA,NA,52,5
"Chris Olave","WR","NO",11,12.4,1.76,0.0373,9.22,14.5,3.7,2.59,4.76,33,47,31,10,"5",25,NA,NA,86,3
"Kyren Williams","RB","LAR",8,11.6,1.77,0.119,8.1,13,3.68,2.17,3.61,34,54,40,20,"8",25,NA,NA,92,3
"George Pickens","WR","DAL",10,12.3,1.34,0.346,9.63,13.1,3.67,3,3.32,35,40,41,11,"6",25,NA,NA,68,3
"Breece Hall","RB","NYJ",9,11.5,0.719,0.0814,10.5,12.5,3.56,4.6,3.13,36,21,43,21,"8",24,NA,NA,15,3
"Ashton Jeanty","RB","LVR",8,11.4,0.721,0.281,10.1,12.2,3.48,4.19,2.86,37,27,47,22,"9",22,NA,NA,17,0
"Mike Evans","WR","TB",9,12,1.97,0.254,8.51,14.5,3.32,1.88,4.71,38,58,32,12,"6",32,NA,NA,93,11
"Jaylen Warren","RB","PIT",5,11.1,1.51,0.576,10,14.2,3.2,4.1,4.84,39,29,30,23,"9",27,NA,NA,73,3
"Tetairoa McMillan","WR","CAR",14,11.7,1.01,0.183,10.6,13.5,3.07,3.92,3.68,40,33,39,13,"6",23,NA,NA,41,0
"Michael Wilson","WR","ARI",8,11.6,1.28,0.35,9.23,13.1,2.88,2.6,3.29,41,46,42,14,"7",26,NA,NA,63,2
"Brock Bowers","TE","LVR",8,10.4,1,0.383,8.95,11.4,2.68,2.97,2.62,42,41,50,3,"3",23,NA,NA,51,1
"Aaron Jones","RB","MIN",6,10.6,0.668,0.159,9.82,11.7,2.62,3.89,2.34,43,34,53,24,"9",31,NA,NA,11,8
"Tee Higgins","WR","CIN",10,11.2,2.95,0.0112,6.05,14.4,2.53,-0.577,4.65,44,189,33,15,"7",27,NA,NA,99,5
"DK Metcalf","WR","PIT",5,11.2,1.17,0.223,9.02,12.2,2.52,2.4,2.4,45,48,52,16,"7",28,NA,NA,51,6
"Woody Marks","RB","HOU",6,10.4,2.73,0.388,7.02,14.7,2.46,1.08,5.35,46,79,24,25,"10",25,NA,NA,99,0
"Zay Flowers","WR","BAL",7,11,0.738,0.304,9.74,11.7,2.3,3.11,1.93,47,38,60,17,"7",25,NA,NA,17,2
