player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Isiah Pacheco,83747,HB,KC,1,24,1,0,0.0,0,0,68,0,0,1,54,8.0,1,3,16,0,12,78.7,69.4,81.2,,84.2,66.2,66.8,60.0,12,0,14,4,27,27,0,0,4,28,1,68,54,2.25,2.8,0.52,10
Christian McCaffrey,11763,HB,SF,1,20,3,1,27.8,25,0,90,0,3,3,65,81.3,1,6,28,0,2,77.7,67.7,77.6,,41.2,64.8,69.1,60.0,25,0,42,4,31,24,0,0,5,24,2,90,65,3.25,4.5,1.35,18
David Montgomery,45719,HB,DET,1,15,3,2,33.3,31,0,93,0,0,3,53,62.4,3,6,11,0,11,75.9,81.3,73.5,,76.3,68.6,79.2,60.0,16,0,20,2,12,16,0,0,2,17,1,93,53,3.53,6.2,1.67,4
Jahmyr Gibbs,122474,HB,DET,1,12,3,1,33.3,15,0,45,0,0,3,20,33.3,3,4,11,1,6,23.2,53.2,77.4,,79.0,58.1,50.9,60.0,15,0,11,3,23,13,0,0,6,15,1,45,20,1.67,3.8,0.48,5
Lamar Jackson,46416,QB,BLT,1,8,5,1,38.9,21,0,25,0,0,1,16,133.3,2,2,3,1,2,32.6,61.7,78.5,50.6,,,87.8,60.0,21,0,13,1,0,11,29,5,1,4,0,54,45,5.63,6.8,,0
Patrick Mahomes,11765,QB,KC,1,6,1,0,0.0,0,0,-3,0,0,0,0,0.0,1,1,16,0,0,81.1,86.0,79.8,82.1,,,73.4,60.2,11,0,0,0,0,28,18,3,0,3,0,15,4,0.67,2.5,,0
Brock Purdy,77672,QB,SF,1,5,1,0,0.0,0,0,-4,0,0,0,0,0.0,3,3,28,0,0,78.9,72.4,79.0,63.7,,,86.6,60.0,21,0,0,0,0,30,52,3,0,2,0,48,33,6.6,9.6,,0
Elijah Mitchell,57272,HB,SF,1,4,0,0,0.0,0,0,7,0,0,0,4,0.0,0,1,28,0,3,68.6,64.7,68.1,,,,63.3,60.0,3,0,0,0,0,6,0,0,0,4,1,7,4,1.0,1.8,,1
Deebo Samuel,48274,WR,SF,1,3,2,0,0.0,0,0,7,0,6,2,13,315.2,0,1,28,0,0,72.2,85.1,77.4,,,87.2,55.0,60.8,7,0,89,8,35,16,0,0,9,11,0,7,13,4.33,2.3,2.54,0
Justice Hill,45865,HB,BLT,1,3,1,0,0.0,0,0,3,0,1,1,3,28.6,0,1,3,0,0,70.3,61.2,77.7,,30.7,72.5,58.9,60.0,2,0,34,4,27,5,0,0,6,7,0,3,3,1.0,1.0,1.26,3
Gus Edwards,46027,HB,BLT,1,3,1,1,75.0,15,0,20,0,0,1,15,125.0,1,2,3,0,2,68.2,66.6,75.6,,61.8,69.3,65.1,59.0,15,0,16,1,9,6,0,0,1,4,0,20,15,5.0,6.7,1.78,1
Zay Flowers,97268,WR,BLT,1,2,1,0,0.0,0,0,4,0,1,1,5,71.4,0,0,3,1,1,18.0,69.3,0.0,,,71.1,59.6,61.8,3,1,115,5,41,10,0,0,7,7,0,4,5,2.5,2.0,2.8,0
Clyde Edwards-Helaire,57279,HB,KC,1,1,0,0,0.0,0,0,1,0,1,0,0,0.0,0,0,16,0,1,66.2,58.8,79.5,,62.2,59.0,59.6,,1,0,3,2,9,1,0,0,2,3,0,1,0,0.0,1.0,0.33,0
Travis Kelce,7844,TE,KC,1,1,0,0,0.0,0,0,5,0,1,0,1,8.3,0,1,16,0,0,71.5,85.7,82.1,,,87.8,,50.5,5,0,116,11,39,19,0,0,11,12,0,5,1,1.0,5.0,2.97,0
Amon-Ra St. Brown,84470,WR,DET,1,1,0,0,0.0,0,0,2,0,1,0,1,12.5,0,0,11,0,0,70.3,73.0,79.6,,,72.5,59.0,66.8,2,0,87,7,41,27,0,0,11,8,0,2,1,1.0,2.0,2.12,1
Jameson Williams,101701,WR,DET,1,1,2,1,100.0,42,0,42,0,0,2,37,2466.7,1,1,11,0,0,66.2,72.5,78.8,,,60.8,81.7,59.6,42,0,25,2,35,17,0,0,3,3,1,42,37,37.0,42.0,0.71,0
Kyle Juszczyk,7912,FB,SF,1,1,0,0,0.0,0,0,3,0,0,0,2,0.0,0,0,28,0,1,66.2,66.0,79.2,,73.2,72.5,60.0,54.4,3,0,33,2,17,20,0,0,2,3,0,3,2,2.0,3.0,1.94,0
