player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Jared Goff,10635,QB,DET,1,69.2,39,41,9.4,2.77,0,2,4.9,61.0,25,0,15,7.4,43,2,0.05,16,11,79.5,73.3,71.9,,0,0,43,0,41.9,13.3,88.8,4.7,2,0,0,2,1,0,0.0,273,6.7
Patrick Mahomes,11765,QB,KC,1,86.1,36,39,5.9,2.75,0,2,4.5,76.9,30,0,15,3.2,46,1,0.2,13,16,81.1,86.0,82.1,73.4,0,0,52,0,50.0,13.3,100.5,4.3,2,3,0,3,1,0,0.0,241,6.2
Lamar Jackson,46416,QB,BLT,1,65.6,32,37,10.8,3.65,2,1,2.6,54.1,20,0,16,4.8,46,1,-0.29,12,3,32.6,61.7,50.6,87.8,1,1,47,0,43.5,25.0,75.5,8.7,4,5,0,2,1,3,6.4,272,7.4
Brock Purdy,77672,QB,SF,1,71.4,28,31,10.0,2.89,2,3,9.7,64.5,20,0,15,0.0,36,0,0.31,15,28,78.9,72.4,63.7,86.6,0,1,36,0,47.2,13.3,89.0,5.6,2,3,0,1,1,2,5.6,267,8.6
