player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Sam LaPorta,101690,TE,DET,1,7.8,0,75.0,0.0,0,1,0,0.0,0,5,11,0,77.3,70.6,75.3,61.6,75.6,53.8,21,0,16,7.7,3,39,0,9,92.3,36,20.5,8,98.3,12,0,25.6,10,97,53,5.9,10.8,2.69
Travis Kelce,7844,TE,KC,1,7.2,1,100.0,100.0,3,3,0,0.0,0,6,16,0,78.7,71.5,85.7,,87.8,20.0,9,0,21,0.0,0,45,0,11,86.7,39,51.1,23,140.9,11,1,26.7,12,116,37,3.4,10.5,2.97
Amon-Ra St. Brown,84470,WR,DET,1,8.5,1,63.6,0.0,0,1,0,0.0,0,6,11,0,75.6,70.3,73.0,,72.5,0.0,0,0,23,0.0,0,41,0,7,100.0,41,51.2,21,88.1,11,0,48.8,20,87,35,5.0,12.4,2.12
Deebo Samuel,48274,WR,SF,1,5.0,6,88.9,,0,0,0,0.0,0,4,28,0,76.5,72.2,85.1,,87.2,0.0,0,1,26,0.0,0,35,0,8,100.0,35,40.0,14,68.3,9,0,57.1,20,89,62,7.8,11.1,2.54
Rashee Rice,97605,WR,KC,1,5.1,2,88.9,,0,0,0,0.0,0,3,16,1,77.3,19.4,64.8,,66.3,0.0,0,0,11,0.0,0,49,0,8,87.8,43,57.1,28,88.0,9,0,42.9,21,46,43,5.4,5.8,1.07
Brandon Aiyuk,84109,WR,SF,1,19.9,0,37.5,0.0,0,2,0,0.0,0,3,28,0,70.5,65.8,72.4,,74.8,0.0,0,0,51,0.0,0,34,0,3,100.0,34,17.6,6,108.3,8,1,82.4,28,68,1,0.3,22.7,2.0
Zay Flowers,97268,WR,BLT,1,13.4,1,71.4,,0,0,0,0.0,0,3,3,1,73.4,18.0,69.3,,71.1,0.0,0,0,54,0.0,0,42,1,5,97.6,41,40.5,17,153.3,7,1,59.5,25,115,38,7.6,23.0,2.8
Jahmyr Gibbs,122474,HB,DET,1,2.8,0,50.0,,0,0,0,0.0,0,0,11,0,70.5,23.2,53.2,79.0,58.1,0.0,0,0,4,11.5,3,26,0,3,88.5,23,7.7,2,56.3,6,0,0.0,0,11,19,6.3,3.7,0.48
Justice Hill,45865,HB,BLT,1,0.5,1,66.7,,0,0,0,0.0,0,3,3,0,72.1,70.3,61.2,30.7,72.5,0.0,0,0,11,20.6,7,34,0,4,79.4,27,2.9,1,81.3,6,0,0.0,0,34,29,7.3,8.5,1.26
Odell Beckham Jr.,8647,WR,BLT,1,16.3,0,50.0,0.0,0,1,0,0.0,0,1,3,0,70.5,65.8,58.8,,58.6,0.0,0,0,8,0.0,0,29,0,3,100.0,29,20.7,6,59.0,6,0,79.3,23,22,3,1.0,7.3,0.76
Noah Gray,60878,TE,KC,1,6.8,1,40.0,,0,0,0,0.0,0,0,16,0,68.3,64.0,56.1,70.2,59.4,65.2,15,0,5,4.3,1,23,0,2,87.0,20,13.0,3,47.9,5,0,21.7,5,8,9,4.5,4.0,0.4
Christian McCaffrey,11763,HB,SF,1,2.2,3,80.0,,0,0,0,0.0,0,1,28,0,72.1,77.7,67.7,41.2,64.8,0.0,0,0,28,13.9,5,36,0,4,86.1,31,8.3,3,101.7,5,0,2.8,1,42,34,8.5,10.5,1.35
Josh Reynolds,11872,WR,DET,1,20.0,0,25.0,,0,0,0,66.7,2,1,11,0,26.4,61.2,51.6,,46.6,0.0,0,0,25,0.0,0,39,0,1,100.0,39,30.8,12,53.1,4,0,69.2,27,25,4,4.0,25.0,0.64
Isiah Pacheco,83747,HB,KC,1,-1.0,0,100.0,,0,0,0,0.0,0,1,16,0,72.1,78.7,69.4,84.2,66.2,0.0,0,0,10,16.7,6,36,0,4,75.0,27,11.1,4,81.3,4,0,11.1,4,14,18,4.5,3.5,0.52
