source,season,week,raw_file,captured_at,captured_at_source
pff,2026,1,C:\Users\brady\OneDrive\Desktop\nfl-tools\player_props\data\raw\projections\pff\2026\week_01\snapshots\08_04_26_1100projections.csv,2026-08-04T11:00:00-04:00,filename
