pick,players_total,players_ge_1pct,players_ge_2pct,players_ge_5pct
1,1,1,1,1
2,10,5,4,2
3,11,7,6,3
4,12,8,6,5
5,13,9,8,6
6,17,10,8,5
7,17,10,10,5
8,18,13,7,6
9,19,11,9,7
10,21,13,10,5
11,23,11,7,5
12,24,18,9,5
13,26,13,8,6
14,27,12,6,5
15,26,8,6,5
16,31,19,12,6
17,28,12,8,6
18,28,11,6,3
19,32,19,11,6
20,29,19,16,6
21,37,13,10,9
22,36,16,11,7
23,31,14,11,8
24,39,18,11,5
25,37,12,6,4
26,39,14,8,5
27,40,16,13,5
28,40,16,13,5
29,43,16,8,6
30,43,17,11,5
31,45,19,9,6
32,44,16,8,6
