player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Bucky Irving,144970,HB,TB,1,25,4,1,24.2,16,0,66,0,2,4,50,41.4,2,2,30,0,10,78.7,49.5,76.5,,31.0,68.1,47.6,60.0,16,0,33,4,20,25,0,0,4,29,0,66,50,2.0,2.6,1.65,13
Jahmyr Gibbs,122474,HB,DET,1,22,3,0,0.0,0,0,67,0,0,3,47,23.7,0,5,11,0,10,78.4,70.4,75.7,,81.8,73.3,67.6,60.0,9,0,32,5,18,24,0,0,6,27,2,67,47,2.14,3.0,1.78,11
Kyren Williams,97118,HB,LA,1,20,4,0,0.0,0,0,94,1,1,4,66,75.0,3,7,26,0,11,77.4,80.0,75.5,,40.4,47.0,86.3,60.0,13,0,18,2,18,22,0,0,3,22,0,94,66,3.3,4.7,1.0,9
James Cook,83666,HB,BUF,1,19,8,2,38.9,42,0,108,0,0,8,78,149.3,4,6,4,0,5,77.3,69.9,76.4,,73.0,59.2,70.3,60.0,26,0,10,3,17,20,0,0,3,22,1,108,78,4.11,5.7,0.59,14
Omarion Hampton,162750,HB,LAC,1,19,7,0,0.0,0,0,70,0,0,7,57,84.0,2,4,27,1,11,28.0,66.0,79.4,,28.8,48.8,74.9,60.0,11,0,59,6,32,22,0,0,6,25,1,70,57,3.0,3.7,1.84,6
Jaylen Warren,98692,HB,PIT,1,18,9,0,0.0,0,0,47,1,0,9,56,121.7,1,5,25,0,2,77.6,56.5,78.0,,70.3,51.4,57.6,60.0,11,0,34,5,15,20,0,0,6,23,0,47,56,3.11,2.6,2.27,15
Quinshon Judkins,157128,HB,CLV,1,18,2,1,40.4,38,0,94,0,0,2,87,50.9,2,5,8,0,10,77.0,65.6,76.7,,77.0,53.9,66.1,,38,0,1,1,14,19,0,0,1,19,1,94,87,4.83,5.2,0.07,5
Alvin Kamara,11822,HB,NO,1,18,0,0,0.0,0,0,42,0,0,0,17,0.0,0,3,20,0,8,76.7,57.5,79.1,,78.0,56.7,57.0,60.0,8,0,14,1,30,19,0,0,2,19,0,42,17,0.94,2.3,0.47,8
Saquon Barkley,45791,HB,PHI,1,18,0,0,0.0,0,0,46,1,1,0,37,9.3,1,3,24,0,2,77.2,51.5,81.3,,69.5,44.9,54.2,58.9,12,0,9,4,20,26,0,0,5,22,0,46,37,2.06,2.6,0.45,15
Jonathan Taylor,57488,HB,IND,1,17,6,1,45.1,46,0,102,1,0,6,85,150.0,2,6,14,0,12,77.3,70.8,76.8,,80.6,40.3,77.1,60.0,46,0,16,3,22,21,0,0,4,20,3,102,85,5.0,6.0,0.73,5
Christian McCaffrey,11763,HB,SF,1,17,4,1,28.8,15,0,52,2,3,4,42,64.1,2,3,28,0,2,77.8,63.0,78.9,,22.8,64.7,63.5,60.0,15,0,88,10,38,18,0,0,14,27,0,52,42,2.47,3.1,2.32,15
Chuba Hubbard,57373,HB,CAR,1,17,0,0,0.0,0,0,73,0,0,0,40,0.0,0,2,5,0,8,76.9,80.3,74.1,,83.3,59.8,79.2,60.0,8,0,3,2,12,19,0,0,2,19,0,73,40,2.35,4.3,0.25,9
Ashton Jeanty,157196,HB,LV,1,17,5,2,54.0,34,0,63,0,0,5,62,107.3,3,3,23,0,5,76.8,60.3,77.2,,23.2,52.5,63.6,60.0,18,0,0,0,16,21,0,0,0,17,0,63,62,3.65,3.7,0.0,12
Josh Jacobs,45953,HB,GB,1,16,4,0,0.0,0,0,30,0,0,4,38,45.2,0,2,12,0,6,76.8,73.4,78.1,,65.8,90.2,63.8,59.6,7,0,44,5,17,22,0,0,9,21,0,30,38,2.38,1.9,2.59,9
Jordan Mason,62946,HB,MIN,1,16,3,2,37.1,43,0,116,0,0,3,46,53.9,4,7,18,0,4,76.2,70.1,78.5,,5.0,49.5,76.7,,24,0,0,0,16,17,0,0,0,16,2,116,46,2.88,7.3,0.0,12
Kenneth Walker III,97199,HB,SEA,1,16,4,0,0.0,0,0,38,0,1,4,33,60.7,2,4,29,0,5,76.7,73.8,74.0,,72.4,65.2,71.8,60.0,10,0,12,1,10,19,0,0,1,17,2,38,33,2.06,2.4,1.2,11
Tony Pollard,27126,HB,TEN,1,16,2,0,0.0,0,0,45,0,0,2,31,21.5,1,6,31,0,7,76.2,64.1,78.9,,67.2,53.4,66.8,60.0,10,0,14,2,35,17,0,0,3,18,1,45,31,1.94,2.8,0.4,9
Travis Etienne Jr.,57185,HB,JAX,1,16,5,0,0.0,0,0,56,1,0,5,41,80.1,1,2,15,0,8,76.2,60.0,77.2,,77.6,37.2,64.7,60.0,10,0,0,0,15,19,0,0,1,16,1,56,41,2.56,3.5,0.0,7
D'Andre Swift,57212,HB,CHI,1,13,3,0,0.0,0,0,33,0,0,3,34,49.0,1,4,6,0,6,75.4,74.0,77.1,,79.8,70.6,70.6,60.0,11,0,45,3,13,18,0,0,3,16,0,33,34,2.62,2.5,3.46,7
Bijan Robinson,123126,HB,ATL,1,13,4,1,23.6,17,0,72,0,0,4,46,78.6,2,4,2,0,3,75.8,70.5,77.5,,61.1,66.2,72.2,,17,0,39,5,36,13,0,0,6,18,0,72,46,3.54,5.5,1.08,10
David Montgomery,45719,HB,DET,1,12,3,2,68.2,103,0,151,0,0,3,110,211.5,4,6,11,0,6,74.9,89.5,73.2,,78.1,71.6,84.9,57.8,72,0,13,1,7,15,0,0,1,13,2,151,110,9.17,12.6,1.86,6
Derrick Henry,10679,HB,BLT,1,12,0,1,56.0,28,0,50,0,0,0,18,0.0,1,2,3,1,5,22.7,43.6,74.5,48.9,78.9,58.9,47.2,59.5,28,0,7,1,10,14,0,0,1,13,1,50,18,1.5,4.2,0.7,7
De'Von Achane,124305,HB,MIA,1,12,2,0,0.0,0,0,62,0,1,2,34,44.7,2,1,17,0,3,75.5,61.5,81.4,,49.2,63.9,59.8,,14,0,29,7,32,11,0,0,10,19,0,62,34,2.83,5.2,0.91,8
Chris Rodriguez Jr.,83689,HB,WAS,1,11,0,0,0.0,0,0,39,0,0,0,26,0.0,1,1,32,0,8,73.8,57.0,74.1,,75.6,56.1,57.3,59.2,14,0,0,0,3,16,0,0,0,11,0,39,26,2.36,3.5,0.0,3
TreVeyon Henderson,145059,HB,NE,1,11,1,0,0.0,0,0,28,0,1,1,21,27.3,0,2,19,0,7,76.3,57.0,74.3,,48.7,57.5,57.8,60.0,5,0,19,3,19,12,0,0,3,14,0,28,21,1.91,2.5,1.0,4
J.K. Dobbins,57366,HB,DEN,1,11,6,2,72.3,60,0,83,1,0,6,76,345.5,3,3,10,0,4,73.6,57.3,77.9,,43.7,42.7,62.5,60.0,41,0,0,1,18,13,0,0,2,12,1,83,76,6.91,7.5,0.0,6
Kareem Hunt,11841,HB,KC,1,10,1,0,0.0,0,0,34,0,0,1,24,21.8,0,2,16,0,3,73.6,56.4,0.0,,12.0,56.2,62.8,60.0,6,1,10,1,14,14,0,0,1,11,1,34,24,2.4,3.4,0.71,7
Javonte Williams,77803,HB,DAL,1,10,3,1,28.9,22,0,76,0,3,3,49,196.0,1,4,9,1,3,24.0,71.7,78.1,,81.0,66.2,72.2,60.0,22,0,16,5,27,13,0,0,5,15,0,76,49,4.9,7.6,0.59,7
Rico Dowdle,40693,HB,CAR,1,10,2,0,0.0,0,0,30,0,0,2,19,34.5,0,3,5,0,3,74.3,59.7,74.9,,26.1,64.9,65.0,32.7,8,0,8,1,7,11,0,0,1,11,1,30,19,1.9,3.0,1.14,6
Chase Brown,77787,HB,CIN,1,10,0,0,0.0,0,0,3,0,0,0,11,0.0,0,0,7,1,4,22.7,44.9,76.6,,18.5,70.6,38.7,55.9,4,0,17,4,13,13,0,0,5,14,0,3,11,1.1,0.3,1.31,6
Cam Skattebo,147787,HB,NYG,1,10,5,0,0.0,0,0,60,0,0,5,44,137.5,3,4,21,0,1,75.3,82.9,77.7,,72.9,86.6,78.1,60.0,13,0,61,6,23,13,0,0,8,16,1,60,44,4.4,6.0,2.65,9
Isiah Pacheco,83747,HB,KC,1,10,1,0,0.0,0,0,45,0,0,1,30,27.3,1,2,16,0,3,73.6,64.1,78.1,,19.1,47.3,73.3,60.0,10,0,3,1,23,14,0,0,1,11,0,45,30,3.0,4.5,0.13,7
George Holani,72154,HB,SEA,1,10,2,0,0.0,0,0,27,0,0,2,26,43.3,0,2,29,1,5,21.7,55.2,72.8,,69.2,71.3,52.0,59.9,8,0,15,2,7,12,0,0,2,12,0,27,26,2.6,2.7,2.14,5
