player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Patrick Mahomes,11765,QB,KC,1,75.6,41,43,6.6,2.82,0,4,9.1,67.4,29,0,21,6.5,50,2,0.03,18,16,32.0,77.5,76.9,59.6,1,0,52,0,46.0,14.3,105.5,6.0,3,3,0,1,2,1,1.9,327,7.6
Joe Burrow,28022,QB,CIN,1,72.2,36,41,8.6,2.64,0,3,6.8,63.4,26,0,21,0.0,49,0,-0.02,12,7,80.8,83.1,82.6,66.1,1,2,52,2,44.9,23.8,70.2,10.2,5,3,0,4,1,2,3.8,270,6.6
Jalen Hurts,40291,QB,PHI,1,66.7,24,25,9.7,3.01,0,0,0.0,60.0,15,0,7,6.3,27,1,0.04,6,24,79.7,62.6,62.3,60.0,0,0,30,0,37.0,14.3,72.3,3.7,1,1,0,1,0,0,0.0,121,4.8
Josh Johnson,4474,QB,SF,1,87.5,8,13,2.5,2.55,1,0,0.0,53.8,7,0,11,0.0,15,0,-0.06,3,28,22.3,49.1,72.3,45.1,2,0,15,3,33.3,18.2,70.7,13.3,2,0,0,2,0,0,0.0,74,5.7
Brock Purdy,77672,QB,SF,1,100.0,4,4,1.5,2.36,0,0,0.0,100.0,4,0,2,0.0,5,0,-1.13,1,28,66.9,61.7,60.9,,0,0,5,0,40.0,50.0,90.6,20.0,1,0,0,0,0,0,0.0,23,5.8
Christian McCaffrey,11763,HB,SF,1,,0,1,,6.2,0,0,0.0,0.0,0,0,1,,1,0,-0.74,0,28,76.8,81.9,60.0,83.1,0,0,1,0,0.0,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
