pick,player,model_prob,market_prob,edge,abs_edge,model_version,run_timestamp,source,market_timestamp
1,Fernando Mendoza,1.0,0.0,1.0,1.0,v1,2026-04-15T16:13:59,,
12,Jermod McCoy,0.429,0.0,0.429,0.429,v1,2026-04-15T16:13:59,,
18,Dillon Thieneman,0.4222,0.0,0.4222,0.4222,v1,2026-04-15T16:13:59,,
17,Kadyn Proctor,0.414,0.0,0.414,0.414,v1,2026-04-15T16:13:59,,
2,David Bailey,0.401,0.0,0.401,0.401,v1,2026-04-15T16:13:59,,
25,Peter Woods,0.3912,0.0,0.3912,0.3912,v1,2026-04-15T16:13:59,,
7,Rueben Bain,0.3666,0.0,0.3666,0.3666,v1,2026-04-15T16:13:59,,
14,Olaivavega Ioane,0.3364,0.0,0.3364,0.3364,v1,2026-04-15T16:13:59,,
15,Keldric Faulk,0.3266,0.0,0.3266,0.3266,v1,2026-04-15T16:13:59,,
13,Jordyn Tyson,0.3008,0.0,0.3008,0.3008,v1,2026-04-15T16:13:59,,
25,Kayden McDonald,0.2916,0.0,0.2916,0.2916,v1,2026-04-15T16:13:59,,
18,Emmanuel McNeil-Warren,0.2912,0.0,0.2912,0.2912,v1,2026-04-15T16:13:59,,
8,Mansoor Delane,0.3824,0.113217111596065,0.269182888403935,0.269182888403935,v1,2026-04-15T16:13:59,DraftKings,2026-04-15 15:51:34
2,Arvell Reese,0.4754,0.7343734660187259,-0.2589734660187259,0.2589734660187259,v1,2026-04-15T16:13:59,DraftKings,2026-04-15 15:51:34
15,Kenyon Sadiq,0.2534,0.0,0.2534,0.2534,v1,2026-04-15T16:13:59,,
10,Caleb Downs,0.4058,0.1589006626170234,0.2468993373829766,0.2468993373829766,v1,2026-04-15T16:13:59,DraftKings,2026-04-15 15:51:34
30,Colton Hood,0.2286,0.0,0.2286,0.2286,v1,2026-04-15T16:13:59,,
11,Makai Lemon,0.223,0.0,0.223,0.223,v1,2026-04-15T16:13:59,,
3,Francis Mauigoa,0.3474,0.1263856274360412,0.22101437256395878,0.22101437256395878,v1,2026-04-15T16:13:59,DraftKings,2026-04-15 15:51:34
32,Colton Hood,0.2058,0.0,0.2058,0.2058,v1,2026-04-15T16:13:59,,
28,Kayden McDonald,0.2044,0.0,0.2044,0.2044,v1,2026-04-15T16:13:59,,
24,Caleb Lomu,0.203,0.0,0.203,0.203,v1,2026-04-15T16:13:59,,
13,Monroe Freeling,0.202,0.0,0.202,0.202,v1,2026-04-15T16:13:59,,
21,Caleb Lomu,0.1972,0.0,0.1972,0.1972,v1,2026-04-15T16:13:59,,
26,T.J. Parker,0.196,0.0,0.196,0.196,v1,2026-04-15T16:13:59,,
24,Kevin Concepcion,0.195,0.0,0.195,0.195,v1,2026-04-15T16:13:59,,
8,Rueben Bain,0.1924,0.0,0.1924,0.1924,v1,2026-04-15T16:13:59,,
28,Max Iheanachor,0.1896,0.0,0.1896,0.1896,v1,2026-04-15T16:13:59,,
32,Zion Young,0.1894,0.0,0.1894,0.1894,v1,2026-04-15T16:13:59,,
21,Blake Miller,0.189,0.0,0.189,0.189,v1,2026-04-15T16:13:59,,
26,Denzel Boston,0.1886,0.0,0.1886,0.1886,v1,2026-04-15T16:13:59,,
19,Akheem Mesidor,0.1868,0.0,0.1868,0.1868,v1,2026-04-15T16:13:59,,
5,Carnell Tate,0.2434,0.0569254192482456,0.1864745807517544,0.1864745807517544,v1,2026-04-15T16:13:59,DraftKings,2026-04-15 15:51:34
23,Caleb Lomu,0.1842,0.0,0.1842,0.1842,v1,2026-04-15T16:13:59,,
29,Cashius Howell,0.1828,0.0,0.1828,0.1828,v1,2026-04-15T16:13:59,,
31,Cashius Howell,0.1816,0.0,0.1816,0.1816,v1,2026-04-15T16:13:59,,
15,Akheem Mesidor,0.1814,0.0,0.1814,0.1814,v1,2026-04-15T16:13:59,,
23,Blake Miller,0.1808,0.0,0.1808,0.1808,v1,2026-04-15T16:13:59,,
13,Makai Lemon,0.1762,0.0,0.1762,0.1762,v1,2026-04-15T16:13:59,,
20,Avieon Terrell,0.1692,0.0,0.1692,0.1692,v1,2026-04-15T16:13:59,,
16,Akheem Mesidor,0.1672,0.0,0.1672,0.1672,v1,2026-04-15T16:13:59,,
1,Arvell Reese,0.0,0.1665386785634265,-0.1665386785634265,0.1665386785634265,v1,2026-04-15T16:13:59,DraftKings,2026-04-15 15:51:34
11,Jordyn Tyson,0.1664,0.0,0.1664,0.1664,v1,2026-04-15T16:13:59,,
14,Jordyn Tyson,0.1638,0.0,0.1638,0.1638,v1,2026-04-15T16:13:59,,
11,Jermod McCoy,0.162,0.0,0.162,0.162,v1,2026-04-15T16:13:59,,
16,Omar Cooper Jr.,0.1598,0.0,0.1598,0.1598,v1,2026-04-15T16:13:59,,
32,Chris Johnson,0.1562,0.0,0.1562,0.1562,v1,2026-04-15T16:13:59,,
27,Denzel Boston,0.1556,0.0,0.1556,0.1556,v1,2026-04-15T16:13:59,,
29,T.J. Parker,0.1538,0.0,0.1538,0.1538,v1,2026-04-15T16:13:59,,
1,David Bailey,0.0,0.1482377248751379,-0.1482377248751379,0.1482377248751379,v1,2026-04-15T16:13:59,DraftKings,2026-04-15 15:51:34
1,Ty Simpson,0.0,0.1482377248751379,-0.1482377248751379,0.1482377248751379,v1,2026-04-15T16:13:59,DraftKings,2026-04-15 15:51:34
7,Jeremiyah Love,0.0346,0.1810020198770779,-0.1464020198770779,0.1464020198770779,v1,2026-04-15T16:13:59,DraftKings,2026-04-15 15:51:34
31,Zion Young,0.146,0.0,0.146,0.146,v1,2026-04-15T16:13:59,,
9,Rueben Bain Jr.,0.0,0.1431959336557933,-0.1431959336557933,0.1431959336557933,v1,2026-04-15T16:13:59,DraftKings,2026-04-15 15:51:34
19,Omar Cooper Jr.,0.1354,0.0,0.1354,0.1354,v1,2026-04-15T16:13:59,,
26,Kevin Concepcion,0.1338,0.0,0.1338,0.1338,v1,2026-04-15T16:13:59,,
14,Omar Cooper Jr.,0.1328,0.0,0.1328,0.1328,v1,2026-04-15T16:13:59,,
20,Akheem Mesidor,0.1326,0.0,0.1326,0.1326,v1,2026-04-15T16:13:59,,
8,Rueben Bain Jr.,0.0,0.1320866301954092,-0.1320866301954092,0.1320866301954092,v1,2026-04-15T16:13:59,DraftKings,2026-04-15 15:51:34
11,Olaivavega Ioane,0.1318,0.0,0.1318,0.1318,v1,2026-04-15T16:13:59,,
22,T.J. Parker,0.1318,0.0,0.1318,0.1318,v1,2026-04-15T16:13:59,,
11,Mansoor Delane,0.1312,0.0,0.1312,0.1312,v1,2026-04-15T16:13:59,,
19,Keldric Faulk,0.1296,0.0,0.1296,0.1296,v1,2026-04-15T16:13:59,,
30,Cashius Howell,0.1296,0.0,0.1296,0.1296,v1,2026-04-15T16:13:59,,
31,Max Iheanachor,0.126,0.0,0.126,0.126,v1,2026-04-15T16:13:59,,
24,Denzel Boston,0.1248,0.0,0.1248,0.1248,v1,2026-04-15T16:13:59,,
29,Zion Young,0.1244,0.0,0.1244,0.1244,v1,2026-04-15T16:13:59,,
26,Cashius Howell,0.1238,0.0,0.1238,0.1238,v1,2026-04-15T16:13:59,,
28,Peter Woods,0.1236,0.0,0.1236,0.1236,v1,2026-04-15T16:13:59,,
16,Keldric Faulk,0.1224,0.0,0.1224,0.1224,v1,2026-04-15T16:13:59,,
20,Emmanuel McNeil-Warren,0.1202,0.0,0.1202,0.1202,v1,2026-04-15T16:13:59,,
9,Mansoor Delane,0.219,0.0996145625431606,0.1193854374568394,0.1193854374568394,v1,2026-04-15T16:13:59,DraftKings,2026-04-15 15:51:34
27,T.J. Parker,0.1192,0.0,0.1192,0.1192,v1,2026-04-15T16:13:59,,
6,Francis Mauigoa,0.203,0.0855536690776973,0.11744633092230271,0.11744633092230271,v1,2026-04-15T16:13:59,DraftKings,2026-04-15 15:51:34
17,Blake Miller,0.1172,0.0,0.1172,0.1172,v1,2026-04-15T16:13:59,,
22,Akheem Mesidor,0.1152,0.0,0.1152,0.1152,v1,2026-04-15T16:13:59,,
22,Kevin Concepcion,0.1146,0.0,0.1146,0.1146,v1,2026-04-15T16:13:59,,
14,Kenyon Sadiq,0.1144,0.0,0.1144,0.1144,v1,2026-04-15T16:13:59,,
4,Rueben Bain,0.1136,0.0,0.1136,0.1136,v1,2026-04-15T16:13:59,,
23,Kevin Concepcion,0.1126,0.0,0.1126,0.1126,v1,2026-04-15T16:13:59,,
1,Caleb Downs,0.0,0.1114845699474177,-0.1114845699474177,0.1114845699474177,v1,2026-04-15T16:13:59,DraftKings,2026-04-15 15:51:34
1,Rueben Bain Jr.,0.0,0.1114845699474177,-0.1114845699474177,0.1114845699474177,v1,2026-04-15T16:13:59,DraftKings,2026-04-15 15:51:34
19,Kenyon Sadiq,0.1106,0.0,0.1106,0.1106,v1,2026-04-15T16:13:59,,
22,Peter Woods,0.1106,0.0,0.1106,0.1106,v1,2026-04-15T16:13:59,,
6,Sonny Styles,0.0322,0.1425894484628289,-0.11038944846282889,0.11038944846282889,v1,2026-04-15T16:13:59,DraftKings,2026-04-15 15:51:34
27,Cashius Howell,0.1086,0.0,0.1086,0.1086,v1,2026-04-15T16:13:59,,
17,Caleb Lomu,0.1084,0.0,0.1084,0.1084,v1,2026-04-15T16:13:59,,
9,Rueben Bain,0.1052,0.0,0.1052,0.1052,v1,2026-04-15T16:13:59,,
