player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Cooper Kupp,11824,WR,SEA,1,9.5,1,54.5,25.0,1,4,0,14.3,1,2,29,0,49.2,68.8,65.0,,63.6,0.0,0,0,23,0.0,0,32,0,6,100.0,32,56.3,18,70.6,11,0,43.8,14,61,8,1.3,10.2,1.91
Jaxon Smith-Njigba,129758,WR,SEA,1,11.8,0,44.4,33.3,1,3,0,20.0,1,1,29,0,42.1,67.0,53.9,,53.9,0.0,0,0,16,0.0,0,32,0,4,100.0,32,37.5,12,51.6,9,0,59.4,19,27,9,2.3,6.8,0.84
Mack Hollins,11873,WR,NE,1,22.5,0,50.0,66.7,2,3,0,0.0,0,3,19,0,72.1,67.0,72.1,,71.4,0.0,0,0,35,0.0,0,40,0,4,92.5,37,10.0,4,124.0,8,1,90.0,36,78,6,1.5,19.5,2.11
Demario Douglas,104155,WR,NE,1,7.1,3,71.4,,0,0,0,0.0,0,2,19,0,73.4,68.0,76.8,,74.9,0.0,0,0,11,0.0,0,28,0,5,89.3,25,92.9,26,88.4,7,0,7.1,2,45,27,5.4,9.0,1.8
Rhamondre Stevenson,98689,HB,NE,1,-0.6,1,100.0,,0,0,0,0.0,0,3,19,0,73.4,73.3,69.5,31.0,75.0,0.0,0,0,13,16.7,6,36,0,5,77.8,28,0.0,0,139.6,5,1,0.0,0,40,43,8.6,8.0,1.43
Rashid Shaheed,63707,WR,SEA,1,25.8,0,40.0,0.0,0,1,0,0.0,0,2,29,0,68.3,76.7,61.5,,62.3,0.0,0,0,16,0.0,0,32,0,2,100.0,32,12.5,4,57.9,5,0,87.5,28,27,3,1.5,13.5,0.84
Stefon Diggs,9579,WR,NE,1,11.0,0,75.0,,0,0,0,0.0,0,1,19,0,70.5,65.8,55.5,,55.5,0.0,0,1,26,0.0,0,41,0,3,95.1,39,61.0,25,63.5,4,0,39.0,16,37,12,4.0,12.3,0.95
Hunter Henry,10669,TE,NE,1,7.5,1,75.0,,0,0,0,0.0,0,1,19,0,70.5,65.8,56.6,71.8,57.4,21.6,8,0,16,8.1,3,37,0,3,86.5,32,64.9,24,96.9,4,0,10.8,4,31,9,3.0,10.3,0.97
Austin Hooper,10715,TE,NE,1,7.0,0,50.0,,0,0,0,0.0,0,2,19,0,68.3,64.0,51.0,,51.7,38.1,8,0,5,0.0,0,21,0,2,95.2,20,47.6,10,56.3,4,0,14.3,3,10,3,1.5,5.0,0.5
Kenneth Walker III,97199,HB,SEA,1,0.0,1,50.0,,0,0,0,33.3,1,2,29,0,29.9,79.3,75.5,32.0,48.5,0.0,0,0,20,11.1,2,18,0,2,88.9,16,11.1,2,70.8,4,0,11.1,2,26,30,15.0,13.0,1.63
Kayshon Boutte,124087,WR,NE,1,21.3,0,25.0,,0,0,0,0.0,0,1,19,0,64.7,61.2,54.8,,54.7,0.0,0,0,21,0.0,0,43,0,1,97.7,42,11.6,5,49.0,4,0,88.4,38,21,2,2.0,21.0,0.5
AJ Barner,129433,TE,SEA,1,6.5,2,100.0,,0,0,0,0.0,0,4,29,0,72.1,67.0,79.1,59.9,77.9,58.8,20,0,16,17.6,6,34,0,4,82.4,28,23.5,8,158.3,4,1,11.8,4,54,31,7.8,13.5,1.93
TreVeyon Henderson,145059,HB,NE,1,-2.7,1,100.0,,0,0,0,0.0,0,1,19,0,70.5,72.9,63.1,76.4,66.3,0.0,0,0,24,9.5,2,21,0,3,85.7,18,0.0,0,102.8,3,0,0.0,0,26,34,11.3,8.7,1.44
Kyle Williams,128374,WR,NE,1,20.5,0,50.0,,0,0,0,0.0,0,0,19,0,64.7,61.2,53.4,,54.0,0.0,0,1,7,0.0,0,16,0,1,81.3,13,12.5,2,18.8,2,0,87.5,14,7,0,0.0,7.0,0.54
George Holani,72154,HB,SEA,1,2.0,1,100.0,,0,0,0,0.0,0,0,29,0,64.7,68.6,61.8,53.2,65.6,0.0,0,0,7,38.1,8,21,0,1,61.9,13,0.0,0,95.8,1,0,0.0,0,7,5,5.0,7.0,0.54
