player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Kirk Cousins,7102,QB,ATL,1,65.5,29,32,7.8,2.59,0,0,0.0,56.3,18,0,17,5.3,38,1,-0.15,11,2,79.3,61.9,63.7,57.9,1,1,39,1,36.8,23.5,69.8,10.5,4,1,1,1,1,1,2.6,180,5.6
Jaxson Dart,146409,QB,NYG,1,76.7,30,32,6.6,2.77,1,2,5.7,68.8,22,0,15,4.3,40,1,0.19,15,21,29.8,61.5,60.4,62.0,0,0,44,0,52.5,26.7,110.2,10.0,4,3,0,1,2,1,2.3,230,7.2
Jacoby Brissett,10725,QB,ARZ,1,85.2,27,31,8.4,3.04,0,3,9.1,71.0,22,0,23,4.3,39,1,-0.08,13,1,28.7,74.8,73.9,61.4,0,1,41,0,48.7,26.1,101.9,15.4,6,2,0,4,2,1,2.4,243,7.8
Trevor Lawrence,77632,QB,JAX,1,78.6,28,30,9.7,2.86,0,3,9.1,73.3,22,0,14,0.0,34,0,0.4,16,15,78.6,82.6,80.8,62.9,1,0,37,0,55.9,14.3,131.9,5.9,2,2,0,1,3,0,0.0,255,8.5
Brandon Allen,10835,QB,TEN,1,64.3,28,30,3.4,2.55,1,1,3.2,56.7,17,0,13,5.6,31,1,-0.89,3,31,77.7,36.4,37.1,,1,1,32,0,16.1,7.7,47.9,3.2,1,0,0,0,0,3,9.4,72,2.4
Mitch Trubisky,11757,QB,BUF,1,82.1,28,29,7.4,2.77,0,1,3.2,75.9,22,0,2,4.3,30,1,0.77,16,4,78.7,76.2,72.6,70.1,0,0,32,0,66.7,0.0,142.1,0.0,0,1,0,1,4,1,3.1,259,8.9
Brock Purdy,77672,QB,SF,1,83.3,24,27,4.0,3.03,0,0,0.0,70.4,19,0,15,5.0,32,1,-0.46,9,28,77.7,76.2,69.0,77.9,3,1,32,0,40.6,20.0,64.9,9.4,3,2,0,0,0,0,0.0,127,4.7
Sam Darnold,29048,QB,SEA,1,80.0,25,26,5.3,3.16,1,0,0.0,76.9,20,0,13,0.0,30,0,0.12,12,29,28.0,60.2,67.2,38.7,0,0,32,0,50.0,15.4,97.9,6.7,2,2,0,0,0,0,0.0,198,7.6
Quinn Ewers,127253,QB,MIA,1,69.6,23,23,8.3,2.76,0,0,0.0,69.6,16,0,12,0.0,29,0,-0.21,7,17,77.4,46.6,43.2,65.6,0,1,30,0,37.9,33.3,81.3,13.8,4,1,0,0,1,1,3.3,137,6.0
Bo Nix,97790,QB,DEN,1,68.2,22,23,1.0,3.02,1,0,0.0,60.9,14,0,16,6.7,34,1,-0.12,9,10,78.7,56.5,51.3,65.5,0,0,35,0,35.3,25.0,78.4,11.8,4,6,0,0,0,0,0.0,141,6.1
C.J. Stroud,129759,QB,HST,1,66.7,21,23,7.0,2.8,0,1,3.8,60.9,14,0,10,0.0,24,0,0.12,7,13,77.1,71.7,69.4,63.9,0,0,27,1,41.7,0.0,97.9,0.0,0,1,1,1,1,0,0.0,169,7.3
J.J. McCarthy,144918,QB,MIN,1,70.0,20,23,8.0,2.65,1,1,4.3,60.9,14,0,8,0.0,26,0,0.23,9,18,76.9,61.4,58.2,74.4,1,0,26,1,46.2,0.0,85.8,0.0,0,1,0,1,0,0,0.0,182,7.9
Josh Johnson,4474,QB,WAS,1,73.7,19,22,6.0,3.01,0,0,0.0,63.6,14,0,9,0.0,28,0,0.19,13,32,27.8,56.0,53.0,62.8,0,1,34,0,57.1,0.0,76.1,0.0,0,6,1,2,1,1,2.9,131,6.0
Baker Mayfield,46518,QB,TB,1,81.8,22,22,7.1,3.54,0,1,4.3,72.7,16,0,13,11.1,28,2,0.44,14,30,25.7,62.8,56.7,72.6,0,1,29,2,57.1,15.4,97.3,7.1,2,4,0,0,1,2,6.9,203,9.2
Aidan O'Connell,60516,QB,LV,1,57.9,19,22,9.3,2.58,0,1,4.3,45.5,10,0,8,9.1,24,1,-0.41,5,23,76.3,65.7,66.9,55.7,1,0,25,0,33.3,12.5,59.3,4.2,1,1,0,2,0,0,0.0,102,4.6
Brady Cook,124199,QB,NYJ,1,66.7,21,22,2.7,2.54,1,0,0.0,50.0,11,0,6,21.4,24,3,-0.42,5,22,76.9,70.6,70.3,59.7,0,0,25,0,29.2,16.7,71.4,4.2,1,1,0,0,1,0,0.0,60,2.7
Shedeur Sanders,131396,QB,CLV,1,70.6,17,22,10.1,3.39,0,1,4.5,50.0,11,0,17,8.3,31,1,-0.31,4,8,26.5,35.7,32.3,71.7,4,0,31,1,35.5,35.3,64.8,19.4,6,2,0,1,0,3,9.7,111,5.0
Drake Maye,143969,QB,NE,1,82.4,17,18,11.4,3.51,0,1,5.3,77.8,14,0,6,0.0,23,0,0.44,10,19,76.1,87.6,81.9,76.1,0,0,24,0,65.2,0.0,129.4,0.0,0,5,0,1,1,0,0.0,191,10.6
Lamar Jackson,46416,QB,BLT,1,73.3,15,18,12.3,3.53,1,2,10.0,61.1,11,0,11,0.0,21,0,0.36,5,3,77.3,91.6,89.7,75.4,1,1,24,0,42.9,27.3,121.5,14.3,3,0,0,1,3,0,0.0,238,13.2
Chris Oladokun,40364,QB,KC,1,80.0,15,17,5.9,3.06,2,0,0.0,64.7,11,0,8,8.3,20,1,-0.75,2,16,17.2,29.9,35.9,43.0,0,0,22,0,25.0,37.5,70.2,15.0,3,0,0,0,0,3,13.6,58,3.4
Shane Buechele,12659,QB,KC,1,63.6,11,14,11.5,3.08,2,1,7.1,50.0,7,0,10,0.0,20,0,-0.32,4,16,75.1,51.2,54.2,55.3,0,0,20,0,20.0,50.0,69.9,25.0,5,1,0,1,0,1,5.0,88,6.3
Joe Milton III,82151,QB,DAL,1,63.6,11,13,7.5,3.09,0,0,0.0,53.8,7,0,5,0.0,15,0,-0.39,3,9,74.8,45.5,37.4,69.5,0,1,16,0,33.3,0.0,38.3,0.0,0,2,0,2,0,1,6.3,73,5.6
Clayton Tune,77652,QB,GB,1,77.8,9,11,3.1,3.08,1,0,0.0,54.5,6,0,8,14.3,17,1,-0.62,2,12,75.1,44.0,32.5,70.0,0,0,18,0,35.3,50.0,60.4,23.5,4,2,0,1,0,1,5.6,34,3.1
Dak Prescott,10769,QB,DAL,1,72.7,11,11,3.9,2.34,0,0,0.0,63.6,7,0,3,12.5,11,1,-0.07,5,9,20.9,43.8,58.9,34.5,0,0,11,0,63.6,0.0,81.6,0.0,0,0,0,0,0,0,0.0,70,6.4
Davis Mills,52269,QB,HST,1,85.7,7,9,4.0,2.41,0,0,0.0,33.3,3,0,5,50.0,10,3,-0.51,3,13,71.4,78.6,71.9,65.6,0,0,10,0,30.0,0.0,46.5,0.0,0,1,0,2,0,0,0.0,36,4.0
Max Brosmer,105568,QB,MIN,1,87.5,8,8,2.5,2.69,0,0,0.0,87.5,7,0,3,0.0,10,0,-0.42,5,18,17.9,35.7,35.9,,0,0,12,0,60.0,66.7,96.4,20.0,2,0,0,0,0,1,8.3,57,7.1
Kenny Pickett,60515,QB,LV,1,25.0,4,4,10.5,3.26,0,0,0.0,25.0,1,0,3,0.0,7,0,-1.16,1,23,69.6,23.9,22.0,63.3,0,1,7,0,14.3,66.7,0.0,28.6,2,1,0,0,0,2,28.6,3,0.8
Joshua Dobbs,11890,QB,NE,1,75.0,4,4,11.0,3.36,0,0,0.0,75.0,3,0,1,0.0,5,0,-0.47,1,19,70.8,45.4,49.1,53.7,0,0,6,0,20.0,0.0,88.5,0.0,0,1,0,0,0,0,0.0,23,5.8
Cam Ward,133244,QB,TEN,1,100.0,3,3,5.7,3.2,0,0,0.0,100.0,3,0,2,0.0,4,0,0.85,2,31,68.4,79.3,76.0,64.9,0,0,4,0,50.0,0.0,118.8,0.0,0,1,0,0,0,0,0.0,52,17.3
Nick Mullens,12282,QB,JAX,1,100.0,2,2,2.0,1.4,0,0,0.0,100.0,2,0,0,0.0,2,0,1.28,2,15,69.1,72.1,71.2,60.5,0,0,2,0,100.0,,100.0,0.0,0,0,0,0,0,0,0.0,16,8.0
Zach Wilson,82096,QB,MIA,1,,0,2,,2.55,0,0,0.0,0.0,0,0,2,,2,0,-0.79,0,17,63.6,55.4,56.0,,1,0,2,0,0.0,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Rigoberto Sanchez,12130,P,IND,1,100.0,1,1,11.0,1.8,0,0,0.0,100.0,1,0,0,0.0,1,0,1.63,1,14,60.4,73.1,68.8,,0,0,1,0,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,16,16.0
Gunner Olszewski,95015,WR,NYG,1,0.0,1,1,12.0,3.4,0,0,0.0,0.0,0,0,0,,1,0,-0.54,0,21,72.8,74.3,49.6,,0,0,1,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Matt Haack,12212,P,ARZ,1,100.0,1,1,19.0,2.2,0,0,0.0,100.0,1,0,0,0.0,1,0,5.88,1,1,60.4,73.1,68.8,,0,0,1,0,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,28,28.0
