player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Aaron Rodgers,2241,QB,PIT,1,70.5,44,47,6.8,2.47,0,2,4.1,66.0,31,0,10,0.0,50,0,0.19,15,25,80.6,69.5,67.3,63.9,0,0,52,0,48.0,20.0,90.2,4.0,2,1,0,3,1,1,1.9,294,6.3
Trey Lance,91399,QB,LAC,1,56.8,37,44,8.9,2.61,0,0,0.0,45.5,20,0,22,4.8,53,1,-0.55,10,27,39.0,36.4,29.7,77.7,2,1,55,1,28.3,18.2,43.4,7.5,4,5,3,2,0,3,5.5,136,3.1
Jared Goff,10635,QB,DET,1,84.8,33,42,5.9,2.52,3,0,0.0,64.3,27,0,16,3.6,44,1,0.23,17,11,79.6,78.2,78.7,,0,1,44,2,52.3,12.5,86.5,4.5,2,0,0,6,1,1,2.3,331,7.9
Tanner McKee,131770,QB,PHI,1,69.7,33,40,9.7,2.93,0,0,0.0,52.5,21,0,20,8.7,45,2,-0.32,13,24,79.9,52.9,54.6,51.5,1,1,46,0,44.4,15.0,68.9,6.7,3,2,0,6,1,1,2.2,241,6.0
Matthew Stafford,4924,QB,LA,1,82.4,34,40,8.9,2.77,0,1,2.4,62.5,25,0,15,10.7,42,3,0.34,16,26,79.6,82.5,81.8,58.3,2,0,44,0,57.1,6.7,114.5,2.4,1,1,1,3,4,2,4.5,259,6.5
Joe Burrow,28022,QB,CIN,1,78.4,37,39,6.0,2.7,1,2,5.0,74.4,29,0,12,0.0,42,0,-0.34,16,7,79.7,82.1,77.7,73.8,0,1,43,1,52.4,16.7,104.2,4.8,2,1,0,1,3,0,0.0,236,6.1
Tyler Shough,83537,QB,NO,1,70.6,34,35,8.4,2.83,0,2,5.4,65.7,23,0,18,4.2,42,1,-0.18,12,20,79.8,54.6,53.6,61.1,0,1,45,0,35.7,22.2,85.3,9.5,4,3,0,1,1,2,4.4,259,7.4
Bryce Young,123943,QB,CAR,1,83.3,30,35,7.6,2.6,0,1,2.7,68.6,24,0,9,4.0,36,1,0.12,13,5,78.8,67.3,66.4,60.0,0,1,38,1,44.4,0.0,98.0,0.0,0,0,1,4,2,1,2.6,266,7.6
Riley Leonard,143862,QB,IND,1,77.4,31,34,10.4,2.78,0,4,11.4,61.8,21,0,14,12.5,38,3,-0.14,12,14,28.4,84.2,79.9,73.4,0,1,39,0,36.8,7.1,94.0,2.6,1,2,0,3,2,2,5.1,270,7.9
Caleb Williams,144622,QB,CHI,1,78.6,28,33,8.0,2.95,1,1,2.9,60.6,20,0,12,9.1,35,2,-0.17,10,6,27.8,57.7,58.0,58.3,0,1,37,1,51.4,8.3,86.9,2.9,1,1,0,4,2,3,8.1,212,6.4
