player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Amon-Ra St. Brown,84470,WR,DET,1,9.6,1,78.6,33.3,1,3,0,0.0,0,8,11,0,78.7,71.5,89.2,,88.3,0.0,0,1,30,0.0,0,43,0,11,100.0,43,67.4,29,78.3,14,0,32.6,14,139,46,4.2,12.6,3.23
Colston Loveland,158540,TE,CHI,1,7.6,1,76.9,50.0,2,4,0,0.0,0,4,6,0,78.0,71.1,80.6,65.9,79.2,30.3,10,0,27,3.0,1,33,0,10,90.9,30,33.3,11,121.0,13,1,36.4,12,91,28,2.8,9.1,3.03
Keenan Allen,7857,WR,LAC,1,7.6,1,53.8,50.0,1,2,0,0.0,0,2,27,0,75.6,69.5,65.9,,65.1,0.0,0,0,8,0.0,0,31,0,7,96.8,30,41.9,13,59.5,13,0,58.1,18,36,32,4.6,5.1,1.2
Justin Jefferson,61398,WR,MIN,1,6.9,2,80.0,,0,0,0,0.0,0,5,18,0,76.5,70.1,88.8,,85.2,0.0,0,0,18,0.0,0,31,0,8,100.0,31,29.0,9,108.8,10,0,71.0,22,101,53,6.6,12.6,3.26
Elic Ayomanor,157263,WR,TEN,1,11.2,1,30.0,100.0,1,1,0,0.0,0,2,31,0,70.5,65.8,64.1,,62.1,2.9,1,1,39,0.0,0,35,0,3,97.1,34,20.0,7,8.3,10,0,77.1,27,50,14,4.7,16.7,1.47
Ja'Marr Chase,84270,WR,CIN,1,8.9,1,80.0,100.0,1,1,0,0.0,0,7,7,0,76.5,70.1,90.3,,90.2,0.0,0,0,21,0.0,0,43,0,8,97.7,42,14.0,6,140.0,10,1,81.4,35,96,48,6.0,12.0,2.29
Puka Nacua,100632,WR,LA,1,5.2,2,100.0,100.0,1,1,0,0.0,0,5,26,0,78.7,72.7,93.1,,92.3,5.9,2,0,17,0.0,0,34,0,10,94.1,32,35.3,12,131.7,10,1,58.8,20,76,30,3.0,7.6,2.38
Tyrone Tracy,84226,HB,NYG,1,2.0,4,88.9,0.0,0,1,0,0.0,0,4,21,1,77.3,27.0,71.8,0.0,85.2,0.0,0,0,14,2.9,1,35,0,8,91.4,32,5.7,2,129.6,9,1,8.6,3,56,65,8.1,7.0,1.75
Gunner Olszewski,95015,WR,NYG,1,8.6,0,88.9,100.0,1,1,0,0.0,0,5,21,0,76.5,72.8,74.3,,80.2,0.0,0,0,28,0.0,0,42,1,8,88.1,37,69.0,29,113.9,9,0,31.0,13,102,59,7.4,12.8,2.76
Kevin Austin Jr.,84345,WR,NO,1,6.8,0,44.4,0.0,0,3,0,20.0,1,2,20,0,45.8,68.0,62.2,,60.4,2.3,1,0,15,0.0,0,43,0,4,95.3,41,27.9,12,56.3,9,0,69.8,30,37,16,4.0,9.3,0.9
Xavier Hutchinson,122518,WR,HST,1,9.1,0,55.6,0.0,0,1,0,16.7,1,3,13,0,45.8,68.0,69.1,62.3,67.2,2.9,1,0,33,2.9,1,34,0,5,94.1,32,11.8,4,87.3,9,0,85.3,29,84,34,6.8,16.8,2.63
Cade Otton,61071,TE,TB,1,5.6,1,77.8,50.0,1,2,0,0.0,0,5,30,0,75.6,69.5,83.3,39.2,82.1,53.6,15,0,22,17.9,5,28,1,7,78.6,22,35.7,10,147.2,9,1,10.7,3,94,52,7.4,13.4,4.27
Parker Washington,129799,WR,JAX,1,13.6,2,55.6,75.0,3,4,0,0.0,0,3,15,0,73.4,73.3,85.0,,84.0,0.0,0,0,29,0.0,0,32,0,5,90.6,29,56.3,18,125.7,9,1,43.8,14,87,19,3.8,17.4,3.0
Tee Higgins,61211,WR,CIN,1,12.9,2,66.7,50.0,2,4,0,0.0,0,4,7,0,74.6,68.8,76.7,,75.5,0.0,0,1,21,0.0,0,41,0,6,97.6,40,17.1,7,86.1,9,1,82.9,34,67,10,1.7,11.2,1.68
Kenneth Gainwell,77737,HB,PIT,1,0.2,1,88.9,,0,0,0,0.0,0,4,25,0,77.3,74.2,64.2,77.1,72.7,7.1,3,0,15,4.8,2,42,1,8,90.5,38,9.5,4,96.3,9,0,11.9,5,64,65,8.1,8.0,1.68
Jaxon Smith-Njigba,129758,WR,SEA,1,12.6,2,75.0,,0,0,0,0.0,0,5,29,0,74.6,68.8,76.7,,77.5,0.0,0,0,19,0.0,0,30,0,6,93.3,28,40.0,12,108.3,8,0,53.3,16,84,24,4.0,14.0,3.0
Jameson Williams,101701,WR,DET,1,4.1,1,75.0,100.0,1,1,0,14.3,1,3,11,0,49.2,68.8,75.5,,75.2,0.0,0,0,23,0.0,0,43,0,6,100.0,43,34.9,15,103.1,8,0,62.8,27,74,47,7.8,12.3,1.72
Trey McBride,75916,TE,ARZ,1,5.0,1,87.5,0.0,0,1,0,0.0,0,1,1,0,75.6,69.5,62.1,,58.5,31.7,13,0,29,0.0,0,41,0,7,95.1,39,58.5,24,100.5,8,0,9.8,4,65,31,4.4,9.3,1.67
Kyle Pitts,83964,TE,ATL,1,4.9,1,75.0,100.0,2,2,0,0.0,0,6,2,0,74.6,70.1,71.0,69.6,82.3,52.8,19,1,15,2.8,1,36,0,6,94.4,34,30.6,11,55.2,8,0,16.7,6,58,25,4.2,9.7,1.71
Jahan Dotson,84375,WR,PHI,1,17.6,0,37.5,,0,0,0,0.0,0,2,24,0,70.5,65.8,63.8,,63.0,2.3,1,1,16,0.0,0,44,0,3,97.7,43,31.8,14,14.6,8,0,65.9,29,40,5,1.7,13.3,0.93
Michael Wilson,84423,WR,ARZ,1,18.8,0,62.5,0.0,0,2,0,0.0,0,4,1,0,75.6,69.5,80.0,,78.5,0.0,0,1,43,0.0,0,38,1,5,94.7,36,7.9,3,105.7,8,1,92.1,35,99,22,4.4,19.8,2.75
Darius Slayton,25578,WR,NYG,1,7.8,1,50.0,,0,0,0,20.0,1,3,21,0,49.2,68.8,61.3,,61.1,0.0,0,0,17,0.0,0,41,1,4,90.2,37,12.2,5,61.5,8,0,87.8,36,34,17,4.3,8.5,0.92
Drake London,86519,WR,ATL,1,14.8,0,50.0,25.0,1,4,0,20.0,1,4,2,0,42.1,67.0,68.9,,69.7,0.0,0,0,37,0.0,0,37,0,4,100.0,37,45.9,17,124.0,8,1,54.1,20,78,10,2.5,19.5,2.11
Tyler Warren,129798,TE,IND,1,4.0,0,62.5,0.0,0,1,0,0.0,0,2,14,0,73.4,68.0,49.5,70.5,58.7,50.0,16,1,9,6.3,2,32,0,5,93.8,30,28.1,9,28.1,8,0,12.5,4,26,16,3.2,5.2,0.87
Calvin Austin III,61418,WR,PIT,1,15.1,0,42.9,0.0,0,2,0,0.0,0,3,25,0,70.5,70.0,69.6,,68.4,0.0,0,0,26,0.0,0,34,0,3,97.1,33,35.3,12,110.1,7,1,64.7,22,55,11,3.7,18.3,1.67
Darnell Mooney,48236,WR,ATL,1,12.6,0,42.9,0.0,0,2,0,0.0,0,1,2,0,70.5,65.8,54.6,,54.5,0.0,0,0,10,0.0,0,36,0,3,97.2,35,22.2,8,50.3,7,0,77.8,28,20,-2,-0.7,6.7,0.57
Colby Parkinson,52266,TE,LA,1,8.9,0,57.1,0.0,0,2,0,33.3,2,2,26,0,28.7,67.0,68.2,75.4,60.7,72.2,26,0,21,13.9,5,36,0,4,83.3,30,11.1,4,110.7,7,2,13.9,5,36,24,6.0,9.0,1.2
Marquez Valdes-Scantling,47809,WR,PIT,1,10.4,0,71.4,0.0,0,1,0,0.0,0,2,25,0,73.4,68.0,59.5,,59.1,0.0,0,0,13,0.0,0,45,0,5,95.6,43,6.7,3,81.8,7,0,93.3,42,34,14,2.8,6.8,0.79
Jalen Coker,143068,WR,CAR,1,8.0,0,85.7,100.0,2,2,0,0.0,0,2,5,0,74.6,68.8,65.5,,65.1,0.0,0,0,18,0.0,0,36,0,6,94.4,34,52.8,19,134.2,7,1,47.2,17,47,1,0.2,7.8,1.38
Isaiah Williams,97156,WR,NYJ,1,2.7,0,71.4,100.0,1,1,0,0.0,0,2,22,0,73.4,73.5,70.8,,70.7,0.0,0,0,13,0.0,0,15,0,5,100.0,15,66.7,10,75.9,7,0,33.3,5,24,5,1.0,4.8,1.6
