player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Terry McLaurin,48229,WR,WAS,1,16.3,0,50.0,0.0,0,1,0,12.5,1,6,32,0,54.9,70.1,78.5,,79.7,0.0,0,0,20,0.0,0,37,1,7,89.2,33,16.2,6,96.1,14,1,83.8,31,96,10,1.4,13.7,2.91
Ja'Marr Chase,84270,WR,CIN,1,12.9,1,50.0,50.0,1,2,0,0.0,0,5,7,0,75.6,69.5,78.2,,77.3,0.0,0,0,43,0.0,0,51,0,7,98.0,50,23.5,12,76.5,14,0,76.5,39,110,7,1.0,15.7,2.2
Zach Ertz,7816,TE,WAS,1,10.3,1,71.4,66.7,2,3,0,9.1,1,6,32,0,58.5,71.1,63.7,,65.8,25.5,12,0,21,0.0,0,47,0,10,91.5,43,61.7,29,93.2,14,0,10.6,5,106,39,3.9,10.6,2.47
A.J. Brown,48327,WR,PHI,1,12.3,0,83.3,100.0,2,2,0,0.0,0,7,24,0,78.7,71.5,90.2,,90.3,0.0,0,1,33,0.0,0,36,2,10,91.7,33,19.4,7,117.4,12,2,80.6,29,132,23,2.3,13.2,4.0
Rashee Rice,97605,WR,KC,1,5.6,2,66.7,66.7,2,3,0,11.1,1,5,16,0,54.5,19.3,65.8,,72.8,0.0,0,0,28,0.0,0,42,0,8,88.1,37,31.0,13,129.2,12,2,69.0,29,92,70,8.8,11.5,2.49
George Pickens,99229,WR,DAL,1,9.7,2,50.0,0.0,0,1,0,14.3,1,3,9,1,52.1,17.7,69.1,,68.4,0.0,0,1,39,0.0,0,40,0,6,85.0,34,7.5,3,39.6,12,0,92.5,37,88,47,7.8,14.7,2.59
Adonai Mitchell,146712,WR,NYJ,1,14.8,0,72.7,100.0,1,1,0,0.0,0,4,22,0,76.5,70.1,76.0,,74.9,0.0,0,0,52,0.0,0,42,0,8,95.2,40,31.0,13,131.6,11,1,69.0,29,102,1,0.1,12.8,2.55
Jameson Williams,101701,WR,DET,1,8.2,4,70.0,,0,0,0,12.5,1,6,11,0,52.5,70.3,91.2,,90.9,0.0,0,0,44,0.0,0,32,0,7,96.9,31,15.6,5,145.8,10,1,84.4,27,144,86,12.3,20.6,4.65
Jordan Addison,123000,WR,MIN,1,10.3,0,50.0,,0,0,0,16.7,1,2,18,0,45.8,68.0,58.8,,58.3,0.0,0,1,11,0.0,0,34,0,5,97.1,33,23.5,8,19.2,10,0,76.5,26,36,6,1.2,7.2,1.09
Christian Watson,66581,WR,GB,1,18.5,0,40.0,33.3,2,6,0,0.0,0,4,12,0,72.1,68.3,79.4,,81.2,0.0,0,0,51,0.0,0,29,0,4,93.1,27,48.3,14,102.1,10,1,51.7,15,80,5,1.3,20.0,2.96
Evan Engram,11778,TE,DEN,1,4.7,1,66.7,0.0,0,1,0,14.3,1,3,10,0,49.2,68.8,67.9,,67.8,45.5,15,0,41,0.0,0,33,0,6,100.0,33,36.4,12,94.2,9,0,18.2,6,79,60,10.0,13.2,2.39
Puka Nacua,100632,WR,LA,1,5.6,1,66.7,66.7,2,3,0,14.3,1,3,26,0,49.7,68.8,77.3,,74.1,3.8,1,1,31,0.0,0,26,0,6,100.0,26,30.8,8,51.4,9,0,65.4,17,72,43,7.2,12.0,2.77
Trey McBride,75916,TE,ARZ,1,10.7,0,88.9,,0,0,0,0.0,0,3,1,0,76.5,70.1,61.8,,64.9,31.0,13,0,20,0.0,0,42,0,8,100.0,42,57.1,24,141.7,9,1,11.9,5,82,26,3.3,10.3,1.95
Nico Collins,61441,WR,HST,1,18.6,0,55.6,,0,0,0,0.0,0,5,13,0,73.4,69.1,82.6,,79.9,0.0,0,0,29,0.0,0,33,0,5,90.9,30,33.3,11,93.8,9,0,66.7,22,98,42,8.4,19.6,3.27
CeeDee Lamb,61570,WR,DAL,1,12.4,0,77.8,100.0,2,2,0,0.0,0,4,9,0,76.5,70.1,79.1,,78.2,0.0,0,0,51,0.0,0,42,0,7,83.3,35,40.5,17,155.6,9,1,59.5,25,112,34,4.9,16.0,3.2
John Metchie III,97400,WR,NYJ,1,5.9,0,50.0,0.0,0,2,0,33.3,2,0,22,0,28.6,68.3,41.6,68.1,43.8,0.0,0,0,7,2.3,1,43,1,4,93.0,40,41.9,18,56.3,8,0,58.1,25,19,11,2.8,4.8,0.48
Wan'Dale Robinson,101735,WR,NYG,1,4.6,2,87.5,50.0,1,2,0,0.0,0,0,21,0,75.6,69.5,55.7,,55.0,0.0,0,0,8,0.0,0,33,0,7,90.9,30,75.8,25,84.4,8,0,21.2,7,34,21,3.0,4.9,1.13
Theo Johnson,129787,TE,NYG,1,13.5,0,37.5,50.0,2,4,0,25.0,1,1,21,0,36.2,65.8,44.9,34.0,51.1,29.0,9,0,18,16.1,5,31,2,3,77.4,24,48.4,15,48.4,8,0,16.1,5,29,2,0.7,9.7,1.21
Mitchell Tinsley,123470,WR,CIN,1,15.9,0,25.0,25.0,1,4,0,50.0,2,1,7,0,27.3,67.1,37.4,65.0,39.0,3.0,1,0,14,3.0,1,33,0,2,93.9,31,12.1,4,39.6,8,0,81.8,27,22,9,4.5,11.0,0.71
Kyle Pitts,83964,TE,ATL,1,4.3,1,87.5,0.0,0,1,0,0.0,0,5,2,0,75.6,69.5,82.8,75.7,86.3,51.4,18,0,24,11.4,4,35,0,7,85.7,30,37.1,13,109.4,8,0,11.4,4,82,62,8.9,11.7,2.73
DeVonta Smith,61100,WR,PHI,1,9.4,0,62.5,0.0,0,1,0,0.0,0,2,24,0,73.4,68.0,65.2,,64.7,0.0,0,0,30,0.0,0,35,0,5,91.4,32,68.6,24,79.2,8,0,31.4,11,48,17,3.4,9.6,1.5
Devaughn Vele,100637,WR,NO,1,12.0,0,100.0,100.0,3,3,0,0.0,0,6,20,0,76.5,70.1,86.5,39.6,85.3,4.7,2,0,15,2.3,1,43,0,8,90.7,39,34.9,15,154.7,8,1,60.5,26,93,6,0.8,11.6,2.38
Emeka Egbuka,145055,WR,TB,1,10.5,2,50.0,,0,0,0,20.0,1,1,30,0,45.8,68.0,61.7,,62.0,0.0,0,0,23,0.0,0,36,0,4,94.4,34,30.6,11,65.6,8,0,69.4,25,42,18,4.5,10.5,1.24
Dalton Schultz,47304,TE,HST,1,5.0,0,100.0,,0,0,0,0.0,0,2,13,0,75.6,69.5,69.0,28.8,72.3,56.8,21,0,14,10.8,4,37,1,7,83.8,31,21.6,8,99.4,7,0,18.9,7,55,20,2.9,7.9,1.77
Marvin Harrison Jr.,145056,WR,ARZ,1,12.4,0,85.7,100.0,2,2,0,0.0,0,4,1,0,74.6,68.8,75.3,,73.8,0.0,0,0,21,0.0,0,29,0,6,100.0,29,24.1,7,107.7,7,0,75.9,22,69,10,1.7,11.5,2.38
Chase Brown,77787,HB,CIN,1,-1.7,2,100.0,,0,0,0,0.0,0,1,7,0,75.6,77.4,60.9,29.0,71.3,0.0,0,0,9,12.1,4,33,0,7,84.8,28,12.1,4,87.5,7,0,0.0,0,35,47,6.7,5.0,1.25
Juwan Johnson,28305,TE,NO,1,5.0,2,71.4,0.0,0,2,0,0.0,0,2,20,0,73.4,68.0,62.8,73.5,62.0,30.0,12,0,11,12.5,5,40,0,5,80.0,32,55.0,22,84.8,7,0,12.5,5,39,19,3.8,7.8,1.22
Pat Bryant,144800,WR,DEN,1,10.4,0,42.9,66.7,2,3,0,25.0,1,2,10,0,42.1,67.0,60.3,,61.0,5.3,2,1,21,0.0,0,38,1,3,97.4,37,55.3,21,23.2,7,0,34.2,13,42,19,6.3,14.0,1.14
Gunnar Helm,144726,TE,TEN,1,5.7,0,85.7,50.0,1,2,0,0.0,0,0,31,0,74.6,68.8,53.3,,55.7,43.5,10,0,6,0.0,0,23,0,6,95.7,22,47.8,11,80.4,7,0,8.7,2,23,3,0.5,3.8,1.05
Michael Wilson,84423,WR,ARZ,1,12.7,0,42.9,100.0,1,1,0,0.0,0,3,1,0,70.5,65.8,61.6,,63.7,2.3,1,1,16,0.0,0,43,0,3,100.0,43,20.9,9,19.6,7,0,76.7,33,36,9,3.0,12.0,0.84
Bijan Robinson,123126,HB,ATL,1,-1.0,2,71.4,0.0,0,2,0,0.0,0,1,2,0,73.4,78.6,70.0,25.4,58.5,0.0,0,0,42,18.2,6,33,0,5,78.8,26,24.2,8,92.0,7,0,3.0,1,51,68,13.6,10.2,1.96
Deebo Samuel,48274,WR,WAS,1,8.6,0,71.4,100.0,1,1,0,0.0,0,3,32,0,73.4,21.9,64.6,,65.5,0.0,0,0,38,0.0,0,47,0,5,91.5,43,63.8,30,99.7,7,0,31.9,15,64,22,4.4,12.8,1.49
Dontayvion Wicks,99711,WR,GB,1,12.7,0,85.7,66.7,2,3,0,0.0,0,5,12,0,74.6,68.8,91.7,,91.1,8.3,2,0,30,0.0,0,24,0,6,95.8,23,45.8,11,158.3,7,2,45.8,11,94,12,2.0,15.7,4.09
Zay Flowers,97268,WR,BLT,1,14.3,0,28.6,0.0,0,1,0,0.0,0,0,3,1,70.5,13.9,42.8,,40.5,0.0,0,0,5,0.0,0,39,1,2,94.9,37,25.6,10,39.6,7,0,74.4,29,6,0,0.0,3.0,0.16
Luther Burden III,157170,WR,CHI,1,4.5,2,66.7,,0,0,0,0.0,0,1,6,0,72.1,68.3,57.9,,60.6,0.0,0,0,11,0.0,0,25,0,4,92.0,23,76.0,19,80.6,6,0,24.0,6,33,26,6.5,8.3,1.43
Isaiah Likely,83955,TE,BLT,1,10.3,2,83.3,,0,0,0,0.0,0,1,3,1,73.4,14.0,62.6,27.4,64.0,4.0,1,0,43,4.0,1,25,0,5,88.0,22,84.0,21,118.8,6,0,12.0,3,95,42,8.4,19.0,4.32
Hunter Henry,10669,TE,NE,1,8.2,1,66.7,50.0,2,4,0,0.0,0,4,19,0,73.4,68.0,83.4,70.6,84.0,33.3,11,0,36,9.1,3,33,0,4,84.8,28,45.5,15,108.3,6,0,18.2,6,73,38,9.5,18.3,2.61
Ashton Jeanty,157196,HB,LV,1,-3.2,5,100.0,,0,0,0,0.0,0,0,23,0,74.6,76.6,59.2,14.0,71.5,0.0,0,0,8,13.8,4,29,0,6,79.3,23,3.4,1,87.5,6,0,3.4,1,30,49,8.2,5.0,1.3
Rome Odunze,73774,WR,CHI,1,8.7,0,33.3,50.0,1,2,0,0.0,0,1,6,0,68.3,66.8,54.8,,55.0,0.0,0,0,5,0.0,0,37,0,2,94.6,35,48.6,18,42.4,6,0,51.4,19,8,1,0.5,4.0,0.23
Xavier Worthy,144718,WR,KC,1,11.3,0,66.7,,0,0,0,0.0,0,1,16,0,72.1,69.4,59.3,,58.0,0.0,0,0,42,0.0,0,39,1,4,87.2,34,20.5,8,100.0,6,0,79.5,31,61,24,6.0,15.3,1.79
Travis Kelce,7844,TE,KC,1,10.3,1,83.3,100.0,1,1,0,0.0,0,2,16,0,45.8,68.0,61.6,70.2,69.6,21.4,9,0,22,4.8,2,42,0,5,83.3,35,57.1,24,137.5,6,1,19.0,8,45,20,4.0,9.0,1.29
T.J. Hockenson,40912,TE,MIN,1,4.7,0,100.0,100.0,2,2,0,0.0,0,3,18,0,74.6,68.8,73.0,26.0,76.5,45.5,15,0,29,9.1,3,33,0,6,87.9,29,33.3,11,107.6,6,0,21.2,7,59,31,5.2,9.8,2.03
Ladd McConkey,124030,WR,LAC,1,9.5,0,66.7,,0,0,0,0.0,0,2,27,0,72.1,67.0,62.0,,63.9,0.0,0,1,15,0.0,0,25,0,4,100.0,25,56.0,14,84.7,6,1,44.0,11,39,6,1.5,9.8,1.56
Xavier Hutchinson,122518,WR,HST,1,20.7,1,33.3,0.0,0,1,1,0.0,0,2,13,0,68.3,64.0,68.8,36.3,71.4,0.0,0,1,24,4.3,1,23,1,2,82.6,19,47.8,11,17.4,6,0,52.2,12,39,16,8.0,19.5,2.05
Mark Andrews,47436,TE,BLT,1,8.3,1,66.7,,0,0,0,0.0,0,2,3,0,72.1,67.0,67.2,,65.5,3.6,1,1,19,0.0,0,28,0,4,92.9,26,85.7,24,50.7,6,0,10.7,3,47,17,4.3,11.8,1.81
Jakobi Meyers,47468,WR,JAX,1,7.8,0,100.0,100.0,1,1,1,0.0,0,4,15,0,74.6,69.8,74.7,,80.2,0.0,0,0,50,0.0,0,33,2,6,90.9,30,18.2,6,158.3,6,1,81.8,27,90,46,7.7,15.0,3.0
Jauan Jennings,48027,WR,SF,1,12.8,0,66.7,50.0,2,4,0,0.0,0,4,28,0,72.1,67.0,72.7,,73.7,0.0,0,0,13,0.0,0,31,0,4,93.5,29,35.5,11,124.3,6,1,64.5,20,39,2,0.5,9.8,1.34
Courtland Sutton,48164,WR,DEN,1,10.3,0,83.3,,0,0,0,0.0,0,3,10,0,73.4,68.0,63.8,,64.0,0.0,0,0,31,0.0,0,41,0,5,97.6,40,26.8,11,149.3,6,1,73.2,30,62,9,1.8,12.4,1.55
Colston Loveland,158540,TE,CHI,1,10.3,0,50.0,50.0,1,2,0,0.0,0,2,6,0,70.5,65.8,70.8,66.2,70.2,46.4,13,0,13,3.6,1,28,0,3,92.9,26,32.1,9,63.2,6,0,21.4,6,28,2,0.7,9.3,1.08
Tyjae Spears,97195,HB,TEN,1,0.2,1,100.0,100.0,1,1,0,0.0,0,2,31,0,75.6,71.1,72.1,35.1,84.0,0.0,0,0,10,15.4,4,26,0,6,76.9,20,15.4,4,84.0,6,0,7.7,2,25,24,4.0,4.2,1.25
Jake Ferguson,61081,TE,DAL,1,4.7,0,83.3,0.0,0,1,0,0.0,0,2,9,0,73.4,68.0,61.7,74.1,61.6,52.6,20,0,11,5.3,2,38,1,5,78.9,30,44.7,17,91.7,6,0,2.6,1,36,30,6.0,7.2,1.2
Justin Jefferson,61398,WR,MIN,1,7.8,0,33.3,0.0,0,2,0,0.0,0,0,18,0,68.3,64.0,51.6,,51.6,0.0,0,1,8,0.0,0,35,0,2,97.1,34,31.4,11,2.8,6,0,65.7,23,4,9,4.5,2.0,0.12
