player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Puka Nacua,100632,WR,LA,1,13.5,2,50.0,25.0,1,4,0,14.3,1,3,26,0,49.2,68.8,75.5,,73.8,0.0,0,0,37,0.0,0,45,0,6,97.8,44,28.9,13,77.4,12,0,66.7,30,97,31,5.2,16.2,2.2
Amon-Ra St. Brown,84470,WR,DET,1,8.7,1,80.0,100.0,1,1,0,11.1,1,7,11,0,54.5,70.1,80.3,,78.2,0.0,0,0,34,0.0,0,46,0,8,100.0,46,69.6,32,118.8,10,0,28.3,13,137,62,7.8,17.1,2.98
Jahmyr Gibbs,122474,HB,DET,1,5.2,1,60.0,0.0,0,1,0,14.3,1,5,11,0,49.7,76.0,78.9,73.4,66.3,0.0,0,1,23,2.6,1,38,1,6,97.4,37,31.6,12,41.7,10,0,2.6,1,70,51,8.5,11.7,1.89
Tyler Higbee,10744,TE,LA,1,2.8,0,77.8,100.0,2,2,0,12.5,1,3,26,0,52.1,69.5,63.4,76.7,60.8,70.2,33,0,20,10.6,5,47,0,7,87.2,41,6.4,3,128.7,9,1,23.4,11,54,37,5.3,7.7,1.32
Nico Collins,61441,WR,HST,1,12.5,0,62.5,40.0,2,5,0,0.0,0,5,13,0,73.4,68.0,85.5,,84.1,2.6,1,0,24,0.0,0,39,0,5,94.9,37,12.8,5,96.4,8,0,84.6,33,81,5,1.0,16.2,2.19
Dyami Brown,77986,WR,WAS,1,12.1,0,75.0,33.3,1,3,0,0.0,0,3,32,1,74.6,16.9,65.7,,63.7,0.0,0,0,42,0.0,0,29,0,6,96.6,28,27.6,8,115.6,8,0,72.4,21,98,31,5.2,16.3,3.5
Travis Kelce,7844,TE,KC,1,8.8,2,87.5,0.0,0,1,0,0.0,0,5,16,0,76.5,70.1,91.0,72.5,91.1,24.1,7,0,49,6.9,2,29,0,7,86.2,25,44.8,13,158.3,8,1,27.6,8,117,59,8.4,16.7,4.68
Sam LaPorta,101690,TE,DET,1,5.3,0,85.7,,0,0,0,0.0,0,3,11,0,74.6,68.8,65.0,65.7,68.4,39.1,18,0,14,2.2,1,46,1,6,97.8,45,34.8,16,136.6,7,1,26.1,12,51,22,3.7,8.5,1.13
A.J. Brown,48327,WR,PHI,1,14.1,0,28.6,50.0,1,2,0,50.0,2,2,24,0,27.3,64.0,53.0,,52.9,0.0,0,0,9,0.0,0,31,0,2,96.8,30,9.7,3,39.6,7,0,90.3,28,14,3,1.5,7.0,0.47
Mark Andrews,47436,TE,BLT,1,8.3,0,71.4,,0,0,0,16.7,1,3,3,1,28.1,18.0,58.8,65.6,51.6,10.0,3,0,19,3.3,1,30,0,5,90.0,27,60.0,18,97.9,7,0,30.0,9,61,15,3.0,12.2,2.26
Khalil Shakir,84140,WR,BUF,1,7.1,1,85.7,100.0,1,1,0,0.0,0,2,4,0,74.6,68.8,79.9,,78.3,0.0,0,0,34,0.0,0,20,0,6,90.0,18,65.0,13,106.5,7,0,35.0,7,67,23,3.8,11.2,3.72
Demarcus Robinson,10760,WR,LA,1,17.1,0,42.9,33.3,1,3,0,25.0,1,3,26,0,36.2,65.8,64.9,,64.2,0.0,0,0,48,0.0,0,48,0,3,97.9,47,43.8,21,81.8,7,0,56.3,27,74,7,2.3,24.7,1.57
Cooper Kupp,11824,WR,LA,1,13.7,0,71.4,50.0,1,2,0,0.0,0,3,26,0,73.4,68.0,64.3,32.7,64.6,0.0,0,0,30,0.0,0,50,0,5,98.0,49,60.0,30,97.9,7,0,40.0,20,61,12,2.4,12.2,1.24
Xavier Worthy,144718,WR,KC,1,1.5,1,83.3,100.0,1,1,0,16.7,1,2,16,0,45.8,69.1,63.9,,64.0,3.3,1,0,21,0.0,0,30,0,5,93.3,28,63.3,19,97.9,6,0,33.3,10,45,32,6.4,9.0,1.61
Xavier Hutchinson,122518,WR,HST,1,10.3,0,66.7,50.0,1,2,0,20.0,1,1,13,0,42.1,70.1,73.4,,70.4,0.0,0,0,17,0.0,0,28,0,4,96.4,27,17.9,5,93.8,6,0,82.1,23,52,16,4.0,13.0,1.93
Rashod Bateman,84296,WR,BLT,1,16.0,1,80.0,,0,0,0,0.0,0,2,3,0,72.1,67.0,72.7,,69.4,0.0,0,1,42,0.0,0,26,0,4,92.3,24,11.5,3,118.8,5,1,88.5,23,66,8,2.0,16.5,2.75
Isaiah Likely,83955,TE,BLT,1,17.4,0,80.0,,0,0,0,0.0,0,2,3,0,72.1,67.0,74.4,69.0,70.6,27.6,8,0,39,6.9,2,29,0,4,86.2,25,62.1,18,158.3,5,1,10.3,3,73,16,4.0,18.3,2.92
Zach Ertz,7816,TE,WAS,1,4.6,1,100.0,100.0,1,1,0,0.0,0,2,32,0,73.4,69.5,64.5,69.6,70.8,38.7,12,0,10,6.5,2,31,0,5,93.5,29,51.6,16,129.6,5,1,6.5,2,28,6,1.2,5.6,0.97
Terry McLaurin,48229,WR,WAS,1,1.6,3,80.0,,0,0,0,0.0,0,4,32,0,72.1,67.0,77.7,66.3,77.1,0.0,0,0,58,2.8,1,36,0,4,94.4,34,16.7,6,158.3,5,1,83.3,30,87,82,20.5,21.8,2.56
Tim Patrick,12087,WR,DET,1,14.0,1,25.0,0.0,0,1,0,50.0,1,1,11,0,28.8,61.2,62.1,,59.8,0.0,0,2,22,0.0,0,19,0,1,100.0,19,10.5,2,10.4,4,0,89.5,17,22,18,18.0,22.0,1.16
Jameson Williams,101701,WR,DET,1,28.8,0,25.0,,0,0,0,0.0,0,1,11,0,64.7,66.2,57.7,,55.6,0.0,0,1,19,0.0,0,42,0,1,97.6,41,28.6,12,7.3,4,0,71.4,30,19,0,0.0,19.0,0.46
Saquon Barkley,45791,HB,PHI,1,0.0,0,100.0,,0,0,0,0.0,0,1,24,0,72.1,79.1,68.0,82.7,65.6,0.0,0,0,16,14.3,4,28,0,4,78.6,22,3.6,1,94.8,4,0,0.0,0,27,27,6.8,6.8,1.23
Dallas Goedert,47272,TE,PHI,1,6.3,0,100.0,,0,0,0,0.0,0,2,24,0,73.4,68.0,64.9,,70.8,40.0,12,0,31,0.0,0,30,0,4,93.3,28,56.7,17,118.8,4,0,3.3,1,56,31,7.8,14.0,2.0
Dalton Schultz,47304,TE,HST,1,12.0,0,100.0,100.0,1,1,0,0.0,0,3,13,0,72.1,67.0,61.9,12.1,82.5,58.3,21,0,34,16.7,6,36,2,4,77.8,28,27.8,10,118.8,4,0,13.9,5,63,15,3.8,15.8,2.25
Austin Ekeler,12164,HB,WAS,1,-3.8,3,100.0,,0,0,0,0.0,0,1,32,0,72.1,72.4,90.8,79.8,90.9,0.0,0,0,24,11.1,2,18,0,4,88.9,16,33.3,6,109.4,4,0,16.7,3,41,56,14.0,10.3,2.56
DeVonta Smith,61100,WR,PHI,1,2.3,0,100.0,,0,0,0,0.0,0,0,24,0,72.1,67.0,56.6,,54.3,0.0,0,0,7,0.0,0,31,0,4,93.5,29,41.9,13,88.5,4,0,58.1,18,21,12,3.0,5.3,0.72
Joe Mixon,11803,HB,HST,1,-1.0,0,66.7,,0,0,0,0.0,0,1,13,0,68.3,77.1,69.0,75.7,57.7,0.0,0,0,6,6.3,1,16,0,2,87.5,14,12.5,2,74.3,3,0,6.3,1,12,15,7.5,6.0,0.86
James Cook,83666,HB,BUF,1,-2.7,0,100.0,,0,0,0,0.0,0,0,4,0,70.5,76.7,63.3,73.0,63.3,0.0,0,0,7,7.7,1,13,0,3,92.3,12,0.0,0,87.5,3,0,0.0,0,15,23,7.7,5.0,1.25
Noah Gray,60878,TE,KC,1,3.3,0,100.0,100.0,2,2,0,0.0,0,0,16,0,70.5,65.8,51.3,,54.7,50.0,8,0,6,0.0,0,16,0,3,93.8,15,31.3,5,84.7,3,0,12.5,2,13,3,1.0,4.3,0.87
Kalif Raymond,11028,WR,DET,1,4.3,0,100.0,,0,0,0,0.0,0,2,11,0,70.5,67.9,66.2,,65.3,0.0,0,0,15,0.0,0,26,0,3,100.0,26,38.5,10,118.1,3,0,61.5,16,37,24,8.0,12.3,1.42
Jared Wayne,99691,WR,HST,1,17.0,0,0.0,,0,0,0,,0,0,13,0,,,47.2,,47.4,0.0,0,0,0,0.0,0,15,0,0,100.0,15,26.7,4,39.6,2,0,73.3,11,0,0,,,0.0
Jamison Crowder,9538,WR,WAS,1,5.5,1,100.0,,0,0,0,0.0,0,1,32,0,68.3,64.0,73.9,,73.3,0.0,0,0,13,0.0,0,11,0,2,100.0,11,81.8,9,118.8,2,0,18.2,2,25,14,7.0,12.5,2.27
Derrick Henry,10679,HB,BLT,1,8.5,0,0.0,,0,0,0,100.0,2,0,3,0,25.5,75.8,60.0,44.1,24.2,0.0,0,0,0,37.5,6,16,0,0,56.3,9,6.3,1,39.6,2,0,0.0,0,0,0,,,0.0
Curtis Samuel,11795,WR,BUF,1,1.5,0,100.0,,0,0,0,0.0,0,1,4,0,70.5,65.8,67.7,,67.4,0.0,0,0,8,0.0,0,11,0,2,90.9,10,36.4,4,85.4,2,0,54.5,6,9,6,3.0,4.5,0.9
Mack Hollins,11873,WR,BUF,1,15.0,0,50.0,,0,0,0,0.0,0,1,4,0,64.7,61.2,63.6,,64.9,20.0,2,0,12,0.0,0,10,0,1,100.0,10,40.0,4,68.8,2,0,40.0,4,12,8,8.0,12.0,1.2
Dawson Knox,35883,TE,BUF,1,12.0,0,50.0,,0,0,0,0.0,0,0,4,0,64.7,61.2,54.8,,50.6,64.3,9,0,0,0.0,0,14,0,1,92.9,13,28.6,4,56.3,2,0,7.1,1,0,4,4.0,0.0,0.0
John Bates,42275,TE,WAS,1,8.5,0,50.0,,0,0,0,0.0,0,1,32,0,64.7,61.2,61.8,72.9,51.6,81.3,13,0,20,12.5,2,16,0,1,87.5,14,6.3,1,85.4,2,0,6.3,1,20,4,4.0,20.0,1.43
Olamide Zaccheaus,44920,WR,WAS,1,12.5,0,0.0,,0,0,0,,0,0,32,0,,,46.8,,50.5,0.0,0,0,0,0.0,0,18,0,0,94.4,17,66.7,12,39.6,2,0,33.3,6,0,0,,,0.0
Justice Hill,45865,HB,BLT,1,-1.5,0,100.0,,0,0,0,0.0,0,1,3,0,68.3,71.6,73.6,16.0,63.9,0.0,0,0,4,11.8,2,17,0,2,88.2,15,5.9,1,81.3,2,0,0.0,0,7,10,5.0,3.5,0.47
Colby Parkinson,52266,TE,LA,1,6.5,0,100.0,,0,0,0,0.0,0,1,26,0,68.3,64.0,80.3,,75.0,0.0,0,0,5,0.0,0,3,0,2,100.0,3,33.3,1,125.0,2,1,66.7,2,9,1,0.5,4.5,3.0
