player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Saquon Barkley,45791,HB,PHI,1,26,5,2,68.3,140,0,205,0,0,5,170,109.0,2,6,24,0,8,79.1,68.0,78.7,,82.7,65.6,66.2,59.6,78,0,27,4,22,29,0,0,4,30,2,205,170,6.54,7.9,1.23,18
Kyren Williams,97118,HB,LA,1,19,6,2,47.2,50,0,106,0,0,6,66,104.2,2,3,26,1,10,25.4,52.9,78.9,,24.3,50.3,59.2,60.0,30,0,-1,1,38,20,0,0,1,20,0,106,66,3.47,5.6,-0.03,9
Joe Mixon,11803,HB,HST,1,18,0,0,0.0,0,0,88,0,0,0,38,0.0,2,3,13,0,11,77.1,69.0,73.5,,75.7,57.7,69.7,59.6,13,0,12,2,14,20,0,0,3,20,1,88,38,2.11,4.9,0.86,7
James Cook,83666,HB,BUF,1,17,2,0,0.0,0,0,67,0,0,2,44,25.9,1,4,4,0,9,76.7,63.3,74.9,,73.0,63.3,62.4,60.0,11,0,15,3,12,19,0,0,3,20,0,67,44,2.59,3.9,1.25,8
Derrick Henry,10679,HB,BLT,1,16,1,2,38.1,32,0,84,2,0,1,44,17.2,4,5,3,0,8,75.8,60.0,75.8,,44.1,24.2,74.3,60.0,17,0,0,0,9,19,0,0,2,16,1,84,44,2.75,5.3,0.0,8
Jayden Daniels,97993,QB,WAS,1,16,5,1,29.4,15,0,26,0,0,0,7,0.0,2,4,32,0,4,80.7,79.9,79.6,83.6,,,61.4,60.0,15,1,0,0,0,37,25,5,0,11,0,51,39,2.44,3.2,,4
Brian Robinson,57120,HB,WAS,1,15,2,1,19.5,15,0,77,0,0,2,46,40.9,3,6,32,0,7,75.5,67.7,77.8,,14.7,52.1,75.6,53.1,15,0,0,0,11,24,0,0,0,15,2,77,46,3.07,5.1,0.0,8
Jahmyr Gibbs,122474,HB,DET,1,14,4,2,45.7,48,0,105,1,1,4,34,60.7,5,6,11,0,3,76.0,78.9,0.0,,73.4,66.3,88.2,60.0,33,1,70,6,37,14,0,0,10,20,2,105,34,2.43,7.5,1.89,10
Josh Allen,46601,QB,BUF,1,10,1,0,0.0,0,0,20,0,0,1,14,14.0,0,4,4,0,4,79.0,69.9,78.8,64.4,,,70.8,60.0,7,0,0,0,0,36,0,0,0,10,2,20,14,1.4,2.0,,2
Kareem Hunt,11841,HB,KC,1,8,1,0,0.0,0,0,44,0,0,1,27,37.5,2,4,16,0,4,72.5,69.5,75.0,,75.7,54.9,71.6,60.0,12,0,2,1,12,11,0,0,1,9,1,44,27,3.38,5.5,0.17,4
David Montgomery,45719,HB,DET,1,7,3,0,0.0,0,0,28,0,0,3,26,159.2,1,2,11,0,2,72.5,73.4,71.7,60.1,77.2,55.7,72.5,,11,0,0,0,6,8,0,0,0,7,0,28,26,3.71,4.0,0.0,5
Patrick Mahomes,11765,QB,KC,1,7,1,0,0.0,0,0,-10,0,0,0,0,0.0,1,1,16,1,0,37.4,73.0,78.1,79.4,,,46.0,60.0,15,0,0,0,0,17,24,4,0,3,0,14,16,2.29,2.0,,0
Jalen Hurts,40291,QB,PHI,1,7,3,1,62.9,44,0,49,0,0,2,42,525.0,2,2,24,1,3,27.7,63.1,78.9,55.5,,,74.8,60.0,44,0,0,0,0,31,21,3,0,4,1,70,48,6.86,10.0,,0
C.J. Stroud,129759,QB,HST,1,6,1,0,0.0,0,0,-1,0,0,0,0,0.0,1,3,13,1,0,79.5,85.3,79.2,78.7,,,79.9,60.0,28,0,0,0,0,25,43,5,0,1,0,42,20,3.33,7.0,,0
Justice Hill,45865,HB,BLT,1,6,3,1,44.0,22,0,50,0,0,3,23,143.7,3,3,3,0,2,71.6,73.6,75.4,,16.0,63.9,80.0,60.0,22,0,7,2,15,7,0,0,2,8,0,50,23,3.83,8.3,0.47,4
Lamar Jackson,46416,QB,BLT,1,6,2,0,0.0,0,0,-5,0,0,0,0,0.0,2,3,3,1,0,25.4,81.8,0.0,76.0,,,81.5,60.3,16,1,0,0,0,26,44,4,0,2,0,39,38,6.33,6.5,,1
Austin Ekeler,12164,HB,WAS,1,6,0,1,74.5,35,0,47,0,3,0,19,95.0,1,1,32,0,4,72.4,90.8,76.7,,79.8,90.9,76.0,58.6,35,0,41,4,16,10,0,0,4,10,0,47,19,3.17,7.8,2.56,1
Ty Johnson,45769,HB,BUF,1,5,0,1,54.8,17,0,31,0,1,0,13,43.3,1,2,4,0,1,70.3,54.5,74.0,,0.0,59.5,63.8,60.0,17,0,8,1,8,12,0,0,1,6,0,31,13,2.6,6.2,1.0,4
Isiah Pacheco,83747,HB,KC,1,5,1,0,0.0,0,0,18,0,0,1,8,32.0,1,0,16,0,1,69.7,60.3,73.2,,73.7,46.9,62.9,,10,0,0,0,8,5,0,0,1,5,0,18,8,1.6,3.6,0.0,3
Jeremy McNichols,11917,HB,WAS,1,4,1,0,0.0,0,0,8,0,0,1,9,56.3,0,1,32,0,0,68.6,70.1,75.8,,74.4,57.0,68.0,60.0,3,0,0,0,4,6,0,0,0,4,1,8,9,2.25,2.0,0.0,4
Dameon Pierce,83659,HB,HST,1,4,0,0,0.0,0,0,10,0,0,0,6,0.0,0,0,13,0,1,70.1,53.8,71.5,,,54.4,61.7,36.1,6,0,0,0,8,6,0,0,0,4,0,10,6,1.5,2.5,0.0,3
Ray Davis,101072,HB,BUF,1,4,1,1,55.2,16,0,29,0,0,1,23,143.8,1,2,4,0,2,70.1,66.8,67.3,,,58.4,66.0,,16,0,0,0,1,4,0,0,0,4,1,29,23,5.75,7.3,0.0,2
Matthew Stafford,4924,QB,LA,1,2,0,0,0.0,0,0,-7,0,0,0,0,0.0,0,0,26,2,0,23.2,57.2,79.3,63.3,,,29.8,60.0,5,0,0,0,0,20,5,1,0,1,0,-2,1,0.5,-1.0,,1
Mark Andrews,47436,TE,BLT,1,2,0,0,0.0,0,0,3,1,0,0,0,0.0,0,2,3,1,0,18.0,58.8,77.3,,65.6,51.6,70.6,74.3,2,0,61,5,27,11,0,0,7,7,0,3,0,0.0,1.5,2.26,0
Matt Araiza,82642,P,KC,1,1,0,0,0.0,0,0,-18,0,0,0,0,0.0,0,0,16,0,0,61.9,60.0,65.7,,,,60.0,,-18,0,0,0,0,1,0,0,0,1,0,-18,0,0.0,-18.0,,0
Kenneth Gainwell,77737,HB,PHI,1,1,0,0,0.0,0,0,10,0,1,0,2,100.0,1,1,24,0,1,69.1,72.7,70.7,,77.9,80.0,62.6,60.0,10,0,10,1,2,2,0,0,1,2,0,10,2,2.0,10.0,5.0,0
Dare Ogunbowale,12329,HB,HST,1,1,0,0,0.0,0,0,9,0,0,0,4,0.0,0,0,13,0,1,64.6,59.9,73.8,,36.1,56.4,63.7,,9,0,0,1,13,1,0,0,1,2,0,9,4,4.0,9.0,0.0,0
Jameson Williams,101701,WR,DET,1,1,0,1,100.0,61,0,61,0,0,0,0,0.0,1,1,11,0,0,66.2,57.7,78.9,41.3,,55.6,81.7,40.1,61,0,19,1,41,19,0,0,4,2,1,61,0,0.0,61.0,0.46,0
Jared Goff,10635,QB,DET,1,1,0,0,0.0,0,0,0,0,0,0,,100.0,0,1,11,1,0,29.0,45.5,79.0,44.3,60.9,58.4,63.1,60.0,7,0,0,0,1,20,7,1,0,0,0,7,0,0.0,7.0,0.0,0
Marcus Mariota,9435,QB,WAS,1,1,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,0,32,0,0,61.9,52.9,64.6,,,,56.0,,-1,0,0,0,0,1,0,0,0,1,0,-1,0,0.0,-1.0,,0
Xavier Worthy,144718,WR,KC,1,1,0,0,0.0,0,0,-8,1,1,0,0,0.0,0,0,16,0,0,69.1,63.9,78.1,,,64.0,59.2,60.9,-8,0,45,5,28,12,0,0,6,6,0,-8,0,0.0,-8.0,1.61,0
