player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Cooper Kupp,11824,WR,LA,1,8.6,1,80.0,100.0,2,2,0,0.0,0,5,26,0,77.3,71.8,85.2,,84.9,0.0,0,0,22,0.0,0,47,0,8,91.5,43,57.4,27,144.6,10,2,42.6,20,92,38,4.8,11.5,2.14
Ja'Marr Chase,84270,WR,CIN,1,12.8,0,62.5,100.0,1,1,0,0.0,0,3,7,0,73.4,68.0,77.2,,75.8,0.0,0,0,46,0.0,0,43,0,5,100.0,43,27.9,12,100.5,8,0,72.1,31,89,36,7.2,17.8,2.07
Van Jefferson,47447,WR,LA,1,15.0,0,50.0,50.0,1,2,0,0.0,0,1,26,0,72.1,67.0,54.9,66.8,53.7,0.0,0,1,13,2.2,1,46,0,4,91.3,42,80.4,37,16.7,8,0,19.6,9,23,26,6.5,5.8,0.55
Joe Mixon,11803,HB,CIN,1,-3.2,0,83.3,,0,0,0,16.7,1,0,7,0,45.8,76.7,62.0,24.6,47.2,0.0,0,0,4,21.4,6,28,0,5,75.0,21,7.1,2,79.2,6,0,14.3,4,1,19,3.8,0.2,0.05
Tyler Boyd,10689,WR,CIN,1,5.8,0,83.3,,0,0,0,16.7,1,2,7,0,45.8,68.0,67.0,64.5,64.4,0.0,0,0,16,2.4,1,41,0,5,97.6,40,100.0,41,100.0,6,0,0.0,0,48,20,4.0,9.6,1.2
Tee Higgins,61211,WR,CIN,1,13.7,0,66.7,0.0,0,2,0,0.0,0,3,7,0,72.1,67.0,68.2,,67.3,0.0,0,0,75,0.0,0,43,0,4,100.0,43,16.3,7,149.3,6,2,83.7,36,100,43,10.8,25.0,2.33
Ben Skowronek,27948,WR,LA,1,6.8,0,40.0,,0,0,0,0.0,0,0,26,0,68.3,64.0,49.8,,50.3,0.0,0,1,7,0.0,0,34,0,2,91.2,31,35.3,12,8.3,5,0,64.7,22,12,7,3.5,6.0,0.39
Darrell Henderson,41193,HB,LA,1,10.6,0,60.0,,0,0,0,0.0,0,2,26,0,70.5,70.6,66.4,77.4,73.5,0.0,0,0,25,11.1,2,18,0,3,83.3,15,16.7,3,87.9,5,0,27.8,5,43,18,6.0,14.3,2.87
Cam Akers,57206,HB,LA,1,0.5,0,75.0,0.0,0,1,0,0.0,0,1,26,0,70.5,75.4,52.9,29.0,61.4,0.0,0,0,7,16.7,4,24,0,3,79.2,19,16.7,4,79.2,4,0,0.0,0,14,14,4.7,4.7,0.74
Brycen Hopkins,47338,TE,LA,1,6.3,1,100.0,,0,0,0,0.0,0,3,26,0,72.1,67.0,68.6,15.0,72.6,32.3,10,0,16,6.5,2,31,0,4,83.9,26,0.0,0,115.6,4,0,67.7,21,47,22,5.5,11.8,1.81
Odell Beckham Jr.,8647,WR,LA,1,12.3,0,66.7,100.0,1,1,0,33.3,1,2,26,0,68.3,64.0,77.7,,76.2,0.0,0,0,35,0.0,0,14,0,2,100.0,14,21.4,3,149.3,3,1,78.6,11,52,20,10.0,26.0,3.71
Chris Evans,27303,HB,CIN,1,9.5,0,50.0,,0,0,0,0.0,0,1,7,0,64.7,61.2,62.8,,64.4,0.0,0,0,3,0.0,0,4,0,1,100.0,4,25.0,1,56.3,2,0,25.0,1,3,3,3.0,3.0,0.75
C.J. Uzomah,9590,TE,CIN,1,-2.0,1,100.0,,0,0,0,0.0,0,1,7,0,68.3,64.0,69.1,82.8,64.3,41.2,14,0,6,14.7,5,34,0,2,85.3,29,23.5,8,89.6,2,0,20.6,7,11,15,7.5,5.5,0.38
Matthew Stafford,4924,QB,LA,1,4.0,0,0.0,,0,0,0,,0,0,26,0,,80.3,78.7,,60.0,0.0,0,0,0,0.0,0,47,1,0,2.1,1,0.0,0,39.6,1,0,0.0,0,0,0,,,0.0
Mike Thomas,10840,WR,CIN,1,9.0,0,100.0,,0,0,0,0.0,0,0,7,0,64.7,61.2,74.6,,71.5,0.0,0,0,17,0.0,0,5,0,1,100.0,5,40.0,2,118.8,1,0,60.0,3,17,8,8.0,17.0,3.4
